babble wise 49 babble were 89
babies down 177 babies five 44
babies four 70 babies birth 221
babies from 109 babies warm 40
babies from 59 babies their 49
backed syria 115 backed iran 45
badges worn 151 badges been 50
baffling were 42 bairns fend 79
baited cast 107 baited threw 45
ballot have 54 bamboo making 104
banish mind 182 banish mind 1153
banker were 51 banner love 51
banner wave 81 banyan days 152
barber hair 157 barely gain 42
barley made 45 barons game 47
barons bone 46 barons speak 48
barons from 55 barons were 92
barred feet 41 barred went 58
barred have 43 barrel been 64
barrel loaf 50 barrel some 59
barrel ends 570 barrel beer 44
barren have 718 barren view 40
barter their 197 barter sell 42
basics need 251 basins milk 60
basins gems 75 basins south 51
basket wine 118 basket some 63
basket sale 55 basket other 62
basket some 63 basket wine 121
basket ends 208 batted forth 129
battle more 42 battle what 76
battle away 43 battle when 116
battle half 816 battle done 54
battle from 40 battle there 57
battle took 69 battle were 132
battle when 56 battle evil 3898
battle been 51 battle been 132
battle been 125 battle have 61
battle done 123 battle lost 117
battle hate 93 battle were 44
battle made 41 battle ocean 68
battle only 45 battle soil 59
battle when 56 battle name 95
battle eyes 40 battle from 57
battle life 301 battle ever 59
battling years 70 beached from 44
beaches south 89 bearers their 49
beavers laws 53 became hard 90
became peace 55 became much 89
became tame 41 became only 221
became eyes 66 became only 153
became what 67 became less 1270
became more 704 became were 70
became were 168 became part 46
became even 92 became even 639
became from 42 became john 46
became many 410 became more 154
became most 104 became nothing 62
became only 135 became other 49
became some 305 became their 125
became there 394 became when 185
became even 44 became many 43
became their 40 became bill 92
became more 205 became dark 45
became heavy 43 became nothing 40
became many 94 became their 70
became most 716 became last 51
became sixth 126 became drug 100
became held 389 became many 46
became soul 685 became many 98
became only 50 became most 129
became most 313 became soul 791
became only 64 became more 175
became tenth 42 became many 242
became most 423 became those 57
became ever 140 became used 56
became over 92 became file 142
became most 94 became only 48
became many 47 became last 57
became only 111 became last 47
became many 41 became last 190
became woof 161 beckon help 47
become soon 50 become many 49
become wary 91 become good 62
become more 85 become eyes 71
become your 71 become just 59
become mere 68 become what 51
become less 1107 become more 752
become miss 63 become such 57
become whom 53 become come 41
become have 423 become want 102
become went 82 become were 128
become their 46 become their 50
become even 680 become many 389
become most 122 become none 44
