bad country now for calmness 63
bad example and bad education 62
bad example for her children 51
bad example for his children 55
bad fortune that has befallen 77
bad history and bad sociology 44
bad marriage with its aversions 42
bad thoughts and bad fortunes 108
bag slipped off her shoulder 51
bear witness that they accepted 75
being admired and then overhears 42
being assured that his entrance 63
being between him and solitude 41
being brought him that hannibal 77
being brought out for execution 62
being carried out and affected 65
being carried out with complete 42
being carried too far backward 57
being charged with any specific 61
being charged with its direction 42
being chinese and being american 43
being circled with any reserved 220
being decided that this district 198
being endowed both with industry 120
being general and not specific 41
being present did not perceive 60
being settled with this auxiliary 56
being stronger than our citizens 118
being studied for its potential 145
bid highest for his services 48
big dominoes and then gigantic 49
big problem with this approach 126
both absorbing and being absorbed 59
both affecting and being affected 222
both because all are eligible 113
both because she had suffered 55
both because they had received 42
both britain and her colonies 57
both britain and its colonies 79
both college and pro football 49
both gregory xii and benedict 84
both herself and her audience 84
both herself and her children 448
both herself and her companion 122
both herself and her daughter 384
both herself and her students 74
both himself and his audience 438
both himself and his children 288
both himself and his companion 274
both himself and his comrades 65
both himself and his daughter 207
both himself and his employer 116
both himself and his mistress 53
both himself and his neighbor 97
both himself and his opponent 120
both himself and his patients 102
both himself and his property 75
both himself and his situation 49
both himself and his soldiers 60
both himself and his students 162
both himself and his subjects 287
both increase his own demesnes 62
both integer and real variables 62
both markets and raw materials 130
both married and had children 181
both married and had families 42
both married and with children 41
both natural gas and electric 55
both natural law and positive 83
both nominal and real interest 695
both nominal and real variables 60
both overall and for specific 66
both parents and all children 95
both parents and two children 52
both parties who are business 74
both produce and are produced 218
both protein and dna synthesis 119
both protein and rna synthesis 215
both regular and amt purposes 60
both wrongful death and survival 72
but against his own grandson 80
but because god has declared 53
but because god has promised 90
but because men are wretched 62
but because she has disowned 67
but because she has received 40
but because she was beautiful 82
but because she was helpless 45
but because she was involved 44
but because she was pregnant 140
but because they are accepted 53
but because they are actually 300
but because they are addicted 40
but because they are agreeable 60
but because they are american 41
but because they are anagrams 76
but because they are animated 114
but because they are attached 87
but because they are beautiful 106
but because they are believed 294
