babbling his 57 babies sit 105
babies use 46 babies low 102
babies this 74 babies die 46
backed his 53 backed idea 80
backed saw 157 backed saw 43
bairns them 42 baited try 40
baited meat 57 ballad that 106
bandit his 48 banish its 66
banish earth 83 banish earth 286
banker his 51 banker had 146
banker has 44 banker was 40
banned its 106 banned its 56
banter they 40 banter mean 99
barber cut 51 barely all 92
barely sit 49 barely ask 123
barely bring 105 barely buy 50
barely cry 65 barely cut 47
barely dry 260 barely fling 61
barely get 2454 barely hang 87
barely hear 51 barely hit 46
barely lay 58 barely leap 206
barely let 99 barely nod 176
barely put 423 barely read 304
barely run 221 barely say 819
barely see 507 barely set 219
barely sit 245 barely swing 68
barely get 87 barely see 67
barely was 144 barely top 543
barely was 89 barely age 193
barely age 162 barely age 230
barons was 45 barrel with 73
barrel with 42 barren her 83
barrow earth 68 barter rum 52
bashed head 94 bashed head 308
bashed head 47 basics get 158
basket with 80 basket with 271
basket out 219 basket with 43
basket all 89 basket her 46
basket her 65 batted him 604
batted head 48 batted her 41
batter pan 83 batter head 107
battle war 1128 battle war 279
battle war 659 battle them 64
battle for 55 battle them 41
battle can 49 battle war 1309
battle war 828 battle war 2411
battle won 82 battle death 999
battle not 63 battle his 52
battle his 74 battle two 42
battle for 43 battle for 197
battle for 50 battle air 91
battle now 40 battle won 184
battle his 46 battle for 203
battle for 133 battle with 74
battle won 129 battle this 56
battle had 48 battle was 151
battle had 64 battle was 135
battle its 55 battle all 91
battle this 66 battle his 57
battle his 79 battle him 59
battle long 44 beaches all 41
bearded him 43 bearded had 92
bearded east 50 bearded had 132
became was 57 became war 71
became them 80 became them 59
became all 62 became act 47
became see 58 became was 40
became heat 42 became was 117
became was 99 became head 129
became seat 106 became age 42
became age 67 became read 131
became see 1381 became bear 557
became bear 184 became bear 358
became too 42 became bear 2254
became pay 63 became run 42
become all 281 become are 81
become can 45 become year 99
become death 43 become them 79
become them 41 become them 44
become sue 111 become lead 44
become she 105 become his 41
become day 86 become was 51
become art 94 become head 42
become seat 54 become being 88
become ice 50 become this 77
become run 50 become man 76
become them 40 become act 134
become too 70 become read 41
become see 154 become her 104
become him 85 become them 41
become you 50 become bear 260
become bear 90 become too 50
become bear 230 become fly 44
become too 431 become bear 950
become buy 58 become being 63
become one 73 become too 62
becoming eye 46 becoming ten 68
becoming see 74 becoming her 48
becoming him 56 becoming bear 62
becoming too 77 becoming bear 277
beeper any 59 befell was 169
befell one 43 before six 211
before was 99 before his 82
before was 114 before them 52
before has 123 before them 209
before with 41 before act 704
before age 386 before boer 282
before day 259 before egg 97
before era 331 before han 53
before heat 94 before long 203
before may 103 before meal 464
