bag will 43 bee over 51
being good 78 being size 41
being from 40 bit from 46
both rate 87 but task 69
but free 48 but into 57
but from 40 but died 54
but clear 46 but clear 41
but from 99 but like 83
but were 68 but when 49
but there 114 but these 109
but once 57 but fell 41
but were 73 but fell 51
but took 50 but were 67
but made 41 but were 42
but their 48 but type 53
but form 46 but will 48
but will 52 but fell 68
but fact 66 but were 62
but were 43 but were 54
but were 43 but from 103
but from 117 but what 49
