bacteria reported 47 bacteria isolated 46
baggage mischief 62 balance achieved 56
balance achieved 188 balance achieved 170
balance achieved 228 balloon inflated 40
banquet officials 42 banquet prepared 253
barbers recorded 88 barrels produced 47
bathroom approval 50 bathroom families 42
because employed 76 because remained 105
because properly 59 because deceived 77
because accepted 61 because arrested 133
because assigned 99 because attacked 67
because awakened 48 because baptized 81
because betrayed 72 because captured 58
because careless 60 because deceived 133
because deprived 139 because deserted 64
because diagnosed 98 because disabled 48
because divorced 125 because educated 129
because employed 125 because forgiven 143
because friendly 46 because informed 165
because involved 168 because molested 42
because observed 46 because offended 43
because overcome 43 because practicing 41
because pregnant 119 because prepared 61
because promised 119 because punished 67
because rejected 78 because selected 52
because sexually 173 because startled 45
because suddenly 68 because threatened 92
because troubled 40 because children 67
because children 52 because finished 131
because received 128 because returned 103
because interest 77 because forgiven 54
because whatever 70 because recently 92
because beautiful 46 because children 120
because children 95 because betrayed 43
because deceived 85 because degraded 46
because deprived 129 because deserted 57
because educated 78 because employed 97
because forgiven 64 because informed 41
because involved 56 because promised 47
because rejected 60 because sexually 48
because children 44 because children 40
because children 48 because followed 86
because problems 181 because beautiful 262
because eighteen 43 because fourteen 43
because nineteen 43 because beautiful 295
because conscious 65 because religious 43
because daughter 46 because business 87
because everyone 148 because happened 99
because children 244 because families 573
because husbands 58 because affected 67
because involved 68 because observed 41
because relevant 41 because equipped 104
because complete 41 because citizens 62
because examples 205 because students 42
because magicians 47 because problems 115
because abstract 48 because accurate 104
because advanced 197 because affected 591
because ambitious 65 because amenable 86
because apparent 52 because beautiful 47
because burdened 42 because critical 46
because dangerous 86 because directly 147
because distinct 78 because dramatic 41
because educated 338 because essential 56
because flexible 81 because frequent 100
because inclined 129 because informed 124
because invasive 75 because involved 311
because irritating 101 because numerous 188
because obviously 46 because powerful 130
because prepared 43 because relevant 135
because specific 76 because tolerant 113
because valuable 46 because volatile 80
because children 80 because creatures 60
because possible 69 because produced 169
because abstract 135 because abundant 193
because accurate 388 because actively 60
because advanced 265 because affected 172
because affluent 43 because agreeable 61
because ambitious 55 because amenable 201
because attached 100 because beautiful 144
because commonly 579 because complete 108
because concrete 115 because conscious 215
because constant 64 because critical 49
because dangerous 154 because definite 75
because delicate 193 because detached 107
