backed his main topsail and 65
banked with rare flowers that 109
basket had been tumbled out 82
batter his poor devoted head 162
battle for free schools was 52
battle for life brought him 43
battle for their country and 121
battle had been largely won 65
battle had gone against him 201
battle had gone against them 108
battle has been finally won 46
battle has been largely won 60
battle was left covered with 42
became both more complex and 147
became both more intense and 63
became far more complex and 115
became far more complex than 84
became far more harassing than 62
became far more pleasant than 139
became far more popular than 174
became far more radical than 46
became his great descent and 78
became his most devoted and 43
became his most popular and 57
became his warm friends and 42
became not only feasible but 64
became not only friends but 54
became not only natural but 85
became not only popular but 96
became not only useless but 66
became our good friends and 45
become both less perfect and 47
become both more complex and 297
become both more feasible and 46
become both more general and 51
become both more intense and 48
become both more visible and 67
become far more complex and 507
become far more complex than 581
become far more complex with 41
become far more familiar with 99
become far more general than 55
become far more intense and 44
become far more intense than 49
become far more popular than 136
become not only adverse but 52
become not only critics but 135
become not only familiar but 40
become not only feasible but 61
become not only national but 60
become not only useless but 301
becoming both more complex and 98
becoming far more complex and 55
becoming far more complex than 47
becoming than their natural one 58
before all else implies both 42
before and during election day 85
before and during marriage and 44
before and during surgery and 124
before and knew exactly how 48
before and were familiar with 169
before any great advance can 44
before any other attempt was 46
before any other country had 109
before any such attempt was 64
before any such decision was 44
before any sure results can 54
before any were ordered for 52
before any word beginning with 71
before had been carried out 47
before had been covered with 413
before had been crowded with 106
before has ever offered this 104
before her last illness she 53
before her late husband was 51
before her lips touched his 168
before her said marriage was 52
before him four thousand head 44
before him have pointed out 91
before him very bleached and 56
before his eyes perhaps for 45
before his eyes tremble and 46
before his face resumed its 45
before his last illness and 41
before his lips touched her 73
before his mind drifted him 120
before his term expired and 96
before its fifth taxable year 51
before its full effects are 53
before its full effects can 48
before its time because its 72
before long there appeared not 55
before not only released out 57
before our eyes excites our 82
before she came forward and 111
before she died because she 65
before she even realized she 579
before she even realized that 213
before she felt herself being 63
before she gets married and 49
