be accepted as perfectly normal 49
be accepted by political leaders 105
be accepted in determining whether 63
be achieved at different levels 237
be achieved by carefully choosing 47
be achieved by different methods 263
be achieved by different routes 50
be achieved by filtration through 43
be achieved by selective breeding 41
be achieved by voluntary effort 57
be achieved or sustained without 40
be acquired at reasonable prices 80
be actively or passively obeyed 65
be addressing the surrounding forest 43
be adequate to determine whether 99
be adjusted to different levels 88
be adjusted to different values 67
be admitted to political rights 62
be admitted to posthumous honors 139
be admitted to secondary school 101
be adsorbed by activated carbon 55
be adsorbed on activated carbon 77
be affected at different levels 46
be affected by conditions caused 82
be affected by different levels 59
be affected by political changes 68
be affected by political events 137
be amenable to resolution through 75
be analyzed at different levels 231
be analyzed in determining whether 46
be analyzed on different levels 77
be analyzed to ascertain whether 116
be analyzed to determine whether 2715
be answered at different levels 61
be answered by considering whether 90
be answered by determining whether 199
be answered in determining whether 330
be answered to determine whether 154
be approved by parliament before 125
be arrested or summarily driven 62
be ascribed the prodigious renown 84
be ascribed to different causes 101
be ascribed to different habits 73
be ascribed to temporary causes 68
be assailed by momentary doubts 42
be assassin of president ronald 92
be assessed at different levels 120
be assessed by considering whether 59
be assessed by determining whether 149
be assessed by different methods 56
be assessed in determining whether 123
be assessed to ascertain whether 79
be assessed to determine whether 1347
be assessed to establish whether 64
be assigned an identifying number 74
be assigned to different groups 267
be assigned to different levels 168
be assigned to different periods 57
be assigned to different pupils 59
be assigned to different reasons 174
be assigned to different regions 46
be assigned to different stages 41
be attached be regularly engaged 121
be attached or contained therein 48
be attained by different methods 48
be balanced in determining whether 65
be citizens of different states 471
be combined in determining whether 87
be combined to determine whether 117
be compared at different points 54
be compared at different stages 46
be compared to ascertain whether 45
be compared to determine whether 737
be complete or effective without 121
be composed of alternate layers 146
be composed of alternating layers 50
be composed of delegates chosen 183
be composed of different metals 40
be composed of different strata 95
be composed of extremely minute 101
be composed of sovereign states 161
be composed of vegetable matter 43
be computed by numerical methods 110
be computed to determine whether 104
be conceded by everybody except 41
be confined to determining whether 87
be confined to reasonable limits 57
be convened to determine whether 58
be converting the substance itself 67
be critical in determining whether 986
be critical to determine whether 110
be critical to determining whether 48
be cultured to determine whether 44
be decisive in determining whether 754
be declared an emergency measure 87
be demanded at different prices 100
be deprived of electoral rights 53
be deprived of political rights 341
be designed to ascertain whether 44
be designed to determine whether 429
