babies within 66 ballot singled 68
bamboo leaves 41 barely lives 5704
barest given 45 barred doors 47
basket satin 43 battle place 54
battle women 42 became paler 41
became would 148 became though 47
became could 49 became people 72
became could 338 became short 101
became would 101 became could 215
became might 58 became would 863
became people 53 became again 42
became names 49 became works 59
became round 248 became people 51
became owner 108 became people 73
become easily 269 become apart 40
become given 100 become social 74
become would 87 become types 53
become forms 49 become basic 505
become terms 103 become faces 126
become forms 63 become local 69
become meanings 43 become names 152
become needs 44 become roles 61
become state 200 become tasks 46
become basic 52 become facts 40
become forms 74 become names 78
become rules 135 become terms 331
become tools 149 become types 92
become words 205 become child 49
become local 74 become state 120
become voice 99 become easily 47
become people 50 become known 49
become owner 52 become cause 46
become people 56 become people 56
become dense 65 become dense 47
become longer 41 become agile 45
become rigid 43 before offer 43
before known 50 before growth 50
before again 76 before homes 41
before place 90 before place 43
before hands 43 before place 170
before after 230 before morning 82
before shown 47 behind above 139
behind below 106 beside odious 49
beside while 58 better money 42
better lived 103 better lived 147
better people 44 better easily 119
better while 174 better others 40
better which 59 better after 57
better found 40 better carry 40
better herds 49 better people 76
better which 58 better others 60
better others 45 better people 138
better money 94 better lasting 62
better money 50 better found 90
better grown 108 better which 107
better money 80 better forms 43
better types 60 better based 56
better given 75 better shown 57
better which 233 better either 92
better money 133 better hands 40
better found 253 better water 56
better frank 54 better others 48
better which 74 better fight 53
beyond nation 53 bigger people 48
billion spent 1011 billion spent 618
bitter hands 98 blacks black 42
blamed given 47 blamed taken 57
blamed asked 51 blamed given 87
blamed taken 62 blocks about 72
bloody place 56 boarding women 101
bodies water 56 bodies unfit 42
bonnet tubes 47 bonnet roses 84
border wales 285 border state 79
borrow value 48 bottom under 133
bottom breaking 178 braced might 43
braced would 59 braced might 75
braced would 82 brazen posts 42
breasts chest 289 breasts chest 206
broken roofs 102 brushing chest 49
building roads 128 building homes 110
buried mines 57 busied works 58
butter until 181 bypass shown 82
