barges pieces 55 barons return 46
became obtain 43 became england 308
became access 118 became accept 50
became answer 61 became arrange 60
became assume 43 became attain 59
became conceal 58 became defend 117
became define 121 became detect 60
became follow 152 became handle 211
became ignore 169 became locate 79
became manage 316 became obtain 1562
became pursue 52 became remove 41
became resist 76 became retain 46
became secure 242 became travel 52
became uphold 60 became europe 44
became nature 56 became public 50
became accept 59 became choosing 50
became changes 63 became issues 54
became public 40 became europe 48
became decide 42 became follow 61
became handle 66 became manage 143
became obtain 230 became secure 62
became charge 617 become plants 52
become adults 75 become public 51
become recent 46 become higher 41
become modern 76 become recent 307
become recent 73 become disease 103
become changes 145 become wholly 47
become recent 47 become recent 66
become plants 53 become public 64
become recent 552 become access 84
become accept 73 become access 149
become answer 136 become arrange 63
become assess 138 become attain 210
become defend 86 become define 352
become design 66 become detect 264
become ensure 43 become follow 109
become govern 65 become handle 338
become ignore 106 become locate 216
become manage 795 become measure 117
become obtain 1339 become pursue 72
become realize 77 become remove 269
become resist 91 become retain 42
become secure 214 become managing 65
become carrying 46 become handling 62
become managing 297 become recent 86
become reducing 77 become reducing 54
become handling 47 become managing 49
become recent 55 become recent 60
become higher 231 become deciding 48
become defining 53 become future 828
become modern 109 become recent 1553
become higher 48 become ensure 49
become habits 43 become recent 77
become becoming 47 become future 113
become recent 724 become managing 45
become europe 43 become future 94
become public 49 become recent 541
become accept 49 become disease 74
become choosing 147 become changes 271
become ethical 41 become gender 100
become issues 180 become market 157
become public 141 become subtle 57
become future 108 become recent 404
become english 44 become various 53
become christ 54 become christ 95
become christ 76 become decide 53
become define 71 become detect 54
become follow 102 become handle 186
become manage 208 become obtain 276
become remove 155 become recent 52
become future 124 become modern 124
become recent 414 become recent 54
become changes 68 become england 49
become charge 130 becoming access 49
becoming attain 62 becoming defend 89
becoming define 130 becoming follow 41
becoming handle 88 becoming ignore 71
becoming locate 70 becoming manage 195
becoming obtain 820 becoming secure 138
becoming higher 40 becoming modern 55
becoming itself 59 becoming accept 45
becoming custom 40 becoming office 54
becoming manage 40 becoming obtain 74
becoming boston 79 before england 70
before english 50 before english 111
before employ 102 before english 64
before england 41 before english 421
before existing 45 before europe 45
before england 84 before modern 118
before england 43 before europe 66
before office 47 before christ 64
before object 53 before result 53
before divers 75 before release 60
before christ 56 behind ensure 59
bemoan arrest 44 betray languor 77
better secure 55 better kansas 78
beyond origin 66 blacks attend 49
blacks remain 84 bodied france 86
bothers sorely 56 bought robert 64
breasts plates 95 breeding return 63
broken narrow 88 broken various 44
broken course 45 broken extent 50
brother remind 53 building renown 62
