bad action leads to others 40
bad blood among the people 63
bad dreams during the night 45
bad feeling among the people 82
bad grace from the lover 106
bad habit such as smoking 60
bad loans from the banks 106
bad right from the start 64
bad times used to force 50
bad walking along the shore 42
bad weather during the first 61
bad weather during the whole 54
bag which held the winds 48
ban every form of teaching 52
bath salts into the water 90
bay horse along the front 178
bay leaves salt to taste 120
beak arising from the front 44
beam built into the house 53
beam gliding along the river 53
bear either cold or hunger 561
beat about during the night 59
beat about upon the rocks 45
beat alarm along the whole 44
bed spread upon the floor 123
bed until late at night 194
being about half as large 124
being about half the total 148
being acted upon by light 292
being acted upon by others 137
being acted upon by water 97
being acted upon the stage 112
being alone worth the price 79
being apart from the mother 51
being apart from the others 60
being apart from the world 272
being asked what he could 518
being asked what he really 265
being asked what he thinks 82
being asked what he would 1065
being asked what it could 158
being asked when he would 174
being awake during the night 52
being based upon the facts 42
being based upon the force 51
being based upon the notion 70
being based upon the total 98
being based upon the value 44
being blown away by strong 56
being blown from the mouths 40
being blown from the trees 40
being blown into the river 176
being blown into the water 146
being borne down the stream 45
being borne from the field 254
being borne into the house 41
being borne upon the rolls 58
being bound down the river 221
being bound only to order 43
being bound over to appear 45
being built along the banks 41
being built along the coast 206
being built along the lines 40
being built along the river 68
being built into the walls 104
being built over the river 61
being built upon the ruins 114
being burnt upon the altar 43
being comes into the world 1257
being could have the right 43
being drawn down the abyss 60
being drawn from the angles 41
being drawn from the first 61
being drawn from the local 48
being drawn from the lower 135
being drawn from the people 72
being drawn from the point 141
being drawn from the power 171
being drawn from the ranks 301
being drawn from the river 68
being drawn from the udder 46
being drawn from the upper 146
being drawn from the water 405
being drawn into it again 44
being drawn into the abyss 77
being drawn into the action 78
being drawn into the ambit 103
being drawn into the arena 89
being drawn into the armed 45
being drawn into the black 48
being drawn into the chest 59
being drawn into the civil 43
being drawn into the depths 62
being drawn into the engine 585
being drawn into the field 110
being drawn into the fight 67
being drawn into the group 92
being drawn into the growing 111
being drawn into the house 82
being drawn into the inner 56
