oath which superstition can 198
off again relationship with 142
off social intercourse with 51
off state enterprises and 105
oil field development and 162
oil price fluctuations and 117
oil shale development and 100
oil shale development are 45
oil shale development was 107
oil spill containment and 171
oil until translucent and 49
old china shepherdess lay 56
old class distinctions and 96
old class distinctions are 77
old gaelic institutions and 100
old greek philosopher and 40
old greek philosopher who 87
old party distinctions and 56
old party legislators for 43
old roman aristocracy and 78
old roman civilization and 99
old roman civilization had 62
old roman civilization was 51
old roman inscriptions and 52
old saxon constitution with 55
old social distinctions and 50
old social hierarchies and 46
old social institutions and 137
old social organization and 77
old somme battlefield and 85
old story illustrates this 50
old treaty arrangements with 56
old woman accompanied sue 51
old woman fortunately did 45
old woman interrupted her 80
old woman interrupted him 109
old woman responsible for 43
one after consultation with 127
one agent responsible for 77
one basic requirement for 219
one brief conversation with 195
one close relationship with 189
one could acknowledge that 60
one could communicate with 1243
one could conceivably use 209
one could confidently say 423
one could contemplate his 43
one could contemplate with 61
one could demonstrate how 52
one could demonstrate one 84
one could demonstrate that 1799
one could demonstrate this 104
one could demonstrate with 41
one could enfranchise his 130
one could extrapolate that 85
one could investigate how 133
one could occasionally hear 220
one could occasionally see 350
one could practically hear 92
one could theoretically use 117
one easily understands how 130
one easily understands that 260
one easily understands why 355
one engine inoperative and 61
one evening accompanied his 56
one feels comfortable and 325
one feels comfortable with 554
one feels intuitively that 320
one feels nevertheless that 186
one feels responsible and 103
one feels responsible for 952
one final conversation with 66
one final opportunity for 135
one finds individuals and 98
one finds individuals who 227
one finds individuals with 50
one finds practically all 57
one fully illustrated and 258
one fully responsible for 42
one fully understands all 65
one fully understands how 271
one fully understands that 168
one fully understands this 123
one fully understands why 302
one grand benevolence tax 50
one grand confederacy for 47
one group differently than 65
one group responsible for 285
one holds responsible for 48
one human relationship that 47
one keeps assignations with 93
one knows individuals who 86
one knows intuitively that 57
one large compartment for 50
one large geographical area 45
one large organization and 42
one large organization for 41
one large organization that 112
one large organization with 49
one legal commentator has 109
one major consequence for 52
one major contribution that 119
one major development that 45
one major opportunity for 42
one major precondition for 46
one major requirement for 100
one makes commodities for 87
one makes comparisons with 160
one meets occasionally with 62
one might acknowledge that 179
one might communicate with 348
one might demonstrate that 151
one might extrapolate that 129
one might momentarily see 67
one might occasionally see 133
one might pertinently ask 128
one nation indivisible with 94
one noted commentator has 151
one nurse responsible for 62
one party responsible for 128
one phone conversation with 233
one piece construction and 46
one point recommended that 40
one quite conspicuous and 79
one quite unconnected with 174
one quite understands how 189
one quite understands that 99
one quite understands why 270
one really responsible for 370
one really understands and 51
one really understands him 40
one really understands how 644
one really understands that 66
one really understands them 216
one really understands this 280
one really understands why 578
one really understands you 135
one reason undoubtedly being 42
one seems responsible for 96
one sense responsible for 50
one sense unfortunate that 44
one short conversation with 287
one sided conversation with 62
one small geographical area 160
one social commentator has 81
one social environment and 89
one speaks universally and 76
one state legislature has 73
one study demonstrating that 168
one study demonstrating this 70
one truly responsible for 120
one truly understands how 45
one under construction and 135
one viable alternative for 68
one vital requirement for 86
one waits impatiently for 40
one where individuals and 43
one where individuals are 394
one which accompanied one 50
one which articulates with 63
one which christianity has 50
one which compensates for 81
one which comprehends all 103
one which comprehends them 61
one which constitutes his 44
one which corresponds with 977
one which distinguished him 47
one which distinguishes all 43
one which distinguishes him 144
one which distinguishes them 228
one which distinguishes this 40
one which encompasses all 295
one which encompasses both 177
one which established his 72
one which establishes that 47
one which illustrates his 81
one which illustrates how 103
one which illustrates this 54
one which necessarily has 44
one which nevertheless does 57
one which nevertheless has 121
one which nevertheless was 67
one which overshadows all 112
one which presupposes that 240
one which represented him 52
one which substitutes for 43
one which understands that 84
one which undoubtedly had 54
one whose antecedents are 42
one whose antecedents had 51
one whose appointment has 44
one whose appointment was 81
one whose attainments are 42
one whose christianity was 180
one whose coefficients are 51
one whose constitution had 46
one whose constitution has 68
one whose constitution was 60
one whose contribution was 55
one whose conversation was 248
one whose coordinates are 115
one whose countenance and 88
one whose countenance has 49
one whose countenance was 89
one whose development and 44
one whose development has 259
one whose development was 50
one whose expectations are 49
one whose experiences are 74
one whose experiences had 44
one whose impartiality they 56
one whose implications are 402
one whose implications for 63
one whose inhabitants are 102
one whose institutions and 83
one whose institutions are 68
one whose jurisdiction was 52
one whose performance does 45
one whose performance has 43
one whose performance was 74
one whose personality and 164
one whose personality had 52
one whose personality has 305
one whose personality was 122
one whose preferences are 84
one whose relationship with 362
one whose scholarship was 66
one whose speculations bear 50
one whose temperament and 45
one whose temperament was 80
one whose understanding and 51
one whose understanding has 78
one woman acknowledge that 257
one woman interviewed for 58
one would acknowledge that 497
one would communicate with 50
one would demonstrate that 52
one would necessarily die 71
one would occasionally see 100
our author understands his 41
our banking institutions and 51
our banking institutions are 51
our banking institutions for 77
our basic institutions and 184
our basic institutions are 105
our basic relationship with 111
our basic understanding and 82
our brain responsible for 67
our brief conversation and 40
our brief conversation that 173
our brief conversation was 54
our brief conversation with 54
our built environment and 190
our built environment has 44
our cases acknowledge that 70
our cases demonstrate that 201
our changing environment and 63
our changing relationship with 154
our chief competitors for 44
our chief inhabitants are 53
our chief magistrates who 83
our civil constitution and 116
our civil institutions and 183
our civil institutions are 188
our civil institutions may 96
our close involvement with 75
our close relationship and 96
our close relationship with 577
our daily conversation and 105
our daily conversation with 83
our daily environment and 65
our daily environment that 54
our daily experiences and 361
our daily experiences are 140
our daily experiences that 131
our daily experiences with 135
our daily interactions and 105
our daily interactions are 61
our daily interactions with 823
our daily intercourse and 88
our daily intercourse that 42
our daily intercourse with 1104
our daily momentarily dying 41
our daily necessities and 46
our daily necessities are 56
our daily observations and 47
our daily relationship with 143
our daily requirement for 49
our daily transactions with 83
our earthly tabernacles are 162
our ethnic backgrounds and 61
our field observations and 171
our field observations that 106
our final arrangements for 220
our final arrangements with 48
our final examinations and 40
our final preparations and 51
our final preparations for 392
our first anniversary and 85
our first anniversary with 46
our first appointment with 124
our first assignments was 57
our first attachments are 43
our first conversation and 115
our first conversation she 49
our first conversation that 472
our first conversation was 202
our first conversation with 273
our first discoveries was 57
our first experiences with 386
our first experiments was 81
our first experiments with 341
our first inclinations are 40
our first interactions with 44
our first intercourse with 187
our first opportunity for 181
our first performance was 94
our first professional man 85
our first relationship with 67
our first requirement for 77
our first requirement was 44
our first transactions with 40
our fully understanding this 62
our globe experienced for 44
our group memberships and 60
our growing intercourse with 44
our growing preoccupation with 71
our growing relationship with 104
our growing understanding and 62
our growing understanding that 175
our happy constitution and 213
our happy constitution for 45
