of transaction 46 of diminished
368 of inadequate 143 of
government 109 of government 203
of government 44 of individual
42 of misconduct 85 of
automobile 49 of parentheses 93
of particular 44 of appropriate
47 of considered 54 of
determined 118 of guaranteed 40
of information 202 of landlocked
119 of activities 103 of
affordable 662 of appropriate 2426
of arbitration 66 of assistance
73 of broadcasting 438 of
classified 644 of collections 297
of collective 96 of components
56 of consumption 81 of
controlled 159 of convenient 44
of courtrooms 66 of culturally
293 of cyberspace 183 of
educational 1632 of electronic 597
of elementary 67 of employment
4385 of enterprise 104 of
experience 292 of facilitate 40
of facilities 1138 of foreigners
78 of government 8495 of
historical 198 of indigenous 65
of individual 947 of influential
73 of information 54083 of
instruction 64 of investment 212
of legitimate 471 of literature
178 of livelihood 134 of
management 168 of membership 157
of newspapers 244 of occupations
85 of particular 677 of
peripheral 49 of philosophy 51
of politicians 65 of potentially
97 of prestigious 42 of
preventive 287 of privileged 359
of privileges 56 of productive
944 of professions 61 of
profitable 50 of properties 84
of publication 116 of recreational
138 of relatively 104 of
residential 74 of restricted 240
of scientific 356 of specialists
111 of specialized 608 of
structural 67 of subsidized 174
of substantial 53 of sufficient
427 of supportive 62 of
technology 3465 of telephones 131
of traditional 490 of unconscious
91 of university 930 of
workplaces 57 of government 203
of phosphoric 46 of individual
99 of appearances 57 of
considered 77 of government 147
of individual 190 of accordance
272 of conformity 73 of
particular 416 of appropriate 45
of considered 80 of determined
568 of maintained 47 of
government 55 of individual 164
of particular 40 of activities
295 of characters 59 of
procedures 124 of statements 126
of strategies 120 of government
71 of individual 41 of
accomplish 235 of arbitration 60
of facilitate 50 of aggressive
71 of potentially 149 of
productive 43 of interaction 101
of particular 358 of shakespeare
262 of characters 52 of
performers 44 of historical 96
of immediately 66 of ostensible
159 of potentially 91 of
calculated 165 of application 55
of characters 42 of curriculum
354 of description 46 of
educational 110 of government 100
of individual 379 of instruction
97 of instrument 67 of
particular 47 of principles 167
of punishment 40 of residences
77 of techniques 90 of
technology 91 of traditional 205
of individual 144 of particular
46 of superficial 51 of
unexpected 41 of democratic 81
of particular 48 of precedents
60 of prescribed 432 of
principles 218 of procedures 40
of traditional 185 of timeliness
47 of aggressive 141 of
appropriate 139 of ecological 49
of individual 41 of information
502 of integrated 351 of
amendments 48 of appropriate 115
of declaration 94 of instrument
74 of intentional 91 of
particular 51 of philosophy 43
of principles 253 of proposition
66 of resolutions 90 of
scientific 57 of standpoint 69
of suggestions 58 of technology
216 of traditional 164 of
reservoirs 44 of attendance 45
of comparison 45 of educational
76 of employment 46 of
households 182 of particular 152
of considered 113 of determined
42 of frequently 45 of
relatively 53 of understand 159
of appropriate 73 of educational
44 of management 41 of
assistance 1025 of consolation 115
of exhortation 136 of information
1223 of instruction 627 of
reassurance 91 of suggestions 105
of government 230 of individual
68 of management 42 of
acceptance 56 of authorities 80
of chancellor 93 of corporation
83 of department 63 of
government 1652 of information 77
of information 79 of narratives
65 of postmodern 64 of
portuguese 68 of accordance 47
of comparison 49 of particular
1505 of considered 173 of
essentially 55 of impossible 44
of infinitely 43 of introduced
56 of relatively 117 of
remarkable 43 of surrounded 54
of madagascar 91 of portuguese
178 of thermometer 45 of
experience 49 of madagascar 171
of mozambique 89 of understand
68 of constructing 49 of
applicable 47 of terminated 46
of department 108 of employment
177 of individual 90 of
institution 76 of resistance 44
of combination 64 of particular
