objection lies against such 47
observed among infants born 53
observed data equally well 205
observed during several days 72
observed during several years 105
observed good effects from 151
observed good results from 154
observed much benefit from 54
observed over several days 340
observed over several years 736
observed radio emission from 109
observed side effects were 105
observed three hundred years 119
observed very closely during 42
observed were divided into 45
observed what appeared like 50
observed what happens when 136
observed when animals were 192
observed when comparing these 41
observed when infants were 45
observed when samples were 109
observes what happens when 75
obtained best results from 49
obtained best results when 52
obtained during several years 94
obtained during surgery from 50
obtained from animals such 49
obtained from averaging over 210
obtained from british drug 332
obtained from british india 74
obtained from captain cook 55
obtained from central bank 55
obtained from certain ores 50
obtained from certain other 75
obtained from congress kalb 40
obtained from contact angle 102
obtained from control mice 47
obtained from control rats 112
obtained from culture media 52
obtained from diabetic rats 46
obtained from elastic theory 50
obtained from general howe 43
obtained from gregory xiii 242
obtained from grouped data 121
obtained from iceland moss 76
obtained from kinetic data 113
obtained from kinetic theory 233
obtained from limited data 48
obtained from measured data 196
obtained from mineral oils 62
obtained from national data 48
obtained from natural dyes 54
obtained from natural fats 69
obtained from natural food 43
obtained from natural oils 58
obtained from natural salt 70
obtained from newborn rats 46
obtained from nucleic acid 155
obtained from optical data 114
obtained from persons having 40
obtained from persons other 57
obtained from plantings made 46
obtained from previous data 71
obtained from previous work 154
obtained from private land 45
obtained from prussian blue 123
obtained from quantum theory 72
obtained from records kept 153
obtained from records made 74
obtained from reports from 51
obtained from reports made 66
obtained from research into 122
obtained from research work 54
obtained from reserve bank 56
obtained from samples from 221
obtained from seismic data 88
obtained from several areas 85
obtained from several other 405
obtained from several runs 67
obtained from several such 45
obtained from several years 70
obtained from shallow pits 68
obtained from similar data 54
obtained from skimmed milk 128
obtained from sources like 87
obtained from sources other 1623
obtained from sources such 708
obtained from studies dealing 43
obtained from studies done 45
obtained from studies made 152
obtained from studies such 40
obtained from sulfide ores 92
obtained from tensile test 62
obtained from thoracic duct 44
obtained from uranium ores 74
obtained full control over 324
obtained full support from 68
obtained good effects from 128
obtained good results also 45
obtained good results even 51
obtained good results from 2040
obtained good results when 171
obtained great benefit from 150
obtained great insight into 82
obtained great mastery over 80
obtained great pleasure from 50
obtained great respect from 41
obtained have usually been 50
obtained like precious faith 1722
obtained more benefit from 95
obtained more control over 73
obtained more insight into 114
obtained more pleasure from 40
obtained more precise data 45
obtained more quickly from 104
obtained more rapidly from 40
obtained more respect from 80
obtained more support from 81
obtained much benefit from 84
obtained much insight into 153
obtained much support from 93
obtained over several days 70
obtained over several years 385
obtained some benefit from 187
obtained some command over 93
obtained some control over 125
obtained some insight into 903
obtained some letters from 41
obtained some mastery over 60
obtained some respite from 231
obtained some results from 46
obtained some success over 56
obtained some support from 267
obtained such control over 85
obtained such mastery over 93
obtained their capital from 86
obtained their charter from 92
obtained their current jobs 47
obtained their degrees from 176
obtained their freedom during 67
obtained their freedom from 288
obtained their freedom only 45
obtained their freedom were 47
obtained their incomes from 43
obtained their liberty from 51
obtained their material from 180
obtained their obsidian from 55
obtained their present form 86
obtained their present jobs 43
obtained their present name 40
obtained their results from 65
obtained their support from 54
obtained these details from 100
obtained these figures from 174
obtained these letters from 48
obtained these results from 55
obtained upon request from 1003
obtained very largely from 96
obtained very quickly from 57
obtained very similar data 43
obtained were derived from 66
obtained were divided into 114
obtained were grouped into 49
obtained when animals were 80
obtained when samples were 94
obtained your address from 105
obviously been brought from 43
obviously been carried away 42
obviously been derived from 300
obviously been removed from 100
obviously been suffering from 105
obviously knew exactly what 210
obviously range herself upon 85
obviously vary depending upon 130
obviously were derived from 52
obviously will require more 95
occasions have usually been 62
occasions over several years 115
occasions when efforts were 45
occasions when everything went 42
occupied during several years 87
occupied their leisure time 197
occupied their present home 218
occupied their present seats 44
occupied their present site 51
occupied three hundred years 131
occurred among persons aged 122
occurred during british rule 65
occurred during geologic time 41
occurred during several days 118
occurred during several years 101
occurred five hundred years 132
occurred four hundred years 202
occurred have usually been 60
occurred more rapidly during 44
occurred more rapidly when 126
occurred most rapidly during 64
occurred most rapidly when 44
occurred only because some 58
occurred only fifteen years 47
occurred over fifteen years 42
occurred over geologic time 57
occurred over several days 233
occurred over several years 491
occurred some fifteen years 241
occurred some seventy years 45
occurred three hundred years 184
occurred three thousand years 74
occurred very rapidly during 51
occurred when animals were 102
occurred when females were 43
occurred when infants were 73
occurred when parents were 61
occurred when teachers were 42
occurred when workers were 51
occurred will usually have 68
offended fowl stalked away 119
offender will benefit from 50
offender will refrain from 43
offenses were removed from 46
officers came largely from 47
officers from civilian life 124
officers from colonel down 220
officers have arrived there 45
officers have brought their 59
officers have control over 71
officers have hitherto been 84
officers have usually been 108
officers just arrived from 62
officers knew exactly what 71
officers know exactly what 47
officers like himself were 42
officers lost control over 55
officers must justify their 54
officers must refrain from 44
officers must totally lose 193
officers took matters into 66
officers were advancing into 55
officers were allowed half 219
officers were allowed into 40
officers were allowed their 101
officers were allowed three 52
officers were awfully nice 47
officers were brought back 134
officers were brought down 88
officers were brought from 158
officers were brought into 375
officers were brought over 51
officers were captain john 51
officers were carried away 149
officers were crammed into 64
officers were crowded into 120
officers were derived from 42
officers were divided among 64
officers were divided into 540
officers were divided over 46
officers were drafted into 114
officers were dragged from 132
officers were elected from 247
officers were excused from 56
officers were finishing their 47
officers were granted leave 41
officers were injured during 51
officers were injured when 54
officers were invited into 99
officers were knocked down 155
officers were ordered back 78
officers were ordered into 52
officers were present during 130
officers were present when 139
officers were released from 266
officers were removed from 841
officers were resigning their 65
officers were retired from 89
officers were returning from 89
