objection having been overruled 73
observed data were generated 54
observed during data collection 89
observed during early childhood 79
observed during early pregnancy 42
observed during late pregnancy 48
observed from early childhood 71
observed from many different 78
observed from three different 69
observed from time immemorial 1495
observed have been described 61
observed have been discussed 56
observed only when satisfied 61
observed over time intervals 42
observed some very interesting 43
observed their dread commander 108
observed there came doubtless 72
observed when these compounds 54
observer must have forfeited 52
obtained data were processed 42
obtained during data collection 143
obtained from band structure 94
obtained from case histories 172
obtained from data available 58
obtained from data collected 508
obtained from data furnished 53
obtained from data generated 55
obtained from data presented 93
obtained from data published 229
obtained from deep boreholes 41
obtained from deep inelastic 52
obtained from eggs collected 44
obtained from five different 363
obtained from four different 775
obtained from four principal 52
obtained from gene expression 47
obtained from great distances 52
obtained from having projected 70
obtained from high frequency 58
obtained from high resolution 268
obtained from lake sediments 79
obtained from life insurance 62
obtained from living organisms 258
obtained from lord clarendon 51
obtained from lord mansfield 56
obtained from many commercial 55
obtained from many countries 83
obtained from many different 1353
obtained from many suppliers 61
obtained from mere inspection 42
obtained from mice immunized 290
obtained from mining operations 83
obtained from more elaborate 69
obtained from more extensive 77
obtained from most suppliers 47
obtained from nine different 113
obtained from other available 46
obtained from other companies 145
obtained from other countries 1273
obtained from other districts 106
obtained from other hospitals 53
obtained from other investors 41
obtained from other libraries 208
obtained from other organisms 143
obtained from other prisoners 45
obtained from other processes 51
obtained from other producers 54
obtained from other provinces 52
obtained from other published 175
obtained from other suppliers 104
obtained from other varieties 66
obtained from other witnesses 71
obtained from pope alexander 337
obtained from rats pretreated 48
obtained from rats subjected 61
obtained from some commercial 42
obtained from some competent 94
obtained from some prisoners 43
obtained from such different 46
obtained from such documents 44
obtained from such specimens 65
obtained from test specimens 191
obtained from their ancestors 65
obtained from their compounds 131
obtained from their credulous 99
obtained from their customers 67
obtained from their employers 86
obtained from their neighbors 104
obtained from their prisoners 92
obtained from their relatives 68
obtained from their responses 52
obtained from their sovereign 214
obtained from these companies 82
obtained from these compounds 78
obtained from these countries 151
obtained from these different 550
obtained from these districts 106
obtained from these documents 97
obtained from these estimates 99
obtained from these exercises 42
obtained from these gentlemen 66
obtained from these inquiries 75
obtained from these operations 123
obtained from these organisms 130
obtained from these processes 223
obtained from these researches 50
obtained from these resources 71
obtained from these sediments 43
obtained from these specimens 154
obtained from third countries 46
obtained from those appointed 105
obtained from those countries 109
obtained from those instances 42
obtained from three different 1715
obtained from three principal 91
obtained from three specimens 46
obtained from time immemorial 388
obtained from very different 237
obtained from wave mechanics 98
obtained from your insurance 102
obtained have been collected 40
obtained have been confirmed 111
obtained have been described 200
obtained have been discussed 144
obtained have been encouraging 76
obtained have been excellent 49
obtained have been extremely 43
obtained have been presented 161
obtained have been published 226
obtained have been subjected 40
obtained have been tabulated 56
obtained many most important 47
obtained many years previously 42
obtained over their sympathies 101
obtained show good agreement 73
obtained some fine specimens 134
obtained some good specimens 68
obtained some very important 115
obtained some very interesting 403
obtained some years previously 42
obtained such firm possession 78
obtained such full possession 43
obtained such high reputation 66
obtained upon such collusive 44
obtained very fine specimens 48
obtained very good agreement 246
obtained were very different 66
obtained were very encouraging 97
obviously also very important 45
obviously been very carefully 52
obviously been very important 48
obviously came from somewhere 48
obviously came into existence 40
obviously come from different 50
obviously come into existence 45
obviously even more difficult 151
obviously even more important 171
obviously from such prominent 89
obviously have been desirable 136
obviously have been different 120
obviously have been difficult 99
obviously have been extremely 83
obviously have been necessary 85
obviously have great influence 55
obviously have some influence 91
obviously have some knowledge 57
obviously have some reference 40
obviously have very different 258
obviously made more difficult 117
obviously much less expensive 84
obviously much less important 86
obviously much more concerned 82
obviously much more desirable 67
obviously much more difficult 1342
obviously much more effective 94
obviously much more efficient 150
obviously much more expensive 166
obviously much more extensive 61
