oaken door was immovable 46
occur along two dimensions 45
occur along with tolerance 56
occur during each revolution 50
occur during ice stagnation 58
occur during one revolution 70
occur during this procedure 155
occur during this transition 142
occur from any collection 121
occur from one generation 239
occur from this procedure 54
occur from two different 40
occur here and elsewhere 59
occur only for molecules 47
occur only for particles 41
occur only with reference 72
occur over long distances 339
occur when one component 42
occur when one considers 106
occur when they encounter 58
occur when this procedure 50
occur when two companies 42
occur when two conditions 114
occur when two different 362
occur when two molecules 82
occur when two particles 51
occur when two processes 55
odious name and character 41
odious name and handwriting 96
odium upon his colleagues 52
offer care and protection 91
offer fair and reasonable 101
offer food and beverages 96
offer food for reflection 208
offer from our sovereign 61
offer help and protection 258
offer more than temporary 97
offer more than tentative 89
offer nothing but contrasts 49
offer only one suggestion 76
offer radio and television 42
offer safe and effective 183
offer their new production 196
offer their own challenges 106
offer their own definition 147
offer their own expertise 85
offer their own insurance 128
offer their own proposals 59
offer their own responses 43
offer their own testimony 72
offer tips and forecasts 88
offer unto god thanksgiving 264
offer vast tax libraries 51
often angry and resentful 485
often angry and sometimes 55
often base our judgments 46
often been and continues 52
often been too indulgent 66
often bent and contorted 41
often call for additional 52
often call for different 188
often came long distances 68
often cold and cheerless 40
often cold and sometimes 60
often come long distances 49
often come off victorious 150
often come with different 40
often dark and difficult 66
often dark and mysterious 113
often data are collected 124
often deals with situations 58
often dealt with political 43
often deny its existence 63
often done for political 64
often dull and sometimes 125
often during her childhood 127
often during her pregnancy 47
often during his childhood 105
often feel our conjoined 63
often felt and expressed 258
often felt and sometimes 51
often felt his resolution 90
often felt how difficult 42
often felt than expressed 69
often fend for themselves 67
often find that different 118
often find them associated 43
often find them difficult 181
often find them interesting 49
often find this difficult 264
often from long distances 323
often from one generation 41
often give that impression 68
often give this impression 81
often good and reasonable 51
often good and sometimes 51
often great and sometimes 47
often hard and difficult 50
often hard and sometimes 110
often hard and unpleasant 43
often have few resources 156
often have long histories 184
often have not completed 40
often have not developed 179
often have them available 84
often have they responded 123
often have they sustained 45
often have this character 117
often have two different 119
often have you discussed 150
often have you expressed 51
often have you pretended 55
often have you witnessed 109
often heard and sometimes 74
often heard her footsteps 69
often heard her pronounce 87
often heard him described 110
often heard him discourse 216
often heard his character 61
often heard that expression 41
often heard this complaint 40
often heard this expression 75
often heard this statement 48
often heard with rapturous 48
often hearing his profession 44
often heavy and difficult 59
often help him immensely 41
often help you determine 102
often hurt and disturbed 40
often just not available 60
often lame and imperfect 41
often late and sometimes 76
often lazy and shiftless 45
often leave out important 116
often left him exhausted 77
often left out altogether 135
often left with permanent 113
often less than admirable 42
often less than desirable 237
often less than effective 117
often less than favorable 40
often less than harmonious 47
often less than objective 59
often less than perfectly 55
often live with relatives 61
often look for different 50
often lost and forgotten 51
often lost its influence 137
often made for different 42
often made for political 142
often made her appearance 101
often made him impatient 51
often made him irritable 67
often made him miserable 56
often made him unpopular 91
often made his appearance 168
often made its appearance 182
often made long excursions 49
often made them difficult 41
often made things difficult 110
often made this difficult 94
often made this statement 82
often made with reference 225
often make for themselves 69
often make his appearance 190
often make its appearance 148
often make them difficult 132
often make this assumption 49
often make this difficult 165
often make this statement 44
often making its appearance 97
often making them difficult 54
often meant that employers 43
often meet and interlock 160
often meet with accidents 95
often meet with hostility 48
often meet with instances 148
often meet with opposition 158
often meet with sentences 53
often mild and transient 233
often more than justified 64
often more than necessary 64
often move long distances 43
often omit any reference 58
often only one candidate 43
often only one component 87
often only one generation 131
often over long distances 1113
often owes its existence 58
often paid for themselves 41
often pays big dividends 80
often poor and sometimes 105
often raging and overflowing 54
often react with disbelief 56
often react with hostility 75
often reading and meditation 53
often rude and defective 172
often rude and offensive 46
often said that americans 261
often said that aristotle 69
often said that christians 43
often said that communism 46
often said that computers 47
often said that corruption 51
often said that democracy 138
often said that descartes 56
often said that ignorance 43
often said that intuitive 47
often said that knowledge 138
often said that necessity 46
often said that political 137
often said that primitive 48
often said that television 83
often said with reference 43
often seen and conversed 242
often seen and described 90
often seen and sometimes 70
often seen her daughters 45
often seen him perfectly 120
often seen old craftsmen 47
often seen our audiences 91
often seen this engagement 42
often seen with admiration 102
often sent long distances 72
often slow and difficult 374
often slow and expensive 94
often slow and frustrating 73
often slow and irregular 87
often slow and reluctant 49
often slow and sometimes 125
often slow and uncertain 102
often slow and unreliable 76
often sons and daughters 113
often speak for themselves 227
often speak with plainness 40
often stay with relatives 47
often tart and sometimes 52
often their own graduates 45
often their own relatives 173
often there are additional 116
often there are associated 92
often there are conflicting 64
often there are conflicts 87
often there are different 119
often there are important 73
often there are situations 77
often these are associated 59
often these are described 42
often these are difficult 44
often thick and irregular 51
often think how different 109
often think how fortunate 82
often think how wonderful 55
often think they suspected 42
often think with gratitude 85
often think with sweetness 112
often those who criticize 43
often those who themselves 41
often tinged with yellowish 58
often told her daughters 55
often told his audiences 60
often told his colleagues 58
often told his customers 81
often told his disciples 136
often told his followers 53
often torn and scratched 40
often used and discussed 58
often used and sometimes 128
often used are described 44
often used for additional 137
often used for advertising 241
often used for amusement 50
often used for artificial 41
often used for automatic 66
often used for biological 86
often used for calculating 217
often used for calibrating 43
often used for ceremonial 136
often used for christmas 104
often used for classifying 60
often used for classroom 54
often used for commercial 276
often used for community 77
often used for conditions 54
often used for controlling 194
often used for corporate 60
often used for decoration 557
often used for depression 64
often used for designating 42
often used for determining 644
often used for diagnostic 249
often used for different 385
often used for difficult 45
often used for divination 73
often used for documents 50
often used for emergency 255
often used for equipment 60
often used for estimation 55
often used for evaluation 178
often used for expensive 51
often used for extensive 44
often used for extraction 40
often used for forecasting 177
often used for foundation 65
often used for frequency 59
often used for furniture 167
often used for household 77
often used for hypothesis 40
often used for identifying 147
often used for important 141
often used for industrial 270
often used for insulation 87
often used for introducing 56
often used for irrigation 223
often used for isolators 134
often used for livestock 48
often used for maintaining 41
often used for medicinal 170
often used for meditation 109
often used for molecular 60
often used for monuments 42
often used for multimedia 125
often used for municipal 46
often used for navigation 139
often used for numerical 62
often used for operations 72
often used for ornaments 43
often used for permanent 114
often used for placement 44
