obeys every command . 45
objects appear blurred . 282
objects appear smaller . 151
objects belong together . 56
objects close together . 104
objects really existed . 50
objects stick together . 73
objects still visible . 48
objects taken together . 48
objects under control . 41
objects within objects . 42
obscene motion picture . 52
obscene phone callers . 85
obscure fishing village . 75
obscure human problem . 51
observe anything unusual . 79
observe human behavior . 137
observe local customs . 86
observing group process . 47
observing human behavior . 194
observing overt behavior . 70
obtaining biopsy material . 56
obtaining blood samples . 235
obtaining child support . 130
obtaining legal counsel . 173
obtaining legal redress . 144
obtaining quick results . 52
obtaining social justice . 66
obtaining social support . 75
obtaining valid results . 136
obtaining working capital . 133
occasion after occasion . 75
occasion could inspire . 50
occasion might dictate . 50
occasion might inspire . 45
occasion might require . 6218
occasion might suggest . 219
occasion might warrant . 85
occasion never offered . 79
occasion shall present . 81
occasion shall require . 2835
occasion which offered . 41
occasion works wonders . 51
occasion would justify . 74
occasion would require . 131
occasion would warrant . 42
occlude blood vessels . 142
occlude small vessels . 41
occur after marriage . 87
occur after puberty . 237
occur after surgery . 441
occur close together . 440
occur mixed together . 41
occur quite quickly . 272
occur quite rapidly . 588
occur rather quickly . 196
occur rather rapidly . 127
occur taken together . 54
occur until october . 79
occur until puberty . 127
occur within marriage . 176
occur within minutes . 636
occur within physics . 60
occur within schools . 46
occur within seconds . 199
occur within society . 56
occur within species . 86
occur within systems . 43
occurring after puberty . 99
occurring after surgery . 82
occurring close together . 112
occurring panic attacks . 156
occurring plant species . 85
occurring quite rapidly . 52
occurring social stimuli . 100
occurring within minutes . 91
occurring within society . 62
odious deadly subject . 55
offence shall deserve . 190
offence shall require . 123
offends human dignity . 111
offer burnt offerings . 41
offer cooking classes . 104
offer could present . 141
offer false comfort . 40
offer local service . 76
offer lower returns . 40
offer mixed results . 156
offer moral support . 1107
offer short courses . 46
offer social support . 209
offer strong motives . 43
offer strong support . 187
offer table service . 102
offered burnt offerings . 124
offered human victims . 55
offered large rewards . 111
offered mixed results . 43
offered moral support . 145
offered scant comfort . 53
offered small comfort . 93
offered strong support . 50
officer asked sharply . 41
officer badly wounded . 52
officer leaned forward . 211
officer under napoleon . 96
official court language . 103
official court painter . 124
official court records . 524
official court reports . 68
official crime records . 43
official crime reports . 54
official index numbers . 70
official naval history . 44
official party history . 46
official party ideology . 71
official party nominee . 63
official party position . 144
official party program . 69
official press releases . 244
official price control . 49
official price indexes . 117
official price indices . 82
official roman religion . 231
official social control . 47
official state holiday . 92
official state ideology . 379
official state language . 957
official state records . 86
official state religion . 2778
official state reports . 225
official state sanction . 44
official stock exchange . 102
official trade figures . 75
official trade returns . 83
official trade unionism . 60
official verse culture . 70
official weather reports . 68
offspring would survive . 148
often about himself . 53
often above average . 75
often acted together . 64
often after marriage . 47
often after torture . 82
often alone together . 122
often appear similar . 40
often appear together . 458
often asked herself . 284
often asked himself . 346
often asked question . 183
often badly applied . 41
often badly damaged . 89
often badly handled . 49
often badly managed . 128
often below average . 60
often blend together . 116
often blood stained . 242
often bound together . 92
often breed together . 114
often cause anxiety . 60
often cause diarrhoea . 44
often cause trouble . 401
often change masters . 47
often change quickly . 66
often change rapidly . 158
often changing rapidly . 42
often cited example . 113
often close friends . 62
often close together . 225
often dined together . 429
often drank together . 76
often dwell together . 55
often ended fatally . 109
often exist together . 116
often fatal diseases . 173
often fatal effects . 65
often fatal illness . 154
often fatal mistake . 40
often fatal outcome . 49
often fatal results . 268
often finds himself . 127
often flock together . 45
often forming thickets . 91
often found helpful . 55
often found himself . 146
often found hostile ? 62
often found indoors . 45
often found together . 2362
often fully realized . 47
often fused together . 177
often gaily painted . 42
often given priority . 83
often given together . 45
often gives occasion . 92
often gives trouble . 60
often grown together . 56
often heated debates . 74
often hotly debated . 230
often lengthy process . 78
often lived together . 135
often merge together . 47
often merry together . 57
often mingled together . 46
often mixed together . 351
often nearly perfect . 42
often never realized . 42
often occur together . 2964
often prove elusive . 52
often prove harmful . 65
often prove helpful . 345
often prove misleading . 73
often quite audible . 43
often quite bizarre . 82
often quite blurred . 88
often quite complex . 1016
often quite confusing . 113
often quite correct . 57
often quite crowded . 82
often quite distant . 42
often quite diverse . 116
often quite elegant . 45
often quite elusive . 49
often quite evident . 123
often quite fragile . 42
often quite general . 77
often quite helpful . 269
often quite intense . 185
often quite limited . 829
often quite minimal . 80
often quite misleading . 275
often quite obscure . 170
often quite opposed . 50
often quite painful . 442
often quite peculiar . 89
often quite pleasant . 45
often quite quickly . 79
often quite rapidly . 298
often quite shallow . 55
often quite sharply . 61
often quite similar . 652
often quite startling . 83
often quite sterile . 42
often quite tenuous . 75
often quite unaware . 82
often quite unknown . 57
often quite useless . 86
often quite variable . 165
often quite visible . 63
often rather blurred . 45
often rather complex . 102
often rather limited . 158
often rather obscure . 82
often rather quickly . 40
often rather startling . 42
often rather tenuous . 42
often repeat himself . 204
often shown together . 46
often showy flowers . 66
often slept together . 62
often soever repeated . 45
often spoke together . 42
often stick together . 67
often still present . 103
often still visible . 85
often stuck together . 59
often taken lightly . 81
often taken together . 92
often takes courage . 76
often takes decades . 57
often thrown together . 116
often under protest . 43
often under torture . 63
often within minutes . 186
often within seconds . 55
often working together . 175
often works wonders . 557
often woven together . 51
often yield results . 45
older adult clients . 298
older adult females . 53
older adult learners . 175
older adult patient . 178
older adult samples . 47
older adult workers . 104
older blind persons . 66
older child adoption . 100
older devil himself . 61
older greek writers . 52
older group members . 95
older inner suburbs . 42
older latin versions . 54
older party members . 117
older people present . 102
older people succumb . 51
older roman buildings . 42
older staff members . 158
older track athletes . 58
older urban centers . 211
older urban centres . 81
older value systems . 43
older woman frowned . 115
older woman grinned . 63
older woman laughed . 341
older woman offered . 71
older woman repeated . 42
older woman replied . 263
older woman snapped . 75
older woman sniffed . 74
older woman snorted . 66
older women friends . 47
older women workers . 227
olive green uniform . 98
ominous signs appeared . 65
omnes fiunt satrapae . 44
omnis sexus virilis . 58
onclick event handler . 776
oneroom rural schools . 42
oneself about oneself . 206
oneself within oneself . 113
onions until browned . 63
onset after puberty . 40
opening edges together . 85
opening night arrived . 144
opening night jitters . 196
opening night parties . 42
opera atque labores . 44
opera boris godunov . 350
opera santa barbara . 62
operate within society . 231
operating costs decrease . 62
operating costs increase . 144
operating cycle concept . 168
operating power reactors . 123
operating power stations . 40
operating under licence . 81
operating under license . 43
operating within himself . 87
operating within society . 235
operating working capital . 486
opinions about abortion . 125
opinions about america . 72
opinions about divorce . 40
opinions about everything . 1080
opinions about himself . 148
opinions about justice . 61
opinions about marriage . 74
opinions about religion . 219
opinions about slavery . 114
opinions about society . 67
opinions still prevail . 50
opium facit dormire ? 101
opposed social classes . 176
opposed social systems . 450
