obelisk completely exposed 49
objects apparently similar 53
objects classified according 85
objects considered together 64
objects distinctly visible 551
objects externally related 76
objects frequently touched 74
objects habitually noticed 81
objects immediately affecting 66
objects immediately following 56
objects immediately present 1683
objects infinitely distant 42
objects interposed between 176
objects physically present 65
objects representing persons 46
objects unlawfully removed 449
oblique connections between 88
oblique coordinate systems 159
oblique elliptical incision 64
oblique transverse sections 60
obscene comparison between 112
obscene phonograph records 163
obscure accusations against 95
obscure aspirations towards 50
obscure background against 59
obscure connections between 491
obscure difference between 51
obscure distinction against 109
obscure distinction between 515
obscure government official 99
obscure historical details 90
obscure historical figures 230
obscure lieutenant colonel 147
obscure republican senator 51
obscure resentment against 72
obscure scientific journal 151
obscure seventeenth century 63
observe activities occurring 42
observe aggressive behavior 89
observe associations between 66
observe competition between 50
observe connections between 92
observe correlation between 41
observe diffraction effects 110
observe distinction between 42
observe individual behavior 99
observe individual objects 50
observe interaction between 212
observe neutrality between 77
observe neutrality towards 221
observe particular aspects 40
observe particular persons 51
observe precautions against 41
observe regulations regarding 54
observe respectful silence 56
observe stimulated emission 87
observe tendencies towards 59
observe traditional chinese 48
observe traditional customs 225
observe traditional rituals 52
observe transitions between 236
observe ultraviolet radiation 43
observing aggressive behavior 145
observing engagements towards 68
observing individual behavior 91
observing interaction between 89
observing terrestrial objects 76
observing traditional customs 136
observing transitions between 58
obtaining acceptable results 110
obtaining adequately trained 98
obtaining amendments previous 182
obtaining analytical results 157
obtaining antibodies against 70
obtaining appropriate consent 61
obtaining appropriate financing 42
obtaining appropriate medical 205
obtaining appropriate samples 57
obtaining assistance against 76
obtaining assistance towards 41
obtaining attractive females 57
obtaining background material 185
obtaining comparable figures 101
obtaining comparable measures 73
obtaining comparable results 300
obtaining comparable samples 56
obtaining conclusive results 122
obtaining concordant results 170
obtaining consistent results 671
obtaining continuous records 205
obtaining convictions against 193
obtaining convictions suffers 52
obtaining cooperation between 89
obtaining correlation between 41
obtaining definitive answers 61
obtaining definitive results 57
obtaining employment because 147
obtaining employment outside 265
obtaining equivalent results 85
obtaining fissionable material 167
obtaining government consent 284
obtaining government permits 66
obtaining government revenue 71
obtaining government sanction 153
obtaining government support 331
obtaining guarantees against 71
obtaining homogeneous samples 45
obtaining individual permits 43
obtaining information against 154
obtaining information because 106
obtaining information becomes 183
obtaining information include 52
obtaining information outside 57
obtaining information quickly 195
obtaining information regarding 3085
obtaining information related 302
obtaining injunctions against 212
obtaining intoxicating liquors 102
obtaining investment capital 236
obtaining laboratory results 75
obtaining laboratory studies 49
obtaining management support 145
obtaining particular results 48
obtaining productive service 50
obtaining provisional measures 49
obtaining remarkable results 73
obtaining republican support 67
obtaining sacrificial victims 77
obtaining scientific results 76
obtaining spirituous liquors 98
obtaining stimulated emission 74
obtaining substantial amounts 93
obtaining substantial damages 41
obtaining substantial justice 164
obtaining substantial results 69
obtaining substantial support 65
obtaining successful results 379
obtaining sufficient amounts 411
obtaining sufficient calcium 41
obtaining sufficient capital 308
obtaining sufficient control 66
obtaining sufficient financing 88
obtaining sufficient foreign 87
obtaining sufficient material 302
obtaining sufficient numbers 516
obtaining sufficient protein 72
obtaining sufficient revenue 86
obtaining sufficient samples 52
obtaining sufficient support 219
obtaining trustworthy results 95
obtaining university degrees 280
obtaining vibrational spectra 87
obtains comparable results 101
obtains information regarding 402
occasion associative effects 70
occasion immediately following 46
occasion immediately preceding 74
occasion instructed captain 73
occupying authorities against 41
occupying government buildings 225
occupying government offices 130
occupying university buildings 310
occurring aggressive behavior 48
occurring antibodies against 353
occurring associations between 44
occurring autoimmune diseases 92
occurring background radiation 173
occurring difference between 49
occurring disruptive behavior 50
occurring fissionable isotope 50
occurring fissionable material 127
occurring frequently between 47
