obediently went upstairs 54
obeisances were possible 48
objectives also included 207
objectives also provides 52
objectives also requires 84
objectives been achieved 367
objectives been attained 79
objectives from multiple 52
objectives from tuskegee 46
objectives give direction 256
objectives have actually 88
objectives have expanded 93
objectives have included 381
objectives have increased 49
objectives have probably 42
objectives have produced 73
objectives have provided 61
objectives have received 201
objectives have recently 120
objectives have remained 730
objectives have resulted 144
objectives have therefore 52
objectives help students 62
objectives into business 59
objectives into concrete 802
objectives into detailed 74
objectives into economic 82
objectives into military 43
objectives into operation 52
objectives into personal 47
objectives into policies 41
objectives into practice 409
objectives into programs 98
objectives into questions 58
objectives into realities 63
objectives into specific 1080
objectives into workable 66
objectives just mentioned 215
objectives just outlined 132
objectives like economic 70
objectives list prepared 52
objectives made explicit 54
objectives made possible 51
objectives more ambitious 52
objectives more directly 142
objectives more explicit 84
objectives more realistic 68
objectives more specific 287
objectives most commonly 117
objectives must consider 96
objectives must describe 58
objectives must therefore 198
objectives only partially 67
objectives over economic 51
objectives were accepted 167
objectives were achieved 6720
objectives were actually 261
objectives were adjusted 48
objectives were advanced 91
objectives were ambitious 158
objectives were analyzed 81
objectives were apparent 69
objectives were approved 98
objectives were assessed 86
objectives were assigned 225
objectives were attacked 91
objectives were attained 1747
objectives were captured 281
objectives were centered 54
objectives were combined 124
objectives were compared 70
objectives were confined 108
objectives were confused 63
objectives were contrary 43
objectives were declared 113
objectives were designed 411
objectives were detailed 49
objectives were dictated 45
objectives were directed 208
objectives were directly 84
objectives were dominant 46
objectives were economic 214
objectives were embodied 118
objectives were employed 57
objectives were endorsed 62
objectives were entirely 181
objectives were essential 61
objectives were examined 147
objectives were exceeded 71
objectives were expanded 177
objectives were expected 119
objectives were explicit 60
objectives were extended 70
objectives were followed 85
objectives were formally 58
objectives were fourfold 52
objectives were furthered 61
objectives were immediate 50
objectives were implicit 62
objectives were included 402
objectives were increased 75
objectives were initially 188
objectives were intended 184
objectives were involved 190
objectives were laudable 93
objectives were manifold 40
objectives were mastered 49
objectives were mentioned 193
objectives were military 66
objectives were modified 206
objectives were mutually 190
objectives were narrowly 40
objectives were numerous 41
objectives were obtained 316
objectives were obviously 88
objectives were occupied 40
objectives were oriented 61
objectives were outlined 1410
objectives were partially 111
objectives were possible 58
objectives were prepared 113
objectives were probably 128
objectives were promoted 48
objectives were proposed 294
objectives were provided 104
objectives were realistic 139
objectives were recorded 45
objectives were regarded 111
objectives were relevant 59
objectives were replaced 47
objectives were reported 103
objectives were required 83
objectives were restated 80
objectives were reviewed 141
objectives were selected 430
objectives were slightly 44
objectives were somewhat 353
objectives were specific 83
objectives were stressed 87
objectives were strictly 177
objectives were supposed 72
objectives were targeted 67
objectives were therefore 242
objectives were threatened 41
objectives were threefold 722
objectives were unlikely 49
objectives when compared 60
objectives when developing 138
objectives when evaluating 54
objectives will actually 48
objectives will coincide 51
objectives will conflict 185
objectives will continue 375
objectives will dominate 45
objectives will identify 41
objectives will indicate 152
objectives will normally 101
objectives will obviously 79
objectives will probably 455
objectives will therefore 138
obligations also included 45
obligations among american 154
obligations among citizens 65
obligations bearing interest 401
obligations duly accepted 56
obligations during detention 55
obligations from contract 44
obligations from property 53
obligations have increased 264
obligations have occurred 54
obligations have remained 81
obligations have resulted 79
obligations here enjoined 42
obligations into domestic 196
obligations just mentioned 57
obligations like marriages 42
obligations more complete 114
obligations more powerful 82
obligations more promptly 46
obligations more seriously 233
obligations most seriously 45
obligations must therefore 56
obligations over personal 48
obligations owed directly 57
obligations very seriously 430
obligations were accepted 175
obligations were acquired 138
obligations were actually 75
obligations were assessed 53
obligations were assigned 48
obligations were attached 391
obligations were canceled 72
obligations were combined 107
obligations were commuted 96
obligations were confined 90
obligations were declared 68
obligations were embodied 60
obligations were enforced 250
obligations were entailed 55
obligations were entirely 90
obligations were essential 51
obligations were exchanged 64
obligations were expected 96
obligations were extended 277
obligations were governed 42
obligations were included 110
obligations were increased 146
obligations were incurred 1718
obligations were intended 88
obligations were involved 365
obligations were mentioned 47
obligations were numerous 91
obligations were observed 118
obligations were probably 103
obligations were promptly 147
obligations were properly 84
obligations were received 70
obligations were recorded 106
obligations were redeemed 56
obligations were regarded 146
obligations were replaced 75
obligations were required 160
obligations were retained 63
obligations were somewhat 44
obligations were strictly 104
obligations were supposed 80
obligations were therefore 97
obligations when compared 46
obligations when interest 66
obligations when required 47
obligations will continue 190
obligations will normally 64
obligations will probably 102
obligatory love interest 74
obligatory upon everyone 133
obligatory upon religious 42
obligatory upon students 52
obligatory verb movement 58
obligatory word boundary 49
obliterate many obnoxious 96
obliterate their cavities 71
obliterate their cultural 62
obliterate their identity 114
obliterate their original 104
obliterate their presence 57
obliterate their separate 54
obliterating their original 50
observable among children 147
observable pain behaviors 120
observable rule whatever 72
observable time interval 49
observable work behaviors 358
observance your highness 49
observation also confirms 335
observation also contains 41
observation also explains 452
observation also includes 187
observation also involves 50
observation also pertains 109
observation also provided 54
observation also provides 248
observation also reflects 50
observation also reported 134
observation also requires 204
observation also suggests 1792
observation also supports 640
observation among patients 87
observation among students 57
observation bearing directly 41
observation bears directly 68
observation data concerning 40
observation data indicate 162
observation data obtained 626
observation data provided 104
observation data recorded 111
observation deck provides 100
observation during daylight 48
observation during frequent 41
observation during operation 107
observation during treatment 270
observation from aircraft 434
observation from balloons 52
observation from clinical 44
observation from elevated 95
observation from everyday 65
observation from february 41
observation from personal 80
observation from whatever 65
observation give directly 43
observation have exploded 80
observation have extended 147
observation have improved 49
observation have increased 51
observation have occurred 199
observation have produced 69
observation have provided 47
observation have rendered 40
observation have resulted 80
observation here suggests 82
observation into practice 83
observation just mentioned 168
observation just recorded 63
observation just referred 52
observation leads directly 303
observation made abruptly 78
observation made concerning 170
observation made possible 758
observation made recently 169
observation more accurate 245
observation more concrete 47
observation more recently 46
observation most commonly 62
observation must continue 80
observation must convince 319
observation must obviously 44
observation must perforce 83
observation must therefore 201
observation only confirms 137
observation only provides 55
observation over extended 229
observation post opposite 200
observation post reported 191
