tail coverts yellowish 350
tail current amplitude 203
tail current disruption 124
tail twitching nervously 369
take account especially 91
take account primarily 74
take adverse criticism 71
take adverse possession 51
take african americans 117
take alcohol regularly 88
take amatory advantage 74
take aspirin regularly 1021
take between different 138
take between ourselves 114
take between themselves 69
take british protection 189
take calcium carbonate 556
take careful histories 70
take careful inventory 189
take certain additional 160
take certain attitudes 247
take certain conditions 48
take certain deductions 242
take certain defensive 78
take certain directions 174
take certain emergency 57
take certain important 146
take certain liberties 1564
take certain medication 54
take certain medicines 279
take certain necessary 180
take certain nutrients 51
take certain political 135
take certain practical 121
take certain proceedings 80
take certain qualities 44
take certain shortcuts 59
take certain specified 742
take chances sometimes 70
take chattel mortgages 76
take chinese territory 53
take classes regularly 101
take college admissions 75
take college graduates 56
take control ourselves 43
take control themselves 258
take courses throughout 47
take creative advantage 92
take creative liberties 129
take current deductions 112
take depends primarily 43
take diabetes medication 49
take distant excursions 98
take divorce proceedings 198
take eminent specimens 50
take especial advantage 110
take especial precaution 53
take evasive maneuvers 199
take everything important 112
take everything literally 1879
take everything necessary 108
take express themselves 50
take extreme advantage 60
take extreme attitudes 62
take extreme instances 65
take extreme liberties 84
take extreme political 54
take extreme precaution 109
take familiar instances 156
take foreign plantation 41
take fourier transform 87
take fullest advantage 3543
take general happiness 73
take general oversight 63
take genesis literally 108
take greatest advantage 516
take himself altogether 81
take himself elsewhere 216
take hormone treatments 41
take illegal advantage 71
take illegal possession 59
take increasing advantage 626
take increasing initiative 53
take instant advantage 1024
take instant possession 495
take insulin injections 1327
take insulin regularly 114
take integer arguments 60
take judicial knowledge 783
take judicial proceedings 432
take language literally 61
take lessons regularly 100
take limited additional 42
take limited advantage 56
take material advantage 178
take material possession 75
take maximal advantage 508
take maximum advantage 33195
take meaningful advantage 43
take measures accordingly 3633
take measures conducive 101
take measures different 64
take measures necessary 3644
take measures offensive 54
take measures reasonably 87
take measures restricting 54
take measures themselves 98
take medical histories 529
take medical insurance 49
take mexican territory 75
take national character 43
take national interests 87
take national leadership 59
take natural logarithms 319
take natural phenomena 61
take natural processes 46
take natural resources 179
take nauseous medicines 55
take nominal possession 46
take official possession 278
take optimal advantage 332
take optimum advantage 347
take optional arguments 89
take organic chemistry 193
take painful liberties 40
take patient histories 180
take peaceable possession 752
take peaceful possession 411
take periodic inventory 47
take periodic refresher 41
take periodic snapshots 43
take pleasure sometimes 41
take private advantage 106
take private ownership 68
take private possession 40
take quantum mechanics 154
take quinine regularly 270
take radical political 66
take regular advantage 46
take regular exercises 66
take regular injections 64
take regular inventory 40
take regular medication 210
take remains uncertain 73
take ruthless advantage 123
take selfish advantage 408
take service elsewhere 229
take several additional 481
take several arguments 101
take several centuries 1847
take several different 11253
take several dimensions 44
take several directions 1566
take several excursions 57
take several exposures 420
take several important 353
take several injections 51
take several instances 50
take several interesting 54
take several iterations 483
take several lifetimes 712
take several medicines 54
take several megabytes 42
take several operations 88
take several overlapping 45
take several passengers 53
take several practical 65
take several prisoners 151
take several semesters 145
take several sentences 162
take several snapshots 72
take several specimens 114
take several treatments 187
take sharply different 65
take sharply divergent 43
take shelter elsewhere 140
take shelter instantly 85
take shelter somewhere 310
take similar advantage 270
take similar attitudes 48
take similar defensive 163
take similar directions 152
take similar liberties 289
take skilful advantage 64
take summary possession 92
take summary proceedings 223
take tablets regularly 76
take totally different 107
take unearned discounts 77
take unusual liberties 149
take vengeance themselves 52
take virtual possession 63
take weekend excursions 41
take winston churchill 135
taking account especially 47
taking account primarily 53
taking adverse possession 49
taking african americans 87
taking aspirin regularly 331
taking behavior throughout 40
taking calcium carbonate 156
taking careful histories 40
taking careful inventory 104
taking certain attitudes 103
taking certain directions 40
taking certain diuretics 81
taking certain important 50
taking certain liberties 446
taking certain medication 70
taking certain medicines 446
taking certain political 45
taking certain practical 51
taking certain proceedings 42
taking certain specified 128
taking chattel mortgages 77
taking control themselves 45
taking courses sponsored 59
taking creative advantage 46
taking diabetes medication 66
taking dietary histories 56
taking divorce proceedings 57
taking evasive maneuvers 108
taking everything literally 170
taking extreme liberties 53
taking fifteen prisoners 86
taking fourier transform 219
taking fullest advantage 370
taking general happiness 77
taking general possession 84
taking gradual possession 66
taking greatest advantage 45
taking illegal advantage 51
taking illegal possession 84
taking increasing advantage 168
taking increasing liberties 44
taking instant advantage 464
taking instant possession 55
taking insulin injections 262
taking judicial proceedings 57
taking laplace transform 92
taking maximal advantage 88
taking maximum advantage 4522
taking measures accordingly 195
taking measures conducive 99
taking measures necessary 520
taking medical histories 667
taking meridian altitudes 72
taking mexican territory 41
taking natural logarithms 1118
taking natural resources 299
taking nominal possession 55
taking official possession 93
taking optimal advantage 68
taking optimum advantage 62
taking organic chemistry 178
taking patient histories 228
taking peaceable possession 159
taking peaceful possession 145
taking quinine regularly 62
taking radiation treatments 59
taking regular exercises 47
taking regular medication 223
taking ruthless advantage 69
taking seizure medication 65
taking selfish advantage 87
taking seventy prisoners 85
taking several additional 53
taking several centuries 285
taking several different 695
taking several directions 52
taking several exposures 112
taking several important 140
taking several medicines 61
taking several prisoners 788
taking several specimens 49
taking shelter somewhere 44
taking similar liberties 100
taking sixteen prisoners 57
taking skilful advantage 174
taking steroid medication 93
taking summary proceedings 51
taking symbols literally 54
taking thirteen prisoners 40
taking tobacco gradually 52
taking typical possession 57
taking unearned discounts 84
taking violates customary 341
taking wondering possession 44
taking wrongful possession 93
tale closely resembles 56
tale however plausible 89
talk against communism 45
talk against everybody 45
talk becomes effective 220
talk becomes increasingly 60
talk between different 1114
talk between intimates 104
talk between neighboring 566
talk between ourselves 442
talk between president 113
talk between receptors 127
talk between roosevelt 44
talk between themselves 1588
talk drifted naturally 83
talk together presently 53
talk together privately 186
talk together sometimes 135
talk together yesterday 85
tall buildings clustered 51
tall buildings overlooking 72
tall buildings surrounding 197
tall buildings themselves 46
tall buildings throughout 52
tall candles flickered 59
tall central structure 69
tall conical structure 155
tall dancers motionless 53
tall elderly gentleman 235
tall foreign gentleman 43
tall glasses garnished 43
tall grasses surrounding 41
tall objects sometimes 325
tall plastic container 67
tall shapely cypresses 59
tall slender campanile 91
tall slender gentleman 63
tall soldier continued 147
tall soldier developed 171
tall stately gentleman 43
tall tussock grassland 207
tall ungainly gentleman 43
tall windows curtained 46
tall windows overlooking 1049
tame african elephants 65
tame animals themselves 77
tame neutral character 40
tank brigade commander 256
tank circuit connected 112
tank circuit frequency 53
