tags contained within 141
tail disappearing round 87
tail disappearing under 85
tail extremely short 112
tail structure which 102
tail yellowish brown 53
take addictive drugs 74
take additional action 1920
take additional breaths 46
take additional cards 110
take additional doses 196
take additional exams 53
take additional first 93
take additional forms 49
take additional hours 49
take additional lands 54
take additional loans 44
take additional money 79
take additional notes 171
take additional pains 90
take additional pride 70
take additional readings 119
take additional risks 496
take additional shots 47
take additional space 141
take additional steps 4751
take additional tests 176
take additional units 58
take additional water 65
take additional wives 685
take admissions tests 69
take advantage after 59
take advantage again 82
take advantage either 719
take advantage every 75
take advantage first 40
take advantage fully 60
take advantage later 67
take advantage thereof 2086
take advantage under 84
take advantage where 199
take advantage while 608
take advantage would 48
take advertising space 224
take afternoon walks 130
take alcoholic drink 98
take alternate forms 49
take alternate parts 48
take alternate shots 61
take alternate steps 88
take alternate turns 249
take alternate weeks 67
take anecdotal notes 140
take antisocial forms 42
take antitrust action 203
take arbitrary action 328
take arguments which 95
take artificial flies 138
take artificial lures 139
take assertive action 603
take assertive steps 58
take attitudes which 94
take automatic action 165
take available steps 88
take avoidable risks 81
take avoidance action 207
take california under 41
take character parts 40
take cigarette breaks 49
take classical music 72
take classroom notes 105
take collection action 118
take colonists where 103
take commercial paper 92
take commercial risks 174
take committed action 74
take community action 94
take concerted action 12499
take concerted steps 197
take conducted tours 51
take conflicting views 117
take contrasting views 54
take corporate action 380
take corporate money 42
take corporate social 47
take countless forms 207
take countless hours 155
take countless lives 42
take countries which 62
take courageous action 205
take courageous steps 113
take criticism about 42
take criticism badly 55
take criticism easily 115
take defensive action 4098
take defensive steps 170
take delighted pains 45
take desperate action 692
take desperate risks 138
take desperate steps 301
take deterrent action 168
take diagnostic tests 77
take different action 541
take different angles 114
take different drugs 75
take different endings 65
take different foods 123
take different forms 72479
take different hints 74
take different items 63
take different kinds 812
take different legal 60
take different lengths 688
take different lines 329
take different meanings 635
take different modes 55
take different names 613
take different parts 612
take different people 90
take different races 43
take different risks 71
take different roads 1355
take different roles 1055
take different routs 46
take different shape 209
take different sides 1881
take different signs 46
take different sized 112
take different sizes 89
take different social 80
take different sorts 68
take different steps 281
take different tacks 147
take different tests 149
take different times 865
take different turns 329
take different types 632
take different value 43
take different views 5115
take difficult cases 54
take difficult music 81
take difficult steps 91
take directions about 43
take directions which 104
take discussion about 56
take distilled water 79
take distorted forms 44
take divergent forms 46
take divergent views 264
take effective action 74516
take effective joint 56
take effective legal 120
take effective notes 647
take effective power 45
take effective shape 289
take effective social 41
take effective steps 9690
take effectual action 85
take effectual order 80
take effectual steps 996
take efficient action 125
take efficient notes 52
take efficient steps 257
take elaborate forms 40
take elaborate notes 106
take elaborate pains 188
take elaborate steps 293
take emergency action 3721
take emergency calls 372
take emergency cases 92
take emergency steps 434
take energetic action 1261
take energetic steps 1588
take excellent notes 80
take excessive doses 155
take excessive pains 44
take excessive pride 146
take excessive risks 1489
take executive action 1207
take executive power 56
take exemplary action 53
take expensive steps 42
take expensive trips 71
take extensive action 74
take extensive field 74
take extensive notes 1065
take extensive steps 47
take extensive trips 73
take extremely large 206
take extremely small 95
take extremely strong 40
take fantastic forms 98
take fantastic risks 55
take favorable action 2172
take fertility drugs 314
take foolhardy risks 141
take forthright action 131
take fortified towns 97
take furnished rooms 121
take grotesque forms 77
take happiness where 63
take hazardous waste 49
take henderson field 270
take horseback rides 97
take household goods 59
take identical action 72
take identical forms 44
take identical twins 51
take imaginary trips 132
take important action 161
take important parts 160
