tabu means literally 46
tact were necessary 155
tags from different 125
tags have different 78
tags were available 52
tags were developed 59
tags were recovered 243
tail much graduated 65
tail sheath contracts 734
tail soon disappears 41
tail vein injections 424
tail well developed 237
tail were abolished 330
tail were sometimes 43
tail when disturbed 111
tail will distinguish 77
tail will generally 45
tail will sometimes 46
tail wind component 177
take along provisions 101
take among different 46
take among themselves 427
take arms themselves 53
take auto mechanics 104
take away altogether 671
take away americans 46
take away character 108
take away commercial 42
take away corruption 301
take away customers 283
take away different 154
take away discretion 54
take away documents 156
take away episcopal 49
take away everybody 118
take away excessive 53
take away exemptions 41
take away existence 145
take away furniture 77
take away happiness 117
take away important 175
take away incentive 201
take away initiative 71
take away injustice 102
take away knowledge 244
take away liberties 125
take away livestock 164
take away necessity 48
take away ownership 136
take away phenomena 104
take away political 176
take away prisoners 55
take away privilege 116
take away protection 101
take away provisions 93
take away resources 493
take away souvenirs 63
take away spiritual 228
take away television 65
take away temptation 55
take away territory 80
take away themselves 46
take away virtually 85
take away whatsoever 62
take back additional 40
take back defective 115
take back employees 41
take back jerusalem 172
take back mortgages 92
take back ownership 206
take back political 76
take back possession 529
take back territory 174
take back whereupon 107
take back yesterday 47
take base advantage 50
take baths regularly 83
take best advantage 8825
take boat excursions 57
take bold initiative 49
take bold political 50
take breath ourselves 50
take care accordingly 152
take care artlessly 44
take care especially 307
take care faithfully 45
take care generally 47
take care henceforth 61
take care ourselves 156
take care primarily 51
take care proceedings 88
take care themselves 194
take care throughout 88
take case histories 484
take cash discounts 1344
take down carefully 52
take down christmas 42
take down equipment 105
take down important 74
take down procedure 72
take down telephone 87
take down testimony 195
take drug overdoses 114
take drying medicines 87
take during pregnancy 1206
take early advantage 360
take early possession 112
take even reasonable 61
take even temporary 79
take even tentative 86
take even themselves 42
take fair advantage 110
take fair retaliation 123
take fall advantage 111
take fire instantly 74
take firm possession 463
take five additional 64
take five centuries 133
take five companies 129
take five different 313
take five passengers 77
take food insultingly 60
take food particles 44
take food regularly 79
take food themselves 48
take foot passengers 49
take form gradually 46
take fort frontenac 43
take four additional 84
take four arguments 113
take four centuries 91
take four companies 180
take four different 743
take four important 49
take four passengers 115
take four principal 82
take four semesters 102
take four spoonfuls 99
take free advantage 65
take from aristotle 158
take from bonaparte 52
take from certainty 360
take from childhood 43
take from christians 55
take from consumers 51
take from creditors 61
take from customers 113
take from different 341
take from everybody 215
take from henceforth 195
take from jerusalem 73
take from ministers 65
take from nietzsche 104
take from opposition 41
take from ourselves 154
take from parliament 83
take from plaintiff 111
take from political 125
take from prisoners 41
take from professor 81
take from relatives 53
take from scripture 217
take from television 134
take from themselves 156
take full advantage 382046
take full commercial 59
take full enjoyment 40
take full initiative 68
take full leadership 48
take full ordination 66
take full ownership 579
take full political 228
take full possession 10593
take good advantage 1217
take great advantage 1225
take great enjoyment 174
take great leadership 51
take great liberties 4226
take great political 131
take great precaution 235
take great spiritual 46
take half arguments 93
take health histories 76
take health insurance 89
take heart medication 41
take heavy artillery 40
take heavy equipment 111
take heed accordingly 53
take high resolution 131
take hold elsewhere 112
take hold gradually 90
take hold ourselves 52
take hold overnight 43
take hold somewhere 111
take hold themselves 72
take hold throughout 268
take holy scripture 134
take home afterward 49
take home economics 2755
take home leftovers 371
take home overnight 70
take home paychecks 45
take home souvenirs 355
take into captivity 188
take into favorable 104
take into ourselves 891
take into possession 1691
take into practical 357
take into temporary 124
take into themselves 2167
take jobs americans 78
take jobs elsewhere 1008
take jobs previously 71
take jobs unrelated 193
take keen advantage 42
take lady charlotte 46
take late afternoon 50
take leave altogether 70
take less advantage 285
take less desirable 202
take less expensive 77
take less initiative 131
take less medication 228
take less precaution 79
take life altogether 42
take life insurance 182
take life interests 53
take life leisurely 73
take life pleasantly 69
take live prisoners 48
take loss deductions 56
take loving possession 51
take lull advantage 78
take many additional 173
take many arguments 46
take many centuries 2357
take many desperate 55
take many different 40806
take many directions 737
take many disguises 76
take many excursions 54
take many exposures 80
take many footsteps 53
take many important 144
take many incidents 80
take many instances 87
take many interesting 116
take many iterations 252
take many liberties 773
take many lifetimes 755
take many medicines 67
