tail relatively shorter 58
take absolutely everything 231
take academical degrees 40
take accusative objects 164
take adjustment measures 94
take affidavits against 56
take aggressive measures 554
take appropriate account 853
take appropriate control 167
take appropriate counter 588
take appropriate courses 204
take appropriate decision 175
take appropriate evasive 150
take appropriate judicial 50
take appropriate measures 65973
take appropriate remedial 2042
take calculated chances 82
take chloroform because 52
take collective control 81
take collective measures 514
take complaints against 98
take complement clauses 318
take compulsory courses 55
take compulsory measures 193
take contextual factors 112
take continuous records 44
take continuous samples 53
take convenient measures 46
take convenient numbers 42
take corrective measures 12263
take definitive measures 46
take deliberate account 45
take deliberate counsel 47
take deliberate measures 283
take depositions according 162
take depositions against 83
take determined measures 162
take diplomatic measures 53
take discussions between 42
take displeasure against 47
take educational classes 42
take educational courses 203
take efficacious measures 289
take elementary courses 63
take employment because 46
take employment outside 718
take enrichment courses 44
take exceptional measures 889
take exceptional pleasure 44
take figurative language 76
take gymnastics lessons 49
take humanities courses 54
take immediately following 93
take implementing measures 67
take inadequate account 345
take individual courses 571
take individual freedom 45
take individual lessons 70
take individual measures 75
take individual members 47
take individual quizzes 271
take individual variation 45
take individual writers 57
take information against 125
take initiatives because 48
take initiatives outside 95
take initiatives regarding 87
take initiatives towards 99
take inordinate amounts 201
take inordinate delight 58
take inordinate pleasure 70
take intentional objects 59
take interaction between 145
take intoxicating liquors 311
take journalism courses 54
take legitimate measures 47
take literature courses 84
take management control 93
take management courses 106
take mathematics courses 531
take medications because 169
take medications exactly 73
take operational command 87
take operational control 213
take operational measures 86
take oppressive measures 101
take particular account 1217
take particular comfort 51
take particular courses 209
take particular delight 3497
take particular measures 183
take particular offense 88
take particular pleasure 2471
take particular trouble 80
take particular umbrage 66
take particular vengeance 84
take particular virtues 45
take philosophy courses 79
take precautions against 46635
take precautions because 265
take precautions regarding 124
take precautions similar 146
take precedence according 2386
take precedence because 988
take preemptive measures 241
take premedical courses 42
take prescribed courses 80
take prescribed insulin 55
take preventive measures 18297
take protective custody 133
take protective measures 10034
take provisional measures 963
take psychology courses 257
take reciprocal measures 91
take regulatory measures 223
take relatively shallow 54
take repressive measures 2975
take responsive measures 59
take retaliatory measures 1567
take retribution against 219
take roundabout courses 71
take safeguards against 73
take scientific research 143
take secretarial courses 78
take securities against 90
take situational factors 101
take specialized courses 829
take spirituous liquors 167
take statistics courses 73
take structural features 42
take subjective factors 42
take substantial amounts 263
take substantial measures 86
take substantial numbers 110
take successful measures 51
take successive samples 98
take sufficient account 22939
take sufficient amounts 129
take sufficient control 41
take sufficient measures 415
take sufficient samples 62
take sufficient trouble 881
take systematic account 389
take systematic measures 210
take therapeutic measures 43
take thoroughgoing measures 85
take traditional courses 41
take treacherous counsel 157
take tremendous amounts 124
take tremendous courage 121
take tremendous pleasure 53
take tremendous strides 77
take unexamined opinions 55
take unexpected courses 52
take unilateral decision 56
take unilateral measures 826
take university classes 149
take university courses 1194
take university degrees 617
take unspeakable comfort 51
taking aggressive measures 194
taking appropriate account 242
taking appropriate control 42
taking appropriate counter 50
taking appropriate courses 96
taking appropriate measures 3389
taking appropriate remedial 411
taking appropriate samples 42
taking calculated chances 41
taking collective measures 163
taking composition lessons 94
taking compulsory measures 57
taking contextual factors 49
taking corrective measures 2612
taking deliberate measures 129
taking depositions against 119
taking determined measures 89
taking difference between 131
taking educational courses 152
taking educational measures 70
taking efficacious measures 105
taking elementary courses 56
taking employment outside 225
taking exceptional measures 188
taking exorbitant profits 56
taking figurative language 56
taking gymnastics lessons 127
taking horizontal sections 42
taking humanities courses 43
taking inadequate account 97
taking inadequate measures 46
taking individual courses 85
taking individual lessons 49
taking individual samples 45
taking initiatives towards 41
taking inordinate amounts 51
taking intoxicating liquors 111
taking journalism classes 45
taking journalism courses 67
taking laboratory courses 54
taking literature courses 79
taking management courses 94
taking mathematics courses 275
taking medications because 142
taking medications exactly 47
taking operational control 44
taking particular account 1059
taking particular chattel 60
taking particular courses 156
taking particular delight 803
taking particular offense 59
taking particular pleasure 673
taking particular trouble 77
taking philosophy courses 140
taking precautions against 13861
taking precautions because 70
taking precedence according 256
taking preemptive measures 75
taking premedical courses 84
taking prescribed courses 40
taking preventive measures 5495
taking protective measures 972
taking provisional measures 104
taking psychology classes 73
taking psychology courses 264
taking regulatory measures 100
taking repressive measures 574
