tabs provide access 65
tabu against incest 65
tail becomes larger 42
tail becomes tenant 201
tail broadly banded 43
tail broadly tipped 109
tail coverts barred 813
tail coverts bluish 141
tail coverts bright 439
tail coverts darker 396
tail coverts grayer 43
tail coverts should 60
tail coverts tipped 363
tail coverts yellow 341
tail current source 1054
tail current system 288
tail defends itself 76
tail divided itself 121
tail dragged behind 135
tail extending behind 91
tail extending beyond 938
tail extending through 53
tail extending toward 559
tail extending upward 43
tail extends beyond 421
tail extends toward 111
tail pointed toward 97
tail pointed upward 64
tail pointer points 127
tail several inches 55
tail sixteen inches 141
tail slipped through 43
tail streamed behind 118
tail swished across 41
tail swished through 47
tail switching angrily 58
tail thirteen inches 127
tail tightly around 317
tail tightly coiled 40
tail tightly curled 175
tail towards higher 90
tail trailed behind 115
tail twisted around 166
tail usually appears 40
tail whipped around 279
tail whipped through 41
tail wrapped around 4501
tail wriggling behind 49
take account before 67
take account further 40
take account mainly 92
take account merely 237
take account neither 813
take account solely 145
take advance bookings 103
take advance orders 171
take advance planning 174
take adverse actions 97
take against another 86
take against england 65
take against france 45
take against injury 49
take against someone 40
take alcohol before 215
take algebra before 40
take aliquot shares 40
take anglican orders 282
take aspirin before 82
take aspirin unless 60
take aspirin without 162
take average values 194
take battery wagner 63
take between actors 60
take between artist 41
take between equals 255
take between groups 70
take between leaders 49
take between master 45
take between parent 176
take between speaker 95
take between teacher 326
take between twelve 145
take between twenty 453
take between various 48
take brahmin alcott 51
take british advice 55
take british troops 63
take broader ground 83
take capital losses 221
take careful charge 69
take careful handling 214
take careful measure 97
take careful mental 51
take careful notice 929
take careful planning 1473
take careful thought 952
take central avenue 54
take certain actions 17755
take certain active 52
take certain amount 64
take certain common 181
take certain duties 52
take certain events 74
take certain further 143
take certain initial 45
take certain issues 90
take certain obvious 45
take certain papers 74
take certain pieces 53
take certain places 76
take certain points 106
take certain policy 124
take certain powers 103
take certain rights 109
take certain routes 139
take certain safety 134
take certain shapes 80
take certain shares 105
take certain simple 127
take certain special 206
take certain stains 43
take certain stands 183
take certain values 397
take chances beyond 45
take chances unless 96
take chances without 182
take charred sticks 52
take classes before 49
take classes online 160
take classes taught 89
take classes through 219
take classes toward 71
take classes without 74
take clients through 120
take coercive actions 67
take college credit 76
take command before 60
take command instead 98
take command myself 92
take command should 98
take command unless 49
take command without 148
take complex issues 74
take complex values 287
take control actions 103
take control before 479
take control instead 68
take control should 53
take control through 656
take control without 551
take correct actions 68
take counsel amongst 70
take counsel before 331
take counsel coolly 54
take counsel touching 57
take counsel whether 497
take country drives 141
take country lodgings 252
take courage enough 184
take courses across 57
take courses beyond 70
take courses covering 97
take courses online 320
take courses taught 296
take courses through 218
take courses toward 470
take courses without 343
take current events 44
take current trends 44
take decades before 1535
take decided ground 736
take decision makers 43
take decision without 48
take default values 361
take degrees without 69
take delight therein 493
take desired actions 140
take detours around 69
take detours through 84
take detroit before 46
take dietary advice 46
take differing stands 43
take digital images 139
take digital photos 396
take diverse shapes 70
take drastic actions 533
take drastic measure 47
take emotions instead 79
take especial charge 148
take especial notice 961
take eternal refuge 63
take european nations 95
take evasive actions 237
take everything around 45
take everything before 110
take everything calmly 97
take everything coolly 99
take everything except 198
take everything inside 112
take everything needed 40
take everything slowly 114
take everything without 185
take exactly twenty 94
take example thereby 95
