wan light entered like 62
war above everything else 42
war arose between great 115
war arose between these 44
war ceases between those 162
war lasting several years 147
war might develop into 100
war might perhaps have 173
war never entered into 130
war party against their 46
war party returning from 190
war party returns from 75
war plans against iraq 63
war raged between their 41
war waged against great 46
war waged against iraq 63
war waged against most 41
war waged against their 108
war waged against these 179
war which brought down 57
war which brought such 42
war which exposes those 57
war which proceed from 124
war which results from 102
war whose results were 44
war would benefit only 92
war would consume many 42
war would destroy their 71
war would develop into 123
war would increase their 46
war would involve more 110
war would involve such 81
war would perhaps have 193
war would proceed more 210
war would require more 49
war would shortly break 53
was about average among 55
was about average size 90
was about daybreak when 204
was about doubled when 47
was about equally good 52
was about equally great 46
was about equally well 87
was about everything else 1100
was about fifteen days 232
was about fifteen feet 5289
was about fifteen tons 71
was about fifteen when 769
was about fifteen years 10630
was about halfway along 406
was about halfway back 228
was about halfway done 91
was about halfway down 2763
was about halfway from 93
was about halfway home 272
was about halfway into 132
was about halfway over 147
was about halfway there 847
was about halfway when 70
was about quarter past 204
was about returning from 57
was about returning home 209
was about seventy feet 1045
was about seventy five 116
was about seventy tons 43
was about seventy when 154
was about seventy years 3574
was about sixteen days 54
was about sixteen feet 1319
was about sixteen when 766
was about sixteen years 7128
was about sundown when 179
was about sunrise when 95
was about thirteen days 53
was about thirteen feet 429
was about thirteen when 523
was about thirteen years 5781
was above average among 51
was above average during 56
was above average size 41
was above average when 46
was above everything else 1678
was above fifteen years 50
was above seventy years 376
was above sixteen years 89
was above thirteen years 64
was added because many 73
was added because some 95
was added because there 67
was added several years 195
was after certain came 50
was after daybreak when 275
was after fifteen years 118
was after returning from 231
was after several days 117
was after several years 305
was after sundown when 448
was after sunrise when 157
was again advancing upon 129
was again altered when 48
was again aroused from 59
was again aroused when 120
was again brought back 721
was again brought down 329
was again brought face 257
was again brought forth 419
was again brought from 147
was again brought home 242
was again brought into 4537
was again brought over 47
was again brought upon 162
was again carried away 216
was again carried back 141
was again carried into 111
was again clouded over 91
was again covered from 46
was again covered over 107
was again crumbling into 82
was again damaged during 62
was again decided upon 101
was again defeated when 53
was again delayed when 45
was again derived from 227
was again divided among 211
was again divided into 3731
was again divided over 42
was again drafted into 59
was again dragged forth 40
was again dragged into 133
was again dropped from 79
was again elected from 110
was again elected vice 422
was again entered into 102
was again entered upon 62
was again erected into 48
was again evident during 110
was again evident from 40
was again evident when 232
was again exactly what 118
was again faintly heard 48
was again flogged most 40
was again focused upon 88
was again granted leave 47
was again hoisted over 103
was again hurried away 63
was again imposed upon 174
was again invaded from 73
was again invited into 60
was again knocked down 662
was again lowered into 65
was again married june 49
was again omitted from 78
was again ordered away 48
was again ordered back 226
was again ordered into 238
was again perched upon 48
was again present when 106
was again presiding over 69
was again pressed into 462
was again pressed upon 323
was again receiving from 41
was again reduced from 247
was again relapsing into 46
was again released from 261
was again removed from 823
was again removed into 45
was again renewed when 45
was again repeated during 58
was again repeated from 47
was again repeated three 59
was again repeated when 87
was again rescued from 161
was again revealed when 102
was again revived during 152
was again revived when 148
was again seduced from 40
was again settled upon 43
was again severed from 97
was again shocked when 50
was again shouted down 40
was again suffering from 918
was again touched upon 99
was again tumbled down 80
was again ushered into 216
was again visible from 56
was again withheld from 45
was again wounded during 49
was again wrested from 416
was aimed against such 188
was aimed against their 41
was aimed against those 108
was alive several years 54
was allan octavian hume 73
was alone against many 71
was alone visible from 62
was ample support clear 58
was amply evident from 78
was amusing himself among 103
was amusing himself there 41
was anything against these 61
was anything morally wrong 101
was anything written there 42
was arguing against some 55
was arguing against such 49
was arguing against those 101
was arguing against what 162
was asked exactly what 51
was asked several years 130
was avenging himself upon 66
was backing himself into 43
was badly bruised from 156
was badly bruised when 85
was badly damaged during 2633
was badly damaged from 126
was badly damaged over 50
was badly damaged when 741
was badly divided over 647
was badly handled from 40
was badly injured during 147
was badly injured from 71
was badly injured when 641
was badly managed from 78
was badly scarred from 151
was badly swollen from 102
was badly wounded during 458
was badly wounded early 243
was badly wounded from 72
was badly wounded just 71
was badly wounded last 51
was badly wounded there 149
was badly wounded when 340
was based chiefly upon 981
was based closely upon 51
was based frankly upon 50
was based largely upon 4196
was based solidly upon 59
was begun several years 684
was below average during 82
was below poverty line 147
was bending closely over 57
was bending forward over 115
was bending forward when 59
was berry harvest time 46
was biased against their 86
was biased towards those 81
was bidding against time 47
was black history month 102
was blood trickling down 281
was blood trickling from 167
was blowing briskly from 95
was blowing freshly from 136
was blowing lightly from 72
was blowing steadily from 255
was blowing stiffly from 210
was blowing strongly from 727
was boiling mullets over 71
was bored because there 43
was borne captive from 52
was borne hastily along 79
was borne rapidly along 295
was borne rapidly away 72
was borne swiftly along 73
was borne swiftly away 127
was borne wounded from 89
was bound tightly over 49
was bound together into 81
was bound together only 69
was bowling merrily along 47
was brain damaged from 47
was breathing rapidly when 40
was brewing between these 65
was broad support among 64
was broad support from 42
was built because there 46
was built between june 49
was built between these 119
was built chiefly from 69
was built chiefly upon 40
was built eastward from 108
was built exactly like 395
was built extending from 55
was built fifteen years 141
was built largely during 42
was built largely from 192
was built largely upon 195
was built outward from 50
was built seventy years 112
was built several feet 63
was built several years 677
was built thirteen years 51
was built upstream from 77
was busying herself over 42
was busying himself over 118
was busying himself there 41
was busying himself trying 40
was calling collect from 51
was causing concern among 130
was causing trouble among 56
was changing himself into 44
was changing rapidly during 147
was changing rapidly from 290
was changing rapidly into 57
was chief engineer from 64
was chief justice during 95
was chief justice from 580
was chief justice john 407
was chief justice shaw 40
was chief justice taft 82
was chief justice when 103
was cleft several feet 74
was daily brought into 119
was daily enacted among 42
was daily expecting from 66
was daily expecting news 68
was daily receiving from 134
was dated fifteen years 46
was dated several days 65
was dated several years 116
was denying himself some 61
was digging herself into 55
was digging himself into 117
was dimly lighted from 170
was dimly visible from 56
was drawing comfort from 68
was drawing rapidly away 56
was drawing support from 105
was drawing towards dusk 62
was drawing towards noon 61
was drawing towards york 67
was drawn between acts 55
was drawn between good 46
was drawn between jews 52
was drawn between land 43
was drawn between laws 40
was drawn between north 145
was drawn between such 223
was drawn between their 135
was drawn between these 337
was drawn between those 898
was drawn between three 49
was drawn between what 277
was drawn briefly into 46
was drawn chiefly from 1150
was drawn closely into 47
was drawn closely over 128
was drawn equally from 133
was drawn forward into 129
was drawn forward over 70
was drawn largely from 3193
was drawn loosely back 62
was drawn payable upon 59
was drawn quickly back 42
was drawn rapidly into 41
was drawn several years 54
was drawn sharply back 47
was drawn smoothly back 151
was drawn tightly back 385
was drawn tightly from 55
was drawn tightly into 49
was drawn tightly over 843
was drawn together from 109
was drawn together into 166
was drawn together there 50
was drawn towards miss 53
was drawn towards their 48
was drawn towards these 68
was drawn towards those 55
was driving crashed into 104
was driving everything else 86
was driving himself hard 137
was driving himself into 77
was driving rapidly away 55
was dusting himself down 42
was easier because there 151
was easily adapted into 52
was easily brought back 72
was easily brought down 56
was easily brought into 180
was easily brushed away 45
was easily carried away 427
was easily carried into 91
was easily carried over 222
was easily deduced from 66
was easily derived from 97
was easily divided into 133
was easily elected over 73
was easily entered into 41
was easily fifteen feet 44
was easily fifteen years 42
was easily grafted onto 48
was easily imposed upon 504
was easily pressed into 54
was easily removed from 608
was easily secured from 51
was easily seduced into 58
was easily visible from 507
was easily wrested from 67
was easily wrought upon 189
was eight hundred feet 547
was eight hundred years 442
was eight minutes from 57
was eight minutes late 220
was eight minutes past 492
was eight stories high 467
was eight stories tall 54
was eight thousand feet 152
was eight thousand five 110
was eight thousand four 98
was eight thousand three 53
was eight thousand years 79
was either because their 60
was either because there 61
was either brought back 57
was either brought from 139
was either brought into 110
was either brought over 108
was either carried away 134
was either derived from 297
was either divided among 69
was either divided into 67
was either enticed into 55
was either foreign born 144
was either imposed upon 60
was either knocked down 92
was either omitted from 61
was either removed from 103
was either suffering from 182
was equal division among 45
was every attempt made 50
was every creature over 333
was every outward sign 41
was every rational hope 81
was falling forward into 57
was falling rapidly from 65
was falling rapidly into 249
was falling steadily from 74
was falling steadily when 48
was false because there 44
was feeling exactly what 70
was field marshal lord 138
was fifty dollars more 99
was fifty minutes late 127
was fifty percent more 44
was fifty thousand years 76
was filed against john 58
was finding herself more 192
was finding himself more 416
was fired against fort 90
was fired knocked over 97
was first adapted from 57
was first adapted into 40
was first adopted during 103
was first adopted from 101
was first adopted into 166
was first adopted only 151
was first adopted there 131
was first adopted when 85
was first applied during 191
was first applied from 45
was first applied only 273
was first applied over 47
was first applied there 54
was first applied were 72
was first applied when 109
was first aroused during 119
was first aroused from 77
was first aroused when 596
was first brought among 253
was first brought back 449
was first brought down 869
was first brought face 311
was first brought forth 313
was first brought from 1785
was first brought here 675
was first brought home 1003
was first brought into 12610
was first brought over 998
was first brought there 629
was first brought upon 275
was first carried away 84
was first carried down 110
was first carried from 135
was first carried into 737
was first carried over 124
was first carried there 57
was first climbed from 51
was first debated there 155
was first decided upon 536
was first deduced from 477
was first deposed from 57
was first derived from 1201
was first devised during 46
was first divided among 90
was first divided into 2644
was first drafted during 40
was first drafted into 59
was first dragged into 73
was first dropped from 54
was first dropped into 51
was first elected from 66
was first elected into 79
was first enacted during 128
was first enacted into 149
was first entered from 44
was first entered into 607
was first entered upon 600
was first erected during 51
was first erected here 122
was first erected into 221
was first erected over 100
was first erected there 111
was first evident during 70
was first evident from 64
was first evident when 109
was first evolved from 70
was first exacted from 49
was first fancied into 41
was first focused upon 78
was first founded during 47
was first founded here 74
was first founded there 127
was first founded upon 51
was first gathered from 83
was first hoisted over 73
was first imposed during 74
was first imposed upon 322
was first imposed when 70
was first infused into 74
was first invited into 96
was first kindled when 119
was first knocked down 206
was first largely used 48
was first lowered into 43
was first married when 152
was first national bank 81
was first national city 48
was first noticed among 147
was first noticed during 348
was first noticed early 40
was first noticed from 80
was first noticed here 88
was first noticed more 119
was first noticed some 44
was first noticed there 117
was first noticed three 43
was first noticed when 731
was first offered during 53
was first omitted from 44
was first ordered into 73
was first plainly seen 54
was first planted among 51
was first planted here 153
was first planted there 450
was first planted upon 53
was first preached among 166
was first preached during 51
was first preached here 106
was first preached there 420
was first pressed into 163
was first pressed upon 113
was first printed among 68
was first printed during 83
was first printed from 500
was first printed only 140
was first printed some 75
was first printed there 170
was first printed when 49
was first realized during 72
was first realized from 40
was first realized when 214
was first reduced from 150
was first reduced into 109
was first released from 312
was first released into 57
was first removed from 1211
was first rescued from 155
was first revealed during 120
was first revealed when 210
was first secured from 98
was first seduced into 60
was first settled along 57
was first settled during 250
was first settled early 59
was first settled from 263
was first settled here 41
was first settled more 48
was first settled only 64
was first settled over 104
was first settled some 76
was first settled there 269
was first settled upon 298
was first settled when 68
was first severed from 63
was first shipped from 224
was first sighted from 168
was first sighted over 50
was first sparked when 41
was first started during 62
was first started here 83
was first started some 59
was first started there 242
was first studied during 56
was first studied from 100
was first studied when 45
was first touched upon 286
was first ushered into 399
was first visited during 62
was first wrested from 108
was first written down 5160
was first written during 112
was first written from 55
was first written have 82
was first written into 284
was first written more 106
