wage open hostility against 48
wait upon president lincoln 67
walk from whitehall terrace 61
wall were elaborate frescoes 56
want more passionate sensual 88
want some protection against 83
want some safeguard against 74
want their portraits painted 56
want your insurance company 61
warm south equatorial current 45
warm their chilliest bubbles 143
warn their daughters against 120
warn their disciples against 76
warn their followers against 70
wars were generally against 55
wave diode rectifier circuit 86
wave tube amplifier mounted 58
wave will transform america 47
ways from different sources 64
ways most naturally imposed 46
wealth among different classes 195
wealth among different sections 50
wealth from different sources 69
wealth will certainly increase 51
week last september migrating 54
week will generally suffice 42
well give different answers 43
well give different results 85
well have addressed himself 111
well have beneficial effects 93
well have committed suicide 166
well have contented himself 120
well have convinced himself 87
well have described himself 55
well have different effects 116
well have different opinions 55
well have expressed himself 118
well have important effects 70
well have militated against 66
well have persuaded himself 103
well have presented himself 69
well have protested against 125
well have struggled against 64
well have suggested emerson 51
well when evaluated against 51
well worth considering because 192
well worth remembering because 81
went away satisfied because 41
went away sorrowful because 199
went into captivity because 48
went into commercial service 190
went into divisional reserve 88
went into elaborate details 78
went into excellent society 43
went into hysterics because 48
went into hysterics forthwith 97
went into opposition against 246
went into permanent decline 141
went into permanent eclipse 107
went into political decline 42
went into political eclipse 77
went into political oblivion 65
went into production because 71
went into production shortly 64
went into seventeen editions 50
went into technical default 42
went into technical details 130
went into temporary decline 119
went into temporary eclipse 302
went like transient lodgers 43
wept over jerusalem because 193
were also abandoned because 52
were also adamantly opposed 72
were also additional factors 40
were also appointed members 97
were also arguments against 63
were also attracted towards 104
were also carefully checked 47
were also carefully guarded 216
were also carefully planned 63
were also carefully studied 169
were also carefully watched 61
were also collected regarding 59
were also commercial centers 43
were also committed against 60
were also committee members 45
were also concerned because 487
were also concluded between 161
were also condemned because 48
were also conducted according 44
were also conducted against 82
were also conducted between 108
were also conducted outside 40
were also conflicts between 402
were also connected together 48
were also contrasts between 48
were also determining factors 98
were also developed between 53
were also different because 177
were also different between 129
were also different degrees 58
were also different opinions 69
were also difficult because 60
were also discarded because 135
were also discussed between 52
were also discussed briefly 85
were also dismissed because 42
were also distantly related 63
were also disturbed because 141
were also effective against 279
were also especially helpful 137
were also evaluated according 83
were also evaluated against 54
were also expressed regarding 101
were also extremely careful 51
were also extremely helpful 844
were also extremely limited 212
were also extremely popular 504
were also fortunate because 41
were also generally hostile 45
were also generally opposed 66
were also generally similar 56
were also generally smaller 41
were also gradually reduced 62
were also immensely helpful 51
were also immensely popular 121
were also important aspects 177
were also important because 1454
were also important centers 189
were also important criteria 40
were also important exports 56
were also important factors 2099
were also important features 154
were also important figures 243
were also important markets 99
were also important members 178
were also important patrons 71
were also important players 55
were also important regional 73
were also important sources 773
were also important symbols 53
were also increasingly evident 59
were also increasingly popular 44
were also increasingly worried 45
were also indignant because 51
were also interesting because 56
were also inversely related 301
were also itinerant missions 40
were also mobilized against 41
were also necessary because 168
were also noteworthy because 44
were also occasional reports 40
were also organized according 79
were also parallels between 49
were also perfectly capable 67
were also perfectly familiar 49
were also performed according 56
were also performed between 86
were also politburo members 44
were also political factors 106
were also political figures 45
were also political motives 84
were also political parties 52
were also preferred against 66
were also preferred because 49
were also presented against 41
were also proceeded against 46
were also prominent features 145
were also prominent figures 97
were also prominent members 369
were also protected against 466
were also published between 50
were also published together 63
were also questioned regarding 88
were also rivalries between 45
were also satisfied because 42
were also sometimes allowed 44
were also sometimes applied 58
were also sometimes carried 49
were also sometimes imposed 47
were also sometimes offered 59
were also sometimes painted 55
were also sometimes present 86
were also sometimes written 43
were also struggles between 40
were also substance abusers 60
were also thoroughly familiar 71
were also unfailingly helpful 40
were also unpopular because 43
were also widespread reports 90
were arming themselves against 180
were clear parallels between 117
were deep mysterious shadows 57
were early nineteenth century 45
were even distantly related 96
were even sometimes brought 70
were ever assembled together 67
were ever collected together 209
were ever preferred against 191
were ever proceeded against 43
were ever regularly elected 79
were felt especially strongly 40
were five different versions 41
were five permanent members 45
were five political parties 94
were four blackened warriors 49
were four different classes 62
were four different opinions 71
were four different schemes 85
were four different species 46
were four different versions 82
were four important factors 59
were four political parties 104
were four principal classes 47
were four principal sources 49
were four secondary schools 66
were from commercial sources 118
were from countries outside 97
were from different classes 107
were from different parties 132
were from different planets 287
were from different schools 141
were from different sections 80
were from different sources 194
were from different species 72
were from infectious diseases 79
were from political parties 63
were from secondary schools 86
were giving excellent service 50
were giving ourselves useless 58
were good arguments against 82
were good practical schemes 140
were good protection against 49
were great contrasts between 81
were great distances between 46
were great precisely because 56
were heavy cigarette smokers 191
were heavy television viewers 111
were held regularly between 44
were held throughout britain 72
were held throughout germany 192
were held throughout ireland 87
were here assembled together 100
were here collected together 98
were high mountains covered 58
were just different aspects 61
were kept carefully covered 48
were late nineteenth century 40
were leading political figures 76
were left untouched because 215
were less barbarous perhaps 49
were less carefully arranged 43
were less carefully guarded 113
were less desirable because 98
were less effective against 260
were less effective because 139
were less expensive because 53
were less fortunate because 45
were less important because 277
were less important factors 102
were less precisely defined 58
were less protected against 44
were like surrogate parents 54
were living charioteer skilful 54
were living peacefully together 104
were living unhappily together 64
were lost somewhere between 122
were made alternate members 64
were made available against 65
were made available because 87
were made available between 59
were made available outside 56
were made candidate members 43
were made difficult because 169
were made effective january 48
were made especially welcome 72
were made expressly subject 46
were made necessary because 299
were made painfully evident 45
were made permanent members 157
