wag once remarked that 296
war been declared than 119
war came suddenly and 43
war debt payments and 74
war debt payments for 44
war diary recorded that 135
war during transfer with 55
war from fulfilling its 46
war from shattering that 51
war gold standard and 136
war gold standard was 250
war grew directly out 49
war half normandy was 61
war have suffered death 64
war into kentucky and 191
war into macedonia and 50
war into manchuria and 69
war into maryland and 54
war less frequent and 45
war many refugees and 42
war more dangerous than 54
war more directly than 45
war more fiercely than 66
war more horrible than 126
war more powerful and 41
war more powerful than 197
war more seriously than 151
war more severely than 75
war more terrible and 92
war more terrible than 493
war most eventful and 175
war much attention was 71
war much exceeded that 66
war must continue and 45
war must maintain his 49
war must speedily end 48
war over manchuria and 41
war plan provided for 119
war slum clearance and 41
war south carolina had 81
war there perished not 132
war there remained this 40
war till regulars may 123
war time controls and 94
war upon infidels and 86
war upon infidels was 45
war were captured and 95
war were combined with 89
war were consumed and 42
war were declared and 42
war were enslaved and 82
war were equipped with 78
war were exchanged and 44
war were numerous and 129
war were prepared for 73
war were probably not 60
war were provided for 69
war were provided with 81
war were rewarded with 69
war were supplied with 145
war were tortured and 56
war when compared with 71
war when everyone was 56
war will commence for 42
war will continue and 173
war will continue for 493
war will continue long 117
war will continue with 54
war will disappear and 109
war will disclose our 56
war will probably end 125
war will probably not 199
war will remember how 45
war will remember that 124
war years combined with 46
war years compared with 144
war years indicate that 46
war years suggests that 228
was ably assisted and 58
was ably defended and 88
was aching horribly and 40
was acting director for 53
was acting entirely for 51
was acting governor and 119
was acting governor for 261
was acting honestly and 97
was acting lawfully and 49
was acting minister for 103
was acting otherwise than 130
was acting properly and 62
was acting secretly for 42
was acting strangely and 263
was aged eighteen and 59
was aged fourteen and 49
was aiming directly for 53
was aiming straight for 152
was also absorbed with 100
was also abundant and 123
was also accepted and 364
was also accepted for 285
was also accepted that 3273
was also accepted with 140
was also accorded for 61
was also accorded him 51
was also achieved and 53
was also achieved for 212
was also achieved using 195
was also achieved with 634
was also acquired and 125
was also acquired for 168
was also addressing his 49
was also adequate for 111
was also adjudged that 157
was also adjusted for 152
was also admitted and 66
was also admitted for 53
was also admitted that 2946
was also admitted with 61
was also advanced and 40
was also advanced for 99
was also advanced that 822
was also affected and 405
was also affected but 89
was also affected due 64
was also affected for 42
was also affected with 578
was also affirmed and 56
was also affirmed that 941
was also afforded for 87
was also agitated and 66
was also agitation for 56
was also allotted for 160
was also ambitious and 519
was also ambitious for 232
was also ambushed and 41
was also american and 53
was also analyzed and 299
was also analyzed for 899
was also analyzed using 461
was also analyzed with 286
was also anointed with 115
was also appalled that 216
was also apparent and 86
was also apparent for 277
was also apparent that 21382
was also apparent was 117
was also apparent with 206
was also apprised that 97
was also approved and 227
was also approved for 460
was also approved that 164
was also arguable that 148
was also arrested and 2667
was also arrested but 186
was also arrested for 960
was also arrested that 42
was also arrested with 120
was also arrogant and 316
was also artistic and 68
was also assailed for 58
was also assailed with 101
was also asserted that 5574
was also asserted this 68
was also asserted with 40
was also assessed and 213
was also assessed for 307
was also assessed using 393
was also assessed with 200
was also assigned for 151
was also assigned one 40
was also assisted with 46
was also associate dean 51
was also associating with 47
was also asthmatic and 87
was also attached for 64
was also attached with 88
was also attacked and 830
was also attacked but 130
was also attacked for 957
was also attacked with 338
was also attended with 1081
was also attorney for 358
was also authority for 84
was also awakened and 55
was also axiomatic that 105
was also backward and 51
was also banished for 68
was also baptized and 90
was also baptized with 57
was also barefoot and 49
was also beautiful and 371
was also believed for 45
was also believed that 26091
was also besieged and 56
was also besieged with 97
was also besotted with 48
was also bestowed with 122
was also betrayed and 45
was also bordered with 52
was also borrowed for 76
was also brighter than 43
was also brilliant and 186
was also broadening its 43
was also burdened with 1148
was also captured and 926
was also captured but 74
was also captured with 72
was also careless and 57
was also careless with 40
was also cautioned not 60
was also cautioned that 233
was also cemented with 40
was also censured for 474
was also chairman and 129
was also chairman for 80
was also challenging and 54
was also challenging for 46
was also chaplain and 47
was also chaplain for 41
was also cheerful and 68
was also combined with 1706
was also comforting for 45
was also compared and 44
was also compared for 104
was also compared using 46
was also compared with 2293
was also compiled and 131
was also compiled for 124
was also complete and 64
was also completing her 50
was also completing his 135
was also complied with 322
was also composed and 92
was also composed for 201
was also composed with 56
was also computed and 255
was also computed for 900
was also computed that 117
was also computed using 272
was also computed with 103
was also conceded that 1133
was also conducting his 52
was also conducting its 46
was also conferring with 63
was also confined for 46
was also conflict with 63
was also confused and 253
was also confused with 192
was also confusion and 59
was also congested and 45
was also congruent with 324
was also conscious and 63
was also conscious that 3831
was also constant and 101
was also constant for 40
was also consulting with 101
was also consumed with 256
was also contending with 162
was also continuing his 230
was also continuing its 91
was also continuing with 56
was also conveyed that 162
was also courteous and 86
was also credited for 189
was also credited with 4565
was also critical and 142
was also critical for 471
was also critical that 431
was also cultural and 91
was also cultured and 44
was also dangerous and 217
was also dangerous for 296
was also decisive for 261
was also declared for 64
was also declared that 5073
was also decreased and 62
was also decreased with 108
was also defended with 136
was also deferred for 60
was also delicate and 71
was also demanded for 143
was also demanded that 942
was also depicted with 107
was also deployed for 51
was also deprived for 56
was also describing his 55
was also deserted and 67
was also designed and 655
was also designed for 1725
was also designed that 144
was also designed using 73
was also designed with 702
was also desirous that 319
was also desolate and 43
was also destined for 923
was also detached with 41
was also detailed for 93
was also detained and 118
was also detained for 158
was also detected and 192
was also detected but 63
was also detected for 277
was also detected that 129
was also detected using 106
was also detected with 310
was also developing and 154
was also developing her 94
was also developing his 427
was also developing its 276
was also developing new 99
was also diagnosed with 837
was also digested with 181
was also directed not 133
was also directed that 1252
was also directly and 81
was also director and 160
was also director for 46
was also disabled and 52
was also discreet and 47
was also discussing with 97
was also disliked for 58
was also dismayed that 361
was also disturbing for 41
was also disturbing that 104
was also divorced and 162
was also doubtful that 419
was also dramatic and 55
was also earmarked for 306
was also economic and 89
was also educated and 141
was also educated for 96
was also effected with 168
was also einstein who 40
was also elevated and 75
was also elicited that 92
was also eligible for 486
was also eloquent and 44
was also emotional and 74
was also emphatic that 408
was also employed and 208
was also employed but 57
was also employed for 3435
was also employed with 539
was also enamored with 113
was also enclosed and 57
was also enclosed for 57
was also enclosed with 174
was also enhanced and 78
was also enhanced with 173
was also enjoined not 54
was also enjoined that 339
was also enlarged and 386
was also enlisted for 95
was also enriched with 333
was also entangled with 126
was also entirely new 77
was also entwined with 78
was also equipped for 181
was also equipped with 5990
was also erroneous and 99
was also essential and 102
was also essential for 2119
was also essential not 46
was also essential that 3690
was also esteemed for 161
was also esteemed his 72
was also evidence for 841
was also evidence that 16986
was also examined and 1120
was also examined but 116
was also examined for 1400
was also examined using 632
was also examined with 560
was also exchanged for 122
was also exchanged with 48
was also excluded for 67
was also executed and 99
was also executed for 418
was also executed with 119
was also exercising his 57
was also expanded and 306
was also expanded with 71
was also expected and 93
was also expected for 130
was also expected not 40
was also expected that 12191
was also expected with 45
was also expelled and 58
was also expelled for 106
was also expended for 55
was also explicit that 57
was also explored and 169
was also explored but 41
was also explored for 99
was also explored using 71
was also explored with 83
was also exported and 57
was also expressing her 81
was also expressing his 396
was also extended and 197
was also extended for 304
was also extended with 101
was also fastened with 62
was also finished and 145
was also finished with 186
was also flexible and 137
was also followed and 110
was also followed for 405
was also followed using 45
was also followed with 352
was also forecast that 96
was also foreseen that 608
was also foretold that 245
was also forthcoming for 106
was also fostered and 73
was also frequent and 67
was also friendly and 222
was also friendly with 2039
was also fruitful for 58
was also fulfilling his 56
was also generous and 503
was also generous with 788
was also governor and 51
was also graceful and 53
was also grateful for 971
was also grateful that 632
was also gratifying that 145
was also handsome and 275
was also harassed and 60
was also harassed with 47
was also headstrong and 156
was also hollowed out 111
was also homesick for 91
was also humorous and 50
was also ignorant and 81
was also ignorant that 116
was also imagined that 242
was also immediate and 95
was also imperious and 51
was also implicit that 88
was also imported and 98
was also imported for 101
was also improper for 57
was also improved and 316
was also improved for 66
was also improved with 305
was also incensed that 250
was also included and 385
was also included but 153
was also included for 811
was also included that 338
was also included with 383
was also increased and 429
was also increased but 116
was also increased due 66
was also increased for 225
was also increased with 320
was also indebted for 726
was also indicating that 251
was also indicted and 106
was also indicted but 47
was also indicted for 838
was also infamous for 182
was also infected and 46
was also infected with 540
was also inferred that 543
was also infested with 479
was also informal and 44
was also informed and 112
was also informed that 20421
was also initiated and 168
was also initiated for 103
was also initiated with 137
was also injected with 148
was also insecure and 60
was also inserted for 83
was also inserted that 140
was also insisted that 802
was also inspired and 121
was also inspired with 76
was also instinct with 56
was also insulted and 41
was also intended and 51
was also intended for 2159
was also intended that 3761
was also interred with 52
was also intimate and 65
was also intimate with 1182
was also intriguing for 51
was also intriguing with 68
