wafted some stray words 63
wagons over rough roads 105
wagons were drawn about 74
wagons were running short 40
wagons were taken apart 48
waited four months after 53
waited nine months after 43
waited only fresh cause 85
waited their whole lives 73
waited there until about 99
waited there until after 54
waited three hours until 49
waited three hours while 41
waited three months after 172
waited three whole hours 50
waited till about sixty 43
waited till after lunch 40
waited till after seven 54
waived into adult court 89
walked along holding hands 128
walked along thinking about 113
walked away holding hands 48
walked away thinking about 82
walked back again quite 67
walked down every morning 48
walked down quiet lanes 51
walked five miles every 78
walked four miles every 121
walked four times round 105
walked from morning until 63
walked home alone after 66
walked home every night 115
walked home holding hands 45
walked home thinking about 79
walked into rooms where 55
walked many miles every 73
walked many times about 55
walked nine miles every 96
walked nine times round 44
walked over fifty miles 86
walked over forty miles 68
walked over sixty miles 59
walked over thirty miles 99
walked some fifty yards 76
walked some thirty miles 98
walked there every morning 51
walked there often after 111
walked three miles after 48
walked three miles daily 40
walked three miles every 146
walked three times round 2909
walker like thoreau finds 52
walled city under siege 126
walled city within which 73
walnut tree under which 61
walnut tree which stood 97
wander into sleep knows 52
wanted from santa claus 66
wanted more money spent 157
wanted more paper money 65
wanted nothing which might 119
wanted rest again after 48
wanted some action taken 62
wanted some extra money 113
wanted some orange juice 56
wanted some place where 238
wanted their first child 93
wanted their first meeting 44
wanted those parts which 44
wanted what alone could 70
wanted what every woman 40
wanted when about seven 53
warbling their hymns about 81
warbling their sweet notes 115
warmer gulf stream water 111
warned many times about 137
warnings were given about 110
warrior were still fixed 223
warrior will beget fifty 49
washed away every stain 140
washed away every trace 146
washed down every morning 157
washed down every night 116
washed during rainy weather 48
washed from every stain 207
washed their dirty linen 203
washed their hands after 560
washed their hands again 154
washed their hands first 45
washed their hands under 54
washed their hands while 60
washed their robes white 341
washed your dirty linen 50
washed your hands after 66
washes away every stain 43
washes over black chalk 139
wasted their blood about 41
wasted their whole lives 55
wasted time talking about 59
wasted time thinking about 98
wastes from paper mills 147
wastes from steel mills 48
wastes into outer space 46
watching ever since eight 53
watching into whose hands 49
watching mary tyler moore 43
watching other people dance 229
watching other people drink 47
watching other people enjoy 78
watching other people getting 57
watching other people working 42
watching over every sheep 42
watching their every action 66
watching their every motion 50
watching their faces while 63
watching those people strip 101
watching what takes place 105
watching your every action 47
watering just thinking about 127
waters from heaven never 57
waters from melting snows 135
waters from puget sound 41
waters just thinking about 82
waters like blithe light 100
waters soon after spread 53
waters will never again 48
weapons from outer space 331
weapons have taken place 46
weapons into outer space 167
weapons were again drawn 85
weapons were never found 47
weathers come about again 60
weddings have taken place 221
weekly rest period which 79
weekly work cutting grass 163
weight gain after smoking 386
weight gain takes place 56
weight into either scale 317
weight loss takes place 143
weight loss would occur 46
weight three times daily 416
welded mild steel plate 54
whales from small boats 78
whales were playing about 66
wheeling their giddy dance 74
wheels were still turning 224
wheels were turning again 96
whence some would infer 195
whence their ships could 41
whereas free fatty acids 141
whereas many people would 48
whereas most older women 80
whereas most people would 167
whereas other amino acids 267
whereas other people might 66
whereas other people would 92
whereas some others would 47
whereas those parts which 40
whereas those which appear 45
whereas those which arise 52
whereas those which occur 43
whereas those which stand 49
whereas very large doses 42
whereof three pages would 229
whether acting under color 227
whether among black people 40
whether buck could start 175
whether free ships shall 48
whether free trade would 73
whether john peter zenger 87
whether life could exist 74
whether life shall serve 60
whether many people could 117
whether many people would 265
whether miss ellen terry 58
whether miss elliot never 131
whether more people would 64
whether most people could 52
whether most people would 234
whether other minds exist 41
whether other people agree 63
whether other people could 70
whether other people liked 64
whether other people might 70
whether other people would 259
whether papa really wants 71
