war began again between 58
war claim which implies 71
war costs forty millions 72
war could arise between 102
war might erupt between 54
war might prove vitally 77
war shall apply equally 55
war still raged between 57
war takes place between 386
war until final victory 239
war until total victory 53
war which armed germany 47
war which arose between 158
war which began between 91
war which could destroy 120
war which might destroy 194
war which might develop 55
war which might involve 148
war which might perhaps 46
war which raged between 354
war which still existed 50
war which would cripple 40
war which would destroy 497
war which would endanger 45
war which would exhaust 73
war which would finally 42
war which would include 41
war which would involve 385
war which would justify 91
war which would produce 42
war which would require 97
war widow whose husband 51
war would arise between 46
war would ensue between 111
war would erupt between 77
war would exist between 625
was about casting himself 50
was about eight dollars 99
was about eight hundred 4548
was about eight millions 154
was about eight minutes 315
was about eight percent 73
was about eight seconds 51
was about eight shillings 70
was about eight thousand 806
was about equal between 129
was about fifty degrees 178
was about fifty dollars 349
was about fifty millions 87
was about fifty minutes 107
was about fifty percent 294
was about fifty shillings 45
was about fifty thousand 656
was about forty degrees 231
was about forty dollars 200
was about forty millions 113
was about forty minutes 530
was about forty percent 146
was about forty thousand 731
was about getting married 207
was about money matters 57
was about seven degrees 57
was about seven dollars 137
was about seven hundred 1917
was about seven millions 184
was about seven minutes 231
was about seven percent 95
was about seven shillings 72
was about seven thousand 897
was about sixty degrees 135
was about sixty dollars 196
was about sixty furlongs 80
was about sixty millions 40
was about sixty percent 133
was about sixty thousand 431
was about social justice 52
was about thirty degrees 268
was about thirty dollars 220
was about thirty millions 139
was about thirty minutes 956
was about thirty percent 172
was about thirty seconds 313
was about thirty shillings 139
was about thirty thousand 985
was above eight hundred 54
was above eight thousand 68
was above fifty thousand 79
was above seven hundred 40
was above seven thousand 46
was above thirty thousand 47
was action taken against 118
was acute renal failure 53
was added after adoption 41
was added later because 82
was added which allowed 85
was again alone outside 103
was again badly damaged 95
was again badly defeated 69
was again badly wounded 239
was again causing anxiety 45
was again causing concern 43
was again causing trouble 93
was again drawn between 50
was again drawn towards 79
was again falling rapidly 40
was again found between 95
was again fully debated 42
was again given command 163
was again given priority 53
was again growing rapidly 55
was again looking forward 197
was again moved forward 60
was again nearly doubled 53
was again running smoothly 50
was again running swiftly 52
was again setting towards 69
was again spent between 94
was again split between 40
was again taken captive 69
was again thrust against 58
was again thrust forward 60
was again thrust upwards 41
was again turning against 41
was again under british 58
was again under chinese 42
was again under control 291
was again under spanish 67
was again urged forward 72
was aimed rather against 58
was alive today because 66
was ample space between 91
was anything amiss between 49
was anything either present 52
was aptly named because 231
was arthur james balfour 120
was asked about certain 84
was asked about current 40
was asked about divorce 42
was asked about everything 46
was asked about himself 68
was asked about marriage 45
was asked about reports 131
was asked about several 50
was aware within himself 44
was badly split between 249
was begun under charles 65
was begun under general 91
was begun under napoleon 57
was begun under ptolemy 52
was beneath human dignity 54
was black night outside 56
was blank until daybreak 52
was blowing fresh outside 53
was blowing quite strongly 103
was blowing which carried 43
was bound either morally 44
was bound under certain 41
was bound under penalty 77
was breaking loose outside 47
was breaking sales records 47
was breathing rather quickly 155
was brisk trade between 44
was built about fifteen 130
was built about seventy 324
was built after designs 124
was built after victory 68
was built close against 69
was built eight hundred 65
was built flush against 51
was built right against 53
was built seven hundred 74
was built under charles 40
was built under emperor 126
was built under license 162
was built which allowed 67
was built which enabled 41
was burnt alive because 46
was causing acute anxiety 53
was causing grave anxiety 222
was causing grave concern 372
was causing growing concern 58
was changing every instant 62
was changing hands between 47
was changing hands rapidly 51
was changing quite rapidly 56
was chief legal adviser 53
was chief legal counsel 91
was chief petty officer 174
was chief staff officer 204
was closing ranks against 60
was crazy about animals 95
was daily breathing calumny 105
was daily growing smaller 66
was daily growing stronger 637
was damning proof against 44
was drawing large numbers 65
was drawn above between 53
was drawn still tighter 120
was drawn tight against 99
was dried under reduced 279
was eight miles distant 418
was eight times elected 73
was either badly damaged 40
was either chewing natural 60
was either getting drowned 72
was either never entered 64
was either never written 113
was either resting himself 45
was every point tenable 65
was every reason against 54
was every where admired 48
was every where adopted 41
was every where carried 109
was every where covered 350
was every where defeated 49
was every where equally 65
was every where excited 112
was every where exposed 44
was every where greeted 217
was every where opposed 77
was every where preached 60
was every where present 661
was every where strewed 51
was every where visible 246
was failing every subject 105
was falling apart because 404
was feared would swallow 62
was feeling about herself 104
was feeling about himself 82
was feeling happy because 100
was feeling proud because 42
was feeling quite content 127
was feeling quite excited 60
was feeling quite himself 46
was feeling quite nervous 70
was feeling quite relaxed 238
was feeling quite wakeful 69
was feeling rather ashamed 48
was feeling rather nervous 116
was feeling uneasy because 56
was feeling within himself 66
was fifty miles distant 337
was fifty miles shorter 60
was fifty paces distant 41
was fifty yards distant 76
was filed after january 57
was filed under article 595
was filed under chapter 50
was filed within several 48
was fined eight dollars 58
was fined eight hundred 78
was fined eight shillings 68
was fined fifty dollars 791
was fined fifty shillings 165
was fined fifty talents 229
was fined fifty thousand 100
was fined forty dollars 74
was fined forty shillings 702
was fined forty thousand 115
was fined sixty shillings 51
was fined thirty dollars 75
was fined thirty shillings 192
was fined thirty thousand 167
was fired after reporting 46
was fired after several 42
was fired which wounded 127
was first asked several 42
was first built between 94
was first chief justice 40
was first drawn between 83
was first drawn towards 235
was first fully applied 85
was first fully exposed 65
was first fully realized 203
was first fully revealed 229
was first getting started 688
was first given command 67
was first given general 72
was first given impetus 48
was first given official 251
was first noted because 53
was first noted between 78
was first taken against 49
was first taken captive 203
was first tried against 64
was forty miles distant 586
was forty miles shorter 47
was found about fifteen 100
was found about seventy 87
was found after addition 55
was found after careful 76
was found after removal 67
was found after repeated 165
was found after several 219
was found after storage 44
was found badly injured 41
was found badly wounded 119
was found either between 83
was found fully assured 105
was found fully dressed 60
was found liable because 117
was found proof against 46
was found quite feasible 48
was found quite perfect 96
was found quite unequal 45
was found resting against 81
was found resting herself 204
was found sitting quietly 82
was found sitting upright 226
was found still clutching 59
was found under certain 50
was found under similar 89
was found valid despite 46
was found wanting because 328
was found which allowed 70
was found which appeared 220
was found which belonged 62
was found which enabled 110
was found which measured 94
was found which weighed 132
was found which yielded 94
was found within minutes 40
was found would involve 42
was franz josef strauss 62
was fully light outside 50
was fully thirty minutes 47
was fully under control 541
was getting above herself 92
was getting above himself 263
was getting bored himself 65
was getting eight dollars 47
was getting eight hundred 49
was getting fifty dollars 137
