wafers made with honey 2633
wafted into this world 250
wagged their big noses 42
wagged their long tails 44
wagged their long white 47
wagons along its roads 51
wagons down with ropes 117
wagons from one river 45
wagons over bad roads 58
wagons used for hauling 77
wagons were being drawn 47
wailed their dying shout 60
waited days and weeks 96
waited four long months 43
waited full two hours 56
waited here all night 133
waited here for about 145
waited here for hours 58
waited more than eight 234
waited more than fifty 63
waited more than forty 174
waited more than seven 139
waited more than thirty 384
waited only for tidings 51
waited only two months 54
waited only two weeks 47
waited over six months 70
waited over two hours 210
waited over two months 68
waited over two weeks 70
waited some two hours 72
waited there all night 252
waited there for about 701
waited there for hours 315
waited there for nearly 112
waited there two hours 229
waited there two weeks 48
waited till her father 119
waited till her mother 216
waited till her sobbing 76
waited till his billy 217
waited till his breathing 56
waited till his father 288
waited till his goods 50
waited till his mother 76
waited till long after 99
waited till she could 329
waited till she found 51
waited till they began 60
waited till they could 483
waited till they found 55
waited till this evening 81
waited till this morning 180
waited till you could 74
waited upon and cared 74
waited upon her again 58
waited upon her father 57
waited upon her mother 142
waited upon him about 113
waited upon him after 116
waited upon him again 91
waited upon him daily 57
waited upon him every 177
waited upon him often 51
waited upon him thither 124
waited upon him while 84
waited upon his chest 46
waited upon his every 78
waited upon his father 255
waited upon his grace 224
waited upon his guest 45
waited upon his honor 70
waited upon his mother 63
waited upon his royal 479
waited upon his uncle 47
waited upon his wants 44
waited upon his words 99
waited upon one morning 48
waited upon sir george 45
waited upon sir james 45
waited upon sir thomas 43
waiter came and asked 343
waiter came and stood 127
waiter came with menus 51
waiter held her chair 47
waiter kept his hands 61
waiter left them alone 79
waiter over and asked 233
waiter took her order 83
waiter took his order 164
waiter took our drink 54
waiter took our order 380
walked along and stood 53
walked along both sides 40
walked along for about 228
walked along his lines 58
walked along its banks 422
walked along its right 47
walked along its shore 48
walked along our roads 195
walked along she broke 51
walked along this coast 57
walked along this shore 42
walked along two sides 73
walked along with quick 40
walked among and never 57
walked among her people 44
walked among his people 174
walked among them until 64
walked away and asked 44
walked away and began 338
walked away and found 140
walked away and headed 247
walked away and leaned 116
walked away and never 633
walked away and seated 41
walked away and spoke 60
walked away and stood 542
walked away and tried 128
walked away and would 82
walked away not knowing 53
walked away one night 47
walked away she could 73
walked away she would 42
walked away that evening 57
walked away that night 119
walked away they could 70
walked away they would 44
walked away with about 114
walked away with bowed 213
walked away with every 59
walked away with first 114
walked away with frank 43
walked away with minor 76
walked away with nearly 77
walked away with quick 100
walked away with rapid 87
walked away with seven 45
walked back and again 58
walked back and asked 103
walked back and began 50
walked back and found 217
walked back and knelt 56
walked back and leaned 108
walked back and shook 43
walked back and stood 598
walked back out again 167
walked back out front 112
walked back ten miles 82
walked back that night 66
walked back two miles 54
walked down and asked 47
walked down and found 103
walked down and stood 236
walked down each aisle 40
walked down her front 49
walked down his throat 103
walked down one aisle 62
walked down one block 56
walked down one floor 46
walked down one morning 40
walked down that aisle 310
walked down this morning 54
walked down two steps 122
walked firm and erect 159
walked from her house 259
walked from his cabin 45
walked from his chair 61
walked from his father 55
walked from his hotel 223
walked from his house 993
walked from his lodging 143
walked from his mother 54
walked from his place 112
walked from his rooms 67
walked from his study 44
walked from its frame 75
walked from new salem 74
walked from one group 91
walked from one house 102
walked from one place 296
walked from one table 45
walked from our hotel 157
walked from our house 169
walked from our mother 113
walked from that place 63
walked half way round 221
walked home and found 122
walked home for lunch 527
walked home one evening 82
walked home one night 156
walked home that evening 703
walked home that morning 57
walked home that night 1393
walked home this evening 41
walked home with james 82
walked into her cabin 86
walked into her class 287
walked into her condo 67
walked into her drawing 222
walked into her empty 58
walked into her father 850
walked into her first 308
walked into her hotel 117
walked into her house 3589
walked into her mother 851
walked into her place 66
walked into her sitting 237
walked into her small 167
walked into her store 102
walked into her studio 147
walked into her study 102
walked into her suite 106
walked into his cabin 311
walked into his class 159
walked into his condo 53
walked into his empty 57
walked into his father 1128
walked into his field 43
walked into his first 259
walked into his front 65
walked into his hotel 249
walked into his house 4724
walked into his inner 93
walked into his large 77
walked into his local 89
walked into his mother 916
walked into his outer 71
walked into his place 199
walked into his rooms 149
walked into his sitting 115
walked into his small 191
walked into his stall 73
walked into his store 356
walked into his studio 250
walked into his study 1062
walked into his suite 168
walked into his uncle 76
walked into his waiting 63
walked into math class 53
walked into new salem 54
walked into our class 58
walked into our first 80
walked into our front 49
walked into our hands 43
walked into our hotel 96
walked into our house 1594
walked into our lines 74
walked into our lives 236
walked into our midst 65
walked into our place 53
walked into our store 67
walked into that class 50
walked into that first 102
walked into that hotel 90
walked into that house 341
walked into that meeting 227
walked into that party 49
walked into that place 237
walked into that store 231
walked into that studio 49
walked into this hotel 74
walked into this house 638
walked into this meeting 73
walked into this place 459
walked into this scene 40
walked into this store 191
walked less than thirty 95
walked like her father 53
