wan climbs with diminished 44
war abroad and patriarchal 66
war crimes and atrocities 1542
war crimes are punishable 50
war damage and destruction 47
war damage and reparations 89
war effort and encouraged 73
war effort and eventually 59
war effort and maintained 41
war effort was considered 59
war effort was maintained 41
war effort was negligible 49
war effort was recognized 59
war effort was substantial 66
war itself had extinguished 62
war itself had stimulated 58
war itself was inevitable 63
war medals and decorations 202
war plants and facilities 50
war prices for attendance 62
war record was impressive 46
war seemed now inevitable 67
war without any declaration 114
war without any particular 44
war without any preparation 54
war without any provocation 72
war without any restriction 58
war without any territorial 44
was ablaze with decorations 72
was ablaze with excitement 688
was ablaze with indignation 220
was abrupt and unexpected 120
was absent and preoccupied 117
was absurd and impossible 374
was absurd and incredible 64
was absurd and ridiculous 348
was abused and persecuted 86
was active and aggressive 282
was active and apparently 47
was active and determined 67
was active and enterprising 622
was active and enthusiastic 108
was active and industrious 197
was active and influential 1030
was active and interested 225
was active and persistent 83
was active and productive 110
was active and profitable 74
was active and prosperous 213
was active and scurrilous 70
was active and successful 628
was advising his government 49
was aflame with excitement 499
was aflame with indignation 309
was afraid her familiarity 44
was afraid our misfortune 53
was afraid that eventually 62
was afraid that negotiations 41
was agreed and covenanted 42
was agreed and determined 70
was agreed and stipulated 56
was agreed and understood 254
was agreed that application 56
was agreed that appropriate 63
was agreed that assistance 46
was agreed that candidates 57
was agreed that cooperation 73
was agreed that defendants 151
was agreed that demarcation 67
was agreed that diplomatic 99
was agreed that discussions 130
was agreed that government 234
was agreed that immediately 65
was agreed that individual 239
was agreed that information 84
was agreed that legislation 137
was agreed that lieutenant 51
was agreed that membership 103
was agreed that negotiations 433
was agreed that publication 41
was agreed that reparations 164
was agreed that subsequent 46
was agreed that sufficient 48
was alight with excitement 369
was allowing her imagination 126
was allowing his imagination 159
was almost all enclosures 41
was almost one continuous 195
was almost too astonished 284
was almost too bewildered 44
was almost too convenient 45
was almost too delightful 40
was almost too distracted 43
was almost too enthusiastic 51
was almost too frightened 719
was almost too incredible 135
was almost too overpowering 54
was almost too overwhelming 262
was almost too preoccupied 42
was almost too ridiculous 109
was almost too successful 533
was almost two generations 57
was almost with reluctance 293
was already being adequately 63
was already being advertised 61
was already being approached 45
was already being celebrated 468
was already being circulated 157
was already being considered 814
was already being criticized 323
was already being cultivated 385
was already being dismantled 102
was already being elaborated 70
was already being encouraged 58
was already being formulated 145
was already being identified 75
was already being influenced 82
was already being introduced 167
was already being manifested 82
was already being proclaimed 142
was already being recognized 218
was already being superseded 213
was already being supplanted 84
was already being translated 86
was already being undermined 598
was already being undertaken 260
was already too preoccupied 92
was always and absolutely 123
was always and essentially 158
was always and everywhere 2896
was always and immediately 61
was always and inevitably 254
was always being approached 76
was always being confronted 60
was always being criticized 117
was always being discovered 40
was always being distracted 47
was always being introduced 53
was always doing unexpected 50
was always his excellency 51
was always his particular 48
was always his preference 49
was always one particular 54
was always that combination 105
was always this consolation 101
was always this difference 109
was always this difficulty 45
was always too figurative 84
was always too frightened 181
was always too interested 67
was always too optimistic 44
was always too preoccupied 202
was always using expressions 41
was always with difficulty 188
was always with reluctance 226
was always with tenderness 46
was amazed and astonished 341
was amazed and bewildered 329
was amazed and confounded 279
was amazed and distressed 178
was amazed and enraptured 120
was amazed and fascinated 160
was amazed and frightened 574
was amazed and immediately 44
was amiable and attractive 75
was amiable and benevolent 121
was amused and astonished 262
was amused and fascinated 76
was amused and instructed 83
was amused and interested 1602
was angered and frustrated 206
was another and unexpected 65
was another big difference 108
was another long conference 59
was another new experience 592
was another new phenomenon 40
was another who recognized 63
was anthony van leeuwenhoek 40
was antony van leeuwenhoek 95
was anxious and determined 86
was anxious and distressed 176
was anxious and frightened 238
was anxious and frustrated 126
was anxious and preoccupied 174
was anxious for conciliation 79
was anxious for employment 58
was anxious for information 228
was anyone who understood 44
was appealing for assistance 44
was applying for membership 187
was ardent and enthusiastic 255
was argued and determined 76
was argued that competition 101
was argued that compulsory 41
was argued that educational 42
was argued that experience 44
was argued that government 484
was argued that individual 95
was argued that information 57
was argued that legislation 41
was argued that management 45
was argued that scientific 53
was argued that structural 43
was argued that sufficient 40
was argued that traditional 82
was artful and treacherous 76
was asleep and unconscious 40
was assuming new importance 53
was awaiting with impatience 127
was backed and encouraged 53
was banned and persecuted 47
was banned and proscribed 49
was banned and restricted 168
was barely any difference 51
was barren and monotonous 60
was barren and unfruitful 168
was becoming too burdensome 70
was becoming too cumbersome 50
was becoming too embarrassing 40
was becoming too emotionally 73
was becoming too formidable 52
was becoming too influential 80
was becoming too interested 62
was becoming too oppressive 42
was becoming too possessive 72
was becoming too ridiculous 54
was becoming too successful 82
was before his incarnation 66
was before his retirement 74
was before its destruction 168
was before she discovered 134
was before she understood 44
was before they discovered 120
was before this experience 43
was before you discovered 115
was behaving with remarkable 43
was behind this conspiracy 58
was behind this particular 51
was beside her immediately 112
was beside him immediately 41
was better off financially 564
was better than capitalism 72
was better than competition 54
was better than dependence 51
was better than embroidery 63
was better than government 232
was better than inactivity 57
was better than individual 210
was better than literature 114
was better than loneliness 58
was better than punishment 96
was better than resistance 45
was better than shakespeare 93
was better than traditional 51
was better than tweedledee 109
was beyond all calculation 343
was beyond all comparison 1350
was beyond all competition 106
was beyond all computation 138
was beyond all description 1408
was beyond all expectation 703
was beyond all experience 74
was beyond all imagination 310
was beyond all measurement 59
was beyond any description 114
was beyond any expectation 63
was beyond any experience 60
was beyond any individual 41
was beyond her capability 84
was beyond her capacities 52
was beyond her competence 46
was beyond her experience 283
was beyond her imagination 356
was beyond her management 83
was beyond his attainment 59
was beyond his capability 188
was beyond his capacities 108
was beyond his competence 360
was beyond his expectation 115
was beyond his experience 548
was beyond his imagination 645
was beyond his individual 62
was beyond his philosophy 60
was beyond its capability 54
was beyond its competence 213
was beyond our capability 70
was beyond our expectation 77
was beyond our experience 66
was beyond our imagination 180
was bitter and acrimonious 113
was bitter and aggressive 54
was bitter and determined 109
was bitter and frustrated 181
was bitter and implacable 149
was bitter and persistent 85
was bitter and protracted 555
was bitter and relentless 77
was bitter and vindictive 156
was blamed for contributing 79
was bleeding and unconscious 107
was blonde and attractive 46
was bloody and disastrous 48
was bloody and indecisive 105
was bloody and protracted 56
was bloody and unconscious 49
was bloody but indecisive 53
was blurry and indistinct 59
was boiled and evaporated 99
was bombed and completely 53
was booked for disorderly 46
was bought and demolished 146
was bouncing with excitement 109
was bright and articulate 637
was bright and attractive 390
was bright and delightful 44
was bright and entertaining 232
was bright and enthusiastic 87
was bright and exhilarating 144
was bright and industrious 75
was bright and interested 97
was bright and optimistic 66
was bright and perceptive 59
was bright and personable 112
was bright and prosperous 94
was bright and responsive 40
was bright and successful 47
was bright with excitement 254
was brimming with confidence 591
was brimming with excitement 432
was brimming with information 57
was broken and disjointed 43
was broken and disordered 52
was broken and extinguished 43
was broken and overturned 99
was broken and splintered 214
was broken off completely 57
was broken off immediately 60
was broken off unfinished 45
was brutal and oppressive 76
was brutal and repressive 44
was brutal and unprovoked 50
was bubbling with confidence 56
was bubbling with excitement 1042
was bubbling with suppressed 44
was building its warehouses 47
was buried with appropriate 166
was buried with impressive 98
was burned and completely 106
was burned and sacrifices 67
was burned for witchcraft 187
was burned out completely 52
was burned with cigarettes 106
was bursting with confidence 219
was bursting with detestation 40
was bursting with excitement 1274
was bursting with exuberance 52
was bursting with impatience 298
was bursting with importance 100
was bursting with indignation 312
was bursting with information 197
was bursting with prosperity 45
was bursting with suppressed 192
was bustle and excitement 1374
was bustle and expectation 42
was bustle and preparation 828
was bustling and prosperous 58
was bustling with activities 52
was bustling with excitement 135
was called and considered 72
was called and immediately 82
was called and instructed 60
was called and introduced 48
was called and prescribed 40
was called and pronounced 185
was called for assistance 61
was called for distinction 109
was called for examination 109
was called for immediately 225
was called for nominations 55
was called new netherlands 201
was called off immediately 48
was called par excellence 227
was candid and industrious 54
was carrying out activities 50
was carrying out excavations 52
was carrying out lieutenant 40
was carrying out successful 47
was carved and ornamented 159
was carved with escutcheons 52
was casual and incidental 40
was caught and eventually 81
was caught and fascinated 40
was caught and handcuffed 44
was caught and identified 81
was caught and immediately 65
was caught and imprisoned 1403
was caught and prosecuted 122
was caught and restrained 53
was caught and surrounded 47
was caught and transfixed 50
was caught with difficulty 320
was caused and maintained 59
was chance that determined 71
was changed and brightened 50
was changed and strengthened 53
was charming and attractive 178
was charming and delightful 186
was charming and entertaining 159
was charming and enthusiastic 44
was charming and hospitable 103
was charming and personable 55
was charming and persuasive 71
was charming and sympathetic 63
was charming and unaffected 53
was cheering and invigorating 48
was choked with bitterness 57
was choked with profitable 53
was choked with spectators 76
was chosen and designated 42
was chosen and encouraged 72
was chosen and instructed 71
was chosen and maintained 61
was chosen and proclaimed 151
was chosen for application 56
was chosen for calculation 43
was chosen for comparison 801
was chosen for description 48
was chosen for examination 229
was chosen for historical 40
was chosen for measurement 95
was chosen for membership 180
was chosen for observation 134
was chosen for particular 65
was chosen for publication 237
was chosen for settlement 155
was chosen for simplicity 299
was chosen for subsequent 320
was chosen for translation 110
was chosen with particular 59
was churning with excitement 61
was cleared and cultivated 1396
was cleared and reinstated 48
was cleared for cultivation 572
was cleared for plantations 41
was cleared for publication 134
was cleared for settlement 98
was clearly and accurately 106
was clearly and completely 79
was clearly and consciously 134
was clearly and convincingly 99
was clearly and decisively 92
was clearly and definitely 485
was clearly and distinctly 917
was clearly and explicitly 408
was clearly and forcefully 144
was clearly and frequently 41
was clearly and manifestly 106
was clearly and positively 128
was clearly and powerfully 49
was clearly and succinctly 113
was clearly not acceptable 294
was clearly not accidental 64
was clearly not accustomed 85
was clearly not admissible 56
was clearly not applicable 122
was clearly not appreciated 75
was clearly not appropriate 209
was clearly not calculated 50
was clearly not compatible 78
was clearly not completely 62
was clearly not considered 220
was clearly not consistent 89
was clearly not enthusiastic 79
was clearly not impossible 70
was clearly not influenced 48
was clearly not interested 1742
was clearly not restricted 105
was clearly not successful 70
was clearly not sufficient 596
was clearly not understood 117
was cleaved with restriction 84
was clever and attractive 87
was clever and determined 54
was clever and entertaining 58
was clever and industrious 158
was clever and successful 64
was clever and trustworthy 65
was climbing with difficulty 43
was cloned and identified 74
was closed and apparently 80
was closed and barricaded 345
was closed and demolished 322
was closed and dismantled 424
was closed and eventually 59
was closed and surrounded 40
was closed for alterations 88
was closed for renovations 649
was closed for restoration 349
was closed off completely 40
was closed with continuous 58
was clothed with dictatorial 109
was clothed with sufficient 42
was clumsy and inadequate 41
was coarse and discordant 99
was coarse and illiterate 88
was coarse and indelicate 41
was coarse and insensible 95
was coarse and monotonous 109
was coined and circulated 79
was coined and introduced 58
was coined for circulation 44
was common and acceptable 88
was common and encouraged 41
was common and frequented 46
was common and frequently 82
was common and relatively 55
was common for government 57
was common for households 52
was common for immigrants 55
was common for individual 104
was common for landowners 52
was common for newspapers 88
was common for publishers 40
was common for researchers 49
was common for scientists 51
was copied and circulated 376
was copied and elaborated 41
was copied and reproduced 64
was copied and translated 173
was cordial and enthusiastic 123
was cordial and hospitable 85
was cordial and respectful 52
was cordial and sympathetic 140
was cordial and unaffected 69
was costly and cumbersome 116
was crafty and treacherous 46
was created and circulated 91
was created and controlled 504
was created and cultivated 48
was created and designated 50
was created and eventually 59
was created and government 42
was created and immediately 61
was created and instituted 59
was created and instructed 61
was created and introduced 112
was created and maintained 1629
was created and originally 48
was created and propagated 60
was created and recognized 56
was created and registered 166
was created and reinforced 81
was created and stimulated 41
was created and strengthened 173
was created and structured 43
was created for educational 41
was created for fellowship 85
was created for government 43
was created using information 49
was created with sufficient 55
was crucial for establishing 127
was crucial for successful 72
was curbed and suppressed 58
was curious and fascinated 64
was curious and interested 499
was curious and remarkable 60
was curious and unexpected 47
was cursed with barrenness 104
was dainty and attractive 52
was damned and determined 53
was damned near impossible 223
was dashed with melancholy 104
was dashed with reflections 51
was deafening and continuous 55
was decent and respectful 59
was decent and sufficient 66
was decked with evergreens 72
was deemed not improbable 69
was deemed not sufficient 64
was deemed too cumbersome 42
was deeply and accurately 85
was deeply and completely 52
was deeply and consciously 60
was deeply and constantly 57
was deeply and dangerously 70
was deeply and emotionally 143
was deeply and gratefully 202
was deeply and hopelessly 73
was deeply and intimately 65
was deeply and personally 322
was deeply and profoundly 169
was deeply and recklessly 59
was defiant and determined 135
was denied and prosecution 43
