walk yesterday through dark 63
wash thoroughly before drying 66
ways different peoples have 52
wearing different clothes from 68
wearing redundant yellow hair 62
weary wayfarers without their 52
well developed before birth 153
well developed canine teeth 131
well exercised standing army 150
well insulated copper wire 74
well organized public health 56
well performed without some 61
well protected behind their 70
well protected except from 59
well questioned whether even 50
well regulated family life 41
well regulated standing army 282
well sheltered except from 41
well transform itself into 60
well translating better dost 82
well undergone without adding 127
went thoroughly through ward 51
were abandoned before their 49
were abandoned without food 49
were abolished except those 74
were accordingly agreed upon 111
were accordingly called upon 145
were accordingly formed into 68
were accordingly handed over 394
were accordingly hauled down 87
were accordingly hauled into 49
were accordingly placed upon 51
were accordingly pulled down 99
were accordingly turned into 54
were accordingly turned over 127
were accounted sacred among 47
were affiliated through their 56
were afterward changed into 51
were afterward united into 56
were alexander graham bell 161
were alienated through their 44
were allegedly stolen from 56
were altogether absent from 183
were altogether better clad 87
were altogether beyond their 70
were altogether exempt from 130
were altogether hidden from 56
were altogether remote from 69
were altogether unlike those 221
were anciently called mots 47
were appointed direct from 52
were appointed judges there 83
were appointed partly from 79
were appointed without having 42
were approaching middle life 68
were approaching something like 50
were arraigned before their 101
were assembled around great 51
were assembled around their 49
were assembled before their 49
were associated through their 41
were available except those 59
were available through mail 43
were available through other 44
were available through their 50
were available without cost 100
were batteries without guns 50
were butchered before their 81
were carefully chosen from 529
were carefully cleaned from 45
were carefully cleared away 44
were carefully copied from 207
were carefully copied into 52
were carefully draped over 46
were carefully fitted into 110
were carefully handed down 409
were carefully hidden away 154
were carefully hidden from 346
were carefully lifted from 105
were carefully lifted into 40
were carefully loaded into 86
were carefully locked away 106
were carefully looked into 133
were carefully looked over 244
were carefully packed away 405
were carefully packed into 157
were carefully passed down 52
were carefully picked from 85
were carefully picked over 40
were carefully placed into 78
were carefully placed over 167
were carefully pruned down 48
were carefully rubbed down 108
were carefully stored away 222
were carefully stowed away 488
were carefully tucked away 106
were carefully tucked into 41
were carefully veiled over 40
were carefully washed free 48
were carefully washed from 49
were carefully worked into 46
were carefully worked over 139
were certainly absent from 64
were certainly becoming more 84
were certainly better able 67
were certainly called upon 64
were certainly common among 43
were certainly copied from 98
were certainly enough other 40
were certainly handed down 44
