waddle rather than walk 144
wafers which had been 94
wafted after that ship 346
wafted beneath her nose 45
wafted under her nose 50
wafted under his nose 64
wagons could bear away 73
wagons could not have 106
wagons could not keep 128
wagons could not make 69
wagons could not move 86
wagons could not pass 247
wagons could not reach 64
wagons laden with coal 58
wagons laden with corn 195
wagons laden with food 67
wagons laden with gold 123
wagons laden with iron 93
wagons laden with salt 63
wagons laden with their 66
wagons laden with wheat 105
wagons laden with wine 42
wagons until they were 105
wagons where they were 97
wagons which are used 62
wagons which had been 928
wagons which had gone 66
wagons would not have 50
wagons would not hold 42
wailed under her breath 50
waited about for some 62
waited about one hour 62
waited about ten days 87
waited about two years 164
waited again for some 70
waited below and sent 64
waited eight long years 79
waited hours for their 60
waited longer than most 240
waited months and years 49
waited months for their 76
waited nearly six years 50
waited nearly ten years 143
waited nearly two years 354
waited seven long years 139
waited since its last 62
waited until all eyes 173
waited until all four 78
waited until all other 43
waited until all their 80
waited until all three 168
waited until all were 503
waited until both were 81
waited until her aunt 70
waited until her back 237
waited until her body 54
waited until her breath 58
waited until her eyes 487
waited until her face 41
waited until her gaze 72
waited until her hand 42
waited until her heart 138
waited until her sobs 62
waited until his anger 50
waited until his back 208
waited until his body 73
waited until his breath 52
waited until his eyes 661
waited until his face 56
waited until his gaze 79
waited until his hand 82
waited until his heart 158
waited until his host 54
waited until his last 152
waited until his line 42
waited until his mouth 62
waited until his next 40
waited until his prey 123
waited until his turn 48
waited until his wife 577
waited until its best 58
waited until long past 66
waited until low tide 58
waited until our eyes 47
waited until she came 1064
waited until she died 45
waited until she drew 68
waited until she fell 162
waited until she felt 506
waited until she gave 116
waited until she grew 73
waited until she heard 3785
waited until she knew 382
waited until she left 836
waited until she made 127
waited until she said 128
waited until she slid 49
waited until she took 240
waited until she went 548
waited until she woke 44
waited until that hour 90
waited until that time 91
waited until they came 1096
waited until they died 59
waited until they drew 41
waited until they fell 62
waited until they felt 129
waited until they gave 43
waited until they grew 56
waited until they have 50
waited until they heard 619
waited until they knew 199
waited until they left 587
waited until they made 67
waited until they took 74
waited until they went 265
waited until they were 18700
waited until things were 96
waited until this flow 40
waited until this hour 60
waited until this last 51
waited until this late 97
waited until this time 186
waited until too late 251
waited until two days 173
waited until two years 45
waited until you came 288
waited until you felt 44
waited until you knew 88
waited until you left 114
waited until you went 64
waited until you were 1384
waited where they were 205
waited while his eyes 84
waited while his wife 94
waited while she blew 84
waited while she came 41
waited while she gave 42
waited while she made 196
waited while she paid 43
waited while she said 67
waited while she took 318
waited while she went 479
waited while they came 43
waited while they made 57
waited while they took 60
waited while they went 94
waited while they were 162
waiter asked for their 49
waiter asked him what 85
waiter asked them what 41
waiter bowed and left 193
waiter bowed and took 42
waiter bowed and went 73
waiter could not have 60
waiter would not have 78
walked about all over 121
walked about and made 61
walked about and took 185
walked about and went 48
walked about and were 81
