we act surprised when 52
we all appreciate their 50
we all appreciate very 43
we all appreciate what 194
we all appreciate your 722
we all assembled once 43
we all benefited from 349
we all clambered into 69
we all collapsed into 58
we all descended from 286
we all descended into 215
we all discussed what 66
we all dissolved into 46
we all encounter from 58
we all encounter when 80
we all fervently hope 175
we all graduated from 109
we all inherited from 57
we all naturally feel 81
we all naturally find 49
we all naturally have 126
we all naturally look 40
we all naturally love 53
we all naturally tend 72
we all naturally think 74
we all naturally want 59
we all originate from 221
we all originate there 64
we all perfectly well 74
we all recognize from 85
we all recognize some 40
we all recognize these 50
we all recognize what 64
we all recognize when 136
we all recovered from 64
we all scrambled down 56
we all scrambled into 66
we all scrambled over 40
we all sincerely hope 164
we all sincerely wish 89
we all slumbered till 51
we all sometimes feel 164
we all sometimes have 137
we all sometimes make 53
we all sometimes need 57
we and everybody else 496
we any different from 206
we arc concerned here 57
we arc concerned only 65
we arc expressly told 47
we are abstracting away 157
we are abstracting from 895
we are accordingly able 60
we are accordingly left 52
we are accordingly told 108
we are accounted thine 122
we are acquitted from 41
we are alienated from 1909
we are altogether free 185
we are altogether left 147
we are altogether lost 112
we are altogether wrong 132
we are apostates from 41
we are approaching cape 41
we are approaching from 113
we are approaching great 40
we are approaching here 106
we are approaching home 47
we are approaching land 164
we are approaching more 317
we are approaching some 205
we are approaching such 158
we are approaching their 64
we are approaching these 98
we are approaching those 53
we are approaching very 80
we are approaching what 284
we are approaching will 259
we are assembled from 51
we are assembled here 1931
we are associated will 53
we are astounded when 64
we are authorized from 62
we are basically asking 71
we are basically dealing 243
we are basically free 54
we are basically good 300
we are basically just 56
we are basically left 64
we are basically saying 119
we are basically trying 106
we are biological beings 172
we are biologists here 47
we are blessedly free 47
we are bombarded from 99
we are calculating from 46
we are calculating here 46
we are calculating only 45
we are carefully told 238
we are celebrating here 215
we are celebrating your 76
we are centuries ahead 46
we are certainly able 339
we are certainly also 49
we are certainly dealing 401
we are certainly facing 47
we are certainly free 159
we are certainly glad 159
we are certainly good 50
we are certainly heading 41
we are certainly here 47
we are certainly left 156
we are certainly less 291
we are certainly living 113
we are certainly losing 41
we are certainly lost 111
we are certainly made 103
we are certainly making 124
we are certainly meant 96
we are certainly more 966
we are certainly most 87
we are certainly moving 92
we are certainly much 506
we are certainly open 67
we are certainly poor 40
we are certainly ready 96
we are certainly safe 171
we are certainly saying 43
we are certainly seeing 75
we are certainly taking 54
we are certainly told 57
we are certainly trying 93
we are certainly very 334
we are certainly well 131
we are certainly wrong 90
we are christians like 50
we are christians only 204
we are christians when 68
we are civilized beings 48
we are cognizant only 70
we are comforted when 50
we are commanded from 40
we are committed from 55
we are committed here 50
we are committed only 108
we are committed when 40
we are committed will 51
we are compelled also 126
we are compelled even 78
we are compelled from 111
we are compelled here 69
we are compelled into 83
we are compelled once 93
we are compelled over 60
we are composite beings 68
we are concerned also 395
we are concerned came 65
we are concerned deals 132
we are concerned during 50
we are concerned even 63
we are concerned fall 45
we are concerned from 214
we are concerned have 646
we are concerned here 36598
we are concerned into 68
we are concerned just 256
we are concerned less 1486
we are concerned lest 172
we are concerned lies 146
we are concerned more 3756
we are concerned most 412
we are concerned much 127
we are concerned must 207
we are concerned once 95
we are concerned only 75242
we are concerned over 501
we are concerned reads 85
we are concerned take 48
we are concerned there 1566
we are concerned these 113
we are concerned took 75
we are concerned very 122
we are concerned were 566
we are concerned when 647
we are concerned will 724
we are conducted along 45
we are conducted back 51
we are conducted from 108
we are conducted into 276
we are confident from 96
we are confident there 235
we are confident these 49
we are confident will 1922
we are confident your 99
we are confronting here 282
we are considering adding 142
we are considering also 157
we are considering buying 340
we are considering came 58
we are considering come 102
we are considering data 53
we are considering flow 81
we are considering four 111
we are considering from 284
we are considering have 1538
we are considering having 56
we are considering here 12385
we are considering high 48
we are considering ideal 51
we are considering into 89
we are considering just 263
we are considering lies 108
we are considering make 68
we are considering making 111
we are considering many 61
we are considering means 164
we are considering more 506
we are considering moving 53
we are considering must 640
we are considering only 13164
we are considering other 119
we are considering pure 65
we are considering says 90
we are considering seem 77
we are considering show 41
we are considering single 103
we are considering some 390
we are considering such 354
we are considering take 89
we are considering taking 67
we are considering their 292
we are considering there 1636
we are considering these 620
we are considering those 406
we are considering three 378
we are considering time 159
we are considering took 49
we are considering unit 66
we are considering very 164
we are considering ways 132
we are considering were 990
we are considering what 1516
we are considering when 285
we are considering will 2240
we are considering your 58
we are converted from 128
we are converted into 65
we are convinced from 612
we are convinced have 46
we are convinced more 72
we are convinced must 89
we are convinced only 42
we are convinced such 48
we are convinced there 1063
we are convinced when 43
we are convinced will 1118
we are convinced your 285
we are correctly told 45
we are criticizing here 82
we are crucified unto 46
we are currently able 435
we are currently adding 89
we are currently dealing 243
we are currently facing 666
we are currently giving 74
we are currently having 143
we are currently heading 42
we are currently hearing 45
we are currently living 2150
we are currently losing 95
we are currently making 274
we are currently more 42
we are currently most 92
we are currently moving 106
we are currently only 106
we are currently paying 152
we are currently reading 136
we are currently seeing 595
we are currently taking 161
we are currently trying 563
we are currently used 52
we are currently very 41
we are decidedly more 85
we are deflected from 71
we are delighted when 273
we are delivered from 7430
we are delivered into 166
we are delivered over 927
we are delivered unto 112
we are delivered when 281
we are dependent beings 117
we are dependent have 88
we are dependent more 40
we are dependent only 85
we are dependent upon 9091
we are depressed when 40
we are descended from 5019
we are descended were 58
we are determining what 265
we are developed from 55
we are different beings 70
we are different from 5261
we are different when 54
we are discoursing upon 69
we are discovering here 48
we are discovering many 40
we are discovering more 566
we are discovering some 86
we are discovering what 134
we are disengaged from 188
we are dislodged from 101
we are dismissed from 215
we are dispensed from 291
we are displaced from 95
we are displeased when 45
we are dissuaded from 100
we are distanced from 483
we are disturbed over 115
we are disturbed when 127
we are doubtless dealing 65
we are doubtless meant 44
we are doubtless safe 44
we are eliminating from 84
we are elsewhere told 670
we are emphasizing here 382
we are emphasizing only 41
we are encircled here 51
we are encouraging more 44
we are encouraging those 48
we are encroaching upon 134
we are endlessly born 63
we are endlessly told 44
we are enumerating only 58
we are especially dealing 55
we are especially eager 73
we are especially fond 111
we are especially glad 201
we are especially good 57
we are especially open 56
we are especially told 173
we are especially well 299
we are eternally lost 73
we are evidently dealing 583
we are evidently here 40
we are evidently meant 109
we are exceedingly glad 205
we are exceedingly well 180
we are exhausted from 131
we are expressly told 11506
we are extremely angry 61
we are extremely busy 154
we are extremely fond 60
we are extremely glad 124
we are extremely good 59
we are extremely poor 68
we are extremely ready 94
