waged open and unremitting 71
wages from all employers 46
wages paid for different 198
wages paid for industrial 58
wages paid for unskilled 278
wages paid his employees 47
wages paid its employees 47
wages were not available 75
wages were not precisely 107
wagon made its appearance 97
wagon road and telegraph 137
wagon road that connected 64
wagon road was completed 167
waiting list for admissions 63
waiting list for allotment 139
waiting list for available 88
waiting list for community 47
waiting list for immigrant 78
waiting list for operations 55
waiting list for permanent 58
waiting list for placement 62
waiting list for telephone 941
waiting list for vacancies 85
waiting none too patiently 99
waiting only for favorable 42
waiting room and announced 107
waiting room and concourse 132
waiting room and explained 49
waiting room for passengers 149
waiting room for relatives 47
waiting room was decorated 83
waiting room was furnished 171
waiting room was overflowing 141
waiting room with magazines 73
waiting there all afternoon 49
waiting there for transport 43
waiting till our interview 53
waiting time for customers 836
waiting time for passengers 304
waiting time for telephone 56
waiting upon her yesterday 45
waiting upon that gentleman 48
wakes from his nightmare 122
walking down long corridors 63
walking down that staircase 63
walking from his apartment 57
walking home one afternoon 145
walking home that afternoon 111
walking into her apartment 120
walking into his apartment 100
walking over long distances 74
walking such long distances 74
walking tour are available 115
walking upon real pavements 80
walking very long distances 54
walks away and disappears 67
walks into her apartment 73
walks into her classroom 135
walks into his apartment 65
walks into his classroom 94
walks like one dissolved 87
walls were all decorated 41
walls were all plastered 43
walls were hung portraits 101
walls were not completed 92
walls were not decorated 76
walls were not destroyed 52
walls were not insulated 58
walls were not necessary 54
walls were not plastered 463
walls were not preserved 63
walls were then plastered 171
wanting more for themselves 48
wanting some who distinguish 200
wanting those who contended 79
wanting those who endeavored 59
wanting those who predicted 139
wanting those who preferred 40
wanting those who professed 69
wanting those who suggested 67
wanting those who suspected 75
wanting those who whispered 47
wants from its employees 41
wants nothing but happiness 58
wants peace and happiness 82
wants peace and stability 96
wants sons and daughters 76
wants were not neglected 46
wants were not satisfied 65
wards whom they represent 54
washing step was performed 46
washing well with distilled 93
waste from its generation 92
waste land was available 92
waste land was reclaimed 313
waste over long distances 61
waste their own substance 91
waste time and ammunition 124
waste time and interfere 40
waste time and resources 2268
waste time being impatient 193
wasting away with dysentery 44
wasting time and ammunition 64
wasting time and misapplying 46
wasting time and resources 1768
watch from his waistcoat 3194
watch into his waistcoat 178
watch over and carefully 91
watch over and cultivate 50
watch over and encourage 462
watch over and influence 143
watch over and safeguard 260
watch over and supervise 118
watch over her carefully 155
watch over her daughters 48
watch over her happiness 294
watch over her interests 831
watch over her movements 194
watch over him carefully 285
watch over him throughout 92
watch over his daughters 44
watch over his household 64
watch over his interests 2222
watch over his movements 714
watch over his proceedings 274
watch over his spiritual 53
watch over its happiness 118
watch over its interests 1918
watch over its operations 45
watch over our affections 228
watch over our destinies 71
watch over our interests 799
watch over our liberties 223
watch over our movements 93
watch over our shoulders 105
watch over them carefully 238
watch their own interests 112
watch their own television 50
watch upon her kinswoman 59
watch upon her movements 121
watch upon his movements 1042
watch your dog carefully 63
water also was perfectly 54
water bays and estuaries 154
water body with nutrients 56
water clear and colorless 45
water data are available 114
water depth and discharge 141
water depth and substrate 76
water depth and turbidity 63
water depth and vegetation 45
water down his proposals 40
water during its conversion 73
water fish and shellfish 448
water flow and transport 669
water flow for irrigation 112
water from air conditioning 61
water from all directions 265
water from any available 81
water from any reservoir 113
water from being reabsorbed 41
water from each container 49
water from his reservoir 43
water from his shoulders 102
water from his stateroom 45
water from its reservoir 105
water from long distances 460
water from low latitudes 75
water from one catchment 64
water from one container 763
water from one irrigation 42
water from one reservoir 654
water from one watershed 230
water from san francisco 497
water from that reservoir 50
water from this reservoir 471
water from tnt operations 84
water from two different 218
water from two excellent 50
water from two molecules 554
water good and plentiful 54
water into each container 77
water into its component 424
water into its structure 77
water into its substance 50
water into one container 83
water into san francisco 52
water into that excellent 52
water into two identical 70
water line was installed 104
water loss and metabolic 89
water loss and shrinkage 101
water made its appearance 275
water making its appearance 62
water more than necessary 45
water onto his shoulders 40
water over her shoulders 334
water over his shoulders 255
water over long distances 2420
water owes its reputation 48
water port was completed 132
water pump and generator 165
water pump and thermostat 182
water pump for irrigation 94
water pump was installed 180
water pure and wholesome 64
water runs and vegetation 148
water runs off perfectly 139
water sift dry ingredients 66
water skiing and horseback 153
water skiing and windsurfing 137
water tank was installed 217
water teem with delighted 63
water test for determining 168
water upon both shoulders 66
water upon his sovereign 68
water used for commercial 357
water used for different 131
water used for extinguishing 167
water used for extraction 120
water used for household 172
water used for industrial 750
water used for irrigated 47
water used for irrigation 8859
water used for municipal 201
water used for navigation 46
water used for production 56
water used was distilled 323
water were not available 265
water will not circulate 80
water will not evaporate 303
water will not interfere 105
water will not penetrate 535
water will not percolate 103
waved away her gratitude 128
waved away her objections 62
waved away his apologies 43
waved away his objections 56
waved back and continued 454
waved over any community 79
waved over her shoulders 181
waved over his shoulders 82
waves down her shoulders 101
waves from all directions 260
waves from being reflected 53
waves from near earthquakes 47
waves from two different 185
waves have long wavelengths 83
waves moving with different 77
waves over her shoulders 914
waves over his shoulders 147
waves over long distances 289
waves past her shoulders 199
waves upon her shoulders 119
waves upon his shoulders 104
waves used for television 65
waves were being generated 43
waves when they encounter 110
waves will not penetrate 95
waves will not propagate 120
weaken their old opponents 43
weaken their own influence 55
weaker here than elsewhere 54
weaker there than elsewhere 74
weaker will that temptation 54
weakly body and neglected 84
wealthy sons and daughters 115
weapon from his waistband 87
weapon into his waistband 120
weapon made its appearance 54
weather data and forecasts 197
weather data are available 416
weather data are collected 117
weather made its appearance 47
weather maps and forecasts 556
weather maps and satellite 180
weather maps are available 45
weather maps are published 111
weather road was completed 86
weather will not cooperate 76
weather will not interfere 511
weaves into his narrative 422
wedding band and engagement 130
wedding cake and champagne 208
wedding cake was decorated 65
wedding date for september 58
wedding date was announced 65
wedding date was postponed 41
weeks from her departure 77
weeks from his departure 54
weeks from san francisco 102
weeks into her pregnancy 369
weeks past has prevented 48
weeping sons and daughters 65
weigh more his allegiance 41
weigh nothing and determine 95
weigh their own interests 76
weigh their own resources 67
weigh upon its sympathies 212
welding rods are available 48
wells used for irrigation 780
wells were then incubated 45
wending their way homewards 212
whale came and swallowed 47
whale made its appearance 62
wheel made its appearance 44
where acts are committed 51
where acts are performed 42
where adam was concerned 77
where alex was concerned 121
where along that continuum 41
where along this continuum 110
where among men aggression 41
where anne was concerned 65
where arms and ammunition 473
where beds are available 59
where bile and pancreatic 61
where bill was concerned 87
where bone and cartilage 151
where boys are concerned 522
where cash was concerned 217
where cats are concerned 87
where cheap and plentiful 53
where clay was available 56
where clay was plentiful 48
where coal and ironstone 46
where coal and limestone 41
where coal and petroleum 49
where coal was available 180
where coal was expensive 85
where coal was plentiful 135
where corn was plentiful 51
where crew and passengers 64
where crop and livestock 60
where data are available 4008
where data are collected 1135
where data are generated 86
where data are organized 65
where data are plentiful 57
where data are presented 201
where data are processed 119
where data was available 325
where data was collected 231
where deep seas prevailed 43
where deer are plentiful 138
where dogs are concerned 377
where dogs are permitted 136
where during his residence 222
where duty and advantage 46
where duty was concerned 248
where earls and viscounts 76
where eggs are deposited 247
where emma was concerned 42
where envy and detraction 96
where eric was concerned 41
where ever god delivered 71
where fact was concerned 56
where faith and knowledge 58
where fears are expressed 40
where feed was available 58
where fees are collected 57
where film and television 101
where fire and brimstone 143
where fire had destroyed 76
where fire has destroyed 80
where fish and shellfish 274
where fish are available 49
where fish are concerned 103
where fish are plentiful 320
where fish was plentiful 48
where fogs are prevalent 49
where food and beverages 158
where food and medicines 47
where food was available 525
where food was concerned 1050
where food was delivered 63
where food was difficult 68
where food was plentiful 1204
where food was processed 46
where food was regularly 60
where form and substance 98
where free and arbitrary 55
where fuel was available 66
where fuel was expensive 51
where fuel was plentiful 110
where game may rationally 66
where game was plentiful 981
where game was preserved 52
where gaming was permitted 58
where gods and goddesses 450
where gold was concerned 44
where gold was extracted 57
where gold was plentiful 212
where great and important 53
where guns and ammunition 148
where guns are concerned 43
where health and happiness 120
where health and sanitation 47
where health was concerned 76
where help was available 131
where help was necessary 54
where ideas and knowledge 56
where ideas and practices 96
where ideas are concerned 253
where ideas are developed 89
where ideas are discussed 148
where ideas are expressed 82
where ideas are generated 248
where ideas are operative 59
where ideas are presented 90
where india was concerned 143
where jack was concerned 117
where jake was concerned 77
where jane was concerned 59
where jews and christians 590
where jews are concerned 441
where jews are forbidden 47
where jews are permitted 42
where jews are tolerated 45
where jobs are available 1102
where jobs are concerned 70
where jobs are increasingly 50
where jobs are plentiful 269
where john was concerned 108
where josh was concerned 45
where julia was concerned 95
where kate was concerned 81
where kids are concerned 135
where lamb and coleridge 73
where land and resources 95
where land was alienated 45
where land was allocated 43
where land was available 1094
where land was concerned 146
where land was described 71
where land was expensive 125
where land was extremely 42
where land was generally 71
where land was plentiful 1276
where land was purchased 175
where land was reclaimed 46
where laws and practices 44
where laws and tribunals 52
where laws are suspended 80
where leaks are suspected 45
where life has developed 117
where life was concerned 131
where life was conducted 91
where life was destroyed 41
where life was different 44
where life was difficult 200
where life was dominated 63
where life was endangered 51
where life was generally 45
where life was organized 42
where life was precarious 54
where life was primitive 76
where life was regulated 66
where lions and elephants 59
where logs are collected 45
where love and admiration 70
where love and compassion 106
where love and happiness 91
where love and knowledge 58
where love was concerned 1020
where lucy was concerned 48
where luke was concerned 51
where mail was delivered 65
where many are assembled 105
where many are concerned 93
where many are published 50
where many had relatives 48
where maps are available 75
where mark was concerned 56
where mary was concerned 110
where mass was performed 271
where matt was concerned 71
where meals are available 89
where meals are furnished 85
where meals are regularly 57
where meaning and knowledge 40
where means are available 53
where more than elsewhere 147
where more than seventeen 58
where most are concerned 55
where most she satisfied 42
where most she satisfies 199
where must lead inviolably 66
where nave and transepts 90
where nazi war criminals 53
where nick was concerned 111
where none are available 186
where none are compelled 98
where none are indicated 53
where none are necessary 102
where none but gentlemen 46
where none but themselves 56
where none had previously 2805
where none has previously 214
where none was available 302
where none was justified 50
where none was necessary 229
where none was previously 323
where none was suspected 139
where none was warranted 60
where nothing had previously 65
where nothing was forbidden 49
where nothing was necessary 196
where nothing was permanent 41
where only one candidate 408
where only one character 63
where only one commodity 57
where only one component 278
where only one conclusion 61
where only one defendant 53
where only one electrode 42
where only one expression 55
where only one frequency 44
where only one generation 88
where only one mechanism 41
where only one newspaper 47
where only one parameter 157
where only one political 98
where only one population 43
where only one processor 79
where only one substance 73
where only thin filaments 47
where only two countries 55
where only two different 75
where only two dimensions 46
where papa was enchanted 45
where paul was concerned 70
where peace and happiness 323
where peace and innocence 286
where peace and quietness 91
where peace and stability 90
where peace was concluded 137
where plot and character 62
where poets and novelists 54
where pope and churchill 72
where race was concerned 323
where radio and television 368
where rain was generated 52
where rare and endangered 109
where reading was concerned 40
where rice and sugarcane 45
where riding was concerned 48
where rome was concerned 54
where room was available 45
where ruin and desolation 43
where ruin had overtaken 45
where salt was extracted 60
where salt was plentiful 52
where seats are allocated 49
where soil and vegetation 99
where soil has collected 88
where some are perceived 51
where some old furniture 46
where sons and daughters 533
where sons are preferred 40
where such are available 378
where such are indicated 59
where such are necessary 220
where such are permitted 58
where such was available 44
where such was necessary 73
where tact and diplomacy 54
where teeth are extracted 41
where their new commander 41
where their own advantage 53
where their own conditions 146
where their own countries 60
where their own existence 49
where their own influence 64
where their own interests 2134
where their own knowledge 81
where their own political 52
where their own relatives 44
where their own resources 91
where their own sentinels 58
where their real interests 603
where their real sympathies 48
where their two daughters 170
where there are abandoned 40
where there are abundance 244
where there are additional 668
where there are admirable 72
where there are aggravating 338
where there are alternate 227
where there are alternating 185
where there are altogether 86
where there are ambiguous 49
where there are americans 91
where there are anomalies 151
where there are arguments 166
where there are artificial 72
where there are assembled 59
where there are associated 271
where there are available 417
where there are basically 57
where there are believers 43
where there are bilateral 59
where there are biological 42
where there are blockages 52
where there are campsites 60
where there are certainly 197
where there are challenges 81
where there are christians 487
where there are collected 57
where there are commercial 135
where there are community 109
where there are companies 59
where there are competent 182
where there are computers 63
where there are conditions 354
where there are conflicting 3855
where there are conflicts 1054
where there are contagious 60
where there are contested 118
where there are continual 245
where there are contracts 63
where there are contrasting 43
where there are contrasts 45
where there are corporate 83
where there are corrosive 67
where there are countless 380
where there are countries 40
where there are covenants 72
where there are creditors 95
where there are currently 583
where there are customers 123
where there are cypresses 56
where there are daughters 187
where there are deciduous 62
where there are dedicated 77
where there are dependent 208
where there are developed 159
where there are different 4526
where there are difficult 194
where there are diminishing 117
where there are directions 41
where there are directors 181
where there are disturbed 45
where there are divergent 159
where there are documents 79
where there are doubtless 59
where there are duplicate 93
where there are earthquakes 70
where there are economies 667
where there are effective 331
where there are efficient 49
where there are elaborate 130
where there are electrons 69
where there are elephants 68
where there are elevators 46
where there are employees 102
where there are employers 47
where there are epidemics 55
where there are equitable 85
where there are especially 219
where there are estimated 149
where there are evidences 414
where there are evidently 58
where there are excellent 1044
where there are exceptions 290
where there are excessive 257
where there are explosive 77
where there are exposures 83
where there are extensive 3664
where there are extenuating 346
where there are extremely 237
where there are factories 297
where there are falsities 59
where there are fantastic 47
where there are favorable 153
where there are fisheries 48
where there are fishermen 42
where there are flourishing 171
where there are fortified 56
where there are fountains 210
where there are fractures 73
where there are fragments 113
where there are frictional 44
where there are functional 69
where there are galleries 70
where there are garrisons 75
where there are generally 784
where there are gentlemen 76
where there are genuinely 93
where there are geological 62
where there are goldsmiths 44
where there are governors 135
where there are gradations 93
where there are hazardous 53
where there are hedgerows 46
where there are hospitals 152
where there are identical 123
where there are immigrant 48
where there are important 1885
where there are increasingly 50
where there are incumbent 101
where there are industrial 177
where there are installed 63
where there are instances 159
where there are interesting 390
where there are interests 87
where there are intervals 61
where there are intervening 114
where there are intricate 50
where there are invariably 40
where there are inventions 147
where there are irregular 118
where there are irrigation 106
where there are libraries 87
where there are limestone 215
where there are literally 419
where there are livestock 84
where there are localized 119
where there are magazines 50
where there are mandatory 52
where there are measurable 71
where there are merchants 76
where there are ministers 116
where there are monuments 82
where there are mosquitoes 109
where there are mountains 1121
where there are movements 80
where there are municipal 88
where there are naturally 140
where there are navigable 126
where there are necessary 97
where there are neighbors 73
where there are noticeable 87
where there are objections 166
where there are objective 227
where there are obstacles 394
where there are occasional 510
where there are operations 48
where there are oppressed 51
where there are organized 208
where there are outstanding 205
where there are overlapping 408
where there are panoramic 104
where there are parallels 132
where there are particles 76
where there are passengers 46
where there are penalties 44
where there are perceived 165
where there are perfectly 180
where there are periodical 56
where there are permanent 478
where there are perpetual 73
where there are personnel 56
where there are pervasive 73
where there are physicians 77
where there are platforms 105
where there are plentiful 207
where there are poisonous 242
where there are policemen 54
where there are political 398
where there are population 54
where there are portraits 55
where there are practical 432
where there are predators 54
where there are preexisting 141
where there are presently 184
where there are preserved 61
where there are pressures 190
where there are primitive 82
where there are prisoners 146
where there are proceedings 128
where there are processes 85
where there are production 67
where there are prominent 164
where there are proposals 57
where there are prospects 274
where there are protected 43
where there are provisions 396
where there are published 49
where there are qualified 220
where there are qualities 62
where there are railroads 73
where there are reasonable 2031
where there are reasonably 189
where there are receptors 40
where there are recurrent 98
where there are redundant 52
where there are regularly 107
where there are relatives 141
where there are resources 276
where there are restrooms 77
where there are scattered 1060
where there are secondary 132
where there are sensitive 101
where there are sentences 41
where there are seventeen 154
where there are sheltered 135
where there are shortages 826
where there are sidewalks 78
where there are societies 44
where there are sometimes 614
where there are specialist 127
where there are specified 64
where there are specimens 69
where there are spiritual 48
where there are standards 121
where there are statutory 268
where there are strategic 124
where there are stretches 285
where there are struggles 47
where there are submarine 45
where there are surpluses 114
where there are suspicions 77
where there are suspicious 106
where there are sustained 47
where there are technical 194
where there are telephone 80
where there are television 53
where there are temporary 144
where there are theoretical 45
where there are tolerable 52
where there are tolerance 52
where there are traditions 131
where there are transepts 42
where there are transfers 43
where there are typically 285
where there are undeniable 57
where there are undercuts 46
where there are universal 64
where there are unlimited 152
where there are unmarried 77
where there are unusually 154
where there are vacancies 338
where there are varieties 94
where there are vineyards 129
where there are virtually 905
where there are waterways 41
where there are weaknesses 243
where there are widespread 184
where there are witnesses 249
where there are wonderful 260
where there are workshops 45
where there are youngsters 86
where there had developed 66
where there had evidently 166
where there had previously 2403
where there has certainly 54
where there has developed 149
where there has evidently 113
where there has generally 44
where there has previously 257
where there may naturally 54
where there was abundance 1399
where there was additional 73
where there was agreement 577
where there was ambiguity 176
where there was assembled 74
where there was available 203
where there was blackness 43
where there was certainly 633
where there was certainty 71
where there was community 76
where there was compliance 43
where there was conflicting 433
where there was consensus 155
where there was continual 185
where there was continued 106
where there was desperate 61
where there was discussion 123
where there was displayed 51
where there was dissension 60
where there was diversity 108
where there was doubtless 80
where there was effective 135
where there was evidently 492
where there was excellent 423
where there was excessive 234
where there was extensive 687
where there was generally 423
where there was hostility 92
where there was ignorance 144
where there was important 75
where there was industrial 63
where there was injustice 47
where there was intensive 75
where there was irrigation 140
where there was knowledge 131
where there was literally 450
where there was machinery 108
where there was mutuality 101
where there was naturally 101
where there was necessity 71
where there was opposition 389
where there was oppression 205
where there was organized 59
where there was overlapping 60
where there was pasturage 164
where there was perceived 65
where there was permanent 130
where there was perpetual 156
where there was plentiful 161
where there was political 183
where there was population 127
where there was practical 48
where there was prejudice 102
where there was presented 81
where there was previously 1187
where there was production 55
where there was protection 351
where there was reasonable 592
where there was reference 46
where there was separation 87
where there was sometimes 258
where there was stability 87
where there was statutory 45
where there was sustained 46
where there was temptation 76
where there was territory 43
where there was testimony 285
where there was tolerable 206
where there was toleration 59
where there was unanimity 152
where there was unanimous 55
where there was universal 174
where there was unlimited 114
where there was vegetation 145
where there was virtually 1002
where there was widespread 640
where these are associated 150
where these are available 2990
where these are conceived 83
where these are concerned 641
where these are conjoined 44
where these are connected 127
where these are construed 58
where these are currently 51
where these are deficient 121
where these are deposited 53
where these are described 77
where these are desirable 69
where these are developed 93
where these are different 250
where these are difficult 89
where these are discussed 121
where these are exhausted 48
where these are expressed 77
where these are expressly 73
where these are forbidden 61
where these are generally 63
where these are identical 48
where these are important 365
where these are indicated 153
where these are installed 57
where these are justified 55
where these are necessary 871
where these are neglected 197
where these are perceived 96
where these are performed 54
where these are permitted 133
where these are pertinent 42
where these are plentiful 138
where these are presented 52
where these are preserved 57
where these are prevalent 81
where these are protected 46
where these are published 41
where these are separated 309
where these are specified 78
where these are supported 42
where these are temperate 126
where these are themselves 40
where these had previously 81
where these two conditions 328
where these two countries 66
where these two different 111
where these two dimensions 69
where these two gentlemen 66
where these two intersect 200
where these two movements 44
where these two processes 143
where these two qualities 72
where these two reflected 43
where these two traditions 43
where those are available 55
where those two qualities 46
where those who committed 46
where those who inflicted 73
where those who possessed 62
where those who supported 44
where three old gentlemen 56
where time and personnel 40
where time and resources 361
where time was available 43
where time was concerned 51
where time was suspended 75
where toll was collected 45
where truth and exactness 87
where truth and falsehood 740
where truth and knowledge 547
where truth was concerned 160
where used with reference 119
where very few possessed 58
where very low pressures 57
where vice and ignorance 91
where wealth and influence 99
where wealth and knowledge 45
where wealth and political 41
where wealth and population 82
where wealth and privilege 51
where were her prospects 92
where were you yesterday 1250
where what was important 50
where what was previously 49
where wood was available 117
where wood was plentiful 451
where work and residence 47
where work was available 618
where work was commenced 49
where work was completed 50
where work was concerned 349
where work was continued 47
where work was difficult 49
where work was performed 203
where work was plentiful 258
where work was progressing 60
where work was suspended 47
where young men congregate 84
where young men exercised 41
where your own interests 189
where your real interests 65
where youth and innocence 53
which acts and manifests 94
which acts any community 444
which acts are performed 313
which adam had forfeited 78
which adam was forbidden 98
which adds and subtracts 116
which adds new dimensions 75
which ages ago gradually 49
which also are associated 105
which also are available 119
which also are concerned 117
which also are connected 89
which also are contained 159
which also are described 51
which also are difficult 42
which also are discussed 76
which also are generally 55
which also are important 241
which also are necessary 68
which also are permanent 46
which also are presented 49
which also are qualities 61
which also are reflected 53
which also are sometimes 72
which also had excellent 45
which also had extensive 84
which also had important 199
which also had interests 124
which also had political 130
which also had previously 41
which also has additional 42
which also has developed 71
which also has different 66
which also has excellent 114
which also has extensive 149
which also has important 365
which also has interesting 95
which also has interests 93
which also has operations 40
which also has outstanding 55
which also has parallels 88
which also has political 52
which also has practical 52
which also has reference 94
which also has relevance 291
which also may influence 99
which also they sometimes 49
which also was addressed 42
which also was associated 54
which also was concerned 57
which also was confirmed 65
which also was connected 61
which also was descended 51
which also was destroyed 40
which also was developed 87
which also was evidently 43
which also was performed 41
which also was preserved 41
which also was published 263
which also was reflected 71
which also was supported 65
which alva had denounced 55
which alva had oppressed 80
which among all civilized 50
which anger and aggression 61
which anger was qualified 50
which anne was concerned 59
which areas are available 51
which areas are described 65
which areas are especially 58
which areas are important 110
which arms and ammunition 268
which arms and equipment 42
which arts are perfected 63
which asks for knowledge 40
which base men generally 40
which bears and nourishes 127
which bears any proportion 109
which bears for centuries 46
which bears his signature 571
which bears this palatable 60
