wan kisses through the 58
war almost before it 52
war always begins by 201
war always choose to 69
war always recurs as 117
war always seemed to 46
war annual demand of 84
war became active in 43
war became something of 53
war begins amongst the 51
war clearly before the 44
war closed before he 60
war closed before the 57
war clouds gathering in 571
war clouds gathering on 90
war clouds loomed in 53
war clouds loomed on 54
war clouds rolled up 42
war clouds seemed to 89
war crimes before an 45
war crimes before the 291
war crimes relating to 54
war crimes should be 727
war damage caused by 189
war damage claims of 58
war effort across the 55
war effort became the 88
war effort before it 47
war effort before the 143
war effort behind the 50
war effort beyond the 42
war effort caused the 49
war effort created an 53
war effort failed to 52
war effort forced the 60
war effort helped to 74
war effort instead of 147
war effort needed to 51
war effort seemed to 426
war effort should be 1655
war effort tended to 73
war effort through an 44
war effort through the 747
war effort toward the 58
war effort unless the 77
war effort without the 84
war except through the 65
war fought across the 61
war fought mainly by 76
war fought mainly in 57
war fought mainly on 44
war france opened the 43
war hardly seemed to 40
war itself became an 53
war itself became the 72
war itself helped to 84
war itself proved to 48
war itself seemed to 225
war itself served as 56
war itself served to 59
war itself should be 204
war itself shrank to 43
war itself through the 41
war lasted except as 51
war lately touching at 50
war measure should be 45
war merely served as 42
war merely served to 75
war orders placed by 58
war orders placed in 46
war orders poured in 92
war passed before the 48
war passed through the 103
war passes through the 52
war places limits on 45
war planning should be 45
war plants should be 44
war policy should be 254
war policy toward the 170
war powers before the 63
war powers clause of 104
war powers openly or 45
war powers vested in 132
war proved costly to 52
war public opinion in 212
war relied heavily on 54
war rolled across the 63
war seemed almost as 104
war seemed likely to 977
war seemed remote to 60
war served merely to 50
war should accrue to 40
war should always be 314
war should become an 56
war should become the 85
war should deepen in 44
war should depend on 43
war should extend to 60
war should figure in 75
war should follow the 42
war should happen to 241
war should oblige me 70
war should remain in 82
war should render it 97
war should result in 251
war should suffer the 58
war should winter at 63
war showed clearly the 58
war showed itself in 108
war sought refuge in 49
war spirit flamed up 46
war status desire to 49
war status should be 44
war steamer called the 95
war target system is 72
war unless backed by 40
war unless england is 78
war unless forced to 86
war vessel belonging to 67
war vessel should be 60
war weighs heavily on 56
war whoops filled the 114
war without access to 42
war without advice of 77
war without appearing to 69
war without bothering to 42
war without counting the 224
war without damage to 42
war without fighting it 81
war without fronts or 43
war without injury to 53
war without regard to 481
war without resort to 145
war without securing the 61
war without thought of 85
war without violating the 71
was abject enough to 50
was abroad amongst the 58
was abroad before the 50
was abroad through the 64
was abrupt enough to 58
was absent before the 229
was absent beyond the 42
was absent engaged in 48
was absent enough to 70
was absent except in 58
was absent fighting the 72
was absent should be 119
was absent through the 112
was absent without the 43
was absurd enough in 163
was absurd enough to 847
was accusing myself of 46
was active across the 71
was active almost to 77
was active already in 74
was active amongst the 62
was active around the 361
was active before the 507
was active behind it 61
was active behind the 673
was active beyond the 64
was active enough in 378
was active enough to 798
was active inside the 40
was active mainly as 74
was active mainly in 829
was active member of 107
was active mostly in 151
was active through the 383
was active toward the 70
was actual intent to 44
was actual malice in 54
was actual notice of 44
was adapting itself to 671
was adapting myself to 78
was admiring itself in 53
was admiring myself in 68
was adroit enough to 1100
was afraid afraid of 50
was afraid almost to 78
was afraid before my 268
was afraid before the 236
was afraid enough of 90
was afraid enough to 50
was afraid neither of 224
was afraid openly to 161
was afraid someone in 95
was agreed amongst the 164
was agreed amongst us 102
was agreed before the 297
was agreed before we 46
was agreed instead to 72
was agreed should be 1634
was agreed simply to 41
was agreed through the 66
was alarming enough in 59
was alarming enough to 496
was alight before the 53
was allied policy to 43
was allowing itself to 445
was allowing myself to 1017
was alluring enough to 87
was almost abject in 84
was almost abreast of 1087
was almost abreast the 123
was almost absent as 85
was almost absent at 97
was almost absent in 864
was almost absent on 56
was almost absurd in 185
was almost absurd to 121
was almost across the 677
was almost adored as 50
was almost adored by 242
was almost afraid at 80
was almost afraid he 422
was almost afraid it 243
was almost afraid of 2979
was almost afraid the 134
was almost afraid to 18097
was almost aghast at 75
was almost alarming in 42
was almost alarming to 80
was almost always an 1896
was almost always as 522
was almost always at 2408
was almost always by 891
was almost always he 72
was almost always in 13280
was almost always my 142
was almost always no 56
was almost always of 954
was almost always on 4495
was almost always so 298
was almost always the 9839
was almost always to 1573
was almost always up 246
was almost amazed at 70
was almost amazed to 56
was almost amused at 221
was almost amused by 201
was almost amused to 65
was almost angelic in 41
was almost anxious to 157
was almost around the 176
was almost asleep as 231
was almost asleep at 53
was almost asleep by 154
was almost asleep he 41
was almost asleep in 317
was almost asleep on 460
was almost barred by 84
was almost barren of 542
was almost becoming an 52
was almost before the 48
was almost behind me 75
was almost behind the 188
was almost behind us 53
was almost bereft of 594
was almost beside me 71
was almost beside the 727
was almost better to 279
was almost beyond me 121
was almost beyond my 520
was almost beyond the 1626
was almost bitten by 148
was almost bitten in 56
was almost bitter in 79
was almost blinding as 75
was almost blinding in 192
was almost blinding to 86
was almost bought by 40
was almost bouncing in 50
was almost bouncing on 51
was almost bouncing up 41
was almost boyish in 261
was almost bright as 53
was almost broken at 128
was almost broken by 573
was almost broken in 367
was almost broken to 66
was almost broken up 335
was almost brushing the 47
was almost brutal in 284
was almost buried by 207
was almost buried in 1365
was almost burned at 63
was almost burned to 257
was almost burned up 83
was almost bursting at 100
was almost bursting to 50
was almost casual in 89
was almost caught by 450
was almost caught in 468
was almost caught on 47
was almost caught up 165
was almost caused by 47
was almost changed to 42
was almost choked by 466
was almost choked to 134
was almost choked up 252
was almost cleared of 254
was almost closed by 295
was almost closed in 150
was almost closed to 308
was almost closed up 325
was almost closer to 63
was almost crazed by 65
was almost created by 73
was almost curious to 59
was almost dashed to 51
was almost dazzling in 77
was almost dazzling to 54
was almost deafening as 190
was almost deafening at 43
was almost deafening in 83
was almost deafening to 105
was almost defiant in 65
was almost denied the 44
was almost denied to 47
was almost devoid of 4159
was almost divine in 59
was almost dizzying in 58
was almost dizzying to 40
was almost doomed to 243
was almost double as 52
was almost double at 86
was almost double in 216
was almost double of 155
was almost double the 8922
was almost double to 167
was almost dragging on 43
was almost dragging the 43
was almost driven by 83
was almost driven to 1778
was almost dropping to 50
was almost drowning in 120
was almost eleven at 95
was almost eleven by 127
was almost eleven in 134
was almost engaged to 266
was almost english in 68
was almost enjoying it 107
was almost enjoying the 200
was almost enough in 209
was almost enough of 174
was almost enough to 9317
was almost entire at 57
was almost envious of 217
was almost erased by 55
was almost fainting in 41
was almost fearful of 69
was almost fearful to 106
was almost feline in 96
was almost felled by 73
was almost felled to 47
was almost feudal in 84
was almost fierce as 41
was almost fierce in 316
was almost filled by 752
was almost filled in 43
was almost filled to 312
was almost filled up 411
was almost floating in 90
was almost fluent in 69
was almost fooled by 45
was almost forced by 211
was almost forced on 678
was almost forced to 2835
was almost formal in 44
was almost french in 50
was almost frozen by 72
was almost frozen in 304
was almost frozen to 446
was almost futile to 67
was almost gentle as 69
was almost gentle in 52
was almost grinning at 43
was almost ground to 47
was almost guilty of 183
was almost hacked to 81
was almost halted by 65
was almost halved by 118
was almost halved in 583
was almost halved to 93
was almost harder to 385
was almost hemmed in 113
was almost heresy to 91
was almost heroic in 50
was almost hidden by 3417
was almost hidden in 1236
was almost humble in 62
was almost hunted to 59
was almost immune to 386
was almost impious to 81
was almost insane at 63
was almost insane in 79
was almost insane on 48
was almost inside the 260
was almost intact in 41
was almost inured to 47
was almost jaunty as 50
was almost jealous of 570
was almost joined to 43
was almost killed as 128
was almost killed at 129
was almost killed by 3007
was almost killed in 1486
was almost killed on 201
was almost killed the 40
was almost laughing as 213
was almost laughing at 127
was almost lifted up 95
was almost locked up 102
was almost lulled to 56
was almost marred by 59
was almost masked by 122
was almost master of 142
was almost matter of 68
was almost merged in 65
was almost midday by 61
was almost minded to 335
was almost missed by 42
was almost mobbed by 364
was almost mobbed in 60
was almost modern in 323
was almost morbid in 50
was almost nipped in 55
was almost nobody in 115
was almost nobody on 47
was almost nobody to 41
was almost normal as 90
was almost normal at 59
was almost normal in 303
was almost normal to 83
was almost offset by 252
was almost openly in 44
was almost packed up 59
was almost passed by 40
was almost picked up 95
was almost piteous in 42
was almost piteous to 81
was almost placed in 46
was almost planning to 47
was almost pleased at 62
was almost pleased by 50
was almost pleased to 312
was almost polite to 62
was almost pretty in 75
was almost proved by 51
was almost pulled to 72
was almost purely an 126
was almost purple in 77
was almost pushed to 72
was almost raised in 42
was almost raised to 68
was almost rammed by 45
was almost reached at 70
was almost reached by 92
was almost reached in 315
was almost reached on 95
was almost riotous in 42
was almost robbed of 54
was almost ruined by 1957
was almost ruined in 217
was almost sacred in 55
was almost sacred to 155
was almost savage in 221
was almost scared at 75
was almost scared by 76
was almost scared of 59
was almost scared to 545
was almost scraping the 72
was almost screaming at 143
was almost screaming in 42
was almost seized by 46
was almost severe in 109
was almost sexual in 105
was almost shaken by 42
was almost shaken in 63
was almost shaken to 132
was almost shocking in 80
was almost shocking of 42
was almost shocking to 166
was almost shouting as 143
was almost shouting at 320
was almost shouting by 62
was almost shouting in 122
was almost shouting to 62
was almost silent as 105
was almost silent in 106
was almost silent on 140
was almost silver in 42
was almost sinful to 70
was almost singular in 94
was almost skimming the 61
was almost soaked in 85
was almost solely an 58
was almost solely by 84
was almost solely in 237
was almost solely on 185
was almost solely the 316
was almost solely to 125
was almost solemn to 87
was almost solved by 42
was almost something of 92
was almost something to 103
was almost soothed by 55
was almost square in 379
was almost stable at 55
was almost stable in 42
was almost standing in 66
was almost standing on 796
was almost standing up 130
was almost starting to 318
was almost starving in 73
was almost static in 62
was almost stifling in 59
was almost stoned to 216
was almost strange to 116
was almost struck by 258
was almost stunning in 61
was almost sunset by 82
was almost surely an 103
was almost surely in 93
was almost surely the 597
was almost surely to 88
was almost surreal in 50
was almost surreal to 104
was almost tearful in 93
was almost tedious in 59
was almost tempting to 56
was almost tender as 65
