wad hang a lawyer 88
wan and a little 54
war and a battle 190
war and a belief 118
war and a better 121
war and a bitter 93
war and a bloody 151
war and a brutal 61
war and a chance 95
war and a common 91
war and a convoy 46
war and a costly 60
war and a couple 79
war and a crisis 42
war and a crushing 64
war and a cutter 50
war and a decade 289
war and a degree 44
war and a demand 80
war and a desire 345
war and a direct 65
war and a family 41
war and a famine 76
war and a fierce 44
war and a former 92
war and a french 481
war and a friend 46
war and a further 445
war and a future 153
war and a galley 61
war and a german 311
war and a global 61
war and a greater 118
war and a highly 60
war and a little 218
war and a member 335
war and a menace 63
war and a million 193
war and a nuclear 181
war and a number 642
war and a pioneer 89
war and a plague 44
war and a police 44
war and a policy 117
war and a proper 41
war and a public 45
war and a report 41
war and a return 404
war and a russian 145
war and a second 414
war and a series 430
war and a serious 128
war and a severe 81
war and a sickly 224
war and a source 60
war and a soviet 147
war and a special 89
war and a speedy 48
war and a spirit 56
war and a standing 93
war and a sudden 47
war and a symbol 57
war and a system 82
war and a tender 168
war and a united 190
war and a violent 84
war and i became 71
war and i should 65
war and i thought 170
war and i wanted 113
war are a matter 45
war being a public 46
war but a series 107
war for a better 325
war for a common 50
war for a couple 231
war for a decade 417
war for a further 204
war for a german 42
war for a greater 62
war for a little 246
war for a matter 70
war for a minute 83
war for a moment 318
war for a number 445
war for a second 217
war for a series 54
war for a special 54
war for a trifle 179
war for a trifling 50
war for a united 51
war for a writer 59
war had a chance 52
war had a direct 257
war had a double 73
war had a further 131
war had a greater 225
war had a marked 191
war had a number 188
war had a second 53
war had a serious 135
war had a severe 40
war had a sobering 91
war had a special 112
war had a strange 53
war had a teacher 98
war has a direct 88
war has a double 90
war has a special 64
war not a little 85
war now a reality 41
war put a damper 74
war put a severe 86
war put a strain 47
war put a sudden 62
war saw a further 40
war saw a marked 95
war saw a number 64
war saw a return 52
war than a series 51
war that a german 123
war that a number 69
war that a speech 41
war that a system 46
war that i became 68
war that i learned 208
war that i should 123
war that i thought 121
war that i wanted 43
war was a battle 319
war was a better 47
war was a bitter 341
war was a blessing 278
war was a bloody 272
war was a bosses 50
war was a brutal 96
war was a burden 55
war was a chance 92
war was a common 452
war was a costly 170
war was a crisis 68
war was a crucial 209
war was a crushing 52
war was a curious 82
war was a deeply 73
war was a defining 120
war was a demand 54
war was a desire 95
war was a direct 425
war was a disease 68
war was a dismal 53
war was a divine 195
war was a double 66
war was a factor 288
war was a fairly 66
war was a family 116
war was a famous 67
war was a fearful 112
war was a feature 41
war was a fierce 48
war was a french 50
war was a further 289
war was a futile 71
war was a gamble 73
war was a german 132
war was a global 88
war was a golden 67
war was a greater 193
war was a heroic 78
war was a hideous 64
war was a highly 326
war was a horror 100
war was a jewish 45
war was a legacy 54
war was a lesson 67
war was a likely 58
war was a little 273
war was a luxury 48
war was a marked 65
war was a matter 2327
war was a measure 100
war was a member 438
war was a memory 45
war was a mighty 71
war was a million 51
war was a moment 59
war was a normal 305
war was a passion 128
war was a picnic 62
war was a policy 74
war was a potent 67
war was a pretty 114
war was a proper 68
war was a public 66
war was a purely 326
war was a puzzle 60
war was a racket 57
war was a reaction 56
war was a reality 426
war was a recent 40
war was a relief 68
war was a remote 138
war was a result 626
war was a return 69
war was a revolt 62
war was a sacred 130
war was a school 86
war was a second 70
war was a series 737
war was a serious 826
war was a severe 345
war was a signal 254
war was a simple 497
war was a singular 58
war was a source 476
war was a special 195
war was a strange 144
war was a striking 49
war was a stupid 81
war was a sudden 59
war was a symbol 43
war was a teacher 46
war was a tedious 49
war was a tragic 304
war was a unique 92
war was a useful 100
war was a violent 66
war was a wicked 59
war with a belief 54
war with a better 152
war with a bitter 56
war with a brevet 137
war with a briton 398
war with a broken 49
war with a brother 51
war with a brutal 65
war with a chance 60
war with a common 399
war with a convoy 40
war with a couple 59
war with a degree 181
war with a design 95
war with a desire 93
war with a despot 53
war with a double 55
war with a fairly 58
war with a fellow 168
war with a fervor 48
war with a fierce 80
war with a formal 40
war with a former 57
war with a france 43
war with a french 137
war with a friend 70
war with a german 169
war with a greater 528
war with a greatly 144
war with a hatred 41
war with a higher 205
war with a highly 251
war with a horror 74
war with a larger 128
war with a laxity 99
war with a little 160
war with a marine 178
war with a member 85
war with a mighty 313
war with a million 120
war with a modern 126
war with a muslim 165
war with a native 181
war with a nuclear 154
war with a number 328
war with a parcel 47
war with a passion 109
