wafers into fine crumbs 85
wafted from many million 47
wafted from their gentle 47
wagers back their wishes 49
wagged their heads sagely 46
wagged their heads wisely 73
wagged their heads without 51
wagons coming away toward 42
wagons have been fitted 50
wagons have been loaded 58
wagons have four wheels 46
wagons were also marked 47
wagons were left behind 584
wagons were left standing 53
waited five days before 291
waited five years before 466
waited four days before 334
waited four years before 421
waited many days before 47
waited many years before 775
waited nine days before 58
waited nine years before 181
waited some days before 100
waited some time before 1274
waited some time without 162
waited some years before 93
waited three days before 725
waited three days without 57
waited three years before 1325
waited till dark before 53
waited till just before 87
waited till some chance 44
waited till time should 40
waited till your friend 72
waited upon their slaves 44
waiter must have placed 84
waiter must have thought 70
waiter took their orders 386
waiter took their plates 57
waiver rule have relied 68
walked along bond street 61
walked along fifth avenue 360
walked along high street 114
walked along main street 444
walked along more slowly 48
walked along park avenue 71
walked along sixth avenue 54
walked along some curious 45
walked along third avenue 49
walked along very slowly 154
walked along wall street 41
walked along what seemed 44
walked away from another 84
walked away from church 41
walked away from fights 51
walked away from madame 40
walked away from school 76
walked away from someone 43
walked away from something 67
walked away into another 40
walked away very gently 43
walked away very slowly 139
walked back down through 113
walked back down toward 128
walked back from church 157
walked back from dinner 119
walked back from school 115
walked back home across 56
walked back home through 153
walked back more slowly 73
walked back over toward 79
walked back very slowly 92
walked down bond street 271
walked down fifth avenue 1630
walked down from london 74
walked down high street 423
walked down main street 3657
walked down park avenue 224
walked down park street 49
walked down pearl street 50
walked down sixth avenue 202
walked down some stairs 76
walked down south street 117
walked down their street 50
walked down third avenue 113
walked down third street 105
walked down those stairs 218
walked down union street 47
walked down wall street 140
walked down what seemed 70
walked even more slowly 207
walked ever more slowly 48
walked four years before 95
walked free from prison 46
walked here last sunday 42
walked home from church 2164
walked home from dinner 51
walked home from prayer 45
walked home from school 9860
walked home from sunday 40
walked home very slowly 298
walked into their houses 48
walked into their little 64
walked into their office 356
walked into what looked 167
walked into what seemed 117
walked into your garden 51
walked into your office 929
walked just fast enough 47
walked much more slowly 133
walked once more across 44
walked once more around 70
walked once more through 192
walked over from oxford 115
walked over their bodies 55
walked over your stones 82
walked single file across 59
walked single file behind 56
walked single file through 254
walked single file toward 50
walked these paths before 55
walked three more blocks 57
walked upon their bodies 57
wallet from your pocket 57
wander away from christ 73
wander down main street 58
wander from their bodies 66
wander from their breeding 46
wander from their course 43
wander from their lesson 48
wander from their native 54
wander from their proper 145
wander from your course 41
wander into other fields 83
wander into your office 51
wander once more through 83
wander over arid plains 43
wander over great barren 140
wander over wide tracts 52
wanted more time before 84
wanted most some secret 49
wanted nothing from anyone 64
wanted some more coffee 77
wanted some other motive 123
wanted some third person 49
wanted some time before 52
wanted very much indeed 231
wanton foot tread rudely 44
warble forth dame nature 375
warble forth their curious 177
warmer suns have melted 45
warmly into their feelings 73
warmly till nine should 60
warnings have been heeded 43
warnings have been issued 895
warnings have been posted 103
warnings have been raised 62
warnings have been voiced 69
warnings many years before 51
warnings were also issued 47
warnings when your system 51
warped from their actual 49
warrior went into battle 80
washed away during floods 119
washed away during storms 47
washed away from around 132
washed away into rivers 51
washed away into streams 77
washed away many houses 64
washed away what little 47
washed down during floods 89
washed down from higher 490
washed down into streams 40
washed free from adhering 134
washed free from alkali 816
washed free from ammonia 137
washed free from copper 46
washed free from excess 276
washed free from plasma 47
washed free from silver 185
washed free from sodium 188
washed free from starch 46
washed from their bodies 122
washed from their places 106
washed over their bodies 53
washed their feet before 178
washed their sore bodies 40
washed upon their shores 43
wasted away very slowly 40
wasted much time before 66
wasted their time searching 40
wastes from other states 125
wastes from their bodies 72
wastes from these plants 86
wastes have been buried 132
wastes have been dumped 407
wastes have been placed 127
wastes have been stored 191
wastes have been treated 187
watching from just inside 126
watching from some hidden 44
watching from their window 72
watching over their cattle 52
watching over their common 45
watching over their flocks 526
watching over their little 47
watching over their morals 50
watching over their rights 43
watching over their safety 164
watching over your little 47
watching over your safety 74
watching star trek reruns 187
