wag his tail a 75
wag who threw a 53
wan out when i 63
war and also a 250
war and arms i 664
war and been a 40
war and cast a 111
war and died a 69
war and drew a 41
war and during a 151
war and even a 155
war and facing a 49
war and felt a 52
war and find a 181
war and form a 199
war and from a 217
war and gain a 85
war and gave a 109
war and give a 83
war and half a 100
war and have a 483
war and having a 107
war and held a 94
war and into a 166
war and keep a 47
war and kept a 87
war and kill a 44
war and knew a 53
war and leave a 57
war and left a 104
war and lost a 142
war and made a 895
war and make a 418
war and making a 214
war and many a 86
war and only a 331
war and open a 56
war and over a 92
war and paid a 61
war and peace a 156
war and peace i 155
war and play a 47
war and reach a 63
war and save a 63
war and seek a 94
war and sent a 254
war and sign a 71
war and such a 271
war and take a 70
war and taking a 47
war and took a 300
war and upon a 54
war and were a 142
war and what a 84
war and what i 133
war and when a 107
war and when i 231
war and whom i 54
war are also a 49
war are just a 47
war are only a 89
war but also a 675
war but from a 85
war but into a 51
war but only a 179
war can have a 247
war can make a 110
war can show a 98
war did have a 257
war did make a 48
war does have a 52
war for even a 40
war for half a 372
war for just a 44
war for many a 129
war for only a 160
war for over a 809
war for such a 999
war had also a 50
war had been a 11085
war had bred a 75
war had cast a 84
war had come a 181
war had cost a 149
war had dealt a 129
war had done a 105
war had held a 51
war had left a 1133
war had lost a 46
war had made a 1115
war had meant a 144
war had only a 268
war had seen a 317
war had such a 333
war has also a 59
war has been a 6200
war has cast a 43
war has come a 317
war has dealt a 58
war has done a 216
war has left a 396
war has made a 692
war has meant a 143
war has only a 60
war has seen a 191
war has sent a 46
war has such a 221
war hung like a 108
war lay like a 53
war may have a 312
war may last a 163
war may make a 67
war may seem a 52
war may take a 43
war not like a 98
war not only a 134
war now took a 73
war she made a 157
war she took a 86
war than from a 71
war than such a 53
war that bore a 91
war that cost a 72
war that even a 45
war that ever i 52
war that left a 78
war that made a 93
war that only a 142
war that such a 244
war that took a 83
war that when a 76
war then meant a 65
war they have a 98
war they made a 145
war they make a 42
war they sent a 46
war they took a 53
war they were a 232
war thou turn a 92
war thus will i 63
war too great a 70
war was also a 1770
war was even a 58
war was ever a 73
war was from a 52
war was giving a 54
war was having a 279
war was just a 1541
war was less a 174
war was like a 885
war was made a 235
war was making a 96
war was more a 265
war was nearing a 61
war was only a 3253
war was over a 945
war was over i 1775
war was such a 737
war was taking a 435
war was there a 244
war was what i 64
war was when a 46
war was when i 66
war was worth a 41
war with even a 60
war with half a 107
war with iraq a 67
war with just a 46
war with only a 535
war with such a 1843
war with what i 97
war with whom i 48
war you have a 51
war you need a 51
war you were a 72
was act like a 85
was all along a 1240
was all along o 78
was all done a 310
was all done i 180
was all from a 149
was all full o 46
was all gone i 118
was all just a 19310
was all like a 5842
was all only a 854
was all over a 1034
was all over i 2972
was all ready a 43
was all ready i 91
was all such a 6995
was all taking a 70
was all upon a 96
was all what i 47
was all when i 71
was and also i 77
was and died a 53
was and felt a 153
was and find a 64
was and from a 40
was and gave a 129
was and have a 93
was and having a 42
was and here i 125
was and knew i 57
was and like a 135
was and like i 46
was and made a 359
was and make a 191
was and making a 52
was and only a 75
was and said i 254
was and sent a 92
was and such a 124
was and take a 74
was and there i 149
was and took a 280
was and what a 4377
was and what i 14702
was and what l 166
was and when i 979
was and whom i 242
was and wore a 52
was any good i 145
was any less a 366
was any more a 275
was any such a 202
was any time i 84
was aye fond o 71
was bad from a 94
was bad when i 347
was being born a 202
was being dealt a 99
was being done a 630
was being done i 488
was being held a 1011
was being held i 73
was being just a 403
was being kept a 565
was being like a 105
was being made a 4821
was being made i 226
was being paid a 1853
was being said a 56
was being said i 95
was being sent a 239
was being sold a 138
was being such a 2338
was being told a 222
was being told i 371
was being used a 305
was being what i 57
was big like a 145
was big when i 104
was both like a 60
was both making a 48
was but acting a 49
was but also a 51
was but from a 69
was but half a 3469
was but just a 170
was but just i 55
was but laying a 40
was but like a 486
was but making a 160
was but once a 190
was but only a 160
was but such a 290
was but taking a 76
was but there a 65
was but upon a 118
was but what a 43
was but what i 120
was but when i 136
was cry like a 42
was cut along a 124
was cut away a 63
was cut back a 92
was cut down a 438
was cut during a 103
was cut from a 7433
was cut into a 3709
was cut just a 54
was cut like a 1088
was cut once a 55
was cut open a 56
was cut over a 85
was cut upon a 184
was cut when a 45
was cut when i 51
was day when i 82
was dead from a 1073
was dead just a 42
was dead like a 70
was dead only a 115
was dead sure i 79
was dead till i 114
was dead when a 161
was dead when i 3452
was death from a 58
was doing during a 64
was doing from a 166
was doing half a 59
was doing here i 40
was doing into a 46
was doing just a 99
was doing like a 75
was doing made a 89
was doing only a 294
was doing over a 146
was doing roxy a 60
was doing such a 4089
was doing there i 290
was doing till i 158
was doing what a 585
was doing what i 7152
was doing what l 46
was doing when a 187
was doing when i 4775
was doing work i 65
was dry like a 89
was dry when i 314
was due back a 40
was due from a 772
was due from c 100
was due such a 49
was due upon a 53
was due when a 42
was dug along a 47
was dug from a 712
was dug into a 453
was dug many a 132
was dying down a 115
was dying from a 1328
was dying like a 318
was dying upon a 56
was dying when i 735
was each time a 226
was each time i 109
was easing into a 135
was easy from a 109
was easy once i 146
was easy when i 196
was eating from a 521
was eating half a 48
was eating into a 42
was eating like a 710
was eating only a 68
was eating what i 63
was eating when a 43
was eating when i 160
was far away i 120
was far from a 33942
was far less a 1699
was far more a 4494
was fat like a 90
