war after japan attacked 47
war begun either contrary 303
war party would probably 56
war period which followed 99
war shall enjoy complete 188
war which could possibly 42
war which might otherwise 220
war which might possibly 82
war which might probably 118
war which would continue 53
war which would otherwise 131
war which would probably 209
war would imply increased 71
war would spell disaster 60
was about every sentence 103
was about george washington 55
was about solving problems 43
was about thirty officers 44
was above party politics 262
was added under nitrogen 399
was added under vigorous 86
was added which included 65
was added which provided 246
was added which provides 68
was added which required 81
was again fully restored 91
was again named chairman 49
was again named governor 42
was again prime minister 1121
was again shining brightly 51
was again sitting opposite 57
was again taken prisoner 1153
was again taken seriously 172
was again under military 52
was again under pressure 216
was again under scrutiny 47
was again under suspicion 103
was aimed which narrowly 58
was alive until recently 99
was asked about possible 124
was asked about specific 54
was asked seven questions 54
was awoke about midnight 40
was based until recently 41
was begun under augustus 79
was begun under contract 43
was begun which included 46
was begun which resulted 223
was built quite recently 59
was built under augustus 62
was built under contract 218
was built under direction 43
was built which included 67
was built which provided 58
was causing major problems 78
was china which dictated 48
was chump change compared 73
was crazy about american 42
was crazy about baseball 111
was crazy about children 77
was crazy about football 48
was daily selling hundreds 42
was dancing until midnight 46
was drawn while conversing 46
was dried under nitrogen 628
was easily taken prisoner 51
was eight months advanced 45
was eight months pregnant 6431
was eight weeks pregnant 367
was either never executed 52
was either never finished 86
was either prime minister 41
was either taken prisoner 95
was every house supplied 179
was every morning earnestly 153
was every reason therefore 68
was every where abundant 60
was every where admitted 95
was every where apparent 117
was every where attended 143
was every where expected 71
was every where extolled 53
was every where followed 61
was every where manifest 113
was every where mentioned 88
was every where observed 89
was every where received 3845
was every where regarded 204
was every where repulsed 69
was every where resisted 72
was every where restored 49
was every where retained 44
was every where welcomed 61
was falling nearly straight 41
was feeling quite cheerful 168
was feeling under pressure 81
was filed total payments 41
was first aired publicly 40
was first drawn attention 84
was first fully awakened 42
was first fully explored 51
was first getting involved 41
was first getting underway 47
was first given attention 41
was first given authority 45
was first given concrete 47
was first given currency 274
was first given definite 66
was first given explicit 73
was first prime minister 100
was first shown publicly 231
was first taken prisoner 220
was first taken seriously 329
was forty miles northwest 40
was found about midnight 54
was found after delivery 46
was found after exposure 111
was found after injection 74
was found after prolonged 112
was found after treatment 204
was found fully adequate 58
was found fully prepared 106
was found nearly deserted 45
was found quite deserted 45
was found quite possible 87
was found quite recently 132
was found quite suitable 73
was found running parallel 48
was found still attached 104
was found until recently 76
was found weeping bitterly 58
was found which contains 56
was found which extended 87
was found which included 57
was found which involved 97
was found which probably 56
was found which produced 301
was found which provided 80
was found which required 55
was found which resulted 51
was found while excavating 92
was getting mixed messages 118
was getting quite advanced 59
was getting quite agitated 64
was getting rather womanish 82
was getting social security 40
was getting worse everyday 44
was given added authority 87
was given added credence 99
was given added emphasis 265
was given added momentum 180
was given added piquancy 50
was given added stimulus 101
was given ample coverage 41
was given ample evidence 68
was given broad authority 511
was given broad coverage 46
was given broad latitude 88
was given close attention 185
was given close scrutiny 47
