wan and livid complexion 46
war and acted accordingly 40
war and alien domination 122
war and armed aggression 44
war and armed conflicts 198
war and blood sacrifice 60
war and civil commotions 53
war and civil conflicts 52
war and civil disruption 58
war and civil dissension 97
war and civil internees 111
war and civil liberties 62
war and civil prisoners 76
war and enemy occupation 378
war and ethnic conflicts 68
war and every negotiation 70
war and found themselves 102
war and human sacrifice 530
war and naval ministers 73
war and never recovered 104
war and power struggles 43
war and racial injustice 112
war and royal exchequer 134
war and social disruption 80
war and social injustice 403
war and social oppression 47
war and social revolution 648
war and under conditions 54
war and which continued 95
war and world depression 52
war and world domination 90
war and world revolution 300
war and would certainly 168
war are never recovered 47
war are quite different 76
war for black liberation 57
war for petty townships 40
war for world democracy 85
war for world domination 383
war for world revolution 57
war for world supremacy 78
war had nearly destroyed 46
war had spread throughout 177
war had taken possession 57
war has never prevented 91
war its total character 44
war now found themselves 68
war she never confessed 41
war that nearly destroyed 125
war that raged throughout 93
war that spread throughout 48
war that still continues 69
war that while statesmen 61
war that would certainly 105
war that would culminate 73
war that would determine 100
war that would devastate 133
war that would eliminate 65
war that would presently 98
war they found themselves 302
war was badly conducted 48
war was either necessary 46
war was fully justified 106
war was growing unpopular 41
war was hotly contested 53
war was never discussed 44
war was never officially 122
war was quite different 348
war was rather different 48
war was still continued 191
war was still permitted 40
war was still progressing 41
war was still uncertain 351
war was still undecided 489
war was under discussion 99
war was waged primarily 60
war with china continued 47
war with every assumption 75
war with every principle 523
war with japan continued 241
war with japan continues 47
war with manly fortitude 60
war with persia continued 89
war with russia commenced 47
war with russia continued 86
war with spain commenced 46
war with spain continued 451
war with spain continues 70
war with spain furnished 95
war with spain prevented 94
was all about controlling 45
was all about economics 49
was all about maintaining 50
was all about perception 59
was all about political 52
was all again confirmed 73
was all fully necessary 48
was all quite different 630
was all quite fascinating 56
was all quite interesting 115
was all quite mysterious 63
was all quite pointless 48
was all quite reasonable 48
was all quite wonderful 147
was all rather bewildering 150
was all rather different 114
was all rather difficult 108
was all rather frightening 105
was all rather mysterious 144
was all rather pointless 41
was all rather unpleasant 69
was all right presently 41
was all right sometimes 48
was all right yesterday 320
was all sheer partiality 43
was all smiling benignity 86
was all which subsisted 114
was and acted accordingly 87
was and never pretended 69
was and still continued 92
was and still continues 465
was any close connection 79
was any doubt whatsoever 56
was any large proportion 50
was any legal obligation 85
was any longer available 65
was any longer concerned 44
was any longer necessary 261
was any longer permitted 148
was any longer tolerated 83
was any money available 51
was any moral obligation 64
was any moral obliquity 85
was any racial prejudice 62
was any strong opposition 127
was any undue influence 69
was any valid foundation 56
was being beaten regularly 64
was being built throughout 40
was being daily questioned 58
was being drawn increasingly 90
was being fully exploited 82
was being given injections 42
was being given objective 44
was being given permission 110
was being grown throughout 66
was being hotly contested 293
was being hotly discussed 331
was being newly developed 50
was being quite reasonable 56
was being sadly neglected 109
was being shown throughout 68
was being spread throughout 248
was being swept downstream 273
was being taken advantage 1532
was being taken increasingly 41
was being taken possession 73
was being taken somewhere 268
was being thrown overboard 177
was being waged throughout 119
was both chief executive 104
was both labor intensive 43
was but about seventeen 84
was but dimly conceived 55
was but dimly discerned 55
was but dimly perceived 173
was but meanly fortified 72
was but meanly furnished 62
was but newly recovered 102
was but newly seventeen 68
was but small appearance 47
was but thinly disguised 240
was but thinly inhabited 349
was but thinly populated 270
was but weakly developed 81
was but weakly fortified 71
was but weakly supported 41
was doing anything different 122
was doing anything especially 69
was doing anything important 43
was doing anything worthwhile 44
was far above mediocrity 211
was far below mediocrity 113
was for emily dickinson 41
was for hunting squirrels 67
was for jumping overboard 44
was for legal necessity 76
was for power generation 72
was for pushing fearlessly 62
was for quite different 114
was for seven centuries 56
was for short distances 43
was for thomas jefferson 66
was her brute enjoyment 73
was her chief assistant 49
was her chief attraction 127
was her chief complaint 50
was her chief occupation 99
was her close association 54
was her daily occupation 40
was her facial expression 58
was her father confessor 207
was her final appearance 58
was her final conclusion 79
was her final resolution 59
was her first advantage 43
was her first adventure 90
was her first appearance 1327
was her first boyfriend 541
was her first christmas 246
was her first collection 82
was her first commander 99
was her first encounter 627
was her first engagement 54
was her first important 181
was her first impression 415
was her first indication 109
was her first interview 73
was her first intimation 211
was her first knowledge 104
was her first objective 116
was her first political 60
was her first pregnancy 562
was her first published 738
was her first realization 76
was her first reference 112
was her first salutation 52
was her first separation 76
was her fixed resolution 48
was her fourth pregnancy 86
was her growing awareness 51
was her guiding principle 67
was her lover yesterday 43
was her march thenceforth 48
was her moral obligation 86
was her parting injunction 89
was her pride satisfied 40
was her prize possession 66
was her quick rejoinder 40
was her stern necessity 62
was her usual allowance 68
was her usual complexion 43
was her usual efficient 45
was her usual expression 62
was her whole existence 85
was her worst nightmare 610
was his acute awareness 58
was his basic principle 41
was his chief admiration 41
was his chief adversary 52
was his chief affliction 52
was his chief amusement 367
