war among christian nations 99
war gave brilliant proofs 68
war having actually broken 60
war were increased through 70
was acting entirely without 42
was also accepted without 189
was also achieved through 649
was also achieved without 55
was also acquired through 153
was also actively engaged 1212
was also actively pursuing 64
was also admitted through 40
was also admitted without 41
was also advanced through 46
was also ambitious enough 42
was also anxiously awaiting 59
was also assessed through 96
was also associate editor 332
was also centered around 78
was also commonly called 200
was also commonly thought 52
was also concealed behind 58
was also concerning itself 52
was also consulting surgeon 101
was also conveyed through 137
was also declared guilty 53
was also designed around 51
was also developing another 72
was also diffused through 73
was also directed toward 1153
was also directly linked 228
was also doubtful whether 651
was also dramatic critic 43
was also effected through 159
was also effected without 69
was also enhanced through 132
was also entirely changed 42
was also entirely master 57
was also entirely without 80
was also examined before 89
was also examined through 90
was also examined whether 106
was also expanded through 63
was also explored through 51
was also exported abroad 48
was also extended beyond 122
was also extended through 152
was also filtered through 97
was also financed through 67
was also flexible enough 259
was also forcibly struck 43
was also formerly called 152
was also formerly thought 42
was also fostered through 87
was also frequent mention 48
was also friendly toward 55
was also generous enough 214
was also improved through 132
was also inclined toward 182
was also included amongst 62
was also increased demand 50
was also increased through 132
was also insanely jealous 67
was also invested abroad 40
was also involved through 91
was also literary editor 118
was also markedly higher 143
was also mentioned before 99
was also mentioned earlier 434
was also mutually agreed 48
was also observed across 57
was also observed amongst 52
was also observed around 219
was also observed before 158
was also observed earlier 182
was also observed further 99
was also observed therein 45
was also observed through 93
was also obtained through 578
was also obtained without 54
was also occupied without 60
was also ordained priest 67
was also oriented toward 227
was also partially filled 69
was also partially funded 123
was also possible through 224
was also possible without 71
was also powerful enough 337
was also probably caused 53
was also produced before 53
was also produced through 83
was also promoted through 313
was also provided through 407
was also ratified without 48
was also realistic enough 307
was also received through 82
was also received without 56
was also recorded before 50
was also recorded whether 40
was also reported earlier 336
was also required before 235
was also secretly pleased 114
was also securely locked 52
was also sensible enough 109
was also seriously flawed 79
was also severely burned 46
was also severely shaken 60
was also severely tested 62
was also sexually abused 482
was also sexually active 48
was also singularly devoid 45
was also slightly better 130
was also slightly changed 64
was also slightly greater 115
was also slightly higher 1227
was also slightly larger 142
was also somewhat afraid 60
was also somewhat amused 41
was also somewhat anxious 51
was also somewhat better 52
was also somewhat changed 54
was also somewhat curious 64
was also somewhat famous 40
was also somewhat greater 119
was also somewhat higher 669
was also somewhat jealous 43
was also somewhat larger 115
was also summoned before 104
was also supplied through 49
was also terribly afraid 80
was also undergoing changes 145
was also urgently needed 130
was also variously called 55
was also verified through 56
was anew summoned before 71
was bent slightly toward 42
was best achieved through 748
was best attained through 53
was best conveyed through 46
was best obtained through 76
was born entirely without 72
was born probably around 108
was born probably before 73
was born sometime around 1006
