wan features looked like 56
war against another great 53
war against england also 60
war against england during 47
war against england from 73
war against england over 78
war against england pitt 53
war against england were 57
war against england when 52
war against england will 119
war against fearful odds 51
war against france also 52
war against france came 40
war against france during 81
war against france from 275
war against france into 69
war against france must 50
war against france only 120
war against france over 58
war against france till 65
war against france upon 60
war against france were 175
war against france when 122
war against french rule 83
war against hitler were 69
war against mexico were 47
war against soviet union 331
war against terror will 75
war against turkey over 50
war against turkey were 99
war between nations have 54
war between nations into 131
war between nations will 125
war between states lies 43
war british troops were 40
war depends mainly upon 47
war divided europe into 55
war divides itself into 59
war flowers bursting into 165
war machine rolled into 45
war machine rolled over 138
war pressed heavily upon 112
war quickly turned into 94
war weighed heavily upon 102
was absence without leave 57
was accepting bribes from 64
was adopted almost word 121
was adopted before such 102
was adopted twenty years 51
was adopted without much 635
was adopted without vote 89
was adopted without your 57
was advancing before those 47
was advancing slowly along 67
was advancing slowly down 40
was advancing slowly from 42
was advancing slowly into 65
was advancing through north 88
was against another wall 42
was against entering into 51
was against fearful odds 88
was allowed enough time 44
was allowed little time 193
was allowed twenty days 54
was allowed visits from 85
was applied before firing 94
was applied before sowing 73
was applied without much 74
was arranged should take 61
was arranged through their 42
was arranged without much 122
was asserting itself more 299
was asserting itself once 47
was asserting itself over 75
was assisting louisa from 50
was assumed before such 215
was assumed bodily into 198
was assumed without much 56
was assured almost from 48
was attending school full 88
was attending school there 318
was attending summer camp 41
was awarded grants from 77
was awfully pleased when 84
was balancing itself upon 86
was baptism changed into 44
was bashful before those 55
was because blacks were 47
was because nobody else 206
was because nobody ever 52
was because nobody knew 76
was because prices were 43
was because someone else 162
was because someone told 51
was beheaded without trial 181
was between whiles like 53
was blessed beyond most 93
was bluntly turned down 41
was borrowing heavily from 177
was bounced around from 85
was bounced around like 42
was bridled something like 54
was briefly absent from 51
was briefly turned into 52
was brought across from 245
was brought around cape 116
was brought around from 150
was brought ashore from 151
was brought before john 148
was brought before lord 451
was brought before nero 176
was brought before pope 82
was brought before saul 65
was brought before some 120
was brought before star 41
was brought before their 323
was brought before these 61
was brought before three 57
was brought before your 404
was brought clearly home 55
was brought clearly into 174
was brought closer home 57
was brought crashing down 338
was brought direct from 272
was brought firmly back 41
was brought firmly into 79
was brought further into 79
was brought partly from 47
was brought rudely back 53
was brought safely back 416
was brought safely down 40
was brought safely home 190
was brought safely into 480
was brought through from 48
was burrowing deeper into 43
was captain edward howe 61
was captain edward john 41
was captain robert gray 70
was captain william kidd 111
was carried aboard ship 84
was carried across from 165
was carried across into 48
was carried another step 80
was carried around among 52
was carried around from 42
was carried ashore from 82
was carried ashore pick 90
was carried before lord 53
was carried before their 85
was carried bleeding from 78
was carried bodily away 92
was carried bodily from 70
was carried bodily into 105
was carried deeper into 74
was carried fainting from 149
was carried fainting into 43
was carried farther away 57
was carried farther back 49
was carried farther down 69
was carried farther from 42
was carried further away 41
was carried further down 118
was carried further during 184
was carried further into 124
was carried further west 41
was carried further when 307
was carried headlong into 107
was carried safely away 42
was carried safely back 41
was carried safely into 131
was carried safely over 88
was carried slowly along 157
was carried slowly down 175
was carried through during 238
was carried through even 69
was carried through five 162
was carried through four 65
was carried through from 221
was carried through into 707
was carried through many 121
was carried through more 187
was carried through most 258
was carried through nine 60
was carried through only 242
was carried through over 240
was carried through rome 48
was carried through some 64
was carried through their 116
was carried through these 47
was carried through three 176
was carried through vast 42
was carried through very 96
was carried through when 70
was carried upside down 45
was carried upward into 41
was carried without loss 49
was carried without much 302
was certain someone else 61
was certain something must 42
was charles martin hall 48
was charles william eliot 154
was charles wilson peale 86
was chiefly called upon 48
was chiefly copied from 79
was chiefly engaged upon 93
was chiefly formed from 92
was chiefly intent upon 165
was chiefly placed upon 50
was chiefly relied upon 229
was chiefly through their 261
was chiefly through these 83
was chiefly turned upon 43
was chilled through when 59
was clamped firmly over 55
was closely copied from 166
was closely hunted when 53
was closely nailed down 73
was closely watching their 79
was colonel william byrd 83
was concealing something from 752
was covered almost from 46
was covered inches deep 90
was cropped behind like 115
was crossed without much 65
was crouching behind some 63
was crumbling before their 68
was crushed beyond hope 49
was damaged beyond hope 49
was darkest before dawn 45
was debated before many 45
was debated divers days 72
was debated whether there 40
was debated whether these 63
was decided before erie 217
was decided fairly early 42
was decided should take 62
was decided solely upon 64
was decided without much 54
was decided without their 43
was deduced mainly from 52
was defeated without much 45
was defending itself from 114
was defending myself from 86
was defined through their 45
was delayed almost three 83
was delayed another week 40
was delayed further when 42
was delayed twelve years 74
was delayed twenty years 44
was demanding something from 60
was depending heavily upon 40
was derived another part 51
was derived direct from 142
was derived instead from 91
was derived mainly from 3628
was derived merely from 133
was derived mostly from 572
was derived neither from 223
was derived partly from 1585
was derived purely from 105
was derived simply from 173
was derived solely from 2099
was derived wholly from 486
was derived without taking 70
was deserting something hard 44
was detaching itself from 327
was devoted through life 62
was diffusing itself over 73
was distant enough from 182
was divided amongst five 45
was divided amongst four 99
was divided amongst many 98
was divided amongst those 84
was divided amongst three 121
was divided clearly into 76
was divided evenly among 361
was divided evenly into 93
was divided fairly among 44
was divided further into 319
was divided inside into 60
was divided mainly into 132
was divided opinion among 59
was divided simply into 108
was divorcing itself from 60
was doubted whether even 41
was doubted whether such 151
was doubted whether there 155
was doubted whether these 69
was dragged before their 53
was dragged before these 66
was dragged bodily from 70
was dragged deeper into 51
was dragged further into 42
was dragged gently ahead 58
was dragged screaming from 154
was dragged screaming into 63
was dragged slowly along 130
was dragged toward those 47
was drained through into 119
was dressed almost like 302
was dressed pretty much 156
was dressed something like 80
was dropped slowly into 51
was drowned before help 70
was drowned whilst bathing 285
was elected bishop there 86
was elected common pleas 58
was elected consul five 44
was elected deputy from 771
was elected second vice 1481
was elected solely from 53
was elected speaker over 160
was elected without having 55
was elected without much 121
was enabled through their 40
was enacted before their 93
was endless haggling over 46
was enjoyed before their 96
was enjoyed without much 50
was enjoyed without toil 69
was entered through three 84
was equally absent from 92
was equally active during 59
was equally amazed when 78
was equally averse from 178
was equally beyond their 75
was equally candid when 45
was equally common among 198
was equally exempt from 112
was equally furious when 44
was equally hidden from 71
was equally intent upon 202
was equally marked among 70
was equally obvious from 96
was equally pleased when 332
was equally proper here 52
was equally remote from 758
was equally severe upon 145
was equally shared among 172
was equally silent upon 46
was erected across from 85
was erected twenty years 65
was evident almost from 377
was evident already from 55
was evident enough even 72
was evident enough from 395
was evident enough what 45
was evident enough when 109
was evident something must 43
was evident through their 64
was evident twenty years 45
was exactly copied from 102
was exactly double what 55
was exactly eighty years 42
was exactly eleven years 68
was exactly filled when 65
was exactly twelve noon 44
was exactly twelve years 95
was exactly twenty years 381
was expecting another baby 3906
was expecting another call 73
was expecting anyone else 87
was expecting someone else 1746
was expecting someone from 69
was expecting someone more 115
was expecting something else 504
was expecting something from 299
was expecting something like 1151
was expecting something more 908
was expecting something much 97
was expecting something very 101
was extending itself into 99
was extending itself over 345
was faithful through life 50
was familiar enough from 115
was fastening itself upon 160
was fatally burned when 63
was fatally flawed from 216
was fatally gunned down 44
was fatally struck down 159
was ferried across from 76
was fifteen blocks away 57
was fifteen inches deep 178
was fifteen inches high 49
was fifteen inches thick 93
was fifteen leagues from 91
was filtering through from 84
was filtering through into 55
was finally agreed among 62
was finally agreed upon 13362
was finally banned from 159
was finally barred from 109
was finally becoming clear 92
was finally becoming more 154
was finally behind bars 51
was finally boiled down 85
was finally broken down 985
was finally broken during 48
was finally broken into 91
was finally broken only 142
was finally broken open 45
was finally broken when 2597
was finally burned down 179
was finally called back 260
was finally called home 63
was finally called into 335
was finally called upon 429
was finally calmed down 145
was finally caught when 89
was finally changed from 67
was finally changed into 175
was finally chased away 50
was finally cleared away 325
was finally cleared from 45
was finally closed down 2681
was finally closed during 40
was finally closed when 170
was finally coaxed into 131
was finally coerced into 53
was finally deemed best 63
was finally driven away 579
was finally driven back 836
was finally driven from 1587
was finally driven home 158
was finally driven into 588
was finally driven south 58
was finally emerging from 318
was finally erased from 52
was finally exiled from 127
was finally forced back 211
was finally forced down 89
was finally forced from 245
was finally forced into 1015
was finally forced open 61
was finally forced upon 399
was finally goaded into 234
was finally gunned down 265
was finally halted when 54
was finally handed back 116
was finally handed down 893
was finally handed over 2783
was finally hauled down 282
was finally hauled into 50
was finally hidden from 47
was finally hunted down 610
was finally issued from 58
was finally joined when 42
was finally killed during 51
was finally killed when 109
was finally lifted from 167
was finally lifted when 81
was finally loaded into 42
was finally loaded onto 61
was finally looked upon 124
was finally merged into 460
was finally nailed down 54
was finally opened from 71
was finally ousted from 430
was finally packed into 59
was finally parted from 53
was finally passed along 44
was finally passed during 65
was finally passed into 559
was finally passed late 54
was finally passed only 110
was finally passed over 784
was finally passed there 47
was finally passed upon 167
was finally pinned down 230
was finally placed into 70
was finally placed over 64
was finally placed upon 188
was finally plunged into 70
was finally poured into 99
was finally proved when 46
was finally pulled away 59
was finally pulled back 54
was finally pulled down 1498
was finally pulled free 45
was finally pulled from 136
was finally pulled into 80
was finally purged from 66
was finally pushed back 125
was finally pushed into 244
was finally raised from 84
was finally raised over 42
was finally reached among 94
was finally reached during 76
was finally reached late 92
was finally reached only 76
was finally reached over 56
was finally reached upon 49
was finally reached when 507
was finally roused from 142
was finally settling down 458
was finally settling into 94
was finally shamed into 88
was finally shaped into 41
was finally signed early 40
was finally signed into 578
was finally signed july 47
was finally solved only 78
was finally solved when 572
was finally struck down 604
was finally struck from 46
was finally talked into 127
was finally thought best 211
was finally traced back 48
was finally turned away 70
was finally turned back 197
was finally turned down 842
was finally turned into 443
was finally turned over 1903
was finally washed away 110
was finally worked into 43
was finishing dressing when 54
was flipped upside down 326
was focused mainly upon 111
was focused solely upon 46
was following orders from 315
was following orders when 55
was following someone else 164
was foolish enough once 73
was forever banned from 98
was forever barred from 301
was forever burned into 116
was forever changed when 155
was forever etched into 79
was forever hidden from 75
was forever parted from 51
was forever tripping over 117
was forthwith agreed upon 201
was forthwith called upon 57
was forthwith changed into 203
was forthwith handed over 271
was forthwith turned into 98
was founded eighty years 49
was founded eleven years 81
was founded mainly upon 162
was founded merely upon 88
was founded neither upon 73
was founded partly upon 168
was founded simply upon 44
was founded solely upon 307
was founded twelve years 95
was founded twenty years 283
was founded wholly upon 76
was frankly amazed when 55
was gathered behind into 62
was gathered mainly from 161
was gathered mostly from 47
was gathered partly from 48
was general leonard wood 244
was general lucius clay 85
was general ludwig beck 76
was general mourning when 41
was general oliver otis 55
was general regret among 82
was general regret when 79
was general relief among 45
was general relief when 368
was general unrest among 43
was general william booth 46
was general william howe 41
was general william hull 51
was glaringly absent from 72
was granted another leave 127
was granted further leave 41
was granted merely upon 67
was granted release from 70
was granted relief from 124
was granted special leave 150
was granted twenty days 53
was granted without asking 75
was granted without much 178
was greatest amongst those 46
was greatest before there 95
was greeted warmly when 60
was halfway across town 72
was halfway across when 374
was halfway around when 47
was halfway through dialing 83
was halfway through high 116
was halfway through making 57
was halfway through reading 98
was halfway through when 469
was handled fairly well 55
was happening around here 122
was happening around town 215
was happening became clear 57
was happening before their 554
was happening behind their 85
was happening behind those 110
was happening beyond their 176
was happening further south 59
was happening inside their 134
was happening inside those 48
was happily absent from 68
was happily called away 44
was happily exempt from 90
was happily munching away 64
was happily spared from 54
was happily turned into 46
was hastily called away 69
was hastily called back 133
was hastily called from 59
was hastily called into 46
was hastily called upon 59
was hastily jotted down 148
was hastily ordering some 79
was hastily packed upon 50
was hastily pulled back 48
was hastily pulled down 88
was hastily pushed shut 81
was hastily turned into 55
was haunted through life 52
was herself called upon 60
was herself little more 46
was herself struck down 183
was herself turned into 40
was highest amongst those 74
was himself absent from 217
was himself almost made 66
was himself already well 40
was himself always ready 80
was himself becoming more 178
was himself buried there 221
was himself called away 52
was himself called upon 401
was himself driven from 214
was himself driven into 105
was himself eighty years 52
was himself engaged upon 95
was himself exempt from 51
was himself exiled from 41
was himself forced into 103
was himself gunned down 283
was himself killed during 78
was himself killed soon 40
was himself killed when 85
was himself little more 152
was himself looked upon 182
was himself ousted from 99
was himself passed over 46
was himself plunged into 54
was himself prince over 51
was himself raised from 61
was himself struck down 1529
was himself through life 41
was himself turned into 63
was himself without great 43
was hitherto called holy 72
was hitherto hidden from 50
was hoisted upside down 122
was however always used 49
was however another side 74
was however something more 43
was however turned down 117
was husband number three 83
was imitating someone else 47
was immense amongst those 45
was immense damage done 49
was immense relief when 46
was imposed without their 46
was increasing through time 47
was increasing unrest among 55
was induced without much 53
was injecting something into 52
was inquiring whether there 53
was inserting itself into 50
was intense debate over 128
was intruding itself into 47
was invaded without just 75
was isolating itself from 113
was isolating myself from 46
was jointly agreed upon 140
was largely absent among 72
was largely absent during 149
was largely absent from 2515
was largely absent when 45
was largely barred from 43
was largely beyond their 115
was largely broken down 226
was largely copied from 438
was largely created from 41
was largely driven from 40
was largely exempt from 385
was largely forced upon 210
was largely formed during 47
was largely formed from 103
was largely fought over 243
was largely funded from 62
was largely gained from 56
was largely gleaned from 81
was largely handed over 160
was largely hidden from 576
was largely immune from 318
was largely intact when 47
was largely lifted from 45
was largely looked upon 117
was largely passed over 237
was largely peopled from 76
was largely pulled down 51
was largely relied upon 129
was largely silent during 59
was largely solved when 83
was largely spared from 90
was largely through such 130
was largely through their 1025
was largely through these 273
was largely turned into 58
was largely turned over 353
was largely washed away 94
was laureate thomson when 43
was legally barred from 385
was legally called upon 40
was legally changed from 103
was legally exempt from 152
was legally insane when 96
was lighted before ours 53
was lightly passed over 356
was limited pretty much 169
was listening without hearing 46
was located across from 819
was located across town 104
was located farther away 77
was located farther down 88
was located farther from 112
was located farther north 216
was located farther south 156
was located farther west 147
was located further away 162
was located further down 121
was located further from 63
was located further north 230
was located further south 268
was located further west 104
was located inland from 52
was loosely draped over 61
was lowered gently into 188
was lowered slowly down 108
was lowered slowly from 44
