wants overshadow those which 47
waste constantly taking place 131
waste discharged into water 727
waste management plan which 103
water discharged from power 106
water discharges from power 311
water evaporates from lakes 64
water evaporates from leaves 102
water evaporates from oceans 117
water evaporates more easily 47
water immediately upon arising 52
water reservoirs were built 145
waves determines their pitch 53
waves overflowed their banks 92
wedding celebration took place 77
wedding ceremonies take place 93
wedding ceremonies took place 91
wedding eventually took place 65
where absolutely nothing grows 51
where activities take place 461
where activities took place 104
where appeasement leads after 44
where assurances were given 41
where attractive young women 41
where boundaries were drawn 57
where ceremonies take place 49
where ceremonies took place 60
where characters will appear 65
where discussions take place 236
where discussions took place 167
where excavations have shown 53
where excavations have taken 47
where excavations took place 51
where excavations were begun 56
where generations have lived 56
where grievances were aired 46
where instruction took place 64
where interviews take place 54
where interviews took place 130
where negotiations take place 227
where negotiations took place 133
where negotiations were under 41
where newspapers make every 45
where oppressions will rouse 49
where ordinarily there would 89
where pestilence soon swept 59
where populations were dense 41
where populations were small 45
where precautions were taken 111
where presumably there would 49
where relatively high rates 42
where relatively high wages 87
where researchers have found 141
where researchers have tried 47
where revolutions have taken 57
where sacrifices took place 50
where scientists have found 67
where scientists were working 50
where settlement took place 58
where sufficient data exist 96
where sufficient rain falls 41
where surrounded those small 53
where traditional ideas about 40
where transitions take place 40
where transports were waiting 61
where vegetables were growing 48
where vegetables were grown 233
which absolutely must exist 106
which absolutely nothing could 65
which accentuate their worst 41
which activities fall within 43
which activities take place 899
which activities took place 72
which activities will occur 70
which admittedly took place 56
which advantages must needs 52
which anatomists have given 100
which apparently brings about 43
which apparently have never 89
which apparently nothing could 55
which apparently take place 96
which apparently took place 1060
which apparently were never 159
which apparently were quite 52
which apparently will never 49
which applicants were asked 43
which appreciates what others 71
which approached more nearly 231
which approached most nearly 312
which approached much nearer 145
which approached very nearly 107
which approaches more nearly 504
which approaches most nearly 1192
which approaches much nearer 95
which approaches very nearly 449
which assurances were given 185
which astonished those about 48
which attributes were bound 203
which boundaries were drawn 74
which candidates were asked 78
which candidates were drawn 41
which ceremonies took place 41
which characters will appear 47
which circulated like money 50
which collections were taken 98
which comparable data could 96
which comparable data exist 124
which competition took place 45
which complaints were filed 68
which conclusions were based 150
which conclusions were drawn 347
which confounded their cause 70
which constantly take place 296
which constantly took place 216
which constitute blue light 98
which constitute only about 234
which constitute their bases 114
which constitute their basis 64
which constitute their chief 357
which constitute their lives 51
which constitute their major 56
which constitute their poetry 63
which constitute their social 89
which constitute their usual 47
which constitute their value 54
which constitute their whole 40
which constitute what might 134
which contradict those which 47
which contribute their quota 143
which contribute their share 180
which controlled their action 59
which controlled their lives 139
which correspond more nearly 72
which correspond most nearly 193
which correspond very nearly 185
which culminated soon after 45
which decomposes into water 171
which decomposes when heated 147
which defendants were found 61
which definitely took place 50
which demolished their walls 86
which depositions were taken 76
which determined their action 53
which determined their lives 63
which determined their place 93
which determined their social 46
which determined their value 46
which determined what could 40
which determined what would 47
which determines their action 41
which determines their final 49
which determines their lives 48
which determines their moral 56
which determines their orbit 73
which determines their order 52
which determines their place 119
which determines their shape 74
which determines their social 92
which determines their value 167
which determines what kinds 77
which determines what ought 52
which determines what shall 348
which determines what types 43
which diminishes their value 112
which disappeared from sight 105
which disappeared only after 147
which disappeared soon after 245
which discussions take place 150
which discussions took place 193
which dissociates into water 41
which distressed poor bryan 62
which economists have built 56
which economists have found 119
which economists have given 114
which economists have taken 45
which economists have tried 77
which economists think about 52
which eliminates these needs 44
which emphasizes once again 63
which encounters take place 63
which encouraged young people 82
which encourages young people 175
which encumbered their march 67
which encumbered their route 40
which evaporation took place 90
which eventually bore fruit 249
which eventually brings about 572
which eventually came about 110
which eventually came under 327
which eventually fell under 70
which eventually gave place 48
which eventually took place 1412
which eventually took shape 269
which eventually turn brown 91
which eventually will allow 66
which eventually will cause 102
which eventually will cover 63
which eventually will prove 67
which everywhere else would 62
which everywhere took place 40
which exceptional feet might 62
which experience only gives 198
which experience will allow 40
which experience will prove 40
which flourished from about 872
which flourished there until 42
which flourishes only under 53
which flourishes only where 50
which foreigners were willing 70
which frequently brings about 45
which frequently come under 49
which frequently have large 41
which frequently make people 42
which frequently take place 1322
which frequently took place 696
which frightened many people 49
which frightened some people 48
which frustrated their plans 43
which geographers have given 80
which germination will occur 69
which government have given 41
which government have taken 386
which grandmother went about 68
which guaranteed their lives 58
which guaranteed their right 297
which habitually took place 60
which heightened their sense 42
which heretofore have never 52
which homosexual rape takes 41
which housewives were asked 67
which identifies three types 42
which illustrate these pages 133
which immediately brings about 155
which immediately came under 49
which immediately gave chase 261
which immediately gave place 63
which immediately took place 881
which immigrants were drawn 44
which immigration took place 40
which impressions were taken 87
which indirectly brings about 48
which indirectly throw light 41
which inevitably brings about 342
which inevitably fall short 40
which inevitably must occur 42
which inevitably take place 162
which inevitably took place 131
which inevitably will arise 70
which inevitably will occur 69
which inferences were drawn 82
which influenced many later 71
which influenced their lives 105
which influenced their minds 51
which influenced their thinking 96
which influenced their whole 69
which influenced these noble 50
which informants were asked 140
which information from which 48
which innovations take place 45
which instruction took place 65
which integration took place 49
which interaction took place 82
which interviews take place 50
which interviews took place 89
which interviews were taken 42
which introduces some error 48
which maintained their place 55
which maintained their value 48
which management uses rules 46
which multiplied many times 46
which multitudes want power 43
which multitudes were slain 42
which navigators have given 51
which negotiations take place 1346
which negotiations took place 240
which negotiations were begun 85
which negotiations were pending 76
which negotiations were still 44
which nightingales were pouring 69
which occurrence took place 47
which oftentimes will haunt 53
which ordinarily come under 69
which ordinarily lies about 97
which ordinarily lies under 51
which ordinarily take place 205
which ordinarily took place 123
which originally came under 45
which originally took place 458
which originally were quite 51
which originated during world 57
which originated from within 93
which originated soon after 43
which originated their names 48
which originates from cells 71
which originates from either 42
which originates from within 190
which overflowed into every 48
which overflowed their banks 55
which penetrated from above 52
which penetrated into every 249
which penetrates into every 271
which philosophy must begin 49
which philosophy must start 44
which philosophy will never 50
which phosphoric acid forms 102
which physicists have found 46
which plaintiffs must prove 57
which precautions were taken 142
which prescribes what ought 45
which prescribes what shall 66
which presumably take place 77
which presumably took place 523
which projections were based 64
which psychology will never 88
which recognized their right 67
which recognizes these facts 56
which recurrence took place 70
which regulations made under 139
which reinforced their sense 76
which reinforces their sense 72
which reportedly took place 166
which represents more nearly 64
which represents only about 426
which represents their views 49
which represents very nearly 93
which represents what might 44
which represents what would 41
which researchers have begun 45
which researchers have found 300
which researchers have shown 40
which researchers have tried 141
which restricted their power 49
