wait patiently till november 111
wall mechanics during exercise 143
want relaxation from business 47
warm impression upon elizabeth 62
wash specimens from children 45
wave amplitude during exercise 87
wave amplitude during treadmill 47
waxing gradually more audacious 62
ways different from ordinary 61
week intervals during treatment 45
weep throughout their families 147
well conserved during evolution 221
well developed during maturity 62
well developed health services 43
well developed when compared 70
well expressed their condition 56
well insulated from external 90
well preserved from injuries 85
well protected from corrosion 73
well protected from exposure 74
well protected from external 371
well protected from infection 85
well protected from moisture 162
well protected from ordinary 41
well protected from oxidation 130
well protected from possible 82
well protected from pressure 142
well protected from prevailing 42
well separated from adjacent 52
went somewhere upon business 365
were accordingly soon restored 63
were addressed more directly 71
were admirably well executed 51
were advertising their services 66
were alienated from american 61
were alienated from politics 56
were altogether more beautiful 50
were anciently very numerous 46
were appointed from washington 50
were approaching from opposite 76
were arguments very unlikely 57
were assembled from imported 86
were assembled from separate 42
were assembled into complete 52
were assembled some hundreds 48
were available from domestic 40
were available from multiple 41
were available were employed 57
were available were included 165
were available were selected 51
were available when required 126
were carefully kept separate 75
were celebrating some festival 107
were celebrating their birthdays 46
were celebrating their exploits 79
were celebrating their festival 123
were certainly great examples 64
were certainly leading elements 62
were certainly less frequent 51
were certainly less inclined 49
were certainly less numerous 108
were certainly many hundreds 50
were certainly more advanced 188
were certainly more affected 141
were certainly more agreeable 44
were certainly more frequent 64
were certainly more inclined 43
were certainly more numerous 379
were certainly more powerful 76
were certainly more realistic 40
were certainly more tolerant 40
were certainly most generous 43
were certainly much improved 97
were certainly very beautiful 281
were certainly very brilliant 63
were certainly very handsome 381
were certainly very numerous 92
were certainly very powerful 41
were certainly very valuable 49
were certainly well informed 222
were certainly well received 49
were collected during daylight 44
were collected during december 66
were collected during february 82
were collected during november 80
were collected from adjacent 73
were collected from american 118
were collected from children 241
were collected from cultures 52
were collected from december 110
were collected from deposits 45
were collected from domestic 45
were collected from families 63
were collected from february 118
were collected from hospital 88
were collected from infected 179
were collected from infested 135
were collected from locations 107
were collected from managers 41
were collected from multiple 402
were collected from november 137
were collected from numerous 119
were collected from original 46
were collected from outcrops 144
were collected from patients 520
were collected from personal 60
were collected from randomly 225
were collected from selected 219
were collected from separate 67
were collected from students 371
were collected from subjects 225
were collected from untreated 46
were collected from villages 61
were collected into separate 44
