walnuts would cost about 42
wandering about ever since 140
wandering about from house 719
wandering about from place 2539
wandering about their bases 501
wandering about till nearly 47
wandering pages were never 70
wanders about from place 131
wanders about these wilds 120
wardens shall have power 47
warfare agent during world 83
warfare could take place 40
warfare which have since 40
warfare which only ended 59
warfare which took place 115
warfare would take place 74
warlike party some months 49
warrant based upon sworn 133
warrant under their hands 3570
warrant would have given 80
warriors began their dance 64
warriors began their march 64
warriors cutting down trees 46
warriors paint their faces 66
warriors sprang from every 42
warriors under their chief 44
warriors whose only title 45
washout period during which 112
watched every step taken 47
watches about four hours 41
weakness which some would 41
wedlock births among black 138
wedlock births have risen 45
weighed about three times 75
weights about their necks 126
weights ranged from about 43
weights which those names 60
weighty point were fully 51
welcome change from sitting 59
welcome change took place 93
welcome within these walls 111
welfare funds from which 40
welfare gains from price 380
welfare gains from trade 1472
welfare rather from others 56
welfare rolls were growing 51
welfare state came under 402
welfare state from which 120
welfare state took place 225
welfare state took shape 142
welfare under free trade 91
wenches looking over every 100
western coast very nearly 43
western front during world 232
western indian ocean region 234
western indian ocean trade 207
western lands from which 45
western lands were ceded 110
western lands were creating 49
western lands were still 61
western orange free state 1190
western shore from reedy 55
western white pine region 164
western white pine trees 90
western world ever since 92
western world from which 57
western world have about 51
whereby human beings could 47
whereby people learn about 48
whereby people make sense 44
wherein every name shall 99
wherein every word seems 51
wherein every word shall 56
whipped until their backs 67
whirled round three times 59
whisper breaking into storm 44
whisper would have given 47
whistling birds were still 77
whistling winds their steady 66
whitest skins look rough 371
widowed women living alone 109
wielded power over others 56
wigwams curling their smoke 72
wildest dreams have hoped 55
willingly bowed their necks 41
willingly given their lives 141
willingly opening their gates 58
willingly risking their lives 44
willingly spent many hours 66
willingly would have given 69
willingly would tread under 66
windows opening like doors 60
windows opening onto views 73
windows reaching from ceiling 51
windows reaching from floor 154
windows running from floor 45
windows shining like lamps 81
windows staring into ships 48
windows which gave light 328
windows which give light 288
windows which were never 43
windows which were still 54
windows would have given 61
wishful thinking will change 60
withdraw funds from banks 120
withdraw funds from savings 57
withdraw lands from entry 50
withdraw money from banks 145
withdraw money from savings 102
withdraw within three months 46
withdrew after some easier 43
withdrew after three months 49
withdrew funds from banks 58
withdrew russia from world 50
withdrew within their lines 76
withdrew within their walls 62
withered hands high above 103
withered hands will frame 125
withered leaves more easily 52
withered right hand under 52
withhold funds from state 45
witness could have given 62
witness could have known 42
witness knows more about 43
witness shall duly enter 42
witness would have given 160
wondering about ever since 120
wondering about other people 67
wondering about their lives 118
wondering about what could 75
wondering about what might 274
wondering about what really 53
wondering about what would 137
wondering about your plans 55
wondering aloud what would 66
wondering where their money 40
wondering where these people 48
wondering which came first 105
wonders which came first 140
wonders which took place 150
wonders would have alone 51
workers about their legal 61
workers began soon after 42
workers change jobs every 76
workers could have earned 40
workers could have taken 50
workers could more easily 144
workers could take place 48
workers earned high wages 41
workers earned more money 49
workers earned only about 61
workers every three months 53
workers found their wages 83
workers might have taken 73
workers might take place 61
workers offer their labor 58
workers often talk about 52
workers owned their homes 82
workers really care about 47
workers risking their lives 51
workers seeking their first 45
workers selling their labor 127
workers spend many hours 43
workers spend their earnings 61
workers spend their lives 73
workers spend their money 163
workers spend their wages 161
workers spend their working 41
workers spent their money 54
workers spent their wages 104
workers which took place 199
workers whose jobs could 41
workers whose jobs might 54
workers whose jobs would 107
workers whose wage rates 103
workers within their ranks 65
workers within three months 41
workers would come under 56
workers would have added 52
workers would have earned 147
workers would have equal 55
workers would have found 211
workers would have given 51
workers would have known 62
workers would have liked 102
workers would have moved 44
workers would have risen 69
workers would have shown 54
workers would have taken 85
workers would once again 65
workers would take place 77
workers would take power 55
workman could have saved 56
workmen blame their tools 90
workmen still linger about 99
workmen would seek fresh 40
worldly pride give place 41
worried about high taxes 48
worried about last night 177
worried about life after 179
worried about losing money 279
worried about losing power 42
worried about losing sight 100
worried about losing touch 138
worried about making money 221
worried about making noise 53
worried about other people 1224
worried about other women 107
worried about paying bills 203
worried about rising costs 113
worried about rising crime 47
worried about saving money 92
worried about some people 91
worried about their child 1059
worried about their crops 200
worried about their daily 140
worried about their debts 124
worried about their father 391
worried about their getting 46
worried about their growing 128
worried about their homes 58
worried about their image 458
worried about their legal 107
worried about their lives 272
worried about their looks 144
worried about their loved 289
worried about their missing 94
worried about their money 302
worried about their mother 535
worried about their place 142
worried about their right 48
worried about their social 206
worried about their souls 191
worried about their water 47
worried about their wives 495
worried about these people 241
worried about those people 164
worried about what comes 116
worried about what could 1022
worried about what might 8406
worried about what others 2284
worried about what ought 101
worried about what people 4174
worried about what seems 44
worried about what would 12934
worried about young people 175
worried about your blood 43
worried about your child 1287
worried about your driving 105
worried about your father 1582
worried about your first 229
worried about your getting 138
worried about your grade 44
worried about your image 135
worried about your looks 95
worried about your money 180
worried about your mother 1637
worried about your state 101
worried about your uncle 120
worries about fish bones 117
worries about other people 248
worries about their child 257
worries about their daily 40
worries about what could 48
worries about what might 800
worries about what others 420
worries about what people 584
worries about what would 552
worries about your child 200
worship again take place 40
worship could take place 115
worship rises into filial 44
worship takes many forms 44
worship which took place 143
worship within their walls 154
worship within these walls 145
worship would take place 77
worship write their names 100
wouldst stand forth alone 55
wounded horse fell under 40
wounded under heavy shell 121
wrapped about their faces 42
wrapped about their loins 130
wrapped about their necks 54
wrapped about your mother 61
wrapped layer upon layer 41
wrapped round their faces 60
wrapped round their loins 458
wrapped round their necks 134
wrapped round their waist 192
wrapper round their loins 57
wrested theirs from spain 48
wrestling match took place 212
wriggle about like worms 47
writers about their writing 47
writers could have found 46
writers could have given 97
writers could have known 50
writers found just cause 50
writers might have added 40
writers might have found 60
writers might have known 98
writers never lose sight 57
writers often talk about 78
writers spend their lives 46
writers tried their hands 154
writers which have since 140
writers whose very names 88
writers whose work began 60
writers whose work could 90
writers whose work falls 58
writers whose work might 89
writers whose work seems 104
writers whose work shows 62
writers whose work would 104
writers would have dared 71
writers would have found 192
writers would have given 179
writers would have known 57
writers would have liked 91
writers would have shown 73
writers would have taken 84
written about ever since 49
written about five months 56
written about five weeks 61
written about four months 85
written about free verse 89
written about john brown 57
written about many times 414
written about mark twain 233
written about more often 56
written about other people 151
written about such people 77
written about their lives 288
written about these kinds 43
written about these miles 58
written about these people 221
written about these women 84
written about these works 89
written about those queer 40
written about those times 41
written about three months 241
written about three weeks 313
written about what makes 105
written about what might 72
written about young people 108
written about your father 99
written about your topic 191
written above these pages 52
written after their author 69
written after their first 113
written after their names 143
written anything more fresh 61
written anything worth while 83
written eight days after 131
written eight days later 77
written eight other books 68
written eight years after 497
written eight years later 532
written fifty years after 1045
written fifty years apart 118
written fifty years later 1425
written forty years after 1413
written forty years apart 43
written forty years later 818
written large over every 97
written large upon every 51
written nearly three months 185
written nearly three weeks 60
written notes were taken 256
written nursing care plans 593
written plain upon every 91
written quite soon after 203
written seems like straw 118
written seven days after 44
written seven other books 67
written seven years after 580
written seven years later 616
written since your first 64
written sixty years after 252
written sixty years later 176
written tests were given 112
written thirty years after 1813
written thirty years apart 56
written thirty years later 2375
written under other names 44
written under their names 65
written until much later 252
written until well after 49
written until years after 49
written which more nearly 78
written which were never 207
written while their author 75
written within four months 55
written within these pages 55
written within three months 247
written within three weeks 145
wrought seven years under 174
wrought which well might 189
