warm feathers something cautioned 60
week passed without incident 169
well became sidney johnston 48
well chewed before swallowing 57
well thought through strategy 46
well without further treatment 53
well without special treatment 49
went beyond purely economic 72
went through another ceremony 80
went through fallen branches 90
went through higher education 48
went through normal channels 72
went through proper channels 91
went through various military 45
went through various revisions 118
went through without incident 96
went without farther ceremony 74
went without further ceremony 62
went without serious challenge 62
were absent through sickness 148
were albert sidney johnston 92
were almost always accepted 218
were almost always accurate 61
were almost always answered 60
were almost always approved 49
were almost always assigned 97
were almost always attached 69
were almost always attended 79
were almost always beautiful 67
were almost always combined 91
were almost always composed 165
were almost always confined 180
were almost always critical 43
were almost always depicted 123
were almost always designed 93
were almost always dictated 40
were almost always directed 202
were almost always directly 46
were almost always disputes 66
were almost always employed 91
were almost always excluded 107
were almost always executed 70
were almost always expected 40
were almost always followed 523
were almost always friendly 75
were almost always imported 61
were almost always included 219
were almost always initiated 96
were almost always intended 56
were almost always involved 342
were almost always mentioned 84
were almost always military 45
were almost always negative 155
were almost always observed 100
were almost always obtained 95
were almost always occupied 113
were almost always positive 143
were almost always preceded 156
were almost always prepared 111
were almost always produced 90
were almost always promoted 45
were almost always provided 69
were almost always received 41
were almost always recorded 88
were almost always referred 187
were almost always regarded 110
were almost always rejected 157
were almost always religious 50
were almost always replaced 46
were almost always reported 87
were almost always required 158
were almost always reserved 242
were almost always resolved 62
were almost always returned 64
were almost always selected 62
were almost always separate 45
were almost always situated 91
were almost always straight 42
were almost always strangers 44
were almost always supplied 52
were almost common property 67
were almost entire strangers 111
were almost evenly balanced 774
were almost purely personal 55
were almost solely confined 79
were almost solely directed 43
were almost solely occupied 47
were almost wholly absorbed 276
were almost wholly american 56
were almost wholly composed 269
were almost wholly concealed 64
were almost wholly confined 806
were almost wholly consumed 158
were almost wholly deprived 83
were almost wholly deserted 67
were almost wholly directed 72
were almost wholly eclipsed 44
were almost wholly economic 63
were almost wholly employed 181
were almost wholly engrossed 61
were almost wholly excluded 189
were almost wholly financed 51
were almost wholly ignorant 303
were almost wholly isolated 84
were almost wholly literary 53
were almost wholly military 58
were almost wholly negative 116
were almost wholly occupied 258
were almost wholly pecuniary 70
were almost wholly personal 59
were almost wholly religious 110
were almost wholly replaced 40
were almost without exception 9149
were almost without parallel 231
were already almost entirely 52
were already becoming apparent 847
were already becoming involved 58
were already becoming manifest 48
were already becoming obsolete 159
were already becoming outmoded 40
were already becoming restless 41
were already becoming somewhat 153
were already becoming strained 61
were already behind schedule 786
were already better educated 83
were already busily employed 51
were already clearly apparent 107
were already common currency 81
were already common practice 101
were already common property 82
were already deeply embedded 154
were already deeply immersed 80
were already deeply involved 782
were already fairly advanced 111
were already fairly numerous 71
were already flashing fiercely 49
were already french preachers 72
were already gathering momentum 59
were already heavily burdened 174
were already heavily indebted 72
were already heavily invested 42
were already heavily involved 315
were already highly advanced 119
were already plotting rebellion 56
were already public property 91
were already serious problems 55
were already widely accepted 162
were already widely diffused 85
were always behind schedule 113
were always better informed 49
were always beyond reproach 48
were always deeply involved 52
were always doubting yourself 100
were always drinking confusion 101
were always eagerly accepted 91
were always exciting disputes 47
were always gladly received 52
were always gladly welcomed 42
were always highly esteemed 161
were always highly extolled 60
were always highly polished 94
were always highly regarded 67
were always keenly conscious 47
were always kindly received 135
were always partly confused 72
were always special occasions 77
were always thought entitled 42
were always warmly received 109
were always warmly welcomed 240
were always wisely directed 44
were another matter entirely 1007
were becoming better educated 544
were becoming better equipped 40
were becoming better informed 124
were becoming common practice 42
were becoming common property 46
were becoming deeply involved 148
were becoming heavily involved 50
were becoming highly critical 66
were becoming openly critical 41
were becoming public property 42
were becoming serious problems 58
were becoming widely accepted 119
were before enjoying complete 53
were before wholly ignorant 246
were buried without ceremony 210
were buried without religious 56
were called cattle rustlers 82
were called german colonies 41
were called rotten boroughs 79
were called softly upstairs 45
were carrying english captives 59
were caused almost entirely 102
were charming little creatures 48
were chosen almost entirely 67
were closed without drainage 62
were clothed almost entirely 40
were common peasant children 57
were copied almost verbatim 203
were created almost entirely 94
were deeper issues involved 70
were denied formal education 101
were denied higher education 125
were divers little pictures 147
were driven almost entirely 127
were driven farther westward 41
were engaged almost entirely 147
were engaged mighty earnestly 41
were entering higher education 130
were fairly evenly balanced 1700
were fairly recent arrivals 126
were fairly widely accepted 42
were filled almost entirely 251
were filled beyond capacity 262
were filled through beautiful 138
were formed almost entirely 159
were formed around specific 43
were formed little redoubts 107
were former abuses remedied 111
were former french colonies 164
were former german colonies 59
were former mental patients 88
were former police officers 108
were former soviet citizens 66
were fought almost entirely 113
were funded almost entirely 126
were further highly culpable 47
were german jewish refugees 72
were guided almost entirely 58
were hardly better equipped 93
were hardly better informed 102
were hidden behind curtains 51
were hidden behind mirrored 113
were highly placed officials 84
were honest public servants 44
were indeed serious problems 57
were indeed warmly attached 67
were issued without authority 170
were landed without accident 131
were landed without incident 49
were larger issues involved 42
were lifted almost verbatim 77
were little better equipped 180
were little better informed 170
were little better prepared 172
were lonely wooden cottages 42
were manned almost entirely 202
were merely another instance 45
were merely normal business 49
were merely public officials 52
were middle school students 146
were mostly french canadians 103
were mostly highly educated 57
were mostly poorly educated 46
were mostly recent arrivals 46
were packed beyond capacity 54
were passed almost entirely 73
were passed without accident 88
were passed without incident 97
were peopled almost entirely 67
were placed almost entirely 75
were placed before christian 40
were placed behind lattices 85
were pretty enough childish 62
were pretty evenly balanced 668
were pretty fairly balanced 108
were proven without objection 69
were public school children 59
were public school students 83
were pursuing higher education 179
were raised almost entirely 100
were robbed almost entirely 115
were roused before daylight 52
were safely moored alongside 98
were seized without ceremony 99
were seldom without visitors 96
were serious morale problems 46
were served without incident 81
were shaped almost entirely 83
were silver bricks obtained 79
were slowly drifting northward 67
were slowly forced downward 80
were standing almost directly 68
were standing around discussing 62
were standing deeply absorbed 82
were stored various articles 87
were taught almost entirely 81
were tested before treatment 44
were thereby greatly increased 93
were thereby greatly offended 53
were thought useful adjuncts 102
were treated almost entirely 71
were treated without operation 68
were truant school children 81
were turned toward washington 97
were twenty french soldiers 64
were united states citizens 1993
were united states military 44
were united states nationals 125
were united states officers 46
were united states regulars 45
were united states senators 589
were united states soldiers 194
were united without confusion 52
were wholly without education 41
were widows without children 70
were without formal education 163
were without special interest 47
were worked almost entirely 106
what already exists prevents 82
what another person actually 54
what another person believes 90
what anyone thought possible 113
what appears hardly credible 66
what called itself education 60
what edward justly supposed 86
what extent higher education 48
what extent modern progress 81
what extent should business 176
what extent should children 308
what extent should decisions 46
what extent should economic 95
what extent should education 100
what extent should managers 47
what extent should personal 45
what extent should students 503
what fitter asylum remained 44
what little chance remained 54
what little direct evidence 67
what little energy remained 137
what little formal education 109
what little strength remained 600
what middle school students 57
what places itself nowadays 46
what public opinion demanded 82
what public opinion regarded 62
what public policy requires 232
what seducing little milliner 69
what seemed another eternity 53
what seemed another lifetime 92
what should happen thereafter 43
what temper milton surveyed 277
what unjust methods property 140
