wag has recorded in 41
wan with traversing the 103
war all combined to 100
war and abolition of 67
war and accepted by 51
war and accepted the 219
war and accounts of 40
war and achieved the 49
war and acquired the 40
war and actually to 61
war and advanced the 52
war and advanced to 62
war and advocacy of 142
war and affected by 43
war and approved by 59
war and approved of 41
war and approved the 46
war and articles of 55
war and assigned to 123
war and assisted in 54
war and atrocity on 49
war and attached to 54
war and attacked the 146
war and attained the 104
war and attempting to 173
war and attempts at 48
war and attempts to 218
war and attended the 67
war and banditry in 40
war and believed in 115
war and believed it 46
war and believed the 60
war and betrayed by 183
war and burdened by 43
war and business is 40
war and captured by 52
war and captured the 92
war and cessation of 57
war and chairman of 74
war and children of 46
war and chivalry in 78
war and citizens of 67
war and civilians at 46
war and civilians in 357
war and civilians of 65
war and civilians to 46
war and collapse of 182
war and colonies in 50
war and commanding in 69
war and comments on 44
war and commerce as 43
war and commerce at 41
war and commerce by 50
war and commerce in 95
war and commerce is 47
war and commerce of 64
war and commerce to 138
war and complete the 67
war and concerning the 44
war and condemning the 50
war and conducting it 49
war and confined in 100
war and confined to 50
war and conflict as 279
war and conflict in 651
war and conflict is 182
war and conflict of 60
war and conflict on 107
war and conflict to 124
war and confusion in 49
war and confusion to 47
war and conquest as 837
war and conquest by 158
war and conquest in 472
war and conquest is 176
war and conquest of 279
war and conquest on 74
war and conquest or 94
war and conquest so 43
war and conquest the 108
war and conquest to 265
war and conscious of 64
war and consider the 91
war and continue the 53
war and continue to 339
war and continuing to 116
war and contrary to 97
war and crippled the 99
war and deceived by 147
war and declared it 62
war and declared the 78
war and declined to 66
war and defended the 83
war and demanded an 64
war and demanded the 184
war and denouncing the 53
war and deplored the 60
war and deported to 69
war and deprived of 140
war and describing the 46
war and designed to 108
war and desirous of 180
war and destined to 67
war and destroying the 97
war and diminish the 60
war and directed the 80
war and director of 88
war and disaster in 105
war and disaster is 65
war and disaster to 53
war and disorder in 174
war and dissolve the 58
war and distress at 50
war and distrust of 71
war and dominate the 59
war and embarked on 65
war and embodied in 41
war and enlisted as 48
war and enlisted in 122
war and entitled to 105
war and escalate the 70
war and examines the 54
war and executed in 67
war and expansion in 85
war and expansion of 73
war and expected to 141
war and exposure to 49
war and expressing the 63
war and extended the 44
war and extended to 69
war and extension of 75
war and finished in 41
war and followed by 78
war and followed the 117
war and formation of 83
war and frigates to 41
war and genocide in 412
war and genocide is 65
war and genocide of 54
war and genocide to 56
war and governor of 87
war and gratifying the 73
war and hampered by 55
war and harassed by 63
war and hastened to 58
war and hundreds of 214
war and ignorant of 44
war and inclined to 84
war and included the 65
war and increased the 243
war and increases the 51
war and indulged in 68
war and inflation in 50
war and insisted on 370
war and inspired by 127
war and intended to 206
war and interned in 66
war and intrigue in 44
war and involved in 52
war and involved the 69
war and launched an 60
war and liberate the 65
war and listened to 72
war and maintain the 241
war and massacre in 159
war and massacre of 65
war and memories of 86
war and minister of 195
war and minister to 72
war and negotiate the 45
war and objected to 60
war and occupied by 161
war and occupied the 117
war and organize the 53
war and organizing the 51
war and overcome the 52
war and overthrow of 98
war and overthrow the 154
war and partition of 81
war and partners in 43
war and politics as 756
war and politics at 78
war and politics by 79
war and politics he 58
war and politics in 687
war and politics is 202
war and politics it 41
war and politics of 124
war and politics on 95
war and politics or 75
war and politics the 105
war and politics to 318
war and possibly the 69
war and possibly to 103
war and prepared the 127
war and prepared to 294
war and presenting the 41
war and preserve the 410
war and preserving the 213
war and preventing the 129
war and probably the 108
war and probably to 48
war and problems of 123
war and produced the 74
war and progress in 59
war and promised to 251
war and promises of 41
war and promoted the 70
war and promotion of 66
war and proposed an 44
war and proposed the 47
war and proposed to 107
war and protecting the 97
war and provided an 61
war and provided the 197
war and provides the 47
war and questions of 79
war and rebellion as 44
war and rebellion at 46
war and rebellion in 318
war and rebellion to 63
war and rebuilding the 92
war and received an 93
war and received in 41
war and received the 215
war and reduction of 47
war and referred to 140
war and reflects the 45
war and refugees in 47
war and regarded it 79
war and regarded the 66
war and regulate the 72
war and rejected the 86
war and rejection of 64
war and remained at 125
war and remained in 1021
war and remained on 46
war and remained so 148
war and remained to 49
war and rendered it 56
war and rendered the 59
war and renounce it 163
war and replaced by 185
war and resented the 55
war and resolved to 112
war and resorted to 55
war and responding to 43
war and restored the 84
war and restored to 78
war and restrain the 41
war and resulted in 868
war and retained in 44
war and retained the 56
war and returned in 83
war and returned to 1960
war and reverted to 40
war and scarcity of 89
war and shortage of 95
war and soldiers of 77
war and soldiers to 52
war and splendid in 79
war and strategy in 73
war and strategy is 49
war and strengthen the 98
war and stressed the 129
war and stresses the 41
war and stripped of 48
war and struggle in 52
war and struggle to 60
war and struggling to 92
war and suffered the 142
war and supplied the 70
war and supplies of 123
war and supplies to 79
war and supporting the 127
war and survived it 80
war and survived the 91
war and survived to 65
war and thereafter the 47
war and thereafter to 40
war and therefore he 64
war and therefore in 147
war and therefore it 108
war and therefore no 198
war and therefore of 92
war and therefore the 429
war and therefore to 136
war and therefore we 60
war and thousands of 305
war and threatened by 217
war and threatened the 134
war and threatened to 246
war and treatment of 91
war and troubled by 48
war and violations of 70
war and welcomed the 75
war and wondered if 52
war are affected by 41
war are analyzed in 57
war are believed to 97
war are contrary to 179
war are dangerous to 40
war are declared to 45
war are depicted in 51
war are designed to 62
war are destined to 52
war are detailed in 46
war are directed to 42
war are disposed in 60
war are embodied in 46
war are entitled in 155
war are entitled to 545
war are essential to 53
war are examined in 154
war are examples of 187
war are expected to 184
war are followed by 53
war are governed by 72
war are inclined to 56
war are included in 170
war are increased by 50
war are inherent in 127
war are intended to 80
war are involved in 85
war are mentioned by 43
war are mentioned in 111
war are narrated in 42
war are prepared to 69
war are produced by 54
war are provided by 64
war are provided in 59
war are received or 168
war are reckoned by 45
war are recorded in 116
war are referred to 119
war are regarded as 539
war are regarded by 59
war are regarded in 45
war are relevant to 45
war are replaced by 73
war are reported in 44
war are reported to 52
war are required to 205
war are softened by 48
war are supposed to 211
war are threatened by 50
war are unlikely to 151
war being confided to 40
war being declared by 224
war being declared in 86
war being declared on 293
war being followed by 49
war being launched by 98
war being prepared by 92
war being regarded as 97
war being replaced by 44
war being resolved on 54
war being unleashed by 134
war but prepared to 42
war but remained in 61
war but returned to 165
war can actually be 61
war can continue to 59
war can possibly be 221
war can probably be 77
war can scarcely be 347
war can therefore be 86
war die situation in 46
war far exceeded the 189
war for conquest is 59
war for conquest of 80
war for conquest or 112
war for exercise or 69
war for hegemony in 96
war for hundreds of 165
war for purposes of 879
war for recovering the 47
war for recovery of 79
war for survival as 43
war for survival in 137
war for survival of 92
war for survival on 44
war for thousands of 219
war had absorbed the 72
war had acquired the 47
war had advanced the 45
war had advanced to 60
war had affected the 383
war had amounted to 182
war had anchored in 50
war had approved the 56
war had assigned it 60
war had assigned to 52
war had awakened in 51
war had awakened the 193
war had bequeathed to 79
war had combined to 67
war had consumed the 50
war had crippled the 84
war had deepened the 50
war had depended on 85
war had depleted the 260
war had deprived it 51
war had deprived of 263
war had deprived the 167
war had directed the 49
war had disposed of 45
war had diverted the 63
war had dwindled to 60
war had effected in 55
war had enhanced the 69
war had enlarged the 57
war had enriched the 67
war had entailed on 56
war had exceeded the 136
war had expanded the 70
war had expanded to 53
war had exploded in 41
war had extended to 123
war had finished the 50
war had followed the 176
war had happened to 69
war had hardened the 98
war had hastened the 87
war had impaired the 91
war had imparted to 68
war had improved the 48
war had increased in 58
war had increased the 811
war had increased to 110
war had involved the 187
war had lessened the 46
war had loosened the 61
war had obscured the 94
war had occupied the 54
war had occurred at 68
war had occurred in 274
war had occurred on 42
war had perished in 41
war had preceded the 73
war had prepared the 135
war had produced an 218
war had produced in 256
war had produced no 286
war had produced on 41
war had produced the 176
war had promoted the 52
war had prompted the 74
war had provided an 153
war had provided the 285
war had provoked the 42
war had received the 69
war had remained in 79
war had rendered it 123
war had rendered the 312
war had replaced the 82
war had required the 62
war had resolved to 47
war had restored the 73
war had resulted in 1641
war had returned to 413
war had reversed the 118
war had strained the 87
war had stripped the 109
war had subsided in 46
war had therefore as 315
war had threatened the 71
war had threatened to 113
war had unleashed the 63
war has affected me 90
war has affected the 482
war has amounted to 41
war has awakened the 73
war has bequeathed to 52
war has deepened the 50
war has deprived me 95
war has deprived the 59
war has enhanced the 60
war has enlarged the 42
war has exceeded the 50
war has followed the 47
war has hastened the 75
war has increased in 290
war has increased the 552
war has inspired the 41
war has involved the 79
war has obscured the 43
war has occurred in 127
war has operated to 42
war has prepared the 57
war has produced an 119
war has produced in 199
war has produced is 55
war has produced no 362
war has produced on 61
war has produced so 59
war has produced the 72
war has provided an 79
war has provided the 165
war has received the 54
war has remained the 51
war has reminded us 48
war has rendered it 91
war has rendered the 84
war has replaced the 50
war has resulted in 1407
war has retarded the 75
war has returned to 88
war has stripped me 60
war has supplied the 40
war has verified the 474
war his interest in 65
war how perilous it 48
war led directly to 197
war may actually be 69
war may continue to 146
war may likewise be 57
war may possibly be 118
war may properly be 109
war may therefore be 137
war not declared by 54
war not provoked by 51
war not suffered to 45
war now depended on 157
war now rendered the 86
war now threatened to 85
war put pressure on 56
war she remained in 59
war she returned to 731
war than desirous of 44
war than supporting the 74
war that affected the 215
war that attended the 40
war that consumed the 72
war that continue to 57
war that demanded the 54
war that destroys the 97
war that followed as 112
war that followed he 128
war that followed in 815
war that followed is 221
war that followed it 822
war that followed on 78
war that followed so 47
war that followed the 3637
war that happened in 97
war that happened to 106
war that included the 112
war that involved the 335
war that involves the 110
war that occupied the 74
war that occurred in 641
war that overthrew the 70
war that preceded it 360
war that preceded the 444
war that produced the 197
war that produces the 41
war that promised no 45
war that promised to 177
war that promises to 81
war that prompted the 85
war that provided the 179
war that provides the 53
war that required the 222
war that requires the 42
war that resulted in 3152
war that thereupon is 155
war that threatened the 409
war that threatened to 884
war they amounted to 115
war they assigned the 50
war they believed to 41
war they embarked on 49
war they expected to 95
war they followed the 41
war they intended to 129
war they regarded as 161
war they remained in 46
war they returned to 490
war they suffered no 48
war thus provided the 46
war thus returned to 48
war too horrible to 105
war too terrible to 46
war was accepted as 624
war was accepted by 282
war was achieved by 125
war was achieved in 57
war was actually an 56
war was actually at 94
war was actually in 353
war was actually on 332
war was actually the 71
war was admitted to 82
war was advanced by 49
war was affected by 115
war was afforded by 53
war was anchored in 91
war was answered in 42
war was apparent in 65
war was apparent to 81
war was approved by 159
war was ascribed to 73
war was assigned to 260
war was attached to 161
war was attacked by 53
war was attained by 41
war was attended by 184
war was balanced by 75
war was believed by 53
war was believed to 471
war was captured by 104
war was centered in 53
war was chairman of 138
war was composed of 217
war was conceded by 48
war was confided to 68
war was confined to 1384
war was continuing in 108
war was continuing to 99
war was contrary to 781
war was convened at 63
war was convened by 57
war was convened in 139
war was convened to 52
war was conveyed to 60
war was critical to 60
war was decisive in 99
war was declared an 87
war was declared as 286
war was declared at 554
war was declared by 5403
war was declared he 1451
war was declared in 7688
war was declared is 49
war was declared it 296
war was declared my 67
war was declared on 14576
war was declared or 361
war was declared the 2545
war was declared to 1037
war was declared we 232
war was demanded by 49
war was depicted as 227
war was depicted in 52
war was designed by 40
war was designed to 454
war was desolating the 60
war was destined to 1049
war was destroying the 146
war was developing in 139
war was dictated by 164
war was directed at 122
war was directed by 213
war was directed to 181
war was disliked by 43
war was disposed of 61
war was diverted to 43
war was eclipsed by 45
war was effected by 81
war was elevated to 41
war was embodied in 110
war was employed as 87
war was employed by 99
war was employed in 96
war was enhanced by 75
war was enlarged to 40
war was entirely in 77
war was entirely on 42
war was entirely the 58
war was entitled to 220
war was escalating in 64
war was essential in 53
war was essential to 441
war was evidence of 115
war was expected at 126
war was expected by 104
war was expected in 133
war was expected to 1463
war was extended in 43
war was extended to 427
war was financed by 393
war was financed in 73
war was finished by 279
war was finished he 71
war was finished in 114
war was finished the 88
war was flagrant in 41
war was followed by 5011
war was followed in 196
war was fomented by 83
war was foremost in 62
war was fruitful of 71
war was governed by 197
war was grounded in 145
war was hampered by 148
war was hastened by 125
war was heralded by 54
war was imminent as 41
war was imminent at 48
war was imminent he 103
war was imminent if 59
war was imminent in 618
war was imminent it 46
war was imminent on 66
war was imminent or 187
war was imminent the 90
war was implicit in 114
war was inclined to 45
war was included in 112
war was increased by 224
war was increased to 42
war was inflicting on 67
war was inherent in 269
war was inimical to 75
war was initiated by 415
war was initiated in 51
war was injurious to 63
war was inspired by 187
war was intended as 48
war was intended by 74
war was intended to 691
war was invented by 55
war was involved in 95
war was launched at 58
war was launched by 297
war was launched in 313
war was launched on 156
war was launched to 63
war was manifest in 54
war was mentioned as 89
war was mentioned in 106
war was mirrored in 46
war was mistrust of 69
war was obtained by 50
war was obviously the 52
war was occupied by 112
war was outlawed by 53
war was possible at 70
war was possible if 56
war was possible in 154
war was preceded by 679
war was premised on 78
war was prepared by 123
war was prepared to 70
war was probably as 43
war was probably at 49
war was probably in 67
war was probably no 67
war was probably the 720
war was proceeding at 43
war was proceeding in 177
war was produced by 242
war was produced in 48
war was prolonged by 188
war was prolonged the 109
war was prolonged to 51
war was promoted by 110
war was promoted to 146
war was prompted by 163
war was proposed by 94
war was provided by 391
war was provoked by 616
war was received at 75
war was received by 115
war was received in 219
war was received on 58
war was reckoned at 57
war was recorded by 46
war was recorded in 73
war was referred by 46
war was referred to 243
war was regarded as 3916
war was regarded by 415
war was regarded in 86
war was rejected by 229
war was replaced by 591
war was reported as 107
war was reported by 82
war was reported in 144
war was reported to 140
war was required by 46
war was required in 42
war was required to 462
war was reserved by 53
war was reserved to 178
war was resolved by 57
war was resolved in 94
war was resolved on 1114
war was resorted to 259
war was restored to 67
war was retarded by 125
war was returned to 76
war was rewarded by 62
war was stationed at 120
war was stationed in 80
war was stranded on 63
war was strongest in 81
war was suffered to 74
war was summoned in 40
war was summoned to 224
war was supplied by 88
war was supposed to 2151
war was tempered by 102
war was therefore an 57
war was therefore the 101
war was therefore to 123
war was thousands of 52
war was threatened by 165
war was threatened in 136
war was threatened or 45
war was underway in 70
war was undreamed of 51
war was unleashed by 108
war was unleashed in 47
war was unleashed on 60
war was unlikely in 61
war was unlikely to 334
war was welcomed as 73
war was welcomed by 160
war was welcomed in 55
war who attempts to 72
war who depended on 60
war who remained in 65
war who returned to 76
war who survived the 51
war with abyssinia in 81
war with augustus on 42
war with emphasis on 97
war with frederic ii 74
war with hannibal in 87
war with hannibal is 43
war with hannibal the 79
war with hannibal to 70
war with honduras in 144
war with hundreds of 146
war with pakistan as 157
war with pakistan at 46
war with pakistan in 1387
war with pakistan is 91
war with pakistan on 111
war with pakistan or 116
war with pakistan the 48
war with pakistan to 73
war with paraguay in 181
war with paraguay the 74
war with portugal in 123
war with portugal to 97
war with promises of 70
war with scarcely the 70
war with scotland in 381
war with scotland or 55
war with scotland to 51
war with thousands of 207
war with whatever is 43
was all absorbed by 210
was all absorbed in 1321
was all accepted as 149
was all achieved by 93
was all achieved in 152
was all acquired by 86
was all activity in 97
was all approved by 44
was all ascribed to 50
was all assigned to 47
was all attached to 53
was all attended to 86
was all attention as 263
was all attention at 150
was all attention he 42
was all attention in 257
was all attention to 1369
was all bandaged up 482
was all beautiful in 51
was all beautiful to 49
was all business as 1369
was all business at 132
was all business in 263
was all business on 196
was all business to 53
was all buttoned up 192
was all captured by 53
was all captured on 146
was all centered in 100
was all centered on 100
was all complete in 45
was all composed by 43
was all composed of 331
was all concerning the 55
was all confined to 211
was all confused in 108
was all confusion at 57
was all confusion in 96
was all confusion to 44
was all consumed at 42
was all consumed by 156
was all consumed in 319
