we again wandered about 60
we asked children about 45
we asked directly about 42
we asked questions about 880
we asked students about 137
we asked subjects about 48
we begin quarreling about 45
we black american women 85
we breathe contains about 119
we catch glimpses while 48
we could actually begin 77
we could actually build 61
we could actually carry 53
we could actually change 54
we could actually count 41
we could actually create 53
we could actually prove 53
we could actually smell 45
we could actually start 103
we could actually touch 45
we could actually trace 41
we could actually watch 59
we could actually write 60
we could approach within 111
we could complain about 80
we could conceive would 64
we could conclude either 42
we could continue talking 99
we could continue until 42
we could continue working 119
we could convince people 96
we could discover about 125
we could discover anything 80
we could discover where 123
we could discover which 128
we could identify every 46
we could identify people 59
we could identify where 45
we could identify which 116
we could otherwise never 158
we could overlook every 41
we could perceive every 52
we could persuade people 112
we could possibly adopt 55
we could possibly avoid 405
we could possibly begin 43
we could possibly build 72
we could possibly carry 423
we could possibly cover 67
we could possibly create 45
we could possibly offer 266
we could possibly raise 105
we could possibly sleep 43
we could possibly spare 1005
we could possibly spend 93
we could possibly weather 40
we could possibly write 69
we could probably agree 130
we could probably avoid 65
we could probably build 44
we could probably catch 53
we could probably count 78
we could probably cover 52
we could probably never 121
we could probably raise 73
we could probably solve 48
we could probably spend 85
we could probably stand 53
we could probably still 46
we could probably trace 73
we could probably write 77
we could properly allot 42
we could remember about 110
we could remember anything 57
we could scarcely allow 44
we could scarcely avoid 269
we could scarcely blame 42
we could scarcely breathe 574
we could scarcely carry 124
we could scarcely catch 71
we could scarcely claim 56
we could scarcely crawl 101
we could scarcely doubt 273
we could scarcely drink 82
we could scarcely either 118
we could scarcely enjoy 70
we could scarcely fancy 60
we could scarcely force 103
we could scarcely quote 53
we could scarcely sleep 81
we could scarcely spare 43
we could scarcely stand 598
we could scarcely touch 91
we could scarcely trace 75
we create interest units 40
we drove eighteen miles 47
we either converse within 219
we fight diminish theirs 44
we fight respecting words 41
we focus attention first 41
we found carriages waiting 68
we found examples where 48
we found numerous small 57
we fully expected would 50
we hoped students would 59
we human creatures breathe 56
we lived separate lives 118
we loved darkness rather 67
we loved tenderly while 60
we might actually begin 46
we might classify under 45
we might complain about 92
we might conclude about 69
we might conclude either 113
we might consider again 74
we might consider changing 77
we might consider creating 49
we might consider either 41
we might consider first 164
we might consider putting 74
we might consider sending 73
we might consider today 52
we might consider under 50
we might consider where 49
we might consider which 63
we might consider would 65
we might describe today 84
we might disagree about 279
we might discover about 143
we might hesitate about 83
we might indicate still 60
we might instance george 57
we might otherwise avoid 62
we might otherwise change 70
we might otherwise easily 40
we might otherwise enjoy 121
we might otherwise never 780
we might possibly agree 54
we might possibly avoid 53
we might possibly catch 56
we might possibly enjoy 112
we might possibly trace 40
we might probably every 77
we might therefore enjoy 52
we might therefore infer 82
we might usefully apply 46
we never actually found 63
we never actually spoke 42
we never exchanged words 48
we never expected anything 165
we never expected would 50
we never imagined could 50
we never imagined would 47
we never inquired anything 106
we never mentioned anything 50
we never perceive anything 122
we never received anything 90
we never remember anything 59
we offer discount fares 70
we offer heartfelt thanks 102
we often compared notes 49
we often complain about 146
we often disagree about 146
we often wondered about 47
we posed questions about 52
we raise interest rates 47
we raise questions about 814
we really exchanged equal 67
we shall anxiously await 80
we shall approach nearer 237
we shall classify under 56
we shall conclude shall 56
we shall consider about 54
we shall consider after 281
we shall consider again 470
we shall consider basic 48
we shall consider below 3875
we shall consider cases 223
we shall consider every 214
we shall consider first 8010
we shall consider fully 182
we shall consider human 48
we shall consider later 19581
we shall consider linear 60
