war always creates more 90
war became bogged down 105
war behind barbed wire 400
war clouds gathering over 691
war clouds hovering over 214
war clouds loomed over 159
war clouds rolled away 51
war effort became more 237
war effort should have 69
war effort through their 218
war effort unless india 54
war effort without having 51
war itself lasted only 65
war itself should have 51
war lasted eleven years 106
war lasted twelve years 62
war lasted twenty years 118
war merely another kind 71
war movies before coming 50
war nuclear weapons will 145
war seemed almost over 113
war should render such 56
war should result from 235
was abject before wolf 44
was absent twelve days 53
was absent twenty years 45
was absent without leave 3399
was active mainly during 47
was afraid someone else 705
was afraid someone from 55
was afraid someone like 77
was afraid something else 64
was afraid something like 870
was agreed should take 40
was agreed without much 68
was almost absent among 50
was almost absent from 555
was almost across when 97
was almost afraid even 48
was almost afraid lest 88
was almost afraid when 47
was almost agreed upon 127
was almost already lost 48
was almost always able 759
was almost always also 46
was almost always among 113
was almost always angry 82
was almost always away 285
was almost always back 86
was almost always blue 46
was almost always busy 200
was almost always calm 88
was almost always cast 111
was almost always clear 90
was almost always cold 96
was almost always dark 129
was almost always done 716
was almost always during 54
was almost always free 105
was almost always from 265
was almost always full 347
was almost always gone 49
was almost always good 360
was almost always half 40
was almost always hard 122
was almost always hazy 49
was almost always held 427
was almost always high 73
was almost always home 347
was almost always just 131
was almost always kept 164
was almost always kind 47
was almost always laid 124
was almost always late 703
was almost always left 537
was almost always less 720
was almost always like 205
was almost always lost 83
was almost always made 592
was almost always male 294
was almost always more 1396
was almost always most 81
was almost always much 194
was almost always only 195
was almost always open 715
was almost always over 221
was almost always paid 112
was almost always part 231
was almost always poor 78
was almost always reading 49
was almost always ready 227
was almost always said 74
was almost always seen 394
was almost always shut 66
was almost always sick 100
was almost always sold 111
was almost always some 641
was almost always sure 300
was almost always their 60
was almost always there 2183
was almost always tied 107
was almost always told 55
was almost always true 205
was almost always upon 66
was almost always used 1144
was almost always very 590
was almost always warm 149
was almost always well 249
was almost always what 58
was almost always when 72
was almost always worn 67
was almost always worth 60
was almost always wrong 287
was almost another half 41
was almost another hour 113
was almost another month 47
was almost another name 54
was almost asleep among 41
was almost asleep when 3854
was almost better when 67
was almost beyond bearing 855
was almost beyond caring 163
was almost beyond even 42
was almost beyond hearing 52
was almost beyond help 87
was almost beyond hope 250
was almost beyond reach 64
was almost beyond their 313
was almost beyond what 125
was almost bowled over 937
was almost broken down 582
was almost broken when 127
was almost bubbling over 97
was almost buried among 88
was almost burned away 57
was almost burned down 245
was almost bursting from 85
was almost called upon 46
was almost caught when 94
was almost changed into 60
was almost closed down 147
was almost closed from 142
was almost closed when 130
was almost common form 66
was almost curfew time 57
was almost dinner time 438
was almost doomed from 62
was almost double their 46
was almost double those 46
was almost double what 598
was almost driven back 65
was almost driven from 460
was almost driven into 220
was almost driven wild 58
was almost dropping from 74
was almost eighty when 155
was almost eighty years 983
was almost eleven when 709
was almost eleven years 431
was almost enough just 48
was almost enough room 40
was almost erased from 104
was almost exempt from 141
was almost fainting from 284
was almost fainting when 53
was almost fierce when 54
was almost filled when 84
was almost forced from 58
was almost forced into 571
was almost forced upon 649
was almost frozen over 127
was almost frozen when 72
was almost gentle when 45
was almost goaded into 55
was almost halved during 51
was almost halved from 141
was almost hidden among 159
was almost hidden from 1085
was almost howled down 40
was almost immune from 161
was almost insane from 48
was almost inside when 56
was almost intact when 48
was almost jerked from 168
was almost killed during 95
was almost killed last 73
was almost killed when 673
was almost laughing when 63
was almost lifted from 149
was almost lifted into 48
was almost looked upon 472
was almost lulled into 87
was almost melted away 58
was almost midday when 292
was almost musket bore 71
was almost ninety feet 41
was almost ninety when 111
was almost ninety years 518
was almost nobody else 134
was almost nobody left 59
was almost nobody there 43
was almost normal when 49
was almost passed over 237
was almost passed when 57
was almost pleased when 94
was almost plunged into 59
was almost prayer time 41
was almost pretty when 55
was almost pulled down 54
was almost pulled from 140
was almost pulled into 63
was almost pushed into 151
was almost quitting time 463
was almost reached when 132
was almost ripped from 75
was almost ruined during 47
was almost ruined when 117
was almost shaken from 53
was almost shouting into 64
was almost solely from 60
was almost solely used 45
was almost starving when 42
was almost stolen from 40
was almost struck down 108
was almost struck dumb 451
was almost sucked into 57
was almost sullen when 43
was almost sunset when 718
was almost supper time 336
was almost surely more 47
was almost surely wrong 61
was almost through high 56
was almost through when 225
was almost touching hers 596
was almost touching mine 353
was almost triple what 63
was almost tripping over 40
was almost turned away 89
was almost turned into 356
was almost turned over 50
