wage labor became a 136
wage rates without a 62
wait longer before i 110
wait months before a 51
walk about carrying a 109
walk about without a 945
walk again without a 223
walk alone through a 270
walk alone without a 96
walk naked through a 93
walk passing through a 89
walk right through a 695
walk thither without a 213
wall built across a 325
wall built around a 260
wall could become a 43
wall which formed a 199
want anything before i 177
want anything except a 107
warm about whither i 49
warm every thought i 42
warm feeling toward a 70
warm water before a 60
warm water causes a 47
warm water through a 213
wash water through a 149
wave front reaches a 110
wave front through a 78
wave leaves behind a 50
wave motion through a 196
wave motion without a 47
wave moves through a 539
wave passing through a 2019
wave train through a 63
wave which causes a 58
wave would become a 47
wave would extend a 42
waving trees afford a 49
wealth could become a 42
wealth could enable a 46
wealth shall become a 69
wealth would become a 62
wearing anything except a 84
weary march through a 56
weary steps esteem a 95
week after becoming a 42
week after school i 51
week later before a 49
week later before i 71
week later issued a 42
week later showed a 59
week later without a 43
week period before a 93
week period showed a 98
week while carrying a 62
well again before i 135
well could become a 110
well doubt whether a 536
well dried before a 80
well exist without a 110
well known through a 360
well might become a 46
went about arranging a 40
went about becoming a 69
went about building a 402
went about carrying a 109
went about choosing a 111
went about gathering a 45
went about planning a 47
went about preaching a 142
went about securing a 71
went about starting a 42
went about without a 356
went again through a 57
went alone through a 43
went below without a 70
went first through a 211
went killing horses a 55
went months without a 67
went right through a 659
went round without a 55
went under without a 52
went walking through a 51
were about building a 124
were about entering a 121
were added before a 43
were added through a 112
were added without a 79
were again become a 48
were again becoming a 104
were again planning a 47
were again without a 265
were aimed toward a 68
were aired before a 40
were arguing before a 48
were asked through a 69
were asked whether a 1122
were asked whether i 452
were based around a 306
were begun without a 49
were biased toward a 79
were blowing through a 95
were blown through a 175
were borne without a 229
were bound through a 57
were breaking through a 118
were breathing before a 41
were breathing through a 147
were built across a 93
were built almost a 46
were built around a 3708
were built before a 68
were built beside a 50
were built inside a 188
were built through a 135
were built without a 522
were burning before a 84
were buzzing around a 51
were calling across a 43
were camping beside a 62
were cited before a 83
were close enough i 75
were cutting across a 103
were cutting through a 165
were daily assuming a 183
were dancing around a 336
were dashing across a 42
were dashing through a 56
were digging through a 47
were drawing toward a 77
were drawn across a 108
were drawn around a 107
were drawn through a 609
were drawn toward a 157
were drawn without a 63
were dried before a 43
were driving across a 225
were driving around a 57
were driving behind a 54
were driving through a 2405
were driving toward a 173
were driving without a 56
were drunk before i 71
were either denied a 40
were either without a 67
were falling through a 121
were fired through a 193
were fired without a 130
were first formed a 64
were first taught a 84
were fixed before i 80
were fleeing before a 54
were flowing through a 163
were flown aboard a 43
were forty pounds a 87
were found aboard a 47
were found across a 144
were found amidst a 43
were found amongst a 68
were found around a 129
were found behind a 184
were found beside a 140
were found except a 107
were found grasping a 41
were found guilty a 61
were found inside a 549
were found through a 308
were found without a 308
were geared toward a 216
were getting through a 90
were given almost a 123
were given before a 245
were given before i 51
were given instead a 129
were given merely a 45
were given neither a 65
were given through a 330
were given without a 236
were gliding across a 50
were gliding through a 118
were groping through a 58
were groping toward a 433
were haled before a 235
were hanged before a 79
were hanged without a 106
were headed toward a 852
were hired through a 130
were inching toward a 60
were kicking around a 112
were known through a 59
were large enough a 42
were looking across a 164
were looking around a 46
were looking through a 3442
were looking toward a 248
were lounging around a 117
were lurking behind a 40
were milling around a 221
were moved across a 42
were moved around a 120
were moved through a 189
were moved toward a 40
were naked except a 65
were nearly always a 437
were never before a 92
were never called a 44
were never denied a 79
were never inside a 93
were never merely a 44
were never simply a 101
were never without a 1154
were often called a 121
were often denied a 105
were often merely a 183
were often simply a 140
were often without a 195
were passing across a 68
were passing around a 567
were passing before a 68
were passing through a 12771
were pausing before a 72
were peeking through a 53
were peeping through a 108
were peering through a 428
were pending before a 167
were people without a 235
were piled around a 40
were playing around a 164
were playing before a 61
were playing behind a 47
were playing beside a 58
were playing without a 43
were pleading before a 91
were plowing through a 79
were plunging through a 83
were pouring through a 158
were pushing through a 235
were pushing toward a 68
were putting through a 54
were quite beyond a 71
were quite clearly a 121
were quite common a 53
were quite simply a 95
were quite without a 81
were ranged around a 334
were rather becoming a 64
were reaching toward a 93
were really building a 59
were really fighting a 66
were really planning a 58
were really without a 42
were resting beside a 66
were right beside a 50
were rolling through a 166
were ruled through a 45
were running across a 235
were running around a 134
were running before a 402
were running through a 935
were running toward a 229
were rushing through a 181
were rushing toward a 177
were sailing across a 80
were sailing before a 69
were sailing through a 346
were sailing toward a 57
were saved through a 76
were saved without a 43
were sealed inside a 132
were seated across a 117
were seated around a 4699
were seated before a 798
were seated behind a 647
were seated beside a 160
were seated inside a 63
were shaping toward a 40
were sheep without a 202
were shewn through a 80
were shining through a 309
were showing through a 44
were shown around a 54
were shown through a 370
were sifting through a 61
were sitting across a 212
were sitting around a 6070
were sitting before a 587
were sitting behind a 502
were sitting beside a 450
were sitting inside a 227
were sitting through a 60
were sitting watching a 62
were sitting without a 68
were sorting through a 111
were speaking across a 64
were speaking before a 90
were speaking behind a 40
were speaking inside a 46
were speaking through a 533
were spent around a 47
were spent before a 89
were spent building a 77
were spent without a 98
were spread across a 691
were spread around a 155
were spread before a 82
were spread through a 130
were staring through a 74
were steaming through a 74
were steps toward a 118
were still active a 43
were still almost a 321
were still around a 42
were still asleep i 44
were still awaiting a 378
were still building a 89
were still called a 159
were still carrying a 162
were still deemed a 46
were still denied a 90
were still enjoying a 331
were still exerting a 68
were still fighting a 697
were still mainly a 64
were still merely a 101
were still mostly a 51
were still offering a 103
were still planning a 84
were still pursuing a 190
were still spending a 97
