wan smile vanished from 47
war could escalate into 142
war could possibly have 154
war could possibly last 59
war could probably have 96
war could scarcely have 241
war logan remained idle 259
war might escalate into 118
war might otherwise have 50
war might possibly have 239
war might probably have 79
war party returned from 145
war party returned home 95
war shall preserve life 261
war under pressure from 52
war which everyone knew 40
war which extended from 47
war which extended over 102
war which followed soon 81
war which followed these 54
war which followed upon 117
war which followed were 94
war which occurred during 45
war which resulted from 352
war which threatened their 57
war would continue into 118
war would disappear from 71
war would escalate into 100
war would otherwise have 46
war would probably break 143
war would probably come 52
war would probably find 45
war would probably have 1867
war would probably last 285
war would probably soon 57
war would scarcely have 72
war would therefore have 115
was abbot boniface from 54
was about breakfast time 73
was about daylight when 63
was about eighteen days 86
was about eighteen feet 1229
was about eighteen when 599
was about eighteen years 7170
was about finished when 103
was about fourteen days 123
was about fourteen feet 1274
was about fourteen there 44
was about fourteen when 757
was about fourteen years 7863
was about midnight when 2566
was about nineteen feet 93
was about nineteen when 310
was about nineteen years 2972
was about shoulder high 115
was about shoulder length 81
was about somebody else 173
was about twilight when 70
was above everyone else 199
was above fourteen years 64
was acute distress among 42
was added directly into 143
was after breakfast when 109
was after daylight when 92
was after fourteen years 41
was after midnight when 10450
was again absorbed into 96
was again accepted into 44
was again admitted into 654
was again answered from 41
was again apparent when 153
was again arrested during 61
was again arrested upon 41
was again arrested when 79
was again attacked from 97
was again awakened among 46
was again awakened from 70
was again banished from 221
was again bestowed upon 105
was again bitterly cold 62
was again borrowed from 56
was again declared free 65
was again declared lord 40
was again declared void 87
was again deferred till 54
was again detached from 250
was again directed into 41
was again directed upon 46
was again diverted from 128
was again divorced from 44
was again elevated into 45
was again employed during 46
was again exchanged when 44
was again excluded from 294
was again expelled from 460
was again extended from 65
was again extended over 148
was again governor from 61
was again imported into 57
was again increased from 78
was again increased when 53
was again inducted into 53
was again injected into 113
was again inserted into 70
was again insisted upon 201
was again isolated from 210
was again launched from 60
was again manifest when 45
was again mustered into 74
was again observed during 101
was again observed when 72
was again obtained from 311
was again occupied during 40
was again operated upon 157
was again original when 69
was again partially open 53
was again pregnant when 71
was again presided over 173
was again produced from 73
was again produced here 67
was again recalled from 106
was again received from 69
was again received into 1185
was again recorded from 43
was again referred back 71
was again relieved from 109
was again rendered into 50
was again reported from 121
was again resolved into 80
was again resolved upon 67
was again restored upon 43
was again returned from 119
was again returned into 55
was again reversed when 46
was again severely hurt 63
was again snatched from 63
was again stricken down 112
was again summoned from 195
was again summoned into 247
was again threatened when 91
was again withdrawn from 229
was aimed directly into 55
was alike banished from 128
was alone admitted into 70
was alone excepted from 54
was alone exempted from 44
was ample evidence from 579
was ample evidence here 55
was ample evidence upon 192
was ample provision made 83
was amply rewarded when 179
was amply verified last 44
was anything remotely like 103
was anything seriously wrong 709
was anything terribly wrong 46
was arthur garfield hays 48
was asked directly what 67
was asked questions like 340
was asked questions such 147
was asked recently what 191
was badly affected during 67
was badly affected when 77
was badly battered during 73
was badly crippled from 46
was badly received when 41
was based directly upon 607
was based entirely upon 2646
was based initially upon 115
was based partially upon 144
was based somewhat upon 44
was based squarely upon 275
was based strictly upon 90
was bending anxiously over 171
was bending tenderly over 64
was blaming everyone else 219
was blazing fiercely down 94
was blowing directly down 126
was blowing directly from 341
was blowing directly into 190
was blowing fiercely from 43
was blowing furiously from 55
was blowing straight down 318
was blowing straight from 182
was blowing straight into 211
was blown straight back 41
was borne breathless into 82
was borne shoulder high 162
was borne silently from 41
was borne violently into 270
was broad daylight when 6438
was built directly from 78
was built directly into 180
was built directly onto 53
was built directly over 1214
was built directly upon 165
was built entirely from 358
was built entirely upon 111
was built northward from 77
was built probably during 57
was built separate from 64
was built sometime during 162
was built sometime prior 85
was built somewhat like 204
was built southward from 90
was built westward from 215
was burning brightly there 101
was burning brightly when 83
was burning fiercely upon 157
was burning fiercely when 63
was burst suddenly open 43
was burst violently open 165
was casting covetous eyes 338
was chief minister from 147
was coded directly from 55
was cooking breakfast over 74
was cooking breakfast when 110
was copying directly from 48
was daily expected back 80
was daily expected from 1138
was daily expected home 69
was daily expected there 86
was dangling straight down 47
was dimly shadowed forth 77
was drawing attention away 99
was drawing attention from 118
was drawing directly from 43
was drawing directly upon 44
was drawing downward from 75
was drawing students from 95
was drawn actively into 46
was drawn directly from 1793
was drawn directly into 235
was drawn directly onto 55
was drawn entirely from 996
was drawn initially from 76
was drawn randomly from 632
was drawn severely back 108
was drawn straight back 302
was drawn straight from 195
was drawn straight into 69
was drawn verbatim from 47
was drawn violently back 58
was driving furiously into 61
was driving straight ahead 40
was driving straight back 55
was driving straight into 107
was easily absorbed into 287
was easily accepted into 93
was easily accessed from 40
was easily admitted into 212
was easily beguiled into 59
was easily betrayed into 61
was easily concealed from 41
was easily defended from 62
was easily detached from 369
was easily detected from 59
was easily deterred from 64
was easily diverted from 398
was easily diverted into 90
was easily expanded into 48
was easily extended from 70
was easily inferred from 66
was easily inserted into 51
was easily isolated from 88
was easily obtained from 949
was easily overcome when 62
was easily pacified when 92
was easily prepared from 55
was easily procured from 220
was easily provoked into 82
was easily selected from 41
was easily stripped from 49
was easily supplied from 54
was either absorbed into 83
was either actually said 42
was either banished from 49
was either borrowed from 143
was either concealed from 48
was either directly from 56
was either excluded from 115
was either expelled from 65
was either extorted from 70
was either imported from 249
was either injected into 52
was either obtained from 119
was either snatched from 72
was ended abruptly when 96
was falling backward into 80
was falling somewhat into 40
was falling straight down 628
was feeding quarters into 45
was feeling estranged from 43
was feeling powerful sick 76
was feeling pressure from 420
was feeling slightly more 159
was feeling slightly sick 182
was feeling somewhat less 98
was feeling somewhat more 118
was fired directly into 84
was first absorbed into 67
was first accepted into 75
was first achieved when 72
was first acquired from 125
was first actually used 55
was first admitted into 673
was first admitted there 86
was first advanced during 48
was first advanced more 42
was first apparent when 95
was first arrested when 116
was first attacked from 42
was first attacked when 45
was first awakened from 69
was first awakened when 107
was first banished from 89
was first bestowed upon 449
was first borrowed from 458
was first borrowed into 72
was first broached during 53
was first broached when 54
was first commonly used 120
was first composed during 46
was first conveyed from 90
was first conveyed into 74
was first deducted from 74
was first descried coming 53
was first detached from 108
was first detected among 92
was first detected during 141
was first detected from 99
was first detected there 41
was first detected when 163
was first diagnosed among 48
was first diagnosed during 66
was first diagnosed when 123
was first directed into 49
was first diverted from 73
was first diverted into 44
was first embarked upon 164
was first employed during 190
was first employed here 64
was first employed only 85
was first employed there 234
was first employed upon 145
was first employed when 68
was first espoused when 54
was first examined there 41
was first examined when 45
was first excluded from 111
was first expelled from 236
was first expended upon 83
was first explored during 40
was first explored from 69
was first exported from 454
was first extended from 99
was first extended into 54
was first extended over 54
was first fashioned into 50
was first formally made 90
was first formally used 80
was first imported from 1091
was first imported into 2348
was first included among 76
was first increased from 70
was first inducted into 126
was first inferred from 452
was first initiated during 65
was first initiated into 696
was first injected into 274
was first inquired into 53
was first inserted into 387
was first insisted upon 468
was first intended only 51
was first invented there 46
was first invented when 49
was first isolated during 101
was first isolated from 10572
was first launched from 81
was first launched into 162
was first launched last 51
was first launched upon 165
was first manifest when 40
was first mentioned during 124
