wading and swimming alternately 54
wage and income coefficients 175
wage and income differences 97
wage and income disparities 86
wage and income distribution 260
wage and salary adjustments 1183
wage and salary comparisons 54
wage and salary compensation 419
wage and salary differences 152
wage and salary differential 121
wage and salary distribution 229
wage and salary expenditure 203
wage and salary settlements 267
wage and salary supplements 458
wage war without congressional 180
wail for direct deliverance 91
wait for actual hostilities 52
wait for another appointment 94
wait for another opportunity 5471
wait for divine intervention 336
wait for farther instructions 54
wait for further confirmation 185
wait for further development 417
wait for further discoveries 163
wait for further experiments 48
wait for further explanations 129
wait for further instructions 6284
wait for further observations 253
wait for further particulars 242
wait for future discoveries 79
wait for special instructions 100
waking and reposing alternately 102
wall had become transparent 51
want and misery continually 41
want any further involvement 60
warm and active benevolence 124
warm and almost affectionate 43
warm and ardent temperament 57
warm and charming personality 68
warm and cordial hospitality 106
warm and cordial relationship 133
warm and enduring attachments 59
warm and enduring friendships 120
warm and enduring relationship 41
warm and fairly comfortable 47
warm and inviting environment 118
warm and outgoing personality 183
warm and secure environment 75
warm and secure relationship 139
warm and stable environment 65
warm and stable relationship 46
warm and tedious controversy 40
warm and tender relationship 75
warm and trusting relationship 355
ways for further development 63
ways for further improvement 47
ways has already established 65
ways that clearly demonstrate 46
ways with status distinctions 185
wealth and enough understanding 88
wealth and income differences 65
wealth and income disparities 186
wealth and income distribution 1591
wealth and lavish expenditure 110
wealth and status differences 123
wealth for wholly superfluous 61
wealth was almost exclusively 57
wealth was evenly distributed 79
wealth was widely distributed 107
weaving and spinning departments 46
weed and insect infestations 44
well and clearly established 56
well and evenly distributed 67
well and firmly established 595
well and widely established 275
well and without interruption 42
well bear little resemblance 49
well for common conversation 147
well for further development 72
well for future development 148
well for future stateliness 63
well for simple applications 43
well that sexual intercourse 44
well with actual measurements 120
well with actual observations 61
well with direct measurements 179
well with earlier measurements 58
well with earlier observations 120
well with recent experiments 41
well with school achievement 40
went far beyond conventional 104
went far beyond expectations 114
went far beyond professional 64
went far toward accomplishing 74
went for further improvement 56
went off without disturbance 62
went off without interruption 40
went out except accompanied 44
went out unless accompanied 68
wept and begged forgiveness 136
wept and roared incessantly 48
wept and smiled alternately 43
were all arrant ignoramuses 49
were all called protestants 42
were all clearly established 49
were all common occurrences 41
were all direct descendants 96
were all firmly established 154
were all greatly outstripped 41
were all highly experienced 202
were all highly intelligent 178
were all highly respectable 102
were all highly significant 697
were all landed proprietors 59
were all laughing uproariously 60
were all mighty independent 63
were all partly responsible 65
were all passed unanimously 45
were all safely transferred 46
were all second lieutenants 51
were all toward forgiveness 60
were all turned protestants 51
were all unique individuals 40
were all zealous protestants 213
were any further instructions 69
were any gender differences 74
were any marked differences 80
were any obvious differences 40
were any serious differences 70
were any special instructions 76
were being driven underground 146
were being firmly established 70
were being freely distributed 82
were being slowly established 49
were being slowly transformed 67
were being treated differently 631
were being treated inequitably 46
were being widely distributed 431
were both firmly established 57
were both highly intelligent 211
were both highly significant 271
were both laughing uproariously 42
were but cobweb impediments 67
were but feebly represented 40
were but firmly established 41
were but little distinguished 81
were but little improvement 109
were but little mischievous 85
were but poorly entertained 140
were but poorly represented 84
were but slight differences 61
were but slight impediments 74
were doing something disgraceful 61
were doing something significant 57
were due almost exclusively 156
were far better disciplined 209
were far better represented 133
were far better rhetoricians 63
were far beyond expectations 55
were far greater differences 43
were fed almost exclusively 146
were few gender differences 160
were for public drunkenness 94
were for public intoxication 54
were going through adolescence 56
were his direct descendants 123
were his proper inheritance 75
were his secret instructions 72
were its proper construction 66
were met almost exclusively 41
were neat little confidential 53
were new england federalists 107
were not active politically 109
were not actual competitors 46
were not almost universally 69
were not already appropriated 112
were not already complicated 427
were not already compromised 46
were not already established 314
were not already predisposed 73
were not already represented 138
were not always accommodating 48
were not always accompanied 694
were not always advantageous 115
were not always anticipated 78
were not always appreciative 101
were not always articulated 91
were not always comfortable 688
were not always commendable 86
were not always compensated 58
were not always competitive 41
were not always considerate 95
were not always conspicuous 89
were not always constructed 96
were not always conventional 57
were not always cooperative 235
were not always coordinated 110
were not always coterminous 67
were not always destructive 53
were not always detrimental 56
were not always discernible 60
were not always distinguished 1067
were not always distributed 105
were not always effectively 83
were not always established 145
were not always exclusively 131
were not always experienced 75
were not always identifiable 67
were not always implemented 335
were not always independent 117
were not always indifferent 40
were not always intelligent 44
were not always interpreted 165
were not always necessarily 297
were not always permanently 47
were not always politically 124
were not always practicable 154
were not always predictable 546
were not always professional 92
were not always progressive 57
were not always proportional 66
were not always proportioned 105
were not always represented 200
were not always respectable 90
were not always responsible 203
were not always significant 578
were not always spectacular 51
were not always subservient 53
were not always susceptible 62
were not always symmetrical 106
were not always synchronous 51
were not always technically 74
were not always transparent 78
were not always unambiguous 53
were not always understanding 63
were not always unequivocal 44
were not always universally 78
were not better represented 63
were not chance occurrences 68
were not chosen arbitrarily 285
were not chosen haphazardly 58
were not clearly apprehended 54
were not clearly articulated 904
were not clearly discernible 198
were not clearly distinguished 4020
were not clearly established 808
were not clearly identifiable 168
were not clearly represented 59
were not common occurrences 279
were not common prostitutes 55
were not created exclusively 41
were not deemed exculpatory 47
were not deemed significant 105
were not direct competitors 232
were not direct descendants 224
were not direct translations 82
were not enough experienced 572
were not enough frequencies 57
were not enough helicopters 67
were not enough individuals 71
were not enough inhabitants 67
were not enough instructors 68
were not enough instruments 41
were not enough locomotives 44
were not enough missionaries 97
were not enough observations 190
were not enough professional 104
were not enough protestants 48
were not enough republicans 59
were not enough respondents 57
were not enough subscribers 116
were not evenly distributed 8055
were not evenly represented 40
were not fairly compensated 51
were not fairly distributed 124
were not fairly represented 523
were not firmly established 1043
were not freely convertible 139
were not greatly exaggerated 214
were not greatly outnumbered 48
were not guided exclusively 65
were not heavily forestalled 76
were not heavily represented 109
were not highly competitive 71
were not highly intelligent 44
were not highly significant 322
were not landed proprietors 75
were not mainly responsible 70
were not merely conventional 105
were not merely descriptive 132
were not merely destructive 94
were not merely differences 72
were not merely discouraged 112
were not merely geographical 66
were not merely hypothetical 68
were not merely independent 71
were not merely indifferent 306
were not merely individuals 83
were not merely ineffective 69
were not merely instruments 141
were not merely perfunctory 47
were not merely permissible 57
were not merely professional 92
were not merely responsible 41
were not merely sentimental 86
were not merely speculative 118
were not merely transferred 44
were not native highlanders 62
were not openly affectionate 59
were not partly responsible 55
were not pauper apprentices 60
were not public institutions 79
were not purely humanitarian 60
were not purely speculative 47
were not random occurrences 92
were not readily assimilated 233
were not readily classifiable 57
were not readily convertible 128
were not readily discernible 241
were not readily distinguished 236
were not readily explainable 42
were not readily identifiable 452
were not readily predictable 69
were not readily quantifiable 40
were not readily susceptible 107
were not seldom encountered 70
were not serious competitors 129
were not simple substantive 53
were not simply individuals 64
were not simply instruments 59
were not simply transferred 51
were not solely responsible 1618
were not tested empirically 44
were not thought respectable 40
were not treated differently 495
were not treated identically 46
were not unduly discouraged 53
were not unduly pessimistic 48
were not unduly restrictive 91
were not united politically 121
were not wholly comfortable 48
were not wholly discouraged 76
were not wholly disregarded 136
were not wholly inattentive 117
were not wholly independent 253
were not wholly indifferent 175
were not wholly ineffective 96
were not wholly ineffectual 94
were not wholly obliterated 95
were not wholly responsible 527
were not wholly subservient 42
were not wholly unconnected 128
were not wholly unfavorable 48
were not wholly uninteresting 113
were not wholly unjustified 203
were not wholly unnecessary 64
were not wholly unreasonable 157
were not wholly unwarranted 52
were not widely distributed 741
were not widely established 57
were not widely implemented 120
were not widely represented 52
were not without ambivalence 47
were not without apprehension 484
were not without compensation 149
were not without competitors 160
were not without consequence 250
were not without controversy 543
were not without expectations 56
were not without opportunity 47
were not without significant 172
were not without sympathizers 73
were now almost exclusively 232
were now almost nonexistent 43
were now almost unanimously 55
were now almost universally 147
were now become adventurous 54
were now become intolerable 60
were now becoming commonplace 137
were now chosen exclusively 62
were now clearly discernible 43
were now clearly distinguished 57
were now enough exasperated 55
were now fighting desperately 99
were now firmly established 2887
were now further complicated 151
were now greatly facilitated 43
were now greatly outnumbered 79
were now heavily outnumbered 77
were now pretty effectually 46
were now solely responsible 43
were read almost exclusively 88
were real estate speculators 87
were run almost exclusively 132
were set almost exclusively 52
were sir austen chamberlain 51
were that blamed respectable 42
