war followed close upon 66
war industry would have 111
war materials which were 126
war materials would have 50
war probably could have 41
war probably would have 247
war requires large sums 131
war situation would have 45
war supplies which were 100
war supplies would have 43
was abruptly ended when 435
was abruptly fired from 79
was abruptly taken away 122
was abruptly taken from 117
was abruptly thrown into 68
was abruptly thrown open 146
was abruptly thrust into 133
was absently turning over 85
was absolute power over 97
was absolute queen here 53
was absolute ruler over 96
was accepted after much 77
was accepted after some 345
was accepted right away 349
was accepted which gave 55
was achieved after five 46
was achieved after four 129
was achieved after many 56
was achieved after more 48
was achieved after much 121
was achieved after only 341
was achieved after some 77
was achieved after three 101
was achieved after years 51
was achieved apart from 94
was achieved quite early 48
was achieved under great 41
was achieved under these 82
was achieved under very 46
was achieved within five 68
was achieved within four 57
was achieved within less 59
was achieved within three 115
was achieved would have 47
was acquired after birth 51
was acquired after july 62
was acquired after such 66
was acquired either from 50
was acquired under such 52
was acquired within five 52
was actively seeking ways 104
was actively seeking work 241
was actually about five 130
was actually about four 128
was actually about half 113
was actually about three 144
was actually acted upon 79
was actually alive when 59
was actually based upon 461
was actually begun during 59
was actually begun when 42
was actually blown away 44
was actually built during 82
was actually built from 106
was actually built into 270
was actually built over 289
was actually built there 44
was actually built upon 114
was actually burnt down 139
was actually drawn from 328
was actually drawn into 109
was actually earned during 49
was actually eight years 67
was actually falling back 55
was actually falling into 78
was actually feeling good 74
was actually feeling more 40
was actually feeling very 62
was actually fired from 147
was actually fired upon 125
was actually first made 54
was actually first seen 41
was actually first used 634
was actually fixed upon 40
was actually flowing from 41
was actually forming into 122
was actually found among 96
was actually found during 48
was actually found there 193
was actually freed from 90
was actually getting along 40
was actually getting angry 40
was actually getting into 150
was actually getting more 76
was actually getting paid 145
was actually getting ready 127
was actually getting some 63
was actually getting used 120
was actually given away 95
was actually given over 162
was actually growing fond 44
was actually happy when 84
was actually looking down 251
was actually looking into 106
was actually looking over 83
was actually lower among 55
was actually lower during 59
was actually moved from 70
was actually never used 50
was actually playing into 66
was actually pulling away 40
was actually pushing away 67
was actually putting into 48
was actually quite angry 43
was actually quite calm 57
was actually quite clear 43
was actually quite fond 140
was actually quite glad 58
was actually quite good 833
was actually quite hard 199
was actually quite high 114
was actually quite mild 68
was actually quite nice 304
was actually quite poor 42
was actually quite rare 138
was actually quite warm 60
was actually quite well 334
was actually quite young 67
was actually quoting from 102
