wan bright eyes glaring 89
war amidst their homes 48
war artist during world 209
war became more acute 62
war caused many people 65
war changed their lives 62
war clouds once again 50
war clouds were again 53
war clouds were forming 155
war clouds were growing 57
war clouds were looming 85
war crimes during world 240
war crimes over which 53
war crimes took place 44
war crimes trial after 68
war crimes trial since 167
war crimes were tried 68
war effort came first 47
war effort during world 2869
war effort even though 238
war effort from within 76
war effort took place 69
war effort were given 42
war ensued during which 48
war lasted four months 40
war lasted from april 47
war lasted much longer 784
war lasted only seven 56
war lasted till after 91
war neither side could 58
war plants during world 61
war policy here today 167
war seemed very close 154
war should come about 141
war should come again 228
war should come first 43
war should ever again 45
war should ever occur 45
war should have begun 69
war should have ceased 132
war should have ended 697
war should have found 67
war should have given 53
war should have taken 76
war should last longer 130
war should take place 2124
war twelve years later 65
war twenty years after 51
war twenty years later 302
war vessel ever built 40
war without good cause 42
war without good reason 65
war without having first 269
war without just cause 610
was abroad last night 54
was absent even though 46
was absent five months 86
was absent four months 81
was absent four weeks 69
was absent from april 48
was absent from athens 258
was absent from cairo 70
was absent from cells 42
was absent from china 98
was absent from class 460
was absent from court 1402
was absent from delhi 94
was absent from egypt 143
was absent from either 248
was absent from every 72
was absent from greek 154
was absent from heaven 70
was absent from italy 176
was absent from japan 62
was absent from milan 183
was absent from morning 61
was absent from paris 1231
was absent from russia 70
was absent from spain 224
was absent more often 156
was absent much longer 179
was absent once again 43
was absent only about 49
was absent only forty 47
was absent only twice 41
was absent only while 85
was absent some months 44
was absent some weeks 64
was absent three months 115
was absent three times 56
was absent three weeks 77
was absent when jesus 114
was across from where 63
was active during world 104
was active from about 541
was active once again 114
was active only after 43
was active there until 319
was active when given 44
was afraid anne would 70
was afraid bill would 46
was afraid even though 49
was afraid home would 81
was afraid jack would 80
was afraid john would 103
was afraid last night 181
was afraid lest people 65
was afraid mama would 68
was afraid mary might 82
was afraid mary would 54
was afraid nothing could 57
was afraid nothing would 151
was afraid once would 106
was afraid other people 119
was afraid papa would 51
was afraid paul would 93
was afraid rose would 49
was afraid some minds 97
was afraid some people 61
was afraid some would 90
was afraid there could 165
was afraid there might 2167
was afraid there would 2543
was afraid these people 53
was afraid what might 164
was afraid what would 124
was afraid word would 63
was afraid your father 111
was afraid your mother 94
was agreed only after 77
was agreed there would 171
was agreed upon about 63
was agreed upon after 591
was agreed upon first 56
was agreed upon later 40
was agreed upon under 196
was agreed upon until 252
was agreed upon which 1233
was agreed upon while 82
was agreed upon within 83
was agreed upon would 73
was allowing other people 43
was almost angry about 41
was almost back where 183
was almost calm again 93
was almost coming round 53
was almost crying again 76
was almost dark again 43
was almost dark night 78
was almost dark under 196
was almost dark within 45
was almost eaten alive 107
was almost ever known 85
was almost five hours 113
was almost five miles 176
was almost five months 468
was almost five thirty 88
was almost five times 1879
was almost five weeks 77
was almost flat broke 48
was almost four hours 231
was almost four miles 132
was almost four months 629
was almost four thirty 87
was almost four times 3514
was almost four weeks 112
was almost full again 83
was almost full grown 257
was almost full light 166
was almost full night 57
was almost gone again 43
was almost gone since 129
was almost half again 284
was almost half empty 103
was almost home again 66
was almost laid aside 74
was almost laid waste 66
was almost late getting 40
was almost left alone 397
was almost like breaking 53
was almost like breathing 60
was almost like camping 54
was almost like cutting 42
was almost like dancing 46
was almost like driving 77
was almost like falling 101
was almost like feeling 86
was almost like finding 128
was almost like getting 408
was almost like glass 44
was almost like heaven 45
was almost like holding 61
was almost like killing 41
was almost like kissing 44
was almost like learning 103
was almost like looking 792
was almost like magic 480
was almost like meeting 548
was almost like music 81
was almost like night 124
was almost like passing 52
was almost like picking 56
was almost like playing 284
was almost like putting 122
was almost like raising 52
was almost like running 285
was almost like sitting 110
was almost like staring 43
was almost like talking 367
was almost like telling 55
was almost like turning 67
was almost like waiting 42
was almost like walking 260
was almost like water 40
was almost like winning 61
was almost like working 101
was almost like writing 86
was almost lost after 41
was almost lost again 74
was almost lost beneath 112
was almost lost sight 848
was almost lost under 124
was almost lost within 40
was almost more eerie 69
was almost more upset 47
was almost nine miles 44
was almost nine months 365
was almost nine thirty 93
was almost nine times 338
was almost nothing about 381
was almost nothing known 73
was almost nothing which 108
was almost past speaking 95
was almost pure white 1079
was almost snow white 75
was almost sure would 56
was almost their first 94
was almost their undoing 62
was almost three hours 455
was almost three miles 286
was almost three months 1084
was almost three thirty 90
was almost three times 7597
was almost three weeks 711
was almost torn apart 307
was almost well again 416
