wag suggested that they 41
wan complexion and her 55
war approaching its end 132
war certainly can not 72
war certainly did not 280
war certainly does not 78
war certainly was not 57
war chieftain and his 44
war coincided with his 60
war collected for its 51
war communism was not 113
war conditions and are 62
war conditions and did 56
war conditions and for 113
war conditions and that 160
war conditions and war 222
war conditions and was 42
war conditions and with 129
war conditions are not 135
war conditions can not 142
war conditions did not 356
war conditions had not 180
war conditions than that 43
war conditions was not 93
war continued and was 73
war continued for any 76
war continued for long 115
war continued for one 44
war continued for six 78
war continued for ten 76
war continued for two 625
war continues too long 46
war contracts and war 111
war convinced him that 401
war convinced that they 44
war convinced them that 179
war criminals and all 128
war criminals and bring 67
war criminals and can 113
war criminals and for 90
war criminals and had 42
war criminals and not 44
war criminals and that 251
war criminals and war 203
war criminals and was 174
war criminals are being 166
war criminals are not 279
war criminals can not 141
war criminals did not 117
war criminals had not 70
war criminals that they 60
war criminals was not 163
war criminals who are 439
war criminals who had 1797
war elephants and all 49
war elephants and his 53
war emergency was not 42
war furnished him with 49
war furnished them and 40
war generation and its 167
war generation did not 67
war generation that had 96
war generation that was 52
war generation who had 71
war indicated that they 54
war interfere with his 47
war operations and not 40
war operations can not 42
war presented him with 65
war presented them with 86
war prevailed with both 74
war prevented its being 102
war prisoners did not 47
war prisoners who are 131
war prisoners who had 639
war production and for 142
war production and had 93
war production and its 65
war production and not 44
war production and that 249
war production and then 137
war production and thus 40
war production and war 348
war production and was 125
war production can not 124
war production did not 211
war production had not 159
war production has not 116
war production was being 277
war production was cut 49
war production was going 87
war production was not 546
war production was now 48
war profiteer who had 50
war sentiment was not 44
was abandoned and all 1485
was abandoned and both 75
was abandoned and each 117
was abandoned and for 150
was abandoned and had 162
was abandoned and has 159
was abandoned and her 77
was abandoned and his 156
was abandoned and its 854
was abandoned and lay 50
was abandoned and men 40
was abandoned and new 222
was abandoned and not 264
was abandoned and now 70
was abandoned and one 196
was abandoned and our 55
was abandoned and set 167
was abandoned and she 176
was abandoned and that 1010
was abandoned and then 315
was abandoned and they 406
was abandoned and this 103
was abandoned and thus 40
was abandoned and two 96
was abandoned and was 577
was abandoned and with 131
was abandoned but not 73
was abandoned can not 40
was abandoned does not 45
was abandoned for all 155
was abandoned for any 63
was abandoned for fear 633
was abandoned for his 49
was abandoned for its 69
was abandoned for long 54
was abandoned for new 62
was abandoned for one 924
was abandoned for ten 50
was abandoned for that 1962
was abandoned for this 198
was abandoned for two 299
was abandoned long ago 1849
was abandoned not long 370
was abandoned one year 48
was abandoned that year 141
was abandoned was not 47
was abandoned was that 155
was abandoned with all 96
was abandoned with her 73
was abandoned with its 80
was abolished and all 1382
was abolished and both 51
was abolished and each 115
was abolished and for 97
was abolished and his 330
was abolished and its 5096
was abolished and men 56
was abolished and new 149
was abolished and not 79
was abolished and now 115
was abolished and one 156
was abolished and that 1288
was abolished and then 103
was abolished and they 260
was abolished and this 149
was abolished and thus 42
was abolished and two 453
was abolished and was 474
was abolished and with 257
was abolished for all 773
was abolished for new 73
was abolished for that 46
was abolished for this 43
was abolished long ago 325
was abolished not long 48
was abolished that year 59
was abolished this year 60
was abolished with its 47
was abrogated and all 43
was abrogated and that 141
was abundance for all 159
was abysmally low and 55
was acclaimed far and 73
was acclaimed for her 594
was acclaimed for his 1577
was acclaimed for its 781
was acclaimed with joy 97
was accordant with his 98
was accordingly but one 51
was accordingly cut off 158
was accordingly cut out 41
was accordingly hung with 42
was accordingly led off 47
was accordingly led out 98
was accordingly not long 103
was accordingly put and 122
was accordingly put off 109
was accordingly put out 56
was accordingly read and 58
was accordingly set and 58
was accordingly set for 180
was accounted for and 1098
was accounted for but 70
was accounted for not 161
was accounted for using 350
was accounted for was 45
was accounted for with 246
was acidified and then 58
was acquainting him with 61
was acquitted and had 43
was acquitted and his 215
was acquitted and one 56
was acquitted and put 55
was acquitted and set 209
was acquitted and then 111
was acquitted and two 42
was acquitted and was 141
was acquitted but his 42
was acquitted but not 98
was acquitted but was 125
was acquitted for his 51
was activated and then 67
was adaptable for use 79
was addictive and that 226
was addressed and for 46
was addressed and that 47
was addressed and who 123
was addressed but not 45
was addressed can not 62
was addressed did not 337
was addressed does not 87
was addressed had not 110
was addressed has not 59
was addressed was not 288
was addressed was one 57
was addressed was that 48
was adjourned and all 43
was adjourned and not 60
was adjourned and then 42
was adjourned for one 179
was adjourned for six 117
was adjourned for ten 92
was adjourned for that 68
was adjourned for two 421
was admirable and had 46
was admirable and her 49
was admirable and his 150
was admirable and that 281
was admirable and was 43
was admirable both for 51
was admirable but not 93
was admirable for her 53
was admirable for his 244
was admirable for its 550
was admirably set off 114
was admirably set out 66
was admiration for her 62
was admiration for his 130
was admonishing her for 46
was admonishing him for 42
was adventuring too far 153
was advertising for men 44
was advertising his own 69
was advertising that his 48
was advisable and that 88
was advisable for all 44
was advisable for her 197
was advisable for him 747
was advisable for his 59
was advisable for them 302
was advisable that all 62
was advisable that she 52
was advisable that they 196
was advisable that this 75
was advocated but not 56
was advocated for all 92
was advocated for both 40
was advocated for its 71
was advocated for this 50
was advocated for use 74
was advocated long ago 65
was affiliated with all 43
was affiliated with and 129
was affiliated with any 178
was affiliated with both 210
was affiliated with his 85
was affiliated with its 46
was affiliated with new 51
was affiliated with one 346
was affiliated with that 369
was affiliated with them 99
was affiliated with this 166
was affiliated with two 76
was afflicted all his 47
was afflicted with all 346
was afflicted with any 253
was afflicted with bad 208
was afflicted with both 84
was afflicted with hear 107
was afflicted with his 217
was afflicted with ill 89
was afflicted with long 60
was afflicted with one 462
was afflicted with that 1276
was afflicted with them 48
was afflicted with this 890
was afflicted with too 64
was afflicted with two 169
was afflicted with war 61
was afflicted with weak 77
was afternoon and she 46
was afternoon and they 75
was afternoon now and 69
was afterward but too 45
was afterward set off 49
was afterward that she 51
was aggrieved that his 68
was aggrieved that she 56
was aggrieved with him 46
was agreement that all 89
was agreement that both 61
was agreement that they 152
was agreement that this 223
was agreement was that 114
was alcoholic and had 86
was alcoholic and that 41
was alexander who had 123
was alexander who was 155
was alexandra who read 60
was alleviated but not 43
was allocated each year 70
was allocated for all 75
was allocated for each 319
was allocated for his 72
was allocated for its 81
was allocated for new 90
was allocated for that 100
was allocated for them 66
was allocated for this 1023
was allocated for use 139
was allocated his own 74
was allocated its own 195
was allowable and that 52
was allowable for any 65
was allowable for her 47
was allowable for him 260
was allowable for them 105
was altogether bad and 60
was altogether cut off 546
was altogether far too 41
was altogether fit for 41
was altogether for his 57
was altogether her own 67
was altogether his idea 60
was altogether his own 617
was altogether new and 551
was altogether odd and 67
