waggled an admonishing finger 48
waivers or exemptions from 50
wandering in forbidden paths 125
warfare is different from 112
warfare of civilized life 41
warfare of political life 45
warfare so different from 62
warmest in greenland when 42
warrant an overnight stay 72
warrant he exercises such 186
warrant is necessary when 44
warrant is protected from 53
warrant or certified copy 49
warrant or commission from 60
warrant the additional cost 605
warrant the additional time 225
warrant the complaint must 45
warrant the departure from 44
warrant the inference from 45
warrant the necessary time 44
warrant the protection from 53
warrant the statement made 69
warrant to apprehend such 389
warrant to honorable fame 81
warriors on horseback were 58
warriors to surrender their 49
watched by invisible eyes 64
watched in amazement from 139
watched in amazement when 127
watched in amusement from 40
watched in disbelief when 46
watched my household hearth 121
watched on television from 71
watched on television last 55
watched on television were 87
watched on television when 88
watched so carefully over 123
watched the ambulance pull 282
watched the ambulance take 50
watched the approaching boat 89
watched the approaching ship 59
watched the artillery duel 44
watched the bartender pour 61
watched the broadcast from 41
watched the convention from 42
watched the customers come 45
watched the departure from 157
watched the destroyed fall 52
watched the detective walk 89
watched the encounter from 111
watched the engagement from 244
watched the executions from 50
watched the expedition from 74
watched the firelight leaping 72
watched the firelight play 167
watched the fireworks from 274
watched the fireworks over 45
watched the haystacks turn 62
watched the interview from 64
watched the landscape pass 124
watched the landscape roll 53
watched the limousine pull 112
watched the moonlight play 260
watched the motorcade from 89
watched the movements from 58
watched the nonviolent film 40
watched the operations from 165
watched the passengers come 93
watched the passengers coming 44
watched the policeman walk 50
watched the procedure from 52
watched the proceedings from 2252
watched the proceedings like 43
watched the proceedings were 46
watched the procession file 99
watched the procession from 792
watched the procession move 310
watched the procession pass 662
watched the procession wind 47
watched the raindrops fall 45
watched the slaughter from 78
watched the spectacle from 517
watched the television news 754
watched the television show 314
watched the transition from 170
watched the tremulous flow 51
watches so carefully over 74
watches the proceedings from 79
watches the television news 74
watches the unselfish toil 52
watered by aqueducts from 42
watered by artificial means 562
watered by fountains from 71
watered by irrigation from 108
watered by occasional rain 72
watered on alternate days 99
weakened by defections from 41
weakened by dissension among 49
weakened by intestine wars 53
weakened or destroyed their 42
weakened the impression made 55
weakened the political base 43
weakened the political will 50
weakness is converted into 51
weakness is different from 42
weakness of attributing want 100
weakness of character gave 97
weakness of character leading 51
weakness of character leads 42
weakness of character made 79
weakness of character were 68
weakness of character when 62
weakness of character will 40
weakness of conjugate gaze 86
weakness of intrinsic foot 43
weakness of intrinsic hand 101
weakness of mortality made 227
weakness of political will 152
weakness of sacrificing their 119
weakness or character flaw 105
weakness or desolation into 166
weathered the depression years 66
weathered the difficult years 57
weathered the transition from 154
weekend in september when 45
weekend to celebrate their 63
weighed in determining what 80
weighed is suspended from 154
weighed to ascertain their 57
weighed to determine their 188
weighed to determine what 50
weights at different ages 343
weights be suspended from 41
weights of different size 100
weighty in determining their 40
welcome an invitation from 143
welcome the delegates from 193
welcome the proposals made 48
welcome the statement made 266
welcome the suggestion made 146
welcome the travelers home 53
welcoming the delegates from 49
welcoming the delegates said 55
welcoming the liberation from 72
welfare by encroaching upon 135
welfare in countless ways 50
welfare in different ways 47
welfare is dependent upon 619
welfare is different from 71
welfare is generally more 69
welfare is maximized when 491
welfare of community life 43
welfare of everybody else 175
wheedling the necessary cash 47
wheeled the stretcher into 80
whereby is signified what 47
whereby it presently came 79
whereby it signifies what 167
whereby the christians were 66
whereby the colonists were 84
whereby the companies were 40
whereby the defendant will 51
whereby the merchants were 46
whereby the plaintiff lost 380
whereby the prisoners were 76
whereby the provinces were 75
whereby the purchaser must 69
whereby the purchaser pays 89
whereby the spherical form 63
whereby the spiritual life 56
whereby the transition from 208
whereby to apprehend much 89
whereby to determine what 54
whereby to distinguish true 62
whereby to distinguish truth 190
whereby to distinguish what 65
whereby we determine what 171
whereby we distinguish truth 49
whereby we distinguish what 46
wherein an imposition laid 45
wherein he complains upon 46
wherein he describes some 41
wherein is contained some 109
wherein the americans were 75
wherein the christians were 40
wherein the conditions were 45
wherein the disciples were 50
wherein the particles move 134
wherein the plaintiff lost 141
wherein the prisoners were 43
wherein the proceedings were 89
wherein the transition from 134
wherein we economize wealth 105
whiskey is distilled from 106
whisper of complaint from 84
whitish or yellowish cast 42
whitish or yellowish tint 43
widened at intervals into 48
widened in amazement when 53
widened in disbelief when 126
widened to encompass other 61
widowed or separated from 423
wielded an influence over 569
wielded no influence over 42
willful or negligent acts 495
willingly be reclaimed from 98
willingly be separated from 73
willingly or unwillingly been 95
willingly or unwillingly from 43
willingly or unwillingly have 64
willingly or unwillingly into 134
willingly to sacrifice their 41
willingly to surrender their 42
windows at christmas time 105
windows of different form 66
windows of different size 82
witches to establish their 56
withdraw it altogether from 71
withdraw my affections from 51
withdraw my intellect from 138
withdraw my protection from 85
withdraw the affections from 115
