waddling or unsteady gait 78
wafted to eternal fame 157
wagons to prevent their 100
waited an immense time 41
waited at meridian till 44
waited in silence till 813
waited on general gage 52
waited to collect their 70
waited to observe what 73
waited to present their 47
waited to receive from 101
waited to receive some 55
waited to receive their 326
waived or reduced when 87
waiver of counsel must 80
waiver of judicial trial 71
waiver of service from 52
waiver or waivers have 61
wakens the patient from 76
walked by mistake into 82
walked he glanced back 54
walked in advance till 59
walked in central park 398
walked in silence along 888
walked in silence among 55
walked in silence back 710
walked in silence down 2267
walked in silence from 187
walked in silence into 112
walked in silence mile 49
walked in silence most 52
walked in silence over 215
walked in silence past 658
walked in silence side 110
walked in silence till 201
walked on finishing their 83
walked on quickly till 77
walked on rubbery legs 63
walked on steadily till 49
walked on together along 45
walked on together down 122
walked on together into 50
walked on together side 47
walked on together some 112
walked on together till 97
walked on towards home 44
walked on trembling legs 92
walked on unsteady legs 138
walked or crawled side 71
walked or studied till 125
walked so swiftly away 41
walked the country road 59
walked the fifteen feet 49
walked the greatest part 92
walked the hundred feet 90
walked the quarter deck 120
walked the quarter mile 980
walked the remaining five 53
walked the remaining four 45
walked the remaining half 113
walked the remaining mile 165
walked the remaining three 173
walked the streets along 105
walked the streets among 64
walked the streets during 134
walked the streets from 206
walked the streets hand 42
walked the streets late 150
walked the streets like 433
walked the streets more 92
walked the streets some 49
walked the streets there 134
walked the streets till 476
walked the streets trying 155
walked the streets urging 62
walked the streets wearing 116
walked the streets were 71
walked the streets when 59
walked to central park 158
walked up capitol hill 45
walked up central park 68
walked up together from 56
walked up together very 44
walled in between high 82
wallet of parched corn 115
wander at leisure over 64
wander at pleasure among 72
wander at present from 45
wander by mistake into 51
wander in endless want 50
wander the streets late 91
wander the streets like 92
wanted an apology from 255
wanted an article from 99
wanted an example made 47
wanted an inquiry into 161
wanted by peaceful means 88
wanted in certain areas 124
wanted it brought back 44
wanted it removed from 121
wanted it written down 114
wanted my comrade young 48
wanted my fortune told 43
wanted my husband back 122
wanted my success when 70
wanted no comfort from 49
wanted no mistake made 49
wanted no support from 65
wanted no sympathy from 54
wanted no trouble from 159
wanted the british army 109
wanted the british flag 46
wanted the capital city 67
wanted the central bank 51
wanted the corrupt heart 69
wanted the decision made 50
wanted the exchange rate 41
wanted the following spring 85
wanted the letters back 49
wanted the minimum wage 53
wanted the position very 42
wanted the profits from 83
wanted the revenue from 44
wanted the windows open 175
wanted to abandon ship 87
wanted to abandon their 353
wanted to abolish these 61
wanted to abstain from 178
wanted to achieve during 110
wanted to achieve fame 63
wanted to achieve from 174
wanted to achieve full 76
wanted to achieve great 82
wanted to achieve high 44
wanted to achieve more 658
wanted to achieve much 50
wanted to achieve peace 88
wanted to achieve self 51
wanted to achieve some 344
wanted to achieve such 75
wanted to achieve their 457
wanted to achieve these 157
wanted to achieve those 41
wanted to achieve three 117
wanted to achieve were 44
wanted to achieve what 179
wanted to achieve when 122
wanted to acquire land 257
wanted to acquire more 590
wanted to acquire some 336
wanted to acquire their 86
wanted to acquire these 67
wanted to acquire wealth 52
wanted to address other 52
wanted to address some 149
wanted to address their 91
wanted to address these 142
wanted to address those 63
wanted to address were 71
wanted to address what 89
wanted to advance from 46
wanted to advance into 138
wanted to advance their 330
wanted to analyze their 59
wanted to analyze what 81
wanted to appoint some 54
wanted to appoint their 90
wanted to attempt some 43
wanted to attempt such 41
wanted to attract boys 45
wanted to attract more 846
wanted to attract some 74
wanted to attract their 85
wanted to attract young 71
wanted to attract your 67
wanted to augment their 117
wanted to balance their 66
wanted to bargain over 55
wanted to beautify their 42
wanted to because there 119
wanted to believe from 45
wanted to believe less 87
wanted to believe more 153
wanted to believe nothing 49
wanted to believe only 105
wanted to believe such 151
wanted to believe their 395
wanted to believe there 940
wanted to believe these 194
wanted to believe those 175
wanted to believe were 171
wanted to believe what 1854
wanted to believe when 81
wanted to believe your 77
wanted to benefit from 1553
wanted to bolster their 96
wanted to broaden their 284
wanted to capture more 114
wanted to capture some 354
wanted to capture their 267
wanted to capture these 114
wanted to capture those 103
wanted to capture what 286
wanted to capture your 41
wanted to clarify some 158
wanted to clarify their 77
wanted to clarify what 194
wanted to collect data 267
wanted to collect from 124
wanted to collect more 297
wanted to collect some 491
wanted to collect their 210
wanted to collect these 40
wanted to combine some 62
wanted to combine their 151
wanted to combine these 123
wanted to combine work 47
wanted to comment upon 77
wanted to compare their 244
wanted to compare these 155
wanted to compare three 123
wanted to compare what 101
wanted to compare your 43
wanted to compose part 52
wanted to conduct more 44
wanted to conduct some 143
wanted to conduct such 57
wanted to conduct their 212
wanted to confess their 96
wanted to confess what 41
wanted to confine their 99
wanted to confirm some 56
wanted to confirm their 211
wanted to confirm these 43
wanted to confirm what 242
wanted to confirm your 85
wanted to connect their 177
wanted to connect these 41
wanted to conquer india 82
wanted to conquer more 125
wanted to conquer other 75
wanted to conquer their 56
wanted to consult some 123
wanted to consult their 123
wanted to consume more 155
wanted to contact some 59
wanted to contact their 81
wanted to control more 132
wanted to control their 1265
wanted to control these 139
wanted to control those 56
wanted to control what 271
wanted to control your 53
wanted to convert from 96
wanted to convert india 46
wanted to convert into 301
wanted to convert some 59
wanted to convert their 289
wanted to convert these 73
wanted to correct some 154
wanted to correct their 113
wanted to correct these 60
wanted to correct what 145
wanted to counter what 62
wanted to curtail their 40
wanted to declare their 143
wanted to decrease their 77
wanted to deliver some 97
wanted to deliver their 146
wanted to deposit some 52
wanted to deposit their 61
wanted to descend from 72
wanted to descend into 124
wanted to destroy some 116
wanted to destroy their 590
wanted to destroy these 142
wanted to destroy those 139
wanted to destroy were 45
wanted to destroy what 256
wanted to destroy your 111
wanted to detract from 96
wanted to develop along 88
wanted to develop good 72
wanted to develop into 141
wanted to develop land 86
wanted to develop more 558
wanted to develop other 51
wanted to develop some 300
wanted to develop such 61
wanted to develop their 1113
wanted to develop these 100
wanted to develop ways 59
wanted to develop what 75
wanted to develop your 43
wanted to dictate some 57
wanted to dictate their 54
wanted to dictate what 60
wanted to discuss during 60
wanted to discuss many 92
wanted to discuss more 190
wanted to discuss only 243
wanted to discuss other 132
wanted to discuss over 64
wanted to discuss peace 62
wanted to discuss some 1113
wanted to discuss such 123
wanted to discuss their 894
wanted to discuss these 356
wanted to discuss those 79
wanted to discuss three 42
wanted to discuss ways 121
wanted to discuss were 153
wanted to discuss what 851
wanted to discuss when 84
wanted to discuss your 223
wanted to display only 145
wanted to display some 76
wanted to display their 610
wanted to disrupt their 45
wanted to disturb their 44
wanted to diverge from 42
wanted to divorce their 78
wanted to educate their 571
wanted to educate young 68
wanted to elevate their 66
wanted to embrace life 41
wanted to embrace their 70
wanted to emulate their 261
wanted to emulate these 54
wanted to emulate those 48
wanted to emulate what 42
wanted to enforce their 120
wanted to enhance their 534
wanted to enlarge their 434
wanted to enlarge upon 54
wanted to entrust their 51
wanted to examine more 329
wanted to examine some 184
wanted to examine their 170
wanted to examine these 115
wanted to examine those 57
wanted to examine what 243
wanted to exchange ideas 153
wanted to exchange some 137
wanted to exchange their 379
wanted to exchange these 48
wanted to exclude from 709
wanted to exclude other 45
wanted to exclude such 48
wanted to exclude their 60
wanted to exclude these 50
wanted to exclude those 98
wanted to execute some 43
wanted to execute their 55
wanted to exhibit their 80
wanted to explain away 236
wanted to explain just 54
wanted to explain more 209
wanted to explain only 94
wanted to explain some 187
wanted to explain their 238
wanted to explain these 139
wanted to explain what 1173
wanted to explode from 63
wanted to explode into 43
wanted to exploit their 230
wanted to exploit these 104
wanted to exploit what 44
wanted to explore life 48
wanted to explore more 906
wanted to explore other 396
wanted to explore some 388
wanted to explore their 332
wanted to explore these 274
wanted to explore those 164
wanted to explore ways 254
wanted to explore were 72
wanted to explore what 772
wanted to express anger 48
wanted to express have 82
wanted to express here 60
wanted to express love 68
wanted to express more 260
wanted to express some 218
wanted to express their 3186
wanted to express these 112
wanted to express were 73
wanted to express what 529
wanted to express when 77
wanted to express your 163
wanted to extract from 531
wanted to extract more 178
wanted to extract some 109
wanted to finally meet 42
wanted to finance their 40
wanted to fortify their 42
wanted to fulfill their 299
wanted to fulfill your 41
wanted to furnish their 58
wanted to glorify their 49
wanted to gratify their 49
wanted to imagine what 177
wanted to imitate their 98
wanted to imitate what 46
wanted to impress other 60
wanted to impress some 104
wanted to impress their 315
wanted to impress these 122
wanted to impress those 62
wanted to impress upon 6271
wanted to impress were 71
wanted to impress your 116
wanted to improve health 44
wanted to improve life 95
wanted to improve living 56
wanted to improve their 4588
wanted to improve ties 43
wanted to improve upon 701
wanted to improve what 58
wanted to improve your 269
wanted to include among 42
wanted to include here 42
wanted to include many 62
wanted to include more 782
wanted to include only 372
wanted to include other 148
wanted to include some 879
wanted to include such 122
wanted to include their 144
wanted to include these 233
wanted to include those 173
wanted to include were 60
wanted to include what 53
wanted to increase their 2934
wanted to increase your 132
wanted to indulge their 87
wanted to inflict pain 237
wanted to inflict some 55
wanted to inflict upon 143
wanted to inherit from 52
wanted to inherit their 48
wanted to initiate some 55
wanted to inquire into 358
wanted to inquire what 110
wanted to inspect some 71
wanted to inspect their 59
wanted to install their 66
wanted to instill into 52
wanted to instill some 65
wanted to intrude into 56
wanted to intrude upon 69
wanted to involve more 143
wanted to involve other 55
wanted to involve their 51
wanted to justify their 496
wanted to justify what 62
wanted to lighten their 133
wanted to migrate from 98
wanted to monitor their 43
wanted to nurture their 53
wanted to observe some 70
wanted to observe their 156
wanted to observe these 40
wanted to observe what 204
