wage earners dependent upon 53
wait another seventeen years 67
walk without excruciating pain 40
want something different from 2430
warm summer afternoon when 112
warm sunday afternoon when 62
wave before disappearing into 120
wave energy reflected from 55
wave fronts originating from 42
wave vector component along 132
ways little different from 182
ways vastly different from 195
ways wholly different from 46
wealth through dishonest means 44
week before christmas break 177
week before christmas there 97
week before christmas time 44
week before christmas when 310
week before rehearsals were 54
well before departure time 151
well before gorbachev came 46
well before undertaking such 41
well beyond childbearing years 50
well chosen quotations from 50
well chosen selections from 42
well enough protected from 44
well pleaded complaint rule 117
well reckon themselves among 82
went almost overnight from 56
went almost unnoticed among 52
went almost unnoticed during 49
went almost unnoticed when 52
went spinning backwards over 52
went without hesitation into 71
were absent altogether from 50
were active throughout most 43
were active throughout their 44
were actual fugitives from 152
were afraid portended some 165
were almost certainly also 137
were almost certainly among 225
were almost certainly born 64
were almost certainly done 109
were almost certainly from 273
were almost certainly just 42
were almost certainly kept 55
were almost certainly laid 40
were almost certainly less 520
were almost certainly living 83
were almost certainly lost 80
were almost certainly made 1163
were almost certainly many 99
were almost certainly meant 86
were almost certainly more 1776
were almost certainly much 332
were almost certainly once 45
were almost certainly only 123
were almost certainly other 147
were almost certainly over 57
were almost certainly part 561
were almost certainly seen 41
were almost certainly sent 54
were almost certainly some 151
were almost certainly there 137
were almost certainly those 355
were almost certainly true 82
were almost certainly used 740
were almost certainly very 130
were almost certainly well 232
were almost certainly wrong 170
were almost childlike when 68
were almost completed when 208
were almost concluded when 42
were almost converted into 50
were almost destroyed during 57
were almost disappearing from 49
were almost disengaged from 183
were almost exhausted from 160
were almost exhausted when 240
were almost forgotten when 88
were almost identical among 78
were almost identical during 65
were almost identical from 71
were almost identical when 148
were almost instantly lost 109
were almost invariably able 54
were almost invariably cast 45
were almost invariably done 52
were almost invariably from 186
were almost invariably good 82
were almost invariably held 141
were almost invariably high 42
were almost invariably laid 44
were almost invariably left 181
were almost invariably less 112
were almost invariably made 617
were almost invariably male 143
were almost invariably more 356
were almost invariably paid 89
were almost invariably poor 82
were almost invariably seen 71
were almost invariably sent 123
were almost invariably single 48
were almost invariably sold 64
were almost invariably those 364
were almost invariably upon 52
were almost invariably used 348
were almost invariably very 105
were almost invariably well 239
were almost invariably wrong 84
were almost invariably young 70
were almost invisible from 117
were almost invisible when 46
were almost persuaded into 55
were almost precisely like 56
were almost precisely those 154
were almost precisely what 42
were almost prevented from 63
were almost separated from 180
were almost suffocating tore 71
were almost uniformly good 132
were almost uniformly held 50
were almost uniformly poor 57
were almost uniformly well 44
were almost universal among 296
were already alienated from 357
were already approaching from 50
were already approaching their 81
were already assembled there 920
were already assembled when 215
were already available from 393
were already available when 129
were already celebrating their 117
were already christians when 130
were already circulating among 217
were already clustered here 42
were already collected into 145
were already completed when 98
were already concerned over 59
were already condemned when 49
were already converted into 72
were already democrats when 41
were already dependent upon 125
were already developed during 45
were already different from 131
were already disappearing from 96
were already disappearing into 128
were already disappearing over 40
were already discharging their 42
were already encroaching upon 87
were already exhausted from 199
were already exhausted when 67
were already extremely high 64
were already flourishing when 47
were already installed there 261
were already organized along 91
were already organized into 439
were already penetrating into 90
were already perfectly well 114
were already prevalent among 43
were already proclaiming their 47
were already protected from 56
were already quartered there 55
were already reasonably well 213
were already scattered along 48
were already scattered among 45
were already scattered over 697
were already separated from 467
were already separated into 53
were already separated when 77
were already somewhere else 97
were already suspended from 48
were already tolerably well 83
were already venerable when 53
were already widespread among 56
were always accounted great 79
were always appointed from 104
were always available during 56
were always available from 127
were always available there 47
were always available when 289
were always carefully made 41
were always collected from 68
were always conferred upon 65
were always delighted when 396
were always dependent upon 276
were always different from 574
were always explained away 41
were always extremely busy 40
were always extremely well 146
were always immensely rich 41
were always impressed when 58
were always lightened when 44
were always originating such 85
were always perfectly clean 45
were always perfectly clear 66
were always perfectly good 56
were always perfectly well 42
were always performed during 43
were always preferred over 41
were always prevented from 98
were always prominent among 70
were always protected from 137
were always recruited from 140
were always separated from 559
were always somewhere else 259
were always stretched upon 41
were always surprised when 375
were always suspicious when 47
were always victorious over 89
were another important form 44
were another important item 66
were another important means 65
were another important part 187
were arranging themselves into 78
were arriving regularly from 73
were banned altogether from 88
were barely completed when 144
were barely concluded when 42
were barely different from 59
were barely noticeable when 40
were barely prevented from 154
were barely recovered from 55
were barred altogether from 140
were becoming alienated from 342
were becoming available from 145
were becoming concerned over 233
were becoming dependent upon 158
were becoming exhausted from 78
were becoming generally more 96
were becoming gradually more 321
were becoming impatient over 55
were becoming increasingly angry 170
were becoming increasingly anti 118
were becoming increasingly bold 133
were becoming increasingly clear 316
were becoming increasingly hard 516
were becoming increasingly heavy 63
were becoming increasingly less 662
were becoming increasingly like 48
were becoming increasingly more 1921
were becoming increasingly open 78
were becoming increasingly rare 645
were becoming increasingly self 365
were becoming increasingly slim 53
were becoming increasingly tied 42
were becoming increasingly wary 101
were becoming increasingly weary 74
were becoming increasingly well 432
were becoming noticeably more 102
were becoming painfully clear 58
were becoming separated from 122
were before perfectly well 50
were beside themselves over 76
were beside themselves trying 50
were beside themselves when 148
were better insulated from 73
were better protected from 506
were beyond effective range 52
were bitter arguments over 74
were bleeding profusely from 222
were building themselves into 42
were burned indelibly into 43
were busily insinuating among 42
were called christians were 60
were called nuremberg eggs 62
were called spiritual sons 41
were carrying provisions from 150
were chosen carefully from 42
were chosen generally from 51
were chosen primarily from 102
were cleared unsparingly away 96
were clearly delineated from 54
were clearly dependent upon 151
were clearly descended from 84
were clearly different from 2016
were clearly divergent from 54
were clearly expressed when 44
were clearly inherited from 75
were clearly preferred over 60
were clearly separable from 81
were clearly separated from 997
were clearly separated into 82
were common knowledge among 582
were common practices among 153
were common throughout most 97
were common throughout much 84
were common throughout north 116
were copied faithfully from 44
were copied literally from 49
were deemed necessary were 74
were deemed necessary when 44
were deeply alienated from 204
were deeply concerned lest 192
were deeply concerned over 2295
were deeply concerned when 106
were deeply dependent upon 49
were deeply disturbed over 319
were deeply disturbed when 85
were deeply impressed upon 491
were deeply impressed when 128
were deeply imprinted upon 49
were deluding themselves into 91
were deluding themselves when 48
were direct quotations from 112
were dividing themselves into 98
were dragging themselves along 257
were dragging themselves back 112
were drinking themselves into 105
were driven northwards into 41
were driven obliquely into 99
were driven prisoners into 55
were driven southwards into 52
were enjoying excellent health 80
were enjoying ourselves very 60
were enjoying ourselves when 53
were enjoying themselves more 66
were enjoying themselves over 162
were enjoying themselves there 124
were enjoying themselves very 263
were enjoying themselves when 106
were evenly scattered over 42
were excusing themselves from 45
were fairly deducible from 54
were fairly different from 61
were fairly protected from 41
were fairly widespread among 90
were famous throughout india 42
were fasted overnight prior 169
were firmly convinced from 40
were firmly impressed upon 62
were forced increasingly into 55
were formed primarily from 50
were former colleagues from 44
