war arises which happens 48
war crimes trials against 269
war crimes trials because 43
war crimes trials following 164
war crimes under article 161
war effort until victory 80
war effort would require 74
war indeed never appeared 65
war should appear between 91
war should arise against 60
war should arise between 568
war should ensue between 76
war should exist between 47
war should occur between 179
war without first obtaining 67
war without mercy against 142
war without roman consent 51
war without truce against 65
war without which victory 51
was active trade between 74
was active until shortly 45
was afraid every instant 41
was afraid might prevent 85
was agreed until everything 79
was almost black against 48
was almost daily contact 41
was almost daily endured 43
was almost daily exposed 48
was almost daily increasing 40
was almost daily receiving 92
was almost eight hundred 115
was almost eight thousand 45
was almost empty because 154
was almost equal between 55
was almost every variety 44
was almost fifty percent 88
was almost fifty thousand 44
was almost forty minutes 76
was almost fully covered 70
was almost fully dilated 125
was almost fully dressed 108
was almost light outside 61
was almost looking forward 698
was almost never allowed 121
was almost never applied 68
was almost never brought 40
was almost never granted 71
was almost never invoked 70
was almost never present 165
was almost proof against 66
was almost resting against 59
was almost seven hundred 104
was almost seven thousand 59
was almost solid against 54
was almost thirty minutes 130
was almost thirty thousand 55
was almost total absence 49
was almost total failure 55
was almost total silence 265
was almost under control 179
was almost within gunshot 121
was already about fifteen 40
was already about seventy 129
was already above average 41
was already after sundown 57
was already arguing against 40
was already armed against 43
was already badly bruised 43
was already badly damaged 200
was already badly swollen 61
was already badly wounded 128
was already begun between 48
was already below average 94
was already bending towards 91
was already biased against 65
was already blaming himself 46
was already bracing himself 61
was already brewing between 77
was already burying herself 59
was already busying herself 73
was already busying himself 127
was already calling himself 176
was already casting shadows 41
was already causing anxiety 84
was already causing concern 202
was already causing trouble 128
was already chafing against 53
was already changing rapidly 68
was already cursing himself 46
was already cutting shallow 45
was already dipping towards 124
was already drawing towards 161
was already drawn between 49
was already drawn towards 57
was already eight hundred 40
was already falling rapidly 60
was already feeling nervous 46
was already finding himself 73
was already flowing strongly 91
was already forming against 92
was already forming between 48
was already forming outside 51
was already forty minutes 74
was already fully aroused 117
was already fully assured 54
was already fully dressed 309
was already fully evolved 56
was already fully familiar 66
was already fully matured 44
was already fully present 153
was already fully staffed 97
was already getting crowded 189
was already getting dressed 141
was already getting excited 199
was already getting lighter 84
was already getting nervous 75
was already getting towards 87
was already getting worried 104
was already girding himself 81
was already groping towards 97
was already growing rapidly 228
was already growing restive 69
was already headed towards 51
was already helping herself 46
was already helping himself 97
was already known because 102
was already known locally 47
was already known outside 106
was already known regarding 44
was already light outside 402
was already looking askance 93
was already looking forward 3662
was already looking towards 157
was already nearly covered 49
was already nearly extinct 61
was already nearly seventy 210
was already nearly swamped 42
was already picking himself 49
was already pouring himself 74
was already proving himself 204
was already pulling himself 79
was already pushing against 123
was already pushing forward 61
was already pushing himself 84
was already putting forward 130
was already putting together 385
was already quite capable 65
was already quite certain 94
was already quite complex 60
was already quite crowded 134
was already quite diverse 40
was already quite elderly 82
was already quite evident 207
was already quite familiar 772
was already quite popular 116
was already quite shadowy 62
was already quite visible 45
was already rather crowded 46
was already reacting against 66
was already running against 80
was already running forward 80
was already running strongly 61
was already running towards 286
was already rushing towards 57
was already setting himself 43
was already setting strongly 67
was already seven hundred 40
was already seven minutes 79
was already showing herself 41
was already showing himself 274
was already showing promise 115
was already showing results 84
was already sinking towards 156
was already sitting outside 45
was already sitting upright 41
was already snoring lightly 55
was already speaking lightly 43
was already split between 61
was already strong against 74
was already taken captive 60
was already teaching himself 51
was already telling himself 51
was already tending towards 149
was already tense because 43
was already thirty minutes 161
was already throwing himself 40
was already treading crooked 99
was already turning against 283
was already turning towards 293
was already under assault 99
was already under british 169
was already under control 329
was already under federal 49
was already under intense 68
was already under sedation 46
was already upset because 85
was already veering towards 64
was already verging towards 84
was already waiting outside 970
was already walking briskly 91
was already walking quickly 62
was already walking rapidly 50
was already walking towards 347
was already warning against 73
was already working against 101
was already working closely 123
was already working himself 41
was already working towards 184
was already writing letters 47
was already writing stories 77
was always above average 98
was always badly dressed 65
was always blaming himself 40
was always broke because 50
was always causing trouble 325
was always chewing tobacco 75
was always drawn between 163
was always drawn towards 140
was always easily aroused 49
was always empty because 71
was always extra careful 54
was always feeling towards 102
was always finding excuses 176
was always finding herself 56
was always finding himself 247
was always found between 74
was always found faithful 42
was always fried chicken 53
was always fully dressed 166
was always fully stocked 98
was always getting between 43
was always getting excited 48
was always getting herself 114
was always getting himself 504
was always getting knocked 63
was always getting letters 73
was always getting married 93
was always getting wounded 45
was always given priority 100
was always halting between 54
was always happy because 43
was always hungry because 58
was always hurting himself 55
was always known locally 62
was always looking forward 1979
was always looking outside 196
was always looking towards 56
was always neatly attired 64
was always neatly dressed 2167
was always neatly groomed 49
was always neatly trimmed 138
was always nifty himself 112
was always pleading poverty 48
was always pleasing himself 51
was always proof against 65
was always pushing forward 142
was always pushing herself 60
was always pushing himself 87
was always putting forward 192
was always putting herself 87
was always putting himself 229
was always quite certain 109
was always quite content 66
was always quite limited 105
was always quite pleasant 44
was always railing against 66
was always rated according 143
was always rather ashamed 54
was always rather awkward 42
was always rather limited 109
was always rather nervous 70
was always right because 57
was always running against 46
was always running errands 86
was always setting himself 74
was always showing himself 45
was always talking against 56
was always telling herself 70
was always telling himself 122
was always telling stories 565
was always tending towards 46
was always throwing herself 56
was always tired because 41
was always under control 472
was always under protest 42
was always waiting outside 111
was always walking rapidly 60
was always working against 168
was always working towards 58
was always writing letters 435
was always writing stories 55
was another blank silence 131
was another brief exchange 61
was another brief silence 501
was another burning question 47
was another cause operating 52
was another child prodigy 68
was another civil servant 44
was another clash between 129
was another count against 69
was another fatal mistake 45
was another fight between 53
was another forty minutes 111
was another glaring example 60
was another grave problem 48
was another happy occasion 42
was another house besides 46
was another indian village 98
was another joint venture 42
was another large increase 75
was another large village 97
was another lengthy silence 97
was another major advance 124
was another major concern 404
was another major element 99
was another major problem 1367
was another major project 74
was another major setback 78
was another major victory 60
was another meeting between 246
was another method adopted 66
was another naval officer 51
was another pause between 73
was another point against 91
was another prime example 119
was another reason against 191
was another reason besides 299
was another roman catholic 44
was another sharp decline 45
was another sharp increase 73
was another short silence 629
was another small bedroom 41
was another small picture 60
was another small silence 97
was another small victory 82
was another small village 162
was another stone knitted 64
was another tense silence 80
was another thirty minutes 179
was another thirty seconds 60
was another thorny problem 69
was another uneasy silence 44
was another vital element 52
was another woman present 46
was another world besides 46
was another world outside 289
was anxious about everything 68
was anxious about himself 42
was anxious about returning 50
was anxious above everything 84
was around eight hundred 88
was around eight thousand 49
was around fifty thousand 96
was around forty thousand 48
was around seven hundred 157
was around thirty thousand 124
was asleep within minutes 823
was asleep within moments 120
was asleep within seconds 416
was barely getting started 125
was barely holding herself 104
was barely holding himself 76
was barely holding together 126
was barely keeping himself 41
was barely known outside 501
was barely light outside 368
was barely thirty minutes 69
was barely under control 424
was becoming every instant 184
was becoming known outside 222
was becoming quite alarmed 75
was becoming quite crowded 49
was becoming quite evident 161
