washing machines were available 55
waste materials from factories 118
waste materials from industrial 60
waste products from factories 88
waste products from industrial 321
watch yourself very carefully 74
water containing fine particles 85
water containing food particles 103
water containing many dissolved 40
water containing some dissolved 103
water containing these organisms 159
water contains less dissolved 52
water contains many dissolved 97
water contains more dissolved 83
water contains much dissolved 51
water contains some dissolved 148
water droplets will evaporate 57
water obtained from different 61
water pastures were valueless 41
water pollution from factories 58
water pollution from industrial 826
water pollution from municipal 112
water produced during combustion 58
water requires four electrons 55
water retention during pregnancy 85
water supplies made available 48
water supplies were available 468
water supplies were developed 242
water supplies were exhausted 62
water supplies were installed 106
waves proceeding from different 41
waves produced from explosive 60
weakly dissenting among themselves 68
wealthy citizens were plundered 139
wealthy planters were connected 90
wedding presents were displayed 86
where abortions were performed 260
where absolute evil confronts 42
where baptisms were performed 52
where catholics were concerned 197
where children find themselves 47
where children from different 154
where children were concerned 1465
where children were forbidden 41
where children were permitted 46
where children were regularly 53
where children were separated 85
where children were sometimes 48
where comedies were performed 45
where communal land ownership 41
where elections were conducted 51
where elements from different 52
where europeans were concerned 108
where everyone knew everybody 196
where families were separated 97
where finances were concerned 82
where heretics were concerned 53
where hundreds were assembled 46
where injuries were sustained 51
where lectures were delivered 182
where marriages were performed 61
where materials were available 63
where memorials were presented 50
where miracles were performed 124
where offenses were committed 60
where officers were quartered 54
where outrages were committed 47
where patients have recovered 48
where patients have undergone 46
where petitions were presented 58
where pictures were concerned 54
where politics were concerned 801
where politics were discussed 111
where problems were discussed 71
where products from different 42
where scholars from different 72
where services were available 69
where services were conducted 439
where services were performed 160
where services were regularly 45
where soldiers were concerned 105
where soldiers were quartered 122
where speeches were delivered 197
where squamous cell carcinoma 137
where strangers were concerned 108
where students find themselves 44
where students from different 297
where students have developed 51
where students have different 44
where students were permitted 69
where subjects were presented 92
where supplies were available 124
where supplies were collected 66
where supplies were difficult 61
where supplies were plentiful 160
where supplies were purchased 48
where thousands were assembled 82
where tortures were inflicted 63
where whispers have intensity 46
which abortions were performed 88
which accounts were published 62
which achieved some notoriety 101
which acquired great celebrity 100
which acquired great reputation 41
which acquired some notoriety 61
which affected many countries 51
which affected most countries 42
which affected other countries 63
which affected their attitudes 47
which affected their interests 313
which affected their neighbors 57
which afforded good anchorage 74
which afforded good protection 47
which afforded great amusement 111
which afforded great protection 69
which afforded much amusement 328
which afforded much merriment 44
which afforded some amusement 70
which afforded some protection 413
which africans were subjected 76
which animated their ancestors 79
which articles were published 57
which assuaged some temporary 78
which attaches upon momentary 75
which attained great celebrity 118
which attained some notoriety 42
which attended their colleagues 79
which attended their companions 43
which attended their demolition 83
which attended their movements 111
which attended their operations 69
which attended these proceedings 41
which attended those conquests 40
which attention will presently 115
which attracts dust particles 40
which augustus once exhibited 113
which balances were outstanding 42
which benefits from economies 45
which betokens much ignorance 192
which betokens some monstrous 43
which category best describes 210
which catholics were forbidden 154
which catholics were subjected 93
which challenge their abilities 44
which children find difficult 43
which children find themselves 542
which children from different 314
which children gain knowledge 41
which children have developed 134
which children learn primarily 82
which children need additional 58
which children view themselves 69
which children were committed 52
which children were compelled 44
which children were conceived 46
which children were forbidden 53
which children were perceived 49
which children were permitted 99
which children were presented 186
which children were questioned 49
which children were separated 177
which children were socialized 78
which children were subjected 198
which children will encounter 65
which churches were destroyed 40
which citizens find themselves 61
which combines many different 44
which combines these qualities 55
which commands their veneration 88
which compared most favorably 46
which compared very favorably 272
which compares most favorably 141
which compares very favorably 936
which competed among themselves 64
which composed their cavalcade 92
which composed these extensive 40
which concealed their movements 110
which concerns more especially 78
which concerns their happiness 55
which concerns their interests 49
which concerns your happiness 70
which condition great movements 58
which confined their operations 56
which connects lake champlain 57
which contains data collected 50
which contains five different 66
which contains four different 95
which contains four molecules 43
which contains free electrons 40
which contains hair follicles 103
which contains living organisms 121
which contains many additional 55
which contains many admirable 65
which contains many different 375
which contains many documents 77
which contains many excellent 271
which contains many fascinating 45
which contains many fragments 54
which contains many important 307
which contains many interesting 905
which contains many practical 56
which contains many provisions 75
which contains many quotations 50
which contains many varieties 55
which contains more extensive 47
which contains more nutriment 72
which contains much additional 68
which contains much excellent 72
which contains much important 114
which contains much interesting 482
which contains only provisions 222
which contains other ingredients 45
which contains some additional 207
which contains some admirable 96
which contains some excellent 380
which contains some exquisite 67
which contains some extremely 65
which contains some fascinating 41
which contains some fragments 77
which contains some important 294
which contains some interesting 1379
which contains some potassium 81
which contains some provisions 45
which contains some substance 62
which contains such important 41
which contains such provisions 76
which contains these ingredients 53
which contains these memorable 53
which contains these provisions 59
which contains three different 196
which contains three important 61
which contains very important 51
which contains very interesting 82
which controls their movements 46
which crackled like fireworks 43
which curtains were suspended 47
which declines from perfection 43
which defended their interests 44
which demanded some sacrifice 53
which depended their existence 40
which depended upon acuteness 59
which descends from generation 86
which describe these processes 57
which deserves more discussion 45
which deserves more extensive 45
which deserves some discussion 111
which develops during childhood 41
which develops during pregnancy 121
which develops very gradually 91
which dictated these municipal 45
which dictated these provisions 41
which differed among themselves 174
which differed very materially 80
which diffused their fragrance 42
which directed their movements 121
which disagree among themselves 40
which disposes great merchants 154
which elections were conducted 274
which elements form compounds 46
which elements from different 92
which elements were qualified 81
which elicited much discussion 64
which elizabeth gave charlotte 175
which embraces many different 87
which enforces such continual 67
which enhanced their influence 67
which enhanced their political 56
which enhances iron absorption 194
which enlarged their knowledge 133
which europeans have corrupted 54
which europeans were concerned 95
which everyone must recognize 50
which everyone must subscribe 59
which everyone will recognize 139
which evidence their existence 50
which excerpts were published 61
which excluded true believers 93
which excludes their existence 68
which excludes their motherland 62
which executes these movements 90
which exercise great influence 93
which exercise some influence 66
which exercise their influence 182
which exhibits these phenomena 73
which explains their different 65
which explains their existence 64
which explains their inability 46
which explains these phenomena 61
which exploded over hiroshima 59
which extended from september 117
which extended over centuries 76
which extended over seventeen 58
which extended their influence 96
which extracts were published 73
which families find themselves 113
which families were organized 51
which followed soon afterward 96
which followed their appearance 55
which followed their departure 93
which followed their discovery 75
which followed their enactment 50
which followed their separation 50
which followed these gentlemen 44
which followed these proceedings 44
which followed these spasmodic 87
which followed were conducted 46
which followed were described 42
which followed were difficult 46
which followed were extremely 40
which formerly were associated 45
which formerly were available 87
which formerly were dispersed 84
which formerly were exercised 55
which formerly were important 56
which formerly were mortgaged 53
which formerly were performed 158
which frequent such situations 53
which fulfills these conditions 279
which futurity must determine 132
which governed their movements 98
which hampered their movements 48
which happened many centuries 42
which happened only yesterday 51
which happened soon afterward 70
