waged labour market . 137
wages across regions . 58
wages behind prices . 128
wages lagged behind . 251
wages remain stable . 54
wages system itself . 45
wagon without wheels . 74
waited another minute . 295
waited another moment . 263
waited another second . 42
waited before replying . 130
waited further orders . 241
waiting another minute . 220
waiting another moment . 71
waiting another second . 65
waiting further orders . 280
waiting patrol wagons . 69
walked across africa . 40
walked across campus . 190
walked around campus . 50
walked around inside . 51
walked around slowly . 44
walked before dinner . 78
walked slowly around . 62
walked slowly behind . 94
walked slowly inside . 92
walked slowly onward . 47
walked through before . 45
walked through byways . 291
walked toward school . 115
walked twelve leagues . 58
walked without stopping . 105
walking across campus . 303
walking around campus . 371
walking around freely . 66
walking around inside . 139
walking around london . 64
walking slowly behind . 47
walking toward school . 47
walks around london . 40
walks through london . 98
walled flower garden . 106
walled garden behind . 94
walled garden beyond . 102
walls around itself . 61
walls become thicker . 169
walls become thinner . 206
walls before painting . 55
walls needed painting . 65
walls remain intact . 139
walls remain standing . 150
walls without mortar . 52
walls without openings . 63
wander around freely . 84
wander farther afield . 144
wander further afield . 159
wander leagues around . 43
wander through europe . 55
wanted another chance . 349
wanted another opinion . 224
wanted anyone before . 162
wanted higher prices . 57
wanted larger fields . 53
wanted someone younger . 81
wanted something better . 1124
wanted something bigger . 150
wanted something deeper . 65
wanted something simple . 87
wanted something special . 307
wanted something unique . 66
wanted special favors . 46
wanted without fighting . 58
wanting before another . 51
wanting something better . 97
wanton beyond measure . 40
wants another chance . 139
wants another lesson . 70
wants something better . 149
wants something special . 76
wares remain unsold . 247
warmed dinner plates . 554
warmed normal saline . 50
warmth without weight . 195
warning before striking . 63
warning lights flashing . 248
warped beyond repair . 69
warring feudal states . 125
warrior little turtle . 169
washed before dinner . 867
washed without damage . 119
washed without injury . 93
washing before dinner . 113
washing before prayer . 277
waste another minute . 1332
waste another moment . 405
waste another second . 289
waste carbon dioxide . 871
waste handling system . 137
waste meadows around . 66
waste pickle liquor . 49
wasting another minute . 57
wasting another moment . 48
watch before replying . 44
watch events unfold . 396
watch horror movies . 274
watch jackie gleason . 42
watch johnny carson . 233
watch sesame street . 649
watch sporting events . 220
watch sports events . 117
watch violent movies . 126
watching another person . 69
watching events unfold . 172
watching horror movies . 134
watching johnny carson . 164
watching sesame street . 422
watching seventh avenue . 112
watching something special . 40
watching sporting events . 111
watching sports events . 188
watching violent movies . 59
water already putrid . 62
water always turbid ? 48
water became choppy . 47
water became clearer . 45
water became deeper . 114
water became scarce . 294
water become scarce . 74
water before applying . 160
water before arranging . 155
water before dinner . 108
water before drinking . 661
water before entering . 50
water before freezing . 185
water before ingestion . 56
water before mounting . 65
water before painting . 68
water before planting . 565
water before pressing . 43
water before retiring . 162
water before sampling . 46
water before spraying . 126
water before staining . 260
water before starting . 160
water before sunset . 56
water before weighing . 43
water colour drawings . 125
water colour painting . 342
water column height . 68
water column itself . 306
water cooled engines . 161
water cooled reactor . 47
water drains through . 65
water filter bottle . 43
water filter system . 94
water flowed freely . 68
water flowed through . 69
water garden plants . 66
water hammer effect . 67
water intake system . 44
water intake valves . 41
water levels permit . 88
water levels recede . 52
water looked inviting . 106
water meadows beyond . 57
water mobile phases . 60
water mussel shells . 79
water nuclear reactor . 408
water passed belief . 59
water passed through . 194
water passes freely . 44
water passes through . 363
water policy issues . 140
water policy reform . 231
water poured through . 99
water reactor design . 44
water reactor plants . 169
water reactor safety . 47
water reactor system . 183
water rights claims . 153
water rights issues . 182
water rights system . 156
water rushes through . 84
water safety skills . 63
water sampling bottle . 103
water scarce regions . 164
water sector reform . 90
water seeped through . 77
water should follow . 74
water sloshing around . 126
water sports abound . 88
water sports center . 168
water sports centre . 185
water stress occurs . 50
water supply agency . 229
water supply crisis . 50
water supply exists . 70
water supply failed . 457
water supply intake . 158
water supply issues . 258
water supply itself . 202
water supply options . 91
water supply planning . 479
water supply plants . 106
water supply points . 162
water supply policy . 48
water supply scheme . 1865
water supply sector . 350
water supply source . 1093
water supply system . 17197
water supply valves . 58
water system design . 155
water system itself . 123
water tastes better . 99
water through canals . 65
water through plants . 77
water vapour formed . 45
water varies greatly . 184
water varies widely . 95
water without charge ! 109
water without cracking . 263
water without damage . 175
water without drinking . 44
water without drowning . 129
water without effort . 66
water without injury . 360
water without mishap . 60
water without spilling . 95
water without stirring . 83
water without stopping . 173
waters around alaska . 46
waters around ceylon . 45
waters around england . 61
waters around europe . 62
waters around hawaii . 75
waters around taiwan . 115
waters remain impure ? 47
waters varies greatly . 44
waves across europe . 66
waves crashing ashore . 48
waves through europe . 51
waves travel faster . 65
waxed wooden floors . 117
weaker immune system . 55
weaker member states . 63
weaker muscle groups . 60
weakly acidic groups . 54
weakly acidic medium . 82
weakly ionized plasma . 209
wealthy athenian family . 50
wealthy beyond belief . 176
wealthy beyond measure . 96
wealthy boston family . 176
wealthy cattle owners . 46
wealthy cotton broker . 40
wealthy english family . 208
wealthy estate owners . 73
wealthy french family . 84
wealthy german family . 81
wealthy italian family . 93
wealthy jewish banker . 53
wealthy jewish family . 400
wealthy landed gentry . 77
wealthy london banker . 44
wealthy london family . 72
wealthy peasant family . 48
wealthy quaker family . 59
wealthy united states . 97
weather became colder . 221
weather became cooler . 158
weather became hotter . 49
weather became milder . 81
weather became serene . 94
weather became severe . 48
weather became stormy . 157
weather became warmer . 295
weather future storms . 135
weather should happen . 44
weather should permit . 158
weather tennis courts . 427
weather turned around . 275
weather turned bitter . 41
weather turned chilly . 77
weather turned colder . 288
weather turned cooler . 80
weather turned stormy . 103
weather turned warmer . 145
weather without injury . 323
wedged itself inside . 91
wedges called quoins . 52
weeds before planting . 143
weekly boarding school . 42
weekly cattle market . 49
weekly clinic visits . 43
weekly family meetings . 115
weekly office visits . 64
weekly planning meetings . 75
weekly prayer meetings . 364
weekly public meetings . 43
weekly safety meetings . 55
weekly status meetings . 68
weekly status report . 163
weekly therapy session . 65
weeks before breeding . 134
weeks before finals . 68
weeks before grafting . 61
weeks before hatching . 83
weeks before launch . 92
weeks before needed . 59
weeks before planting . 1609
weeks before pupating . 47
weeks before release . 58
weeks before sampling . 63
weeks before shipping . 48
weeks before shooting . 72
weeks before spawning . 51
weeks before travel . 102
weeks before winter . 72
weeks passed slowly . 160
weeks summer session . 60
weeks without drinking . 91
weeks without effect . 53
weeks without injury . 127
weeks without relief . 96
weeks without result . 93
weeks without scarring . 142
weeks without spoiling . 84
weeks without stopping . 113
weeks without therapy . 85
weigh eighty pounds . 150
weigh ninety pounds . 177
weigh twelve ounces . 42
weigh twelve pounds . 88
weigh twenty pounds . 314
weighing eighty pounds . 204
weighing eleven pounds . 205
weighing ninety pounds . 229
weighing twelve ounces . 123
weighing twelve pounds . 288
weighing twenty ounces . 74
weighing twenty pounds . 451
weighing various options . 49
weighs eighty pounds . 108
weighs eleven pounds . 88
weighs ninety pounds . 107
weighs twelve pounds . 158
weighs twenty pounds . 275
weight matrix choice . 995
weight training session . 149
weight twenty pounds . 53
weight without clothes . 145
weight without effort . 64
weight without strain . 43
weight without yielding . 64
weird beyond belief . 125
welding supply stores . 101
westem united states . 423
wheel steering system . 143
wheel turned slowly . 49
wheels through gravel . 186
wheels turned slowly . 101
where albany stands . 60
where another begins . 150
where breeding occurs . 55
where cattle grazed . 471
where christ dwells . 88
where christ reigns . 57
where christ sitteth . 78
where christ walked . 44
where cracking occurs . 51
where creation begins . 54
where credit belongs . 59
where damage occurs . 99
where demand exists . 112
where disease occurs . 40
where england drinks . 65
where erosion occurs . 48
where events happen . 60
where fiction begins . 44
where freezing occurs . 75
where hitler failed . 46
where horses grazed . 76
where leakage occurs . 45
where little exists . 123
where malaria exists . 47
where malaria occurs . 64
where meiosis occurs . 53
where neither exists . 63
where philip worked . 59
where reaction occurs . 109
where reality begins . 60
where snakes abound . 58
where something occurs . 51
where spawning occurs . 65
where thunder sleeps . 41
where valour faileth . 48
where wilson failed . 44
where wisdom dwells . 53
whether something exists . 44
whets without number . 79
which abound therein . 51
which absorb energy . 69
which absorb oxygen . 48
which affect demand . 98
which affect prices . 114
which already exists . 5974
which alters nature . 65
which always exists . 265
which always failed . 107
which always occurs . 129
which always recurs . 72
which always remain . 40
which always worked . 76
which another abhors . 40
which another enjoys . 139
which appears absurd . 55
which appears herein . 60
which appears likely . 53
