waders and hip boots 74
wagering that any given 67
wagged her head sadly 50
wagged his head again 153
wagged his head sadly 428
wagons and all kinds 123
wagons and all sorts 77
wagons and men passing 44
wagons and two carts 51
wagons for our tools 114
wagons that had taken 44
wagons that they could 42
wagons with all kinds 44
wagons with six mules 45
wailed day and night 281
wailed for his mother 66
wailed out her sense 63
wailed that she could 58
wailed that she would 57
wailed that they could 41
wailed that they would 49
waited all day until 118
waited all our lives 97
waited all that evening 40
waited all that morning 51
waited all that night 149
waited all this while 248
waited and rang again 114
waited and then asked 127
waited and then began 50
waited and then spoke 49
waited and then tried 81
waited and was about 56
waited and was saved 42
waited and was still 40
waited and you never 45
waited but she never 40
waited day and night 518
waited each day until 40
waited for all minor 56
waited for all night 41
waited for and hoped 50
waited for and longed 46
waited for any reply 58
waited for any signs 47
waited for bad weather 43
waited for for thirty 42
waited for her after 428
waited for her again 95
waited for her alone 96
waited for her below 143
waited for her books 49
waited for her breathing 235
waited for her change 498
waited for her child 320
waited for her drink 102
waited for her every 363
waited for her father 4577
waited for her fiance 44
waited for her fifty 50
waited for her final 45
waited for her first 700
waited for her groom 51
waited for her guest 66
waited for her hands 41
waited for her knock 42
waited for her lover 737
waited for her mother 5236
waited for her niece 63
waited for her order 145
waited for her phone 90
waited for her plane 105
waited for her pulse 129
waited for her reply 2376
waited for her smile 100
waited for her train 137
waited for her uncle 143
waited for her under 166
waited for her until 329
waited for her usual 71
waited for her vision 78
waited for her voice 398
waited for her wedding 40
waited for her while 282
waited for her words 391
waited for him about 121
waited for him above 48
waited for him after 456
waited for him again 101
waited for him alone 90
waited for him below 195
waited for him every 351
waited for him nearly 97
waited for him since 127
waited for him under 372
waited for him until 1143
waited for him where 120
waited for him while 447
waited for him within 49
waited for his blood 49
waited for his brain 70
waited for his breathing 300
waited for his bride 293
waited for his calls 65
waited for his change 660
waited for his chest 48
waited for his chief 165
waited for his child 129
waited for his drink 194
waited for his enemy 322
waited for his father 6025
waited for his final 103
waited for his fingers 64
waited for his first 535
waited for his fleet 60
waited for his guest 249
waited for his hands 107
waited for his horse 195
waited for his knock 125
waited for his lunch 64
waited for his money 170
waited for his morning 84
waited for his mother 3377
waited for his niece 49
waited for his older 46
waited for his opening 126
waited for his order 403
waited for his party 47
waited for his people 57
waited for his phone 205
waited for his pitch 41
waited for his plane 134
waited for his pulse 99
waited for his reply 2648
waited for his rival 69
waited for his share 63
