wag his tongue a 42
war and about a 79
war and after a 324
war and after i 53
war and again a 41
war and avoid a 164
war and began a 115
war and begin a 79
war and build a 292
war and built a 103
war and create a 405
war and creating a 294
war and earned a 88
war and faced a 50
war and finding a 69
war and force a 58
war and forming a 65
war and found a 155
war and given a 87
war and gives a 61
war and hence a 45
war and later a 169
war and makes a 97
war and nearly a 58
war and opening a 61
war and quite a 41
war and seeking a 63
war and spent a 131
war and start a 65
war and taken a 65
war and under a 80
war and until a 49
war and urged a 71
war and where a 52
war and where i 42
war and which i 90
war and while i 42
war and winning a 99
war and within a 169
war and write a 63
war and wrote a 192
war are still a 46
war but rather a 344
war can create a 46
war did create a 41
war for about a 150
war for nearly a 557
war for quite a 87
war for which a 136
war for which i 196
war had added a 146
war had begun a 227
war had ended a 311
war had ended i 60
war had found a 84
war had given a 654
war had shown a 148
war had still a 46
war had taken a 2002
war had thrown a 81
war has added a 116
war has found a 50
war has given a 646
war has shown a 132
war has taken a 463
war has thrown a 126
war let loose a 44
war may cause a 103
war may create a 45
war may prove a 66
war she wrote a 57
war than after a 44
war than anything i 44
war than would a 54
war that ended a 40
war that lasts a 51
war that makes a 77
war they built a 47
war thus found a 75
war was about a 188
war was added a 83
war was again a 98
war was causing a 75
war was costing a 65
war was creating a 124
war was either a 102
war was ended a 88
war was ended i 50
war was given a 201
war was nearly a 108
war was never a 191
war was often a 219
war was proving a 85
war was quite a 90
war was rather a 216
war was reaching a 220
war was really a 643
war was still a 3182
war was truly a 189
war was within a 100
war with about a 41
war with baker i 69
war with china a 99
war with henry i 83
war with japan a 199
war with russia a 159
war with russia i 58
war with spain a 315
war with spain i 60
war with which a 51
war with which i 162
was all about a 3359
was all about i 863
was all alone i 140
was all getting a 420
was all quite a 381
was all rather a 624
was all really a 177
was all right a 588
was all right i 803
was all still a 626
was all stuff i 93
was all under a 85
was all until i 50
was all which i 228
was all within a 151
was and after a 200
was and could i 47
was and found a 200
was and maybe i 98
was and quite a 40
was and still a 58
was and where a 79
was and where i 5222
was and which i 60
was and while i 42
was and would i 81
was any danger i 44
was any doubt i 58
was any longer a 1006
was any place i 70
was any reason i 70
was bad until i 44
was bad where i 84
was being added a 57
was being asked a 369
was being borne a 46
was being built a 537
was being built i 149
was being given a 9381
was being mixed i 52
was being named a 63
was being quite a 53
was being rather a 50
was being shown a 510
was being taken a 144
was being taken i 64
was being thrown a 58
was being waged a 129
was both really a 55
was but about a 272
was but after a 68
was but newly a 43
was but playing a 97
was but putting a 60
was but seeking a 42
was but stating a 55
was but still a 88
was but waiting a 41
was cut about a 66
was cut after a 96
was cut short a 464
was cut twice a 44
was cut within a 61
was dead above a 50
was dead after a 156
was dead nearly a 77
was dead since i 54
was dead until a 107
was dead until i 478
was dead while i 47
was dead within a 1597
was doing about a 156
was doing after a 47
was doing after i 75
was doing anything i 90
was doing driving a 50
was doing quite a 836
was doing rather a 122
was doing since i 147
was doing until a 99
was doing until i 540
was doing while i 379
was dry where i 44
was due after a 45
was due under a 176
was due within a 351
was dug about a 71
was dug round a 47
was dug under a 106
was dug within a 42
was dying after a 107
was dying under a 51
was dying while i 49
was each night a 42
was easy after a 40
was easy since i 122
was easy until i 52
was far above a 156
was far below a 157
was far liker a 87
was far rather a 45
was far spent a 57
was far worse a 64
was fed twice a 219
was for about a 857
was for athens a 45
was for blake a 63
was for calling a 83
was for china a 90
was for creating a 114
was for dante a 76
was for dewey a 52
was for either a 96
was for finding a 109
was for forging a 64
was for forming a 55
was for freud a 165
was for getting a 135
was for hegel a 77
was for holding a 96
was for israel a 113
was for issuing a 71
was for italy a 101
was for italy i 54
was for james a 150
was for japan a 90
was for jesus a 179
was for joyce a 54
was for keeping a 118
was for killing a 159
was for lenin a 101
was for letting a 52
was for lewis a 45
was for libya a 65
was for locke a 68
was for luther a 128
was for months a 144
was for nearly a 1234
was for opening a 72
was for others a 220
was for passing a 45
was for peter a 43
was for plato a 152
was for playing a 64
was for putting a 87
was for quite a 805
was for raising a 134
was for running a 51
was for russia a 163
was for sending a 128
was for spain a 58
was for stealing a 270
was for telling a 40
was for thoreau a 44
was for throwing a 55
was for turning a 51
was for waiting a 81
was for weber a 88
was for weeks a 85
was for which i 179
was for women a 123
was for writing a 159
was fun until i 67
was gay since i 117
was gay until i 92
was going about a 311
was going after a 662
was going round a 172
was going round i 58
was going thither i 54
was going though a 79
was going twice a 44
was going under a 153
was going until a 44
was going until i 284
was going where i 273
was going within a 63
was got about a 113
was got under a 42
was had taken a 41
was had under a 92
was her father a 112
was her father i 66
was her father s 87
was her fault i 131
was her mother a 166
was her mother i 65
was her pinning a 76
was her voice i 179
was hid beneath a 69
was hid under a 214
was him until i 42
was his changing a 45
was his father a 309
was his father i 82
was his father s 124
was his fault i 245
was his finding a 43
was his ghost i 42
was his house a 44
was his money i 42
was his mother a 147
was his mother i 61
was his mother s 87
was his reason i 82
was his reply i 53
was his sending a 142
was his voice i 302
was his writing a 65
was how badly i 187
was how close i 102
was how could a 183
was how could i 384
was how happy i 86
was how large a 190
was how lucky i 115
was how often a 49
was how often i 78
was how proud i 47
was how shall i 47
was how small a 77
was how sorry i 50
was how tired i 60
was how would i 136
was hung above a 137
was hung under a 64
was ill about a 120
was ill after a 70
was ill while i 95
was led beneath a 85
was led under a 73
was let alone a 40
was let loose a 106
was let under a 95
was lit under a 51
was long after a 81
was long after i 858
was long since a 747
was long since i 1341
was long under a 108
was low after a 70
was lying about a 331
was lying beneath a 363
was lying quite a 57
was lying under a 3253
was lying where i 233
was lying within a 458
was mad about a 159
was mad cause i 59
was met about a 151
was met after a 58
was met within a 134
was near about a 198
was near causing a 114
was near falling a 291
was near proving a 49
was near where i 267
was new since i 51
was nor where i 124
was not about a 3245
was not above a 8081
was not after a 871
was not after i 118
was not again a 402
was not alive a 153
was not alone a 2340
was not alone i 95
was not anything a 695
was not anything i 9553
was not anything l 45
was not arguing a 80
was not asked a 464
was not aware a 137
was not aware i 2811
was not begun a 65
was not below a 111
was not beneath a 68
was not blazing a 51
was not blowing a 86
