waiters wore pink jackets 43
waivers have been granted 314
wakened from their lethargy 64
wakened from their slumber 149
wandering feet have pressed 54
wandering from their company 227
wandering into those retired 195
wandering upon other objects 40
warfare kept these parties 60
warheads have been removed 66
warheads reach their targets 54
warrant came down shortly 66
warrant having been granted 61
warrant were just brought 78
warriors from their village 171
warriors left their village 43
warriors once more against 40
warriors will hunt together 60
warriors will meet together 53
watched even more closely 321
watched from their vantage 127
watched from their windows 530
watched much more closely 202
watched over from infancy 48
watched over their charges 43
watched over their conduct 93
watched over their infancy 91
watched over their welfare 218
watched over your infancy 63
watched over your journey 57
watched their body language 55
watches from their pockets 121
watches into these several 204
watches keep time together 101
watches over their conduct 61
watches over their welfare 377
weakened their case against 57
weekend home from college 42
weighed down their eyelids 81
weighed down their spirits 59
weighed only three hundred 52
weighed over five hundred 180
weighed over four hundred 379
weighed over three hundred 1199
weighed over three thousand 41
weighed some four hundred 44
weighed some three hundred 113
weighed upon their spirits 160
weighed will also increase 51
weights have been adopted 44
weights have been applied 220
weights have been defined 54
weights have been derived 155
weights have been measured 134
weights have been omitted 40
weights have been reduced 102
weights have been removed 127
weights have been rounded 65
weights have been updated 52
weights ranging from several 95
weights take into account 133
weights taking into account 44
weights were very similar 64
welcome break from routine 244
welcome from their brethren 40
welcome from their fellows 40
welcome from their friends 63
welcome upon their arrival 168
welfare laws were enacted 99
welfare loss from reduced 108
welfare loss from taxation 50
welfare taking into account 42
western health care systems 61
western wind came lumbering 97
wheeled away into endless 115
whereby many young persons 117
whereby only union members 55
whereby such land becomes 54
whereby such vast numbers 78
wherein among other matters 49
wherein many dark corners 60
wherein there were several 99
wherein there were usually 85
wherein those great masters 66
wherein those great objects 90
wherein were laid numbers 847
whetted their teeth against 278
whipped cream into gelatin 51
whipped when least deserving 81
whirled away into circles 61
whiskey into their glasses 54
whisper among their shadows 106
whisper upon your listening 53
whistle very thick overhead 41
wildest fears have holiest 45
willingly call these objects 66
willingly gave their consent 91
willingly gave their support 49
willingly give five hundred 96
willingly give their consent 84
willingly have been content 43
willingly have been excused 273
willingly have sold himself 49
willingly obey your command 61
willingly take upon himself 95
willingly took upon herself 49
willingly took upon himself 261
willows have been denuded 72
willows have been planted 108
windows came into general 46
windows have been altered 266
windows have been blocked 236
windows have been boarded 165
windows have been bricked 224
windows have been covered 132
windows have been erected 49
windows have been painted 150
windows have been pierced 90
windows have been reduced 69
windows have been removed 260
windows have been smashed 218
windows open from outside 46
windows were also covered 55
windows were just visible 51
windows were kept tightly 120
windows were open because 434
windows were shut against 108
windows were shut tightly 47
windows wide open because 41
wistful heart said faintly 80
witches have been repealed 43
witches have their general 50
witches have their spirits 52
witches having been repealed 45
witches were most usually 45
withdraw from life because 58
withdraw from north america 97
withdraw from south lebanon 132
withdraw from south vietnam 2414
withdraw from their alliance 118
withdraw from their company 93
withdraw from their control 67
withdraw from their country 126
withdraw from their exposed 194
withdraw from their forward 91
withdraw from their friends 133
withdraw from their objects 115
withdraw from their parents 116
withdraw from their position 385
withdraw from their present 530
withdraw from their previous 65
withdraw from their service 145
withdraw from their society 135
withdraw from their stations 46
withdraw from these islands 44
withdraw from these markets 50
withdraw from your account 190
withdraw from your company 53
withdraw from your partner 51
withdraw from your position 119
withdraw from your present 58
withdraw from your service 50
withdraw into some distant 42
withdraw into some private 65
withdraw into their burrows 75
withdraw into their private 180
withdraw into your private 43
withdraw more into himself 47
withdraw unto some private 112
withdrew from great britain 54
withdrew from north america 141
withdrew from south lebanon 47
withdrew from south vietnam 442
withdrew from their alliance 104
withdrew from their company 168
withdrew from their exposed 75
withdrew from their forward 69
withdrew from their position 317
withdrew from their previous 47
withdrew from their society 110
withdrew into their burrows 94
withdrew into their private 144
withdrew more into himself 94
withered like those worthies 61
withheld during such quarter 45
withheld even your beloved 67
withheld from free exchange 68
withheld from great britain 219
withheld from other members 71
withheld from some stranger 53
withheld from their natural 48
withheld from their parents 41
withheld their full support 52
withhold from such payment 63
withhold from their masters 40
withhold from their parents 42
withhold from those virtues 42
withhold from your majesty 118
withhold their best efforts 77
witness also your diogenes 40
witness from emma herself 92
witness having seen letters 43
witness will come forward 53
wizards keep their captive 62
wondering dark eyes towards 53
wondering from what quarter 48
wondering just what exactly 87
wondering what fate awaited 69
wondering what other secrets 78
wondering what your silence 57
wondering what your thoughts 110
wonders have been wrought 825
workers among their members 119
